Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,4,P. Manning QB - DEN ,28.08,G. Bernard RB - CIN ,6.70,A. Blue RB - HOU ,6.60,A. Boldin WR - SF ,19.70,M. Floyd WR - LAC ,3.00,C. Fleener TE - IND ,2.80,S. Smith WR - BAL ,14.90,J. Tucker K - BAL ,12.00,Eagles DEF ,17.00,P. Harvin WR - NYJ ,0.20,B. Tate RB - PIT ,0.00,E. Decker WR - NYJ ,6.30,O. Daniels TE - BAL ,0.70,L. Miller RB - MIA ,6.70,Titans DEF ,2.00,110.78,david,80.72
david,1,J. Flacco QB - BAL ,13.92,T. Richardson RB - IND ,10.20,A. Morris RB - WAS ,19.00,J. Nelson WR - GB ,6.80,M. Crabtree WR - SF ,5.80,G. Olsen TE - CAR ,0.00,G. Tate WR - DET ,11.00,B. Walsh K - MIN ,9.00,Buccaneers DEF ,5.00,K. Britt WR - STL ,3.70,T. Brady QB - NE ,19.96,A. Peterson RB - MIN ,0.00,D. Baldwin WR - SEA ,0.60,J. Matthews WR - PHI ,7.70,Patriots DEF ,8.00,80.72,Peter,110.78
Daniel,7,D. Brees QB - NO ,30.30,A. Foster RB - HOU ,0.00,F. Jackson RB - BUF ,10.50,M. Austin WR - CLE ,6.40,R. White WR - ATL ,9.60,J. Cameron TE - CLE ,0.00,J. Jones WR - LV ,10.70,S. Hauschka K - SEA ,15.00,49ers DEF ,11.00,J. Forsett RB - BAL ,31.00,E. Royal WR - LAC ,5.00,H. Nicks WR - IND ,1.60,B. Hoyer QB - CLE ,8.08,M. Asiata RB - MIN ,0.00,Texans DEF ,9.00,93.50,Greg,78.92
alex,10,A. Rodgers QB - GB ,19.76,D. Robinson RB - JAC ,5.20,J. Hill RB - CIN ,15.60,J. Maclin WR - PHI ,5.90,M. Evans WR - TB ,10.70,J. Graham TE - NO ,16.70,T. Smith WR - BAL ,9.80,S. Janikowski K - LV ,6.00,Ravens DEF ,12.00,D. Williams RB - CAR ,0.00,R. Bush RB - DET ,0.00,M. Wallace WR - MIA ,9.50,R. Tannehill QB - MIA ,26.62,L. Donnell TE - NYG ,2.40,K. Benjamin WR - CAR ,0.00,101.66,Peter,116.82
Alessandro,5,A. Luck QB - IND ,15.02,M. Ingram RB - NO ,4.20,E. Lacy RB - GB ,25.80,B. Marshall WR - CHI ,3.20,M. Sanu WR - CIN ,10.90,M. Bennett TE - CHI ,3.70,R. Wayne WR - IND ,1.00,C. Sturgis K - MIA ,4.00,Bills DEF ,22.00,J. Edelman WR - NE ,8.90,J. Bell RB - DET ,4.60,L. Fitzgerald WR - ARI ,0.00,K. Orton QB - BUF ,18.20,C. Ivory RB - NYJ ,3.80,N. Novak K - LAC ,9.00,89.82,Raed,86.90
johnny,9,C. Kaepernick QB - SF ,13.64,D. McFadden RB - LV ,3.40,L. McCoy RB - PHI ,19.10,E. Sanders WR - DEN ,14.80,A. Jeffery WR - CHI ,8.20,C. Clay TE - MIA ,0.00,C. Shorts WR - JAC ,0.60,M. Bryant K - ATL ,8.00,Cardinals DEF ,8.00,D. Jackson WR - WAS ,3.90,T. Hilton WR - IND ,19.70,D. Allen TE - IND ,0.00,A. Davis QB - STL ,0.00,T. Austin WR - STL ,9.80,Z. Stacy RB - STL ,0.00,75.74,Kevin,130.00
christian,11,P. Rivers QB - LAC ,13.54,J. Charles RB - KC ,18.20,I. Crowell RB - CLE ,20.80,P. Garcon WR - WAS ,3.40,J. Jones WR - ATL ,12.80,D. Walker TE - TEN ,15.50,A. Smith RB - ATL ,0.00,P. Dawson K - SF ,5.00,Lions DEF ,1.00,M. Ryan QB - ATL ,15.52,V. Davis TE - SF ,2.10,R. Woods WR - BUF ,17.80,L. Bell RB - PIT ,0.00,A. Hurns WR - JAC ,1.30,Rams DEF ,15.00,90.24,michael,25.66
michael,6,M. Stafford QB - DET ,10.36,M. Lynch RB - SEA ,8.20,B. Rainey RB - TB ,2.10,R. Cobb WR - GB ,5.80,M. Floyd WR - ARI ,0.00,H. Miller TE - PIT ,0.00,K. Davis RB - KC ,0.20,S. Suisham K - PIT ,0.00,Broncos DEF ,-1.00,S. Ridley RB - NE ,0.00,B. Roethlisberger QB - PIT ,0.00,D. Martin RB - TB ,3.10,T. Williams WR - DAL ,1.80,T. West RB - CLE ,7.10,Bears DEF ,17.00,25.66,christian,90.24
Kevin,2,T. Romo QB - DAL ,24.80,A. Ellington RB - ARI ,6.30,T. Mason RB - STL ,8.80,D. Thomas WR - DEN ,26.70,A. Green WR - CIN ,12.10,J. Witten TE - DAL ,9.00,R. Mathews RB - LAC ,17.30,C. Parkey K - PHI ,21.00,Packers DEF ,4.00,M. Sanchez QB - PHI ,12.68,R. Hillman RB - DEN ,0.00,M. Rivera TE - LV ,0.80,D. Hopkins WR - HOU ,3.90,A. Williams RB - NYG ,10.70,C. Sims RB - TB ,3.30,130.00,johnny,75.74
Raed,8,J. Cutler QB - CHI ,7.20,S. Vereen RB - NE ,6.00,D. Sproles RB - PHI ,9.90,D. Bryant WR - DAL ,20.60,B. LaFell WR - NE ,9.80,R. Gronkowski TE - NE ,7.80,A. Johnson WR - HOU ,3.60,D. Bailey K - DAL ,7.00,Colts DEF ,15.00,C. Newton QB - CAR ,0.00,A. Gates TE - LAC ,1.40,S. Jackson RB - ATL ,11.10,R. Griffin QB - WAS ,3.34,M. Ball RB - DEN ,0.00,M. Bryant WR - PIT ,0.00,86.90,Alessandro,89.82
