Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,2,P. Manning QB - DEN ,28.62,A. Bradshaw RB - IND ,18.80,G. Bernard RB - CIN ,1.60,S. Smith WR - BAL ,6.70,M. Floyd WR - LAC ,5.00,O. Daniels TE - BAL ,11.80,L. Miller RB - MIA ,14.30,D. Carpenter K - BUF ,5.00,Browns DEF ,8.00,P. Harvin WR - NYJ ,0.00,E. Decker WR - NYJ ,6.50,R. Fitzpatrick QB - HOU ,18.08,P. Thomas RB - NO ,3.00,K. Allen WR - LAC ,5.80,Eagles DEF ,0.00,99.82,michael,73.96
david,1,T. Brady QB - NE ,22.44,T. Richardson RB - IND ,11.80,A. Morris RB - WAS ,5.40,J. Nelson WR - GB ,14.00,M. Crabtree WR - SF ,2.70,G. Olsen TE - CAR ,10.50,G. Tate WR - DET ,21.40,B. Walsh K - MIN ,12.00,Patriots DEF ,3.00,J. Flacco QB - BAL ,14.72,K. Britt WR - STL ,0.40,A. Peterson RB - MIN ,0.00,D. Baldwin WR - SEA ,18.30,J. Matthews WR - PHI ,0.00,Buccaneers DEF ,0.00,103.24,Daniel,56.80
Daniel,10,B. Hoyer QB - CLE ,4.50,J. Forsett RB - BAL ,9.50,A. Foster RB - HOU ,15.50,E. Royal WR - LAC ,2.00,R. White WR - ATL ,16.00,J. Cameron TE - CLE ,0.50,F. Jackson RB - BUF ,2.80,S. Hauschka K - SEA ,8.00,49ers DEF ,-2.00,H. Nicks WR - IND ,0.00,M. Asiata RB - MIN ,3.70,M. Austin WR - CLE ,5.30,D. Brees QB - NO ,20.98,J. Jones WR - LV ,3.50,Texans DEF ,4.00,56.80,david,103.24
alex,8,A. Rodgers QB - GB ,24.30,C. Spiller RB - BUF ,5.60,R. Bush RB - DET ,3.20,T. Smith WR - BAL ,14.10,M. Wallace WR - MIA ,11.00,J. Graham TE - NO ,0.00,K. Benjamin WR - CAR ,12.10,S. Janikowski K - LV ,9.00,Ravens DEF ,13.00,J. Maclin WR - PHI ,0.00,D. Williams RB - CAR ,0.00,R. Tannehill QB - MIA ,23.88,L. Donnell TE - NYG ,5.00,M. Evans WR - TB ,0.00,J. Hill RB - CIN ,1.50,92.30,Greg,86.40
Alessandro,6,A. Luck QB - IND ,20.26,M. Ingram RB - NO ,2.90,E. Lacy RB - GB ,13.30,B. Marshall WR - CHI ,4.80,M. Sanu WR - CIN ,5.40,M. Bennett TE - CHI ,5.80,J. Edelman WR - NE ,5.20,N. Novak K - LAC ,8.00,Bills DEF ,10.00,J. Bell RB - DET ,12.70,R. Wayne WR - IND ,1.50,A. Boldin WR - SF ,5.00,S. Jackson RB - ATL ,2.50,L. Fitzgerald WR - ARI ,2.10,C. Ivory RB - NYJ ,18.50,75.66,Peter,79.84
johnny,12,C. Kaepernick QB - SF ,14.32,D. McFadden RB - LV ,11.50,Z. Stacy RB - STL ,0.00,E. Sanders WR - DEN ,10.10,A. Jeffery WR - CHI ,0.90,D. Allen TE - IND ,11.20,T. Hilton WR - IND ,10.70,M. Bryant K - ATL ,1.00,Cardinals DEF ,5.00,D. Jackson WR - WAS ,4.90,L. McCoy RB - PHI ,0.00,L. Blount RB - NE ,1.70,C. Clay TE - MIA ,11.80,C. Shorts WR - JAC ,1.20,T. Austin WR - STL ,2.50,64.72,Raed,97.10
christian,9,M. Ryan QB - ATL ,11.82,L. Bell RB - PIT ,20.50,I. Crowell RB - CLE ,2.30,P. Garcon WR - WAS ,14.70,J. Jones WR - ATL ,5.60,D. Walker TE - TEN ,1.70,A. Smith RB - ATL ,0.90,J. Tucker K - BAL ,9.00,Lions DEF ,5.00,J. Charles RB - KC ,16.70,B. Hartline WR - MIA ,3.50,V. Davis TE - SF ,2.10,P. Rivers QB - LAC ,14.20,R. Woods WR - BUF ,-1.00,Rams DEF ,9.00,71.52,Kevin,89.46
michael,5,M. Stafford QB - DET ,16.06,S. Ridley RB - NE ,0.00,M. Lynch RB - SEA ,7.10,R. Cobb WR - GB ,18.30,T. Williams WR - DAL ,7.80,L. Green TE - LAC ,0.00,M. Floyd WR - ARI ,10.70,P. Dawson K - SF ,5.00,Broncos DEF ,9.00,R. Jennings RB - NYG ,0.00,B. Roethlisberger QB - PIT ,16.90,D. Martin RB - TB ,0.00,B. Rainey RB - TB ,0.00,T. West RB - CLE ,0.80,Bears DEF ,4.00,73.96,Peter,99.82
Kevin,4,T. Romo QB - DAL ,21.66,A. Ellington RB - ARI ,16.00,A. Williams RB - NYG ,5.10,D. Thomas WR - DEN ,29.10,B. Cooks WR - NO ,2.30,J. Witten TE - DAL ,2.70,J. Hunter WR - TEN ,0.60,B. McManus K - DEN ,6.00,Packers DEF ,6.00,R. Mathews RB - LAC ,0.00,A. Green WR - CIN ,0.00,K. Cousins QB - WAS ,1.56,R. Hillman RB - DEN ,22.30,D. Hopkins WR - HOU ,8.80,C. Parkey K - PHI ,0.00,89.46,christian,71.52
Raed,7,J. Cutler QB - CHI ,7.90,S. Vereen RB - NE ,23.40,B. Oliver RB - LAC ,7.80,D. Bryant WR - DAL ,15.10,A. Johnson WR - HOU ,7.70,R. Gronkowski TE - NE ,6.80,R. Randle WR - NYG ,7.40,D. Bailey K - DAL ,7.00,Colts DEF ,14.00,C. Newton QB - CAR ,14.30,A. Gates TE - LAC ,12.10,D. Sproles RB - PHI ,0.00,K. Wright WR - TEN ,12.80,M. Ball RB - DEN ,0.00,K. Robinson RB - NO ,0.60,97.10,johnny,64.72
