Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,4,P. Manning QB - DEN ,23.82,A. Bradshaw RB - IND ,7.90,L. Miller RB - MIA ,11.70,S. Smith WR - BAL ,3.60,K. Allen WR - LAC ,4.70,O. Daniels TE - BAL ,5.30,E. Decker WR - NYJ ,12.30,G. Gano K - CAR ,4.00,Browns DEF ,7.00,P. Harvin WR - NYJ ,13.70,A. Dixon RB - BUF ,0.00,M. Floyd WR - LAC ,6.00,R. Fitzpatrick QB - HOU ,19.02,G. Bernard RB - CIN ,0.00,Eagles DEF ,7.00,80.32,Raed,69.74
david,1,T. Brady QB - NE ,27.72,T. Richardson RB - IND ,4.20,A. Morris RB - WAS ,22.90,M. Crabtree WR - SF ,4.00,D. Baldwin WR - SEA ,3.80,G. Olsen TE - CAR ,3.00,G. Tate WR - DET ,0.00,B. Walsh K - MIN ,3.00,Patriots DEF ,11.00,J. Flacco QB - BAL ,18.32,J. Nelson WR - GB ,0.00,K. Britt WR - STL ,9.20,A. Peterson RB - MIN ,0.00,J. Matthews WR - PHI ,10.00,Buccaneers DEF ,7.00,79.62,christian,32.82
Daniel,7,D. Brees QB - NO ,18.08,J. Forsett RB - BAL ,10.50,A. Foster RB - HOU ,17.90,E. Royal WR - LAC ,0.00,H. Nicks WR - IND ,4.40,J. Cameron TE - CLE ,0.00,M. Asiata RB - MIN ,25.70,S. Hauschka K - SEA ,12.00,Texans DEF ,17.00,B. Hoyer QB - CLE ,15.90,M. Austin WR - CLE ,5.40,R. White WR - ATL ,0.00,F. Jackson RB - BUF ,0.00,J. Jones WR - LV ,1.80,49ers DEF ,9.00,105.58,johnny,77.88
alex,10,R. Tannehill QB - MIA ,28.22,D. Williams RB - CAR ,5.00,D. Robinson RB - JAC ,16.40,J. Maclin WR - PHI ,27.80,M. Wallace WR - MIA ,5.00,J. Graham TE - NO ,14.30,K. Benjamin WR - CAR ,1.80,S. Janikowski K - LV ,6.00,Ravens DEF ,7.00,T. Smith WR - BAL ,12.30,A. Rodgers QB - GB ,0.00,R. Bush RB - DET ,0.00,L. Donnell TE - NYG ,8.50,M. Evans WR - TB ,24.40,J. Hill RB - CIN ,28.30,111.52,Alessandro,113.86
Alessandro,5,A. Luck QB - IND ,30.66,M. Ingram RB - NO ,23.00,C. Ivory RB - NYJ ,2.20,J. Edelman WR - NE ,14.90,M. Sanu WR - CIN ,16.40,C. Fleener TE - IND ,13.70,L. Fitzgerald WR - ARI ,7.00,N. Novak K - LAC ,0.00,Bengals DEF ,6.00,M. Bennett TE - CHI ,0.00,J. Bell RB - DET ,0.00,B. Marshall WR - CHI ,0.00,R. Wayne WR - IND ,13.00,E. Lacy RB - GB ,0.00,Bills DEF ,0.00,113.86,alex,111.52
johnny,12,C. Kaepernick QB - SF ,10.88,D. McFadden RB - LV ,6.70,L. McCoy RB - PHI ,12.30,E. Sanders WR - DEN ,15.10,A. Jeffery WR - CHI ,0.00,D. Allen TE - IND ,10.80,T. Hilton WR - IND ,13.10,M. Bryant K - ATL ,0.00,Cardinals DEF ,9.00,D. Jackson WR - WAS ,18.00,C. Clay TE - MIA ,12.50,C. Shorts WR - JAC ,4.00,A. Davis QB - STL ,5.10,T. Austin WR - STL ,1.80,Z. Stacy RB - STL ,0.00,77.88,Daniel,105.58
christian,11,P. Rivers QB - LAC ,-2.18,J. Charles RB - KC ,14.80,L. Bell RB - PIT ,11.80,P. Garcon WR - WAS ,1.50,J. Jones WR - ATL ,0.00,V. Davis TE - SF ,1.90,A. Smith RB - ATL ,0.00,J. Tucker K - BAL ,5.00,Lions DEF ,0.00,M. Ryan QB - ATL ,0.00,B. Hartline WR - MIA ,5.00,D. Walker TE - TEN ,0.00,R. Woods WR - BUF ,0.00,I. Crowell RB - CLE ,0.00,Rams DEF ,16.00,32.82,david,79.62
michael,6,B. Roethlisberger QB - PIT ,35.70,M. Lynch RB - SEA ,26.30,D. Martin RB - TB ,0.00,M. Floyd WR - ARI ,3.60,T. Williams WR - DAL ,1.90,L. Green TE - LAC ,0.00,K. Davis RB - KC ,0.90,S. Suisham K - PIT ,5.00,Broncos DEF ,-1.00,M. Stafford QB - DET ,0.00,R. Cobb WR - GB ,0.00,S. Ridley RB - NE ,0.00,B. Rainey RB - TB ,12.10,T. West RB - CLE ,11.00,Bears DEF ,0.00,72.40,Greg,52.56
Kevin,2,C. Palmer QB - ARI ,19.76,R. Hillman RB - DEN ,18.30,A. Ellington RB - ARI ,19.40,D. Thomas WR - DEN ,12.70,B. Cooks WR - NO ,3.80,J. Witten TE - DAL ,6.20,T. Mason RB - STL ,5.70,C. Parkey K - PHI ,7.00,Chiefs DEF ,7.00,R. Mathews RB - LAC ,0.00,A. Green WR - CIN ,10.10,T. Romo QB - DAL ,0.00,J. Hunter WR - TEN ,0.00,D. Hopkins WR - HOU ,17.50,A. Williams RB - NYG ,10.60,99.86,Peter,96.16
Raed,8,C. Newton QB - CAR ,12.34,S. Vereen RB - NE ,12.70,B. Oliver RB - LAC ,2.60,D. Bryant WR - DAL ,7.50,A. Johnson WR - HOU ,1.20,R. Gronkowski TE - NE ,16.50,R. Randle WR - NYG ,4.90,D. Bailey K - DAL ,7.00,Colts DEF ,5.00,B. LaFell WR - NE ,11.30,J. Cutler QB - CHI ,0.00,A. Gates TE - LAC ,2.80,D. Sproles RB - PHI ,6.30,R. Griffin QB - WAS ,14.44,M. Ball RB - DEN ,0.00,69.74,Peter,80.32
Peter,3,R. Wilson QB - SEA ,10.26,B. Tate RB - PIT ,3.20,J. McKinnon RB - MIN ,6.80,A. Brown WR - PIT ,20.40,O. Beckham WR - NYG ,15.60,J. Thomas TE - DEN ,9.30,J. Stewart RB - CAR ,4.60,S. Gostkowski K - NE ,13.00,Seahawks DEF ,13.00,C. Johnson WR - DET ,0.00,E. Manning QB - NYG ,22.16,F. Gore RB - SF ,5.80,J. Gray RB - NE ,3.30,S. Watkins WR - BUF ,0.00,J. Brown WR - ARI ,0.70,96.16,Kevin,99.86
Greg,9,N. Foles QB - PHI ,7.06,M. Forte RB - CHI ,0.00,D. Murray RB - DAL ,9.00,V. Jackson WR - TB ,8.60,C. Patterson WR - MIN ,0.90,Z. Ertz TE - PHI ,0.40,M. Colston WR - NO ,3.60,A. Vinatieri K - IND ,16.00,Vikings DEF ,7.00,A. Dalton QB - CIN ,14.42,W. Welker WR - DEN ,3.10,B. Pierce RB - BAL ,0.20,J. Gordon WR - CLE ,0.00,T. Kelce TE - KC ,12.70,B. Sankey RB - TEN ,0.00,52.56,michael,72.40
