Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,3,P. Manning QB - DEN ,20.02,P. Thomas RB - NO ,11.10,G. Bernard RB - CIN ,17.40,P. Harvin WR - NYJ ,4.20,K. Allen WR - LAC ,1.70,K. Rudolph TE - MIN ,2.70,A. Bradshaw RB - IND ,14.30,M. Crosby K - GB ,1.00,Panthers DEF ,-3.00,E. Decker WR - NYJ ,1.90,J. Locker QB - TEN ,8.40,S. Smith WR - BAL ,10.10,J. Cotchery WR - CAR ,0.00,S. Holmes WR ,0.90,L. Miller RB - MIA ,13.20,69.42,alex,63.28
david,5,T. Brady QB - NE ,12.66,T. Richardson RB - IND ,8.00,A. Morris RB - WAS ,7.70,J. Nelson WR - GB ,5.90,M. Crabtree WR - SF ,14.40,G. Olsen TE - CAR ,12.90,G. Tate WR - DET ,5.10,B. Walsh K - MIN ,9.00,Patriots DEF ,6.00,J. Flacco QB - BAL ,11.28,K. Britt WR - STL ,7.10,A. Peterson RB - MIN ,0.00,D. Baldwin WR - SEA ,5.60,J. Matthews WR - PHI ,17.90,Buccaneers DEF ,11.00,81.66,johnny,80.30
Daniel,10,D. Brees QB - NO ,19.52,J. Forsett RB - BAL ,6.50,F. Jackson RB - BUF ,17.20,R. White WR - ATL ,0.00,V. Cruz WR - NYG ,16.70,J. Cameron TE - CLE ,2.30,A. Foster RB - HOU ,0.00,S. Hauschka K - SEA ,8.00,49ers DEF ,2.00,H. Nicks WR - IND ,11.00,O. Daniels TE - BAL ,0.80,J. Jones WR - LV ,4.30,D. Allen TE - IND ,10.30,K. Stills WR - NO ,3.80,Texans DEF ,2.00,72.22,Alessandro,83.20
alex,12,A. Rodgers QB - GB ,10.48,C. Spiller RB - BUF ,6.20,R. Bush RB - DET ,15.90,T. Smith WR - BAL ,2.50,M. Wallace WR - MIA ,8.60,J. Graham TE - NO ,5.40,M. Evans WR - TB ,5.20,S. Janikowski K - LV ,9.00,Ravens DEF ,0.00,K. Moreno RB - MIA ,0.00,J. Maclin WR - PHI ,21.40,D. Williams RB - CAR ,0.00,R. Tannehill QB - MIA ,13.10,J. Manziel QB - CLE ,0.00,K. Benjamin WR - CAR ,17.50,63.28,Peter,69.42
Alessandro,2,A. Luck QB - IND ,32.30,J. Bell RB - DET ,3.30,E. Lacy RB - GB ,2.50,J. Edelman WR - NE ,8.90,B. Marshall WR - CHI ,0.60,M. Bennett TE - CHI ,17.40,R. Wayne WR - IND ,6.20,D. Carpenter K - BUF ,4.00,Chiefs DEF ,8.00,A. Boldin WR - SF ,3.60,S. Jackson RB - ATL ,11.40,E. Manning QB - NYG ,17.26,L. Fitzgerald WR - ARI ,1.40,C. Ivory RB - NYJ ,9.60,N. Novak K - LAC ,8.00,83.20,Daniel,72.22
johnny,11,C. Kaepernick QB - SF ,19.20,L. McCoy RB - PHI ,2.20,Z. Stacy RB - STL ,12.10,E. Sanders WR - DEN ,14.90,A. Jeffery WR - CHI ,11.80,C. Clay TE - MIA ,2.10,T. Hilton WR - IND ,8.00,M. Bryant K - ATL ,8.00,Cardinals DEF ,2.00,D. McFadden RB - LV ,6.50,D. Jackson WR - WAS ,17.70,L. Blount RB - NE ,17.80,C. Shorts WR - JAC ,9.50,T. Austin WR - STL ,0.00,J. Reed TE - WAS ,0.00,80.30,david,81.66
christian,8,M. Ryan QB - ATL ,23.64,L. Bell RB - PIT ,15.70,I. Crowell RB - CLE ,11.50,P. Garcon WR - WAS ,19.80,J. Jones WR - ATL ,28.10,V. Davis TE - SF ,0.00,B. Hartline WR - MIA ,8.50,J. Tucker K - BAL ,11.00,Rams DEF ,9.00,J. Charles RB - KC ,0.00,T. Gerhart RB - JAC ,6.30,D. Walker TE - TEN ,5.40,P. Rivers QB - LAC ,19.14,R. Woods WR - BUF ,1.90,A. Williams RB - NYG ,1.80,127.24,Greg,89.70
michael,1,M. Stafford QB - DET ,4.64,S. Ridley RB - NE ,6.10,M. Lynch RB - SEA ,24.80,R. Cobb WR - GB ,2.90,M. Floyd WR - ARI ,11.40,D. Pitta TE - BAL ,1.20,R. Jennings RB - NYG ,23.60,P. Dawson K - SF ,2.00,Bears DEF ,16.00,B. Roethlisberger QB - PIT ,15.94,L. Green TE - LAC ,6.40,D. Martin RB - TB ,0.00,T. Williams WR - DAL ,9.20,T. West RB - CLE ,10.10,Broncos DEF ,7.00,92.64,Peter,84.32
Kevin,6,T. Romo QB - DAL ,16.08,S. Vereen RB - NE ,3.70,K. Davis RB - KC ,17.20,D. Thomas WR - DEN ,5.10,A. Green WR - CIN ,10.20,J. Witten TE - DAL ,4.90,B. Cooks WR - NO ,7.40,M. Nugent K - CIN ,7.00,Colts DEF ,17.00,R. Mathews RB - LAC ,0.00,M. Ingram RB - NO ,0.00,K. Cousins QB - WAS ,29.58,A. Ellington RB - ARI ,7.50,J. Hunter WR - TEN ,3.70,D. Hopkins WR - HOU ,11.60,88.58,Raed,77.70
Raed,7,C. Newton QB - CAR ,12.70,M. Ball RB - DEN ,2.40,J. Hill RB - CIN ,9.90,D. Bryant WR - DAL ,14.90,A. Johnson WR - HOU ,2.40,R. Gronkowski TE - NE ,10.40,D. Sproles RB - PHI ,3.00,D. Bailey K - DAL ,10.00,Bengals DEF ,12.00,C. Johnson RB - NYJ ,3.40,D. Bowe WR - KC ,3.20,J. Cutler QB - CHI ,16.40,A. Gates TE - LAC ,0.80,K. Wright WR - TEN ,4.40,K. Robinson RB - NO ,6.90,77.70,Kevin,88.58
Peter,4,R. Wilson QB - SEA ,22.02,F. Gore RB - SF ,1.00,B. Rainey RB - TB ,6.50,C. Johnson WR - DET ,8.20,A. Brown WR - PIT ,21.00,J. Thomas TE - DEN ,7.70,S. Watkins WR - BUF ,1.90,S. Gostkowski K - NE ,10.00,Seahawks DEF ,6.00,S. Greene RB - TEN ,9.30,B. Tate RB - PIT ,0.00,G. Jennings WR - MIN ,7.00,C. Palmer QB - ARI ,0.00,J. McKinnon RB - MIN ,0.80,C. Hyde RB - SF ,7.10,84.32,michael,92.64
Greg,9,N. Foles QB - PHI ,26.20,M. Forte RB - CHI ,7.60,D. Murray RB - DAL ,17.10,V. Jackson WR - TB ,7.50,C. Patterson WR - MIN ,5.40,Z. Ertz TE - PHI ,1.40,M. Colston WR - NO ,8.50,A. Vinatieri K - IND ,14.00,Vikings DEF ,2.00,A. Dalton QB - CIN ,12.86,W. Welker WR - DEN ,6.00,B. Pierce RB - BAL ,0.00,J. Gordon WR - CLE ,0.00,T. Kelce TE - KC ,9.60,B. Sankey RB - TEN ,7.00,89.70,christian,127.24
