Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,4,P. Manning QB - DEN ,2.72,L. Miller RB - MIA ,8.90,G. Bernard RB - CIN ,3.60,S. Smith WR - BAL ,13.00,A. Boldin WR - SF ,5.80,C. Fleener TE - IND ,5.60,M. Floyd WR - LAC ,11.40,J. Tucker K - BAL ,4.00,Packers DEF ,-1.00,B. Tate RB - PIT ,1.50,E. Decker WR - NYJ ,8.90,O. Daniels TE - BAL ,2.70,A. Blue RB - HOU ,7.50,Titans DEF ,7.00,Eagles DEF ,6.00,54.02,Alessandro,110.06
david,1,J. Flacco QB - BAL ,24.36,T. Richardson RB - IND ,3.00,A. Morris RB - WAS ,1.70,J. Nelson WR - GB ,26.60,M. Crabtree WR - SF ,5.60,G. Olsen TE - CAR ,13.20,G. Tate WR - DET ,5.00,B. Walsh K - MIN ,6.00,Buccaneers DEF ,5.00,K. Britt WR - STL ,5.20,T. Brady QB - NE ,19.38,A. Peterson RB - MIN ,0.00,D. Baldwin WR - SEA ,15.70,J. Matthews WR - PHI ,2.30,Patriots DEF ,10.00,90.46,-,-
Daniel,6,D. Brees QB - NO ,12.00,A. Foster RB - HOU ,20.80,F. Jackson RB - BUF ,7.20,R. White WR - ATL ,10.20,K. Allen WR - LAC ,0.30,J. Cameron TE - CLE ,4.10,P. Harvin WR - NYJ ,18.70,S. Hauschka K - SEA ,6.00,Texans DEF ,10.00,J. Forsett RB - BAL ,13.80,H. Nicks WR - IND ,0.00,B. Hoyer QB - CLE ,1.74,M. Asiata RB - MIN ,6.40,J. Jones WR - LV ,1.10,49ers DEF ,1.00,89.30,Peter,110.80
alex,10,A. Rodgers QB - GB ,27.88,D. Robinson RB - JAC ,3.00,J. Hill RB - CIN ,6.70,J. Maclin WR - PHI ,8.10,M. Evans WR - TB ,16.50,J. Graham TE - NO ,2.50,T. Smith WR - BAL ,0.00,S. Janikowski K - LV ,8.00,Ravens DEF ,10.00,P. Burress WR ,0.00,R. Bush RB - DET ,3.40,M. Wallace WR - MIA ,3.90,R. Tannehill QB - MIA ,13.68,L. Donnell TE - NYG ,2.80,K. Benjamin WR - CAR ,8.40,82.68,christian,152.66
Alessandro,5,A. Luck QB - IND ,23.46,M. Ingram RB - NO ,3.60,E. Lacy RB - GB ,22.60,B. Marshall WR - CHI ,6.10,M. Sanu WR - CIN ,1.60,M. Bennett TE - CHI ,14.40,J. Bell RB - DET ,25.30,C. Sturgis K - MIA ,7.00,Bills DEF ,6.00,J. Edelman WR - NE ,20.50,R. Wayne WR - IND ,0.50,L. Fitzgerald WR - ARI ,3.40,K. Orton QB - BUF ,20.30,C. Ivory RB - NYJ ,5.70,N. Novak K - LAC ,2.00,110.06,Peter,54.02
johnny,9,C. Kaepernick QB - SF ,9.56,D. McFadden RB - LV ,0.50,L. McCoy RB - PHI ,3.00,E. Sanders WR - DEN ,6.90,A. Jeffery WR - CHI ,15.50,C. Clay TE - MIA ,4.10,C. Shorts WR - JAC ,0.30,M. Bryant K - ATL ,9.00,Cardinals DEF ,10.00,D. Jackson WR - WAS ,0.00,T. Hilton WR - IND ,25.00,D. Allen TE - IND ,0.50,A. Davis QB - STL ,0.00,T. Austin WR - STL ,6.00,Z. Stacy RB - STL ,0.00,58.86,Greg,98.58
christian,11,P. Rivers QB - LAC ,10.36,J. Charles RB - KC ,23.10,L. Bell RB - PIT ,41.50,P. Garcon WR - WAS ,9.50,J. Jones WR - ATL ,33.90,D. Walker TE - TEN ,2.70,A. Hurns WR - JAC ,9.60,P. Dawson K - SF ,9.00,Lions DEF ,13.00,M. Ryan QB - ATL ,31.30,A. Smith RB - ATL ,0.00,V. Davis TE - SF ,2.60,R. Woods WR - BUF ,3.60,I. Crowell RB - CLE ,11.40,Rams DEF ,27.00,152.66,alex,82.68
michael,8,M. Stafford QB - DET ,24.24,M. Lynch RB - SEA ,15.30,B. Rainey RB - TB ,0.00,R. Cobb WR - GB ,5.70,M. Floyd WR - ARI ,8.50,H. Miller TE - PIT ,8.10,K. Davis RB - KC ,0.70,S. Suisham K - PIT ,10.00,Broncos DEF ,11.00,S. Ridley RB - NE ,0.00,B. Roethlisberger QB - PIT ,27.90,D. Martin RB - TB ,2.20,T. Williams WR - DAL ,0.00,T. West RB - CLE ,5.40,Bears DEF ,-3.00,83.54,-,-
Kevin,2,T. Romo QB - DAL ,20.00,R. Mathews RB - LAC ,4.80,T. Mason RB - STL ,6.60,D. Thomas WR - DEN ,1.10,A. Green WR - CIN ,30.40,J. Witten TE - DAL ,2.60,D. Hopkins WR - HOU ,4.90,C. Parkey K - PHI ,2.00,Panthers DEF ,10.00,M. Sanchez QB - PHI ,10.54,R. Hillman RB - DEN ,0.00,A. Ellington RB - ARI ,0.00,M. Rivera TE - LV ,16.90,A. Williams RB - NYG ,20.70,C. Sims RB - TB ,2.00,82.40,-,-
Raed,7,J. Cutler QB - CHI ,26.54,L. Blount RB - NE ,7.70,S. Jackson RB - ATL ,13.60,D. Bryant WR - DAL ,8.20,B. LaFell WR - NE ,2.10,R. Gronkowski TE - NE ,14.70,D. Herron RB - IND ,7.10,D. Bailey K - DAL ,11.00,Colts DEF ,9.00,C. Newton QB - CAR ,35.34,S. Vereen RB - NE ,3.10,A. Gates TE - LAC ,3.40,A. Johnson WR - HOU ,1.70,L. Murray RB - LV ,8.50,M. Bryant WR - PIT ,16.90,99.94,-,-
