Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,3,P. Manning QB - DEN ,21.58,P. Thomas RB - NO ,3.20,G. Bernard RB - CIN ,22.90,P. Harvin WR - NYJ ,9.00,E. Decker WR - NYJ ,12.30,K. Rudolph TE - MIN ,5.30,K. Allen WR - LAC ,5.50,M. Crosby K - GB ,13.00,Panthers DEF ,14.00,J. Locker QB - TEN ,10.26,A. Bradshaw RB - IND ,21.60,S. Smith WR - BAL ,7.10,J. Cotchery WR - CAR ,6.60,S. Holmes WR ,2.00,L. Miller RB - MIA ,5.30,106.78,Daniel,71.28
david,6,T. Brady QB - NE ,9.96,T. Richardson RB - IND ,7.50,A. Morris RB - WAS ,20.50,J. Nelson WR - GB ,28.90,M. Crabtree WR - SF ,14.20,G. Olsen TE - CAR ,7.20,G. Tate WR - DET ,5.70,B. Walsh K - MIN ,1.00,Patriots DEF ,24.00,J. Flacco QB - BAL ,14.94,K. Britt WR - STL ,2.90,A. Peterson RB - MIN ,0.00,D. Baldwin WR - SEA ,3.50,J. Matthews WR - PHI ,1.70,Buccaneers DEF ,5.00,118.96,alex,94.84
Daniel,10,D. Brees QB - NO ,15.78,A. Foster RB - HOU ,21.00,F. Jackson RB - BUF ,5.10,R. White WR - ATL ,4.20,V. Cruz WR - NYG ,6.00,D. Allen TE - IND ,0.00,J. Forsett RB - BAL ,7.20,S. Hauschka K - SEA ,3.00,Texans DEF ,9.00,H. Nicks WR - IND ,-0.40,J. Cameron TE - CLE ,0.00,A. Smith QB - KC ,14.40,J. Jones WR - LV ,15.20,K. Stills WR - NO ,2.50,49ers DEF ,0.00,71.28,Peter,106.78
alex,11,A. Rodgers QB - GB ,28.64,K. Moreno RB - MIA ,0.40,C. Spiller RB - BUF ,7.80,T. Smith WR - BAL ,1.00,M. Wallace WR - MIA ,11.60,J. Graham TE - NO ,23.80,K. Benjamin WR - CAR ,4.60,S. Janikowski K - LV ,2.00,Ravens DEF ,15.00,J. Maclin WR - PHI ,10.50,D. Williams RB - CAR ,0.00,R. Bush RB - DET ,3.20,R. Tannehill QB - MIA ,12.74,J. Manziel QB - CLE ,0.00,M. Evans WR - TB ,4.90,94.84,david,118.96
Alessandro,4,A. Luck QB - IND ,18.88,J. Bell RB - DET ,7.70,E. Lacy RB - GB ,6.10,B. Marshall WR - CHI ,22.80,L. Fitzgerald WR - ARI ,5.10,M. Bennett TE - CHI ,9.70,R. Wayne WR - IND ,2.80,N. Novak K - LAC ,14.00,Titans DEF ,6.00,J. Edelman WR - NE ,15.00,A. Boldin WR - SF ,3.40,S. Jackson RB - ATL ,5.30,E. Manning QB - NYG ,15.58,C. Ivory RB - NYJ ,10.60,Chiefs DEF ,1.00,93.08,Greg,70.64
johnny,12,C. Kaepernick QB - SF ,12.32,L. McCoy RB - PHI ,16.20,Z. Stacy RB - STL ,11.10,D. Jackson WR - WAS ,1.90,A. Jeffery WR - CHI ,4.70,J. Reed TE - WAS ,0.00,T. Hilton WR - IND ,6.50,M. Bryant K - ATL ,4.00,Cardinals DEF ,17.00,D. McFadden RB - LV ,12.80,L. Blount RB - NE ,0.80,E. Sanders WR - DEN ,10.60,C. Clay TE - MIA ,3.10,C. Shorts WR - JAC ,0.00,T. Austin WR - STL ,2.10,73.72,Peter,76.88
christian,9,M. Ryan QB - ATL ,10.04,J. Charles RB - KC ,1.20,L. Bell RB - PIT ,10.70,P. Garcon WR - WAS ,1.20,J. Jones WR - ATL ,14.80,V. Davis TE - SF ,3.90,T. Gerhart RB - JAC ,1.70,J. Tucker K - BAL ,14.00,Rams DEF ,4.00,B. Hartline WR - MIA ,3.60,D. Walker TE - TEN ,20.20,P. Rivers QB - LAC ,25.06,R. Woods WR - BUF ,0.50,A. Williams RB - NYG ,1.90,I. Crowell RB - CLE ,5.70,61.54,Raed,88.14
michael,2,M. Stafford QB - DET ,14.44,S. Ridley RB - NE ,16.10,M. Lynch RB - SEA ,12.30,R. Cobb WR - GB ,18.50,M. Floyd WR - ARI ,1.90,D. Pitta TE - BAL ,3.00,R. Jennings RB - NYG ,8.90,P. Dawson K - SF ,8.00,Broncos DEF ,3.00,B. Roethlisberger QB - PIT ,6.68,L. Green TE - LAC ,0.00,D. Martin RB - TB ,0.00,T. Williams WR - DAL ,2.00,A. Dobson WR - NE ,1.30,T. West RB - CLE ,15.00,86.14,Kevin,66.12
Kevin,8,R. Griffin QB - WAS ,3.72,M. Ingram RB - NO ,16.40,S. Vereen RB - NE ,4.00,D. Thomas WR - DEN ,12.20,A. Green WR - CIN ,0.00,J. Witten TE - DAL ,3.20,J. Hunter WR - TEN ,2.60,M. Nugent K - CIN ,6.00,Bills DEF ,18.00,R. Mathews RB - LAC ,5.70,M. Asiata RB - MIN ,14.40,T. Romo QB - DAL ,11.04,A. Ellington RB - ARI ,10.10,D. Hopkins WR - HOU ,8.20,B. Cooks WR - NO ,4.80,66.12,michael,86.14
Raed,7,C. Newton QB - CAR ,19.14,C. Johnson RB - NYJ ,2.10,M. Ball RB - DEN ,8.90,D. Bryant WR - DAL ,16.30,A. Johnson WR - HOU ,7.40,R. Gronkowski TE - NE ,3.20,K. Wright WR - TEN ,3.10,D. Bailey K - DAL ,16.00,Bengals DEF ,12.00,D. Bowe WR - KC ,4.00,J. Cutler QB - CHI ,25.54,D. Sproles RB - PHI ,23.80,T. Eifert TE - CIN ,0.00,K. Robinson RB - NO ,1.10,J. Hill RB - CIN ,15.60,88.14,christian,61.54
