Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,6,P. Manning QB - DEN ,22.46,P. Thomas RB - NO ,8.90,G. Bernard RB - CIN ,11.00,P. Harvin WR - NYJ ,10.00,K. Allen WR - LAC ,3.70,K. Rudolph TE - MIN ,7.60,E. Decker WR - NYJ ,7.40,M. Crosby K - GB ,4.00,Panthers DEF ,10.00,D. Amendola WR - NE ,1.60,J. Locker QB - TEN ,20.04,A. Bradshaw RB - IND ,8.50,S. Smith WR - BAL ,17.80,J. Cotchery WR - CAR ,3.20,L. Miller RB - MIA ,11.80,85.06,david,76.86
david,10,T. Brady QB - NE ,10.26,A. Peterson RB - MIN ,9.30,A. Morris RB - WAS ,9.10,J. Nelson WR - GB ,8.30,M. Crabtree WR - SF ,2.50,G. Olsen TE - CAR ,14.30,T. Richardson RB - IND ,5.10,B. Walsh K - MIN ,12.00,Patriots DEF ,6.00,J. Flacco QB - BAL ,16.50,K. Britt WR - STL ,0.00,G. Tate WR - DET ,9.70,D. Baldwin WR - SEA ,1.40,J. Matthews WR - PHI ,3.70,Buccaneers DEF ,2.00,76.86,Peter,85.06
Daniel,8,D. Brees QB - NO ,15.52,A. Foster RB - HOU ,10.00,F. Jackson RB - BUF ,7.40,R. White WR - ATL ,13.20,V. Cruz WR - NYG ,2.40,J. Cameron TE - CLE ,4.70,J. Jones WR - LV ,9.40,S. Hauschka K - SEA ,10.00,49ers DEF ,18.00,R. Rice RB ,0.00,D. Woodhead RB - LAC ,1.10,H. Nicks WR - IND ,9.60,A. Smith QB - KC ,9.68,K. Stills WR - NO ,0.00,Texans DEF ,20.00,90.62,Greg,130.68
alex,12,A. Rodgers QB - GB ,9.56,C. Spiller RB - BUF ,12.40,R. Bush RB - DET ,6.40,T. Smith WR - BAL ,5.00,M. Wallace WR - MIA ,12.10,J. Graham TE - NO ,8.20,D. Williams RB - CAR ,7.20,S. Janikowski K - LV ,2.00,Ravens DEF ,0.00,K. Moreno RB - MIA ,19.40,J. Maclin WR - PHI ,15.70,R. Tannehill QB - MIA ,12.92,J. Manziel QB - CLE ,0.00,M. Evans WR - TB ,3.70,K. Benjamin WR - CAR ,15.20,62.86,Peter,121.94
Alessandro,5,A. Luck QB - IND ,26.70,J. Bell RB - DET ,11.60,E. Lacy RB - GB ,4.50,B. Marshall WR - CHI ,11.10,L. Fitzgerald WR - ARI ,2.20,M. Bennett TE - CHI ,13.00,R. Wayne WR - IND ,9.80,N. Novak K - LAC ,5.00,Chiefs DEF ,4.00,J. Edelman WR - NE ,11.60,A. Boldin WR - SF ,9.90,S. Jackson RB - ATL ,5.20,E. Manning QB - NYG ,6.52,C. Ivory RB - NYJ ,16.20,Bears DEF ,3.00,87.90,Raed,77.80
johnny,11,C. Kaepernick QB - SF ,17.14,L. McCoy RB - PHI ,11.50,Z. Stacy RB - STL ,5.10,D. Jackson WR - WAS ,5.30,A. Jeffery WR - CHI ,7.10,J. Reed TE - WAS ,0.40,T. Hilton WR - IND ,4.10,M. Bryant K - ATL ,17.00,Cardinals DEF ,3.00,D. McFadden RB - LV ,2.10,L. Blount RB - NE ,6.60,E. Sanders WR - DEN ,8.80,C. Clay TE - MIA ,2.70,C. Shorts WR - JAC ,0.00,T. Austin WR - STL ,3.90,70.64,Kevin,92.14
christian,7,M. Ryan QB - ATL ,33.42,J. Charles RB - KC ,3.40,L. Bell RB - PIT ,25.70,P. Garcon WR - WAS ,7.70,J. Jones WR - ATL ,9.60,V. Davis TE - SF ,16.40,T. Gerhart RB - JAC ,5.70,J. Tucker K - BAL ,4.00,Rams DEF ,-1.00,B. Hartline WR - MIA ,2.60,D. Walker TE - TEN ,9.70,P. Rivers QB - LAC ,12.52,R. Woods WR - BUF ,7.80,S. Watkins WR - BUF ,3.10,A. Williams RB - NYG ,0.90,104.92,michael,107.34
michael,3,M. Stafford QB - DET ,30.04,M. Forte RB - CHI ,16.90,D. Martin RB - TB ,1.60,R. Cobb WR - GB ,11.80,M. Floyd WR - ARI ,12.10,D. Pitta TE - BAL ,8.30,R. Jennings RB - NYG ,15.60,P. Dawson K - SF ,4.00,Broncos DEF ,7.00,S. Ridley RB - NE ,2.80,B. Roethlisberger QB - PIT ,17.40,L. Green TE - LAC ,2.40,T. Williams WR - DAL ,11.00,A. Dobson WR - NE ,0.00,T. West RB - CLE ,10.00,107.34,christian,104.92
Kevin,4,T. Romo QB - DAL ,9.24,M. Ingram RB - NO ,18.10,S. Vereen RB - NE ,13.10,D. Thomas WR - DEN ,4.80,A. Green WR - CIN ,19.60,J. Witten TE - DAL ,1.40,D. Hopkins WR - HOU ,14.90,R. Gould K - CHI ,8.00,Steelers DEF ,3.00,R. Mathews RB - LAC ,12.00,R. Griffin QB - WAS ,8.88,A. Ellington RB - ARI ,6.00,J. Hunter WR - TEN ,6.30,B. Cooks WR - NO ,15.50,D. Freeman RB - ATL ,3.30,92.14,johnny,70.64
Raed,9,C. Newton QB - CAR ,0.00,C. Johnson RB - NYJ ,15.10,M. Ball RB - DEN ,14.30,D. Bryant WR - DAL ,5.50,A. Johnson WR - HOU ,9.30,R. Gronkowski TE - NE ,10.00,K. Wright WR - TEN ,10.60,D. Bailey K - DAL ,5.00,Bengals DEF ,8.00,D. Bowe WR - KC ,0.00,J. Cutler QB - CHI ,17.96,D. Sproles RB - PHI ,14.50,T. Eifert TE - CIN ,3.70,K. Robinson RB - NO ,8.80,J. Hill RB - CIN ,1.90,77.80,Alessandro,87.90
Peter,2,R. Wilson QB - SEA ,18.54,B. Tate RB - PIT ,4.10,F. Gore RB - SF ,6.60,C. Johnson WR - DET ,28.40,A. Brown WR - PIT ,17.60,J. Thomas TE - DEN ,28.40,M. Jones-Drew RB - LV ,2.30,S. Gostkowski K - NE ,8.00,Seahawks DEF ,8.00,R. Cooper WR - PHI ,2.90,G. Jennings WR - MIN ,11.80,C. Palmer QB - ARI ,21.06,R. Randle WR - NYG ,0.10,L. Dunbar RB - DAL ,2.10,C. Hyde RB - SF ,11.00,121.94,alex,62.86
Greg,1,N. Foles QB - PHI ,14.88,D. Murray RB - DAL ,18.30,M. Lynch RB - SEA ,24.40,V. Jackson WR - TB ,3.60,C. Patterson WR - MIN ,18.80,Z. Ertz TE - PHI ,13.70,M. Colston WR - NO ,9.00,A. Vinatieri K - IND ,6.00,Vikings DEF ,22.00,A. Dalton QB - CIN ,18.34,W. Welker WR - DEN ,0.00,B. Pierce RB - BAL ,-0.30,J. Gordon WR - CLE ,0.00,T. Kelce TE - KC ,4.90,B. Sankey RB - TEN ,2.50,130.68,Daniel,90.62
