Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,R. Fitzpatrick QB - HOU ,12.12,P. Thomas RB - NO ,2.30,L. Miller RB - MIA ,16.70,S. Smith WR - BAL ,25.90,K. Allen WR - LAC ,13.50,N. Paul TE - WAS ,6.00,A. Bradshaw RB - IND ,11.20,M. Crosby K - GB ,10.00,Chargers DEF ,10.00,P. Harvin WR - NYJ ,0.00,E. Decker WR - NYJ ,10.80,P. Manning QB - DEN ,0.00,S. Holmes WR ,0.00,G. Bernard RB - CIN ,0.00,Panthers DEF ,-4.00,107.72,Alessandro,106.32
david,2,T. Brady QB - NE ,4.36,T. Richardson RB - IND ,15.90,A. Morris RB - WAS ,15.00,J. Nelson WR - GB ,22.80,M. Crabtree WR - SF ,4.30,G. Olsen TE - CAR ,3.00,G. Tate WR - DET ,11.60,B. Walsh K - MIN ,17.00,Patriots DEF ,-2.00,J. Flacco QB - BAL ,25.38,K. Britt WR - STL ,0.00,A. Peterson RB - MIN ,0.00,D. Baldwin WR - SEA ,0.00,J. Matthews WR - PHI ,2.80,Buccaneers DEF ,7.00,91.96,michael,90.52
Daniel,8,D. Brees QB - NO ,20.20,J. Forsett RB - BAL ,15.70,F. Jackson RB - BUF ,8.50,R. White WR - ATL ,13.30,V. Cruz WR - NYG ,10.80,O. Daniels TE - BAL ,4.30,A. Foster RB - HOU ,6.10,S. Suisham K - PIT ,6.00,Texans DEF ,13.00,H. Nicks WR - IND ,1.20,J. Cameron TE - CLE ,0.00,J. Jones WR - LV ,8.30,K. Stills WR - NO ,6.20,S. Hauschka K - SEA ,0.00,49ers DEF ,10.00,97.90,christian,94.02
alex,11,A. Rodgers QB - GB ,28.88,C. Spiller RB - BUF ,8.40,R. Bush RB - DET ,6.50,T. Smith WR - BAL ,11.30,M. Wallace WR - MIA ,9.50,J. Graham TE - NO ,12.60,M. Evans WR - TB ,12.50,S. Janikowski K - LV ,2.00,Ravens DEF ,8.00,K. Moreno RB - MIA ,0.00,J. Maclin WR - PHI ,5.70,D. Williams RB - CAR ,3.40,R. Tannehill QB - MIA ,20.62,J. Manziel QB - CLE ,0.00,K. Benjamin WR - CAR ,13.60,99.68,johnny,71.22
Alessandro,4,A. Luck QB - IND ,29.62,C. Ivory RB - NYJ ,10.00,E. Lacy RB - GB ,11.90,J. Edelman WR - NE ,2.30,B. Marshall WR - CHI ,7.90,M. Bennett TE - CHI ,13.40,A. Boldin WR - SF ,6.20,N. Novak K - LAC ,15.00,Bills DEF ,10.00,J. Bell RB - DET ,3.90,M. Ingram RB - NO ,0.00,R. Wayne WR - IND ,17.90,S. Jackson RB - ATL ,6.20,L. Fitzgerald WR - ARI ,0.00,M. Sanu WR - CIN ,0.00,106.32,Peter,107.72
johnny,12,C. Kaepernick QB - SF ,20.52,D. McFadden RB - LV ,7.20,L. McCoy RB - PHI ,1.70,C. Shorts WR - JAC ,2.50,A. Jeffery WR - CHI ,11.10,C. Clay TE - MIA ,3.20,T. Hilton WR - IND ,11.00,M. Bryant K - ATL ,4.00,Colts DEF ,10.00,D. Jackson WR - WAS ,0.90,L. Blount RB - NE ,2.50,E. Sanders WR - DEN ,0.00,T. Austin WR - STL ,0.00,Z. Stacy RB - STL ,0.00,Cardinals DEF ,0.00,71.22,alex,99.68
christian,10,M. Ryan QB - ATL ,20.12,J. Charles RB - KC ,28.80,L. Bell RB - PIT ,10.90,P. Garcon WR - WAS ,2.80,J. Jones WR - ATL ,8.20,V. Davis TE - SF ,0.80,B. Hartline WR - MIA ,7.40,J. Tucker K - BAL ,8.00,Lions DEF ,7.00,T. Gerhart RB - JAC ,8.00,D. Walker TE - TEN ,14.40,P. Rivers QB - LAC ,27.08,R. Woods WR - BUF ,1.70,I. Crowell RB - CLE ,0.00,Rams DEF ,0.00,94.02,Daniel,97.90
michael,3,M. Stafford QB - DET ,26.52,S. Ridley RB - NE ,2.80,M. Lynch RB - SEA ,0.00,R. Cobb WR - GB ,23.30,T. Williams WR - DAL ,19.70,D. Pitta TE - BAL ,0.00,R. Jennings RB - NYG ,5.20,P. Dawson K - SF ,16.00,Bears DEF ,-3.00,B. Roethlisberger QB - PIT ,22.36,M. Floyd WR - ARI ,0.00,L. Green TE - LAC ,0.00,D. Martin RB - TB ,11.60,T. West RB - CLE ,0.00,Broncos DEF ,0.00,90.52,david,91.96
Kevin,7,K. Cousins QB - WAS ,5.48,M. Asiata RB - MIN ,28.00,D. Brown RB - LAC ,5.40,J. Hunter WR - TEN ,1.20,D. Hopkins WR - HOU ,12.40,J. Witten TE - DAL ,6.10,B. Cooks WR - NO ,3.10,C. Parkey K - PHI ,3.00,Steelers DEF ,3.00,R. Mathews RB - LAC ,0.00,D. Thomas WR - DEN ,0.00,A. Green WR - CIN ,0.00,T. Romo QB - DAL ,24.48,A. Ellington RB - ARI ,0.00,K. Davis RB - KC ,11.90,67.68,Greg,83.80
Raed,9,J. Cutler QB - CHI ,17.14,D. Sproles RB - PHI ,0.60,K. Robinson RB - NO ,10.50,D. Bryant WR - DAL ,10.40,A. Johnson WR - HOU ,5.10,R. Gronkowski TE - NE ,9.10,K. Wright WR - TEN ,3.50,D. Bailey K - DAL ,10.00,Falcons DEF ,-4.00,C. Johnson RB - NYJ ,12.10,C. Newton QB - CAR ,12.58,A. Gates TE - LAC ,3.00,M. Ball RB - DEN ,0.00,A. Hurns WR - JAC ,6.80,Bengals DEF ,0.00,62.34,Peter,77.94
Peter,5,G. Smith QB - NYJ ,8.76,S. Greene RB - TEN ,1.00,F. Gore RB - SF ,23.40,C. Johnson WR - DET ,1.20,A. Brown WR - PIT ,25.78,C. Fleener TE - IND ,8.60,G. Jennings WR - MIN ,7.20,S. Gostkowski K - NE ,2.00,Seahawks DEF ,0.00,B. Tate RB - PIT ,0.00,J. Thomas TE - DEN ,0.00,R. Wilson QB - SEA ,0.00,S. Watkins WR - BUF ,9.00,J. McKinnon RB - MIN ,15.20,C. Hyde RB - SF ,2.60,77.94,Raed,62.34
