Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,4,P. Manning QB - DEN ,12.44,L. Miller RB - MIA ,21.00,G. Bernard RB - CIN ,14.10,S. Smith WR - BAL ,4.90,A. Boldin WR - SF ,6.10,C. Fleener TE - IND ,3.60,M. Floyd WR - LAC ,11.00,J. Tucker K - BAL ,1.00,Packers DEF ,16.00,B. Tate RB - PIT ,0.00,E. Decker WR - NYJ ,2.10,O. Daniels TE - BAL ,0.70,A. Blue RB - HOU ,0.60,Titans DEF ,4.00,Eagles DEF ,6.00,90.14,Daniel,72.42
david,1,J. Flacco QB - BAL ,10.30,T. Richardson RB - IND ,0.90,A. Morris RB - WAS ,14.30,J. Nelson WR - GB ,17.30,M. Crabtree WR - SF ,0.50,G. Olsen TE - CAR ,2.10,G. Tate WR - DET ,6.20,B. Walsh K - MIN ,9.00,Buccaneers DEF ,4.00,K. Britt WR - STL ,10.30,T. Brady QB - NE ,10.28,A. Peterson RB - MIN ,0.00,D. Baldwin WR - SEA ,11.30,J. Matthews WR - PHI ,5.80,Patriots DEF ,5.00,64.60,Kevin,93.82
Daniel,6,D. Brees QB - NO ,11.32,J. Forsett RB - BAL ,3.20,A. Foster RB - HOU ,16.10,R. White WR - ATL ,5.50,K. Allen WR - LAC ,0.00,J. Cameron TE - CLE ,14.80,P. Harvin WR - NYJ ,4.50,S. Hauschka K - SEA ,5.00,Texans DEF ,12.00,H. Nicks WR - IND ,7.20,B. Hoyer QB - CLE ,9.26,M. Asiata RB - MIN ,21.70,F. Jackson RB - BUF ,10.30,J. Jones WR - LV ,6.30,49ers DEF ,13.00,72.42,Peter,90.14
alex,10,A. Rodgers QB - GB ,14.72,D. Robinson RB - JAC ,0.00,J. Hill RB - CIN ,18.70,J. Maclin WR - PHI ,6.20,M. Evans WR - TB ,4.90,J. Graham TE - NO ,9.30,T. Smith WR - BAL ,17.90,S. Janikowski K - LV ,14.00,Ravens DEF ,2.00,P. Burress WR ,0.00,R. Bush RB - DET ,15.80,M. Wallace WR - MIA ,17.80,R. Tannehill QB - MIA ,29.34,L. Donnell TE - NYG ,4.20,K. Benjamin WR - CAR ,4.70,87.72,johnny,107.12
Alessandro,5,A. Luck QB - IND ,0.36,M. Ingram RB - NO ,11.50,E. Lacy RB - GB ,16.40,R. Wayne WR - IND ,2.30,M. Sanu WR - CIN ,1.60,M. Bennett TE - CHI ,0.00,J. Bell RB - DET ,14.70,C. Sturgis K - MIA ,5.00,Bills DEF ,1.00,J. Edelman WR - NE ,0.00,L. Fitzgerald WR - ARI ,3.30,K. Orton QB - BUF ,21.16,C. Ivory RB - NYJ ,5.30,N. Novak K - LAC ,8.00,-,-,52.86,Peter,146.66
johnny,9,C. Kaepernick QB - SF ,27.66,D. McFadden RB - LV ,5.40,L. McCoy RB - PHI ,17.60,E. Sanders WR - DEN ,19.00,A. Jeffery WR - CHI ,13.20,C. Clay TE - MIA ,11.40,C. Shorts WR - JAC ,1.86,M. Bryant K - ATL ,14.00,Cardinals DEF ,-3.00,D. Jackson WR - WAS ,12.60,T. Hilton WR - IND ,0.00,D. Allen TE - IND ,0.00,A. Davis QB - STL ,0.00,T. Austin WR - STL ,4.00,Z. Stacy RB - STL ,0.60,107.12,alex,87.72
christian,11,P. Rivers QB - LAC ,24.24,J. Charles RB - KC ,5.70,L. Bell RB - PIT ,13.20,P. Garcon WR - WAS ,6.10,J. Jones WR - ATL ,10.70,D. Walker TE - TEN ,5.40,A. Hurns WR - JAC ,2.60,P. Dawson K - SF ,5.00,Lions DEF ,5.00,M. Ryan QB - ATL ,17.58,A. Smith RB - ATL ,0.00,V. Davis TE - SF ,0.00,R. Woods WR - BUF ,11.20,I. Crowell RB - CLE ,5.50,Rams DEF ,-3.00,77.94,Greg,64.24
michael,8,M. Stafford QB - DET ,5.92,M. Lynch RB - SEA ,23.30,B. Rainey RB - TB ,0.00,R. Cobb WR - GB ,13.10,M. Floyd WR - ARI ,4.10,H. Miller TE - PIT ,6.80,K. Davis RB - KC ,1.10,S. Suisham K - PIT ,8.00,Broncos DEF ,9.00,S. Ridley RB - NE ,0.00,B. Roethlisberger QB - PIT ,12.40,D. Martin RB - TB ,1.70,T. Williams WR - DAL ,17.20,T. West RB - CLE ,0.00,Bears DEF ,11.00,71.32,Raed,40.10
Kevin,2,T. Romo QB - DAL ,27.52,D. Sproles RB - PHI ,6.70,T. Mason RB - STL ,14.30,D. Thomas WR - DEN ,11.50,A. Green WR - CIN ,0.00,J. Witten TE - DAL ,15.00,D. Hopkins WR - HOU ,3.80,C. Parkey K - PHI ,6.00,Panthers DEF ,9.00,M. Sanchez QB - PHI ,21.16,R. Mathews RB - LAC ,0.00,A. Ellington RB - ARI ,0.00,M. Rivera TE - LV ,0.50,A. Williams RB - NYG ,11.00,D. Moncrief WR - IND ,0.50,93.82,david,64.60
Raed,7,J. Cutler QB - CHI ,0.00,L. Blount RB - NE ,0.00,S. Jackson RB - ATL ,2.30,D. Bryant WR - DAL ,13.30,B. LaFell WR - NE ,6.40,R. Gronkowski TE - NE ,9.10,D. Herron RB - IND ,4.00,D. Bailey K - DAL ,6.00,Colts DEF ,-1.00,C. Newton QB - CAR ,22.34,S. Vereen RB - NE ,5.00,A. Gates TE - LAC ,21.20,A. Johnson WR - HOU ,6.50,L. Murray RB - LV ,10.80,M. Bryant WR - PIT ,5.30,40.10,michael,71.32
Peter,3,R. Wilson QB - SEA ,36.36,J. Stewart RB - CAR ,18.90,C. Anderson RB - DEN ,19.80,C. Johnson WR - DET ,10.30,O. Beckham WR - NYG ,26.80,J. Thomas TE - DEN ,3.30,A. Brown WR - PIT ,13.20,S. Gostkowski K - NE ,5.00,Seahawks DEF ,13.00,R. Jennings RB - NYG ,0.00,E. Manning QB - NYG ,27.34,F. Gore RB - SF ,21.80,J. Gray RB - NE ,6.50,K. Stills WR - NO ,6.80,S. Watkins WR - BUF ,13.50,146.66,Alessandro,52.86
Greg,12,A. Dalton QB - CIN ,14.34,M. Forte RB - CHI ,15.50,B. Sankey RB - TEN ,5.30,M. Colston WR - NO ,8.00,C. Patterson WR - MIN ,1.60,Z. Ertz TE - PHI ,11.50,V. Jackson WR - TB ,6.00,A. Vinatieri K - IND ,1.00,Vikings DEF ,1.00,D. Murray RB - DAL ,11.80,W. Welker WR - DEN ,3.00,N. Foles QB - PHI ,0.00,B. Pierce RB - BAL ,-0.20,J. Gordon WR - CLE ,4.50,T. Kelce TE - KC ,3.10,64.24,christian,77.94
