Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,P. Manning QB - DEN ,32.96,A. Bradshaw RB - IND ,6.50,G. Bernard RB - CIN ,7.20,P. Harvin WR - NYJ ,3.40,K. Allen WR - LAC ,2.50,N. Paul TE - WAS ,0.60,S. Smith WR - BAL ,1.40,M. Crosby K - GB ,6.00,Eagles DEF ,21.00,E. Decker WR - NYJ ,0.00,M. Floyd WR - LAC ,7.20,R. Fitzpatrick QB - HOU ,4.46,P. Thomas RB - NO ,23.20,L. Miller RB - MIA ,0.00,Chargers DEF ,16.00,81.56,johnny,82.74
david,3,T. Brady QB - NE ,20.98,T. Richardson RB - IND ,4.70,A. Morris RB - WAS ,2.70,J. Nelson WR - GB ,12.60,M. Crabtree WR - SF ,1.60,G. Olsen TE - CAR ,19.20,G. Tate WR - DET ,19.40,B. Walsh K - MIN ,4.00,Patriots DEF ,14.00,J. Flacco QB - BAL ,7.40,K. Britt WR - STL ,12.80,A. Peterson RB - MIN ,0.00,D. Baldwin WR - SEA ,5.00,J. Matthews WR - PHI ,3.50,Buccaneers DEF ,8.00,99.18,Raed,70.16
Daniel,8,D. Brees QB - NO ,16.74,A. Foster RB - HOU ,29.20,F. Jackson RB - BUF ,12.70,E. Royal WR - LAC ,4.00,R. White WR - ATL ,2.60,J. Cameron TE - CLE ,3.30,J. Forsett RB - BAL ,15.70,S. Hauschka K - SEA ,9.00,49ers DEF ,3.00,H. Nicks WR - IND ,2.90,J. Jones WR - LV ,0.00,V. Cruz WR - NYG ,2.20,K. Stills WR - NO ,1.60,S. Suisham K - PIT ,5.00,Texans DEF ,8.00,96.24,Kevin,137.26
alex,9,A. Rodgers QB - GB ,18.24,C. Spiller RB - BUF ,3.30,R. Bush RB - DET ,4.30,J. Maclin WR - PHI ,13.60,T. Smith WR - BAL ,3.80,J. Graham TE - NO ,3.60,K. Benjamin WR - CAR ,1.80,S. Janikowski K - LV ,0.00,Ravens DEF ,10.00,K. Moreno RB - MIA ,0.00,D. Williams RB - CAR ,0.00,M. Wallace WR - MIA ,0.00,R. Tannehill QB - MIA ,0.00,J. Manziel QB - CLE ,0.00,M. Evans WR - TB ,0.00,58.64,michael,101.74
Alessandro,5,A. Luck QB - IND ,20.68,C. Ivory RB - NYJ ,4.40,E. Lacy RB - GB ,25.20,J. Edelman WR - NE ,3.50,B. Marshall WR - CHI ,4.40,M. Bennett TE - CHI ,1.70,R. Wayne WR - IND ,7.70,N. Novak K - LAC ,7.00,Bills DEF ,14.00,J. Bell RB - DET ,0.00,M. Ingram RB - NO ,0.00,A. Boldin WR - SF ,7.20,S. Jackson RB - ATL ,13.40,L. Fitzgerald WR - ARI ,5.70,M. Sanu WR - CIN ,13.00,88.58,christian,74.24
johnny,12,C. Kaepernick QB - SF ,13.84,L. McCoy RB - PHI ,6.60,Z. Stacy RB - STL ,5.80,E. Sanders WR - DEN ,10.90,A. Jeffery WR - CHI ,15.70,D. Allen TE - IND ,11.90,T. Hilton WR - IND ,9.00,M. Bryant K - ATL ,8.00,Cardinals DEF ,1.00,D. McFadden RB - LV ,0.00,D. Jackson WR - WAS ,21.70,L. Blount RB - NE ,4.60,C. Clay TE - MIA ,0.00,C. Shorts WR - JAC ,0.00,T. Austin WR - STL ,3.30,82.74,Peter,81.56
christian,11,M. Ryan QB - ATL ,14.64,J. Charles RB - KC ,8.40,L. Bell RB - PIT ,11.80,P. Garcon WR - WAS ,2.30,J. Jones WR - ATL ,10.50,D. Walker TE - TEN ,4.70,I. Crowell RB - CLE ,1.90,J. Tucker K - BAL ,9.00,Lions DEF ,11.00,B. Hartline WR - MIA ,0.00,T. Gerhart RB - JAC ,2.90,V. Davis TE - SF ,0.00,P. Rivers QB - LAC ,21.82,R. Woods WR - BUF ,3.70,Rams DEF ,5.00,74.24,Alessandro,88.58
michael,2,M. Stafford QB - DET ,12.04,S. Ridley RB - NE ,17.30,M. Lynch RB - SEA ,17.70,R. Cobb WR - GB ,9.40,T. Williams WR - DAL ,13.10,L. Green TE - LAC ,0.80,D. Martin RB - TB ,7.40,P. Dawson K - SF ,20.00,Broncos DEF ,4.00,R. Jennings RB - NYG ,7.20,B. Roethlisberger QB - PIT ,12.72,M. Floyd WR - ARI ,0.70,B. Rainey RB - TB ,10.20,T. West RB - CLE ,3.10,Bears DEF ,7.00,101.74,alex,58.64
Kevin,6,T. Romo QB - DAL ,18.96,M. Asiata RB - MIN ,5.20,A. Ellington RB - ARI ,26.40,D. Thomas WR - DEN ,36.60,A. Green WR - CIN ,12.10,J. Witten TE - DAL ,5.90,B. Cooks WR - NO ,7.10,C. Parkey K - PHI ,10.00,Steelers DEF ,15.00,R. Mathews RB - LAC ,0.00,D. Brown RB - LAC ,3.00,K. Cousins QB - WAS ,19.72,J. Hunter WR - TEN ,15.90,D. Hopkins WR - HOU ,6.30,M. Prater K - DET ,0.00,137.26,Daniel,96.24
Raed,10,J. Cutler QB - CHI ,21.76,D. Sproles RB - PHI ,5.10,M. Ball RB - DEN ,1.80,D. Bryant WR - DAL ,14.50,A. Johnson WR - HOU ,5.80,R. Gronkowski TE - NE ,16.00,C. Johnson RB - NYJ ,0.20,D. Bailey K - DAL ,8.00,Bengals DEF ,-3.00,C. Newton QB - CAR ,15.10,A. Gates TE - LAC ,18.00,K. Wright WR - TEN ,21.00,K. Robinson RB - NO ,15.70,A. Hurns WR - JAC ,2.60,Falcons DEF ,4.00,70.16,david,99.18
