Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,9,L. Jackson QB - BAL Q ,20.22,C. Akers RB - LA ,0.00,N. Harris RB - PIT ,8.60,D. Metcalf WR - SEA ,1.60,A. St. Brown WR - DET ,12.40,T. Kelce TE - KC ,18.10,D. Harris RB - BUF ,5.80,D. Carlson K - LV ,9.00,Ravens DEF ,11.00,D. Williams RB ,0.20,D. Parker WR - NE ,0.90,M. Thomas WR - NO IR ,17.70,R. Gage WR - TB Q ,1.30,D. Henderson RB ,7.30,J. Robinson RB - NE ,18.90,-,-,86.72,Greg,94.82
david,6,J. Burrow QB - CIN ,18.22,D. Cook RB - MIN ,10.80,J. Williams RB - DEN IR ,8.80,C. Sutton WR - DEN ,7.20,A. Brown WR - PHI ,15.50,D. Knox TE - BUF ,0.50,G. Davis WR - BUF ,14.80,M. Gay K - IND ,6.00,Buccaneers DEF ,13.00,R. Mostert RB - MIA Q ,3.20,A. Mattison RB - MIN ,3.60,R. Stevenson RB - NE ,2.70,E. Moore WR - CLE ,4.90,R. Moore WR - ARI IR ,0.00,S. Moore WR - KC ,3.00,-,-,94.82,Kevin,69.66
Ryan,7,J. Allen QB - BUF ,31.48,A. Ekeler RB - LAC ,7.20,E. Mitchell RB - SF Q ,4.10,J. Jones WR - TB ,8.60,B. Cooks WR - DAL ,8.20,H. Henry TE - NE ,2.08,S. Barkley RB - NYG ,27.40,G. Joseph K - MIN ,13.00,Broncos DEF ,5.00,K. Hunt RB - CLE ,19.00,C. Godwin WR - TB ,3.50,R. Tonyan TE - CHI ,3.60,J. Wilson RB - MIA ,3.00,G. Wilson WR - NYJ ,5.20,K. Walker RB - SEA ,0.00,D. Hopkins WR - ARI Q ,0.00,107.06,michael,121.76
alex,4,P. Mahomes QB - KC ,34.90,D. Henry RB - TEN ,8.20,J. Conner RB - ARI Q ,11.50,D. Samuel WR - SF ,10.60,R. Bateman WR - BAL IR ,11.90,T. Hockenson TE - MIN ,3.80,J. Jacobs RB - LV ,7.30,J. Tucker K - BAL ,6.00,Patriots DEF ,4.00,R. Woods WR - HOU ,1.30,K. Drake RB - BAL ,4.60,J. McKissic RB - WAS IR ,4.80,C. Kirk WR - JAX Q ,11.70,A. Okwuegbunam TE - DEN ,3.30,R. White RB - TB ,2.10,-,-,98.20,Neil,93.92
Alessandro,3,A. Rodgers QB - NYJ ,3.70,C. Patterson RB - ATL ,19.60,L. Fournette RB - TB ,13.70,M. Pittman WR - IND ,18.10,J. Chase WR - CIN ,18.90,Z. Ertz TE - ARI IR ,9.40,J. Jeudy WR - DEN ,16.20,H. Butker K - KC ,9.00,Colts DEF ,6.00,T. Lockett WR - SEA ,2.80,M. Hardman WR - NYJ IR ,7.60,T. Pollard RB - DAL Q ,2.20,C. Hubbard RB - CAR ,0.30,C. Watson WR - GB ,4.10,B. Hall RB - NYJ IR ,4.10,-,-,114.60,Jeremy,84.50
Daniel,2,T. Brady QB - TB ,10.38,M. Sanders RB - CAR ,16.50,T. Etienne RB - JAX ,6.50,D. Adams WR - LV ,20.10,J. Jefferson WR - MIN ,30.40,G. Kittle TE - SF ,0.00,T. McLaurin WR - WAS ,11.80,T. Bass K - BUF ,7.00,Bills DEF ,17.00,K. Cousins QB - MIN ,19.08,M. Davis RB ,1.10,C. Edmonds RB - TB ,6.50,N. Hines RB - BUF ,5.40,J. Meyers WR - LV ,6.20,C. Claypool WR - CHI ,5.40,-,-,119.68,Peter,50.26
Neil,8,K. Murray QB - ARI IR ,20.62,J. Mixon RB - CIN ,14.50,A. Gibson RB - WAS IR ,13.00,A. Thielen WR - CAR ,3.60,T. Hill WR - MIA ,10.00,M. Andrews TE - BAL ,5.20,M. Carter RB - NYJ ,10.00,R. Succop K - TB ,12.00,49ers DEF ,5.00,M. Gallup WR - DAL Q ,0.00,A. Lazard WR - NYJ ,0.00,D. Moore WR - CHI ,5.00,J. Dobbins RB - BAL ,0.00,T. Tagovailoa QB - MIA ,14.80,-,-,-,-,93.92,alex,98.20
michael,1,J. Herbert QB - LAC Q ,23.26,D. Montgomery RB - DET ,5.00,C. Edwards-Helaire RB - KC IA ,19.40,S. Diggs WR - BUF ,18.20,C. Kupp WR - LA IR ,18.80,D. Waller TE - NYG ,7.90,D. Singletary RB - HOU ,6.20,Y. Koo K - ATL ,18.00,Cowboys DEF ,5.00,M. Stafford QB - LA IR ,7.80,A. Cooper WR - CLE ,1.70,T. Higbee TE - LA ,3.90,G. Everett TE - LAC ,11.40,K. Herbert RB - CHI ,10.30,B. Robinson RB - WAS Q ,0.00,-,-,121.76,Ryan,107.06
Kevin,11,D. Prescott QB - DAL ,4.46,J. Taylor RB - IND IR ,23.50,D. Pierce RB - HOU IR ,3.90,J. Smith-Schuster WR - NE ,5.90,C. Lamb WR - DAL ,2.90,K. Pitts TE - ATL IR ,1.90,A. Dillon RB - GB ,15.10,E. McPherson K - CIN ,7.00,Eagles DEF ,5.00,G. Smith QB - SEA ,17.20,H. Renfrow WR - LV ,2.10,D. Mooney WR - CHI IR ,0.80,B. Aiyuk WR - SF ,4.70,P. Freiermuth TE - PIT Q ,7.50,G. Pickens WR - PIT ,0.30,-,-,69.66,david,94.82
Jeremy,10,R. Wilson QB - DEN ,17.80,E. Elliott RB - DAL ,4.90,C. McCaffrey RB - SF ,11.70,M. Evans WR - TB ,13.10,M. Brown WR - ARI ,10.30,C. Kmet TE - CHI ,0.00,J. Waddle WR - MIA ,13.70,W. Lutz K - NO ,9.00,Saints DEF ,4.00,M. Ingram RB - NO IR ,0.30,M. Gordon RB - KC ,5.20,D. Johnson WR - PIT ,5.50,J. Cook RB - BUF ,-1.80,C. Olave WR - NO ,6.10,J. Dotson WR - WAS ,15.00,J. Williams WR - DET ,0.00,84.50,Alessandro,114.60
