Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,4,L. Jackson QB - BAL Q ,42.62,D. Harris RB - BUF ,14.70,N. Harris RB - PIT ,8.90,D. Metcalf WR - SEA ,3.50,A. St. Brown WR - DET ,30.40,T. Kelce TE - KC ,5.10,M. Thomas WR - NO IR ,12.50,D. Carlson K - LV ,13.00,Ravens DEF ,7.00,J. Landry WR - NO IR ,2.50,D. Parker WR - NE ,0.00,C. Anderson WR - ARI Q ,1.20,D. Henderson RB ,10.70,J. Robinson RB - NE ,13.80,C. Akers RB - LA ,6.20,-,-,137.72,Ryan,84.48
david,2,J. Burrow QB - CIN ,16.56,D. Cook RB - MIN ,3.60,J. Williams RB - DEN IR ,8.50,C. Sutton WR - DEN ,12.70,A. Brown WR - PHI ,6.90,D. Knox TE - BUF ,4.10,A. Mattison RB - MIN ,1.40,M. Gay K - IND ,7.00,Buccaneers DEF ,26.00,R. Mostert RB - MIA Q ,7.90,T. Boyd WR - CIN Q ,3.70,G. Davis WR - BUF ,0.00,R. Stevenson RB - NE ,5.10,E. Moore WR - CLE ,3.50,S. Moore WR - KC ,0.00,-,-,86.76,alex,86.10
Ryan,11,J. Allen QB - BUF ,29.68,A. Ekeler RB - LAC ,9.40,S. Barkley RB - NYG ,8.80,B. Cooks WR - DAL ,5.40,R. Gage WR - TB Q ,2.80,H. Henry TE - NE ,0.00,K. Hunt RB - CLE ,7.40,B. McManus K - DEN ,12.00,Packers DEF ,9.00,J. Jones WR - TB ,0.00,D. Hopkins WR - ARI Q ,0.00,C. Godwin WR - TB ,0.00,J. Wilson RB - MIA ,10.30,G. Wilson WR - NYJ ,22.00,K. Walker RB - SEA ,1.50,E. Mitchell RB - SF Q ,0.00,84.48,Peter,137.72
alex,7,P. Mahomes QB - KC ,17.30,D. Henry RB - TEN ,8.50,J. Conner RB - ARI Q ,5.10,D. Samuel WR - SF ,9.70,R. Bateman WR - BAL IR ,16.80,T. Hockenson TE - MIN ,2.60,J. Jacobs RB - LV ,8.10,J. Tucker K - BAL ,10.00,Patriots DEF ,8.00,R. Woods WR - HOU ,3.90,K. Drake RB - BAL ,0.80,J. McKissic RB - WAS IR ,6.30,C. Kirk WR - JAX Q ,19.80,A. Okwuegbunam TE - DEN ,0.00,R. White RB - TB ,0.10,-,-,86.10,david,86.76
Alessandro,8,A. Rodgers QB - NYJ ,16.36,C. Patterson RB - ATL ,4.10,L. Fournette RB - TB ,7.40,J. Jeudy WR - DEN ,1.20,J. Chase WR - CIN ,5.80,Z. Ertz TE - ARI IR ,7.50,P. Campbell WR - NYG ,0.00,C. York K - CLE ,6.00,Steelers DEF ,3.00,T. Lockett WR - SEA ,10.70,T. Pollard RB - DAL Q ,15.80,M. Pittman WR - IND ,0.00,C. Hubbard RB - CAR ,-2.00,C. Watson WR - GB ,0.90,B. Hall RB - NYJ IR ,12.00,-,-,51.36,Peter,73.40
Daniel,6,T. Brady QB - TB ,9.40,C. Edmonds RB - TB ,4.10,M. Sanders RB - CAR ,8.60,D. Adams WR - LV ,7.20,J. Jefferson WR - MIN ,4.80,G. Kittle TE - SF ,0.00,T. McLaurin WR - WAS ,8.20,T. Bass K - BUF ,11.00,Bills DEF ,20.00,K. Cousins QB - MIN ,9.64,M. Davis RB ,0.40,N. Hines RB - BUF ,3.70,J. Meyers WR - LV ,9.50,C. Claypool WR - CHI ,2.60,T. Etienne RB - JAX ,5.30,-,-,73.30,Kevin,90.68
Neil,5,K. Murray QB - ARI IR ,25.88,J. Mixon RB - CIN ,8.30,A. Gibson RB - WAS IR ,10.10,A. Thielen WR - CAR ,5.20,T. Hill WR - MIA ,31.00,M. Andrews TE - BAL ,16.70,M. Carter RB - NYJ ,5.00,R. Succop K - TB ,8.00,49ers DEF ,15.00,M. Gallup WR - DAL Q ,0.00,A. Lazard WR - NYJ ,7.30,D. Moore WR - CHI ,10.30,J. Dobbins RB - BAL ,0.00,T. Tagovailoa QB - MIA ,40.86,-,-,-,-,125.18,michael,118.06
michael,3,J. Herbert QB - LAC Q ,23.46,C. Edwards-Helaire RB - KC IA ,11.80,K. Herbert RB - CHI ,4.10,S. Diggs WR - BUF ,32.80,C. Kupp WR - LA IR ,20.80,D. Waller TE - NYG ,11.00,D. Singletary RB - HOU ,2.10,Y. Koo K - ATL ,5.00,Cowboys DEF ,7.00,M. Stafford QB - LA IR ,18.98,A. Cooper WR - CLE ,16.10,T. Higbee TE - LA ,7.10,G. Everett TE - LAC ,7.10,D. Montgomery RB - DET ,13.60,B. Robinson RB - WAS Q ,0.00,-,-,118.06,Neil,125.18
Kevin,9,C. Wentz QB - WAS ,27.78,A. Dillon RB - GB ,6.70,J. Taylor RB - IND IR ,6.30,J. Smith-Schuster WR - NE ,1.00,C. Lamb WR - DAL ,8.10,K. Pitts TE - ATL IR ,1.90,C. Samuel WR - WAS ,15.90,E. McPherson K - CIN ,11.00,Eagles DEF ,12.00,H. Renfrow WR - LV ,3.90,D. Mooney WR - CHI IR ,-0.40,B. Aiyuk WR - SF ,6.30,J. Fields QB - CHI Q ,8.80,P. Freiermuth TE - PIT Q ,8.20,D. Pierce RB - HOU IR ,7.70,-,-,90.68,Daniel,73.30
Jeremy,12,R. Wilson QB - DEN ,12.06,E. Elliott RB - DAL ,4.90,C. McCaffrey RB - SF ,12.80,M. Evans WR - TB ,6.10,M. Brown WR - ARI ,6.80,C. Kmet TE - CHI ,0.00,J. Waddle WR - MIA ,29.10,W. Lutz K - NO ,4.00,Browns DEF ,3.00,M. Ingram RB - NO IR ,4.30,M. Gordon RB - KC ,5.30,D. Johnson WR - PIT ,7.70,E. Benjamin RB - NO ,5.10,C. Olave WR - NO ,6.00,J. Dotson WR - WAS ,13.90,J. Williams WR - DET ,0.00,78.76,Greg,138.92
