Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,12,L. Jackson QB - BAL Q ,17.52,D. Henderson RB ,5.60,J. Robinson RB - NE ,11.30,D. Metcalf WR - SEA ,9.70,A. St. Brown WR - DET ,5.50,T. Kelce TE - KC ,10.60,J. Palmer WR - LAC ,10.60,D. Carlson K - LV ,8.00,Chargers DEF ,7.00,M. Mariota QB - PHI IR ,7.56,J. Reynolds WR - DET ,0.00,D. Harris RB - BUF ,0.00,P. Campbell WR - NYG ,1.60,C. Hubbard RB - CAR ,0.00,N. Harris RB - PIT ,0.00,M. Thomas WR - NO IR ,0.00,85.82,Jeremy,107.80
david,2,J. Burrow QB - CIN ,19.14,D. Cook RB - MIN ,11.60,R. Stevenson RB - NE ,13.00,A. Brown WR - PHI ,11.90,J. Waddle WR - MIA ,14.50,H. Hurst TE - CAR ,3.50,G. Davis WR - BUF ,3.30,N. Folk K - NE ,14.00,Buccaneers DEF ,8.00,E. Elliott RB - DAL ,0.00,K. Drake RB - BAL ,22.90,T. Boyd WR - CIN Q ,4.40,D. Knox TE - BUF ,2.50,A. Mattison RB - MIN ,0.10,C. Akers RB - LA ,0.30,-,-,98.94,Neil,148.10
Ryan,3,J. Allen QB - BUF ,24.80,A. Ekeler RB - LAC ,17.10,K. Walker RB - SEA ,24.90,D. Hopkins WR - ARI Q ,9.60,C. Godwin WR - TB ,3.70,E. Engram TE - JAX ,0.80,C. Samuel WR - WAS ,14.10,J. Sanders K - MIA ,4.00,Chiefs DEF ,4.00,D. Waller TE - NYG ,0.00,D. Njoku TE - CLE ,0.00,S. Barkley RB - NYG ,0.00,G. Wilson WR - NYJ ,9.90,G. Pickens WR - PIT ,0.00,R. White RB - TB ,3.40,E. Mitchell RB - SF Q ,0.00,103.00,Alessandro,74.74
alex,1,P. Mahomes QB - KC ,36.14,D. Henry RB - TEN ,23.50,J. Jacobs RB - LV ,8.70,C. Kirk WR - JAX Q ,13.60,D. Duvernay WR - BAL IR ,0.50,T. Hockenson TE - MIN ,7.00,J. Conner RB - ARI Q ,6.40,J. Tucker K - BAL ,9.00,Patriots DEF ,24.00,R. Woods WR - HOU ,0.00,L. Murray RB - BUF ,0.00,O. Beckham WR - BAL Q ,0.00,A. Robinson WR - PIT IR ,2.40,G. Edwards RB - BAL ,0.00,D. Samuel WR - SF ,0.00,-,-,128.84,Peter,56.92
Alessandro,8,A. Rodgers QB - NYJ ,13.64,L. Fournette RB - TB ,6.00,D. Foreman RB - CHI ,2.10,D. Mooney WR - CHI IR ,10.50,M. Pittman WR - IND ,2.20,Z. Ertz TE - ARI IR ,10.00,C. Patterson RB - ATL ,17.30,J. Myers K - SEA ,7.00,Vikings DEF ,6.00,T. Lockett WR - SEA ,12.70,D. Prescott QB - DAL ,0.00,T. Pollard RB - DAL Q ,0.00,J. Jeudy WR - DEN ,0.00,D. Jackson RB - IND ,3.60,J. Chase WR - CIN ,0.00,-,-,74.74,Ryan,103.00
Daniel,6,T. Brady QB - TB ,15.20,M. Sanders RB - CAR ,15.30,C. Huntley RB - ATL IR ,3.40,M. Evans WR - TB ,4.00,J. Jefferson WR - MIN ,18.50,T. Conklin TE - NYJ ,0.70,C. Claypool WR - CHI ,1.70,T. Bass K - BUF ,7.00,Bills DEF ,5.00,C. McCaffrey RB - SF ,0.00,G. Kittle TE - SF ,0.00,C. Edmonds RB - TB ,0.00,N. Hines RB - BUF ,0.00,J. Meyers WR - LV ,2.40,Jets DEF ,10.00,-,-,70.80,michael,69.90
Neil,7,K. Murray QB - ARI IR ,19.00,J. Mixon RB - CIN ,51.10,M. Carter RB - NYJ ,14.60,T. Hill WR - MIA ,20.30,D. Moore WR - CHI ,2.40,H. Henry TE - NE ,5.00,A. Lazard WR - NYJ ,14.70,R. Succop K - TB ,12.00,Cardinals DEF ,9.00,A. Thielen WR - CAR ,6.70,M. Andrews TE - BAL ,0.00,J. Dobbins RB - BAL ,0.00,T. Tagovailoa QB - MIA ,24.08,A. Gibson RB - WAS IR ,4.70,49ers DEF ,0.00,-,-,148.10,david,98.94
michael,4,J. Herbert QB - LAC Q ,12.10,K. Herbert RB - CHI ,2.30,D. Pierce RB - HOU IR ,13.90,S. Diggs WR - BUF ,9.30,C. Kupp WR - LA IR ,18.80,G. Everett TE - LAC ,3.60,C. Edwards-Helaire RB - KC IA ,1.90,Y. Koo K - ATL ,5.00,Packers DEF ,3.00,M. Stafford QB - LA IR ,10.50,A. Cooper WR - CLE ,0.00,D. Montgomery RB - DET ,4.40,M. Hardman WR - NYJ IR ,13.90,B. Robinson RB - WAS Q ,3.80,Cowboys DEF ,0.00,-,-,69.90,Daniel,70.80
Kevin,9,J. Fields QB - CHI Q ,42.72,D. Singletary RB - HOU ,4.80,A. Dillon RB - GB ,4.40,J. Smith-Schuster WR - NE ,8.80,R. Doubs WR - GB ,1.80,K. Pitts TE - ATL IR ,2.70,I. Likely TE - BAL ,8.40,E. McPherson K - CIN ,6.00,Eagles DEF ,8.00,B. Cooks WR - DAL ,0.00,K. Hunt RB - CLE ,0.00,C. Lamb WR - DAL ,0.00,J. Taylor RB - IND IR ,0.00,B. Aiyuk WR - SF ,0.00,T. Lawrence QB - JAX ,16.70,-,-,87.62,Greg,75.62
Jeremy,10,K. Cousins QB - MIN ,16.40,R. Mostert RB - MIA Q ,8.60,T. Etienne RB - JAX ,24.60,D. Adams WR - LV ,26.60,C. Olave WR - NO ,7.10,R. Tonyan TE - CHI ,2.90,T. McLaurin WR - WAS ,5.60,G. Joseph K - MIN ,8.00,Seahawks DEF ,8.00,M. Gordon RB - KC ,0.00,C. Sutton WR - DEN ,0.00,M. Valdes-Scantling WR - KC ,1.20,J. Wilson RB - MIA ,13.20,D. Johnson WR - PIT ,0.00,P. Freiermuth TE - PIT Q ,0.00,M. Brown WR - ARI ,0.00,107.80,Peter,85.82
Peter,11,G. Smith QB - SEA ,20.80,A. Kamara RB - NO ,6.20,A. Jones RB - GB ,4.50,D. Carter WR - LV Q ,5.30,A. Pierce WR - IND ,2.30,T. Hill TE - NO ,1.12,E. Benjamin RB - NO ,2.70,W. Lutz K - NO ,7.00,Dolphins DEF ,7.00,D. Byrd WR - CAR ,0.00,C. Davis WR - NYJ ,0.00,M. Williams WR - LAC Q ,0.00,D. Schultz TE - HOU ,0.00,K. Toney WR - KC ,1.20,J. Cook RB - BUF ,3.30,D. Watson QB - CLE ,0.00,56.92,alex,128.84
Greg,5,J. Hurts QB - PHI ,20.02,J. Williams RB - NO ,10.10,D. Swift RB - PHI ,5.00,T. Higgins WR - CIN ,6.00,D. Smith WR - PHI ,2.20,D. Goedert TE - PHI ,16.00,D. London WR - ATL ,0.30,H. Butker K - KC ,6.00,Ravens DEF ,10.00,K. Allen WR - LAC ,0.00,D. Carr QB - NO ,18.36,N. Chubb RB - CLE ,0.00,R. Moore WR - ARI IR ,6.90,T. Allgeier RB - ATL ,12.30,I. Pacheco RB - KC ,0.90,-,-,75.62,Kevin,87.62
