Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,10,L. Jackson QB - BAL Q ,23.06,N. Harris RB - PIT ,9.90,E. Mitchell RB - SF Q ,4.30,D. Metcalf WR - SEA ,9.00,A. St. Brown WR - DET ,18.90,T. Kelce TE - KC ,11.70,J. Palmer WR - LAC ,5.60,D. Carlson K - LV ,10.00,Ravens DEF ,5.00,D. Robinson WR - BAL Q ,1.70,C. Davis WR - NYJ ,0.90,D. Harris RB - BUF ,1.60,D. Henderson RB ,0.00,J. Robinson RB - NE ,0.00,V. Jefferson WR - LA ,8.90,-,-,97.46,Neil,74.64
david,4,J. Burrow QB - CIN ,18.00,D. Cook RB - MIN ,5.60,R. Stevenson RB - NE ,11.20,A. Brown WR - PHI ,8.60,J. Waddle WR - MIA ,8.50,D. Knox TE - BUF ,1.70,G. Davis WR - BUF ,3.80,J. Myers K - SEA ,10.00,Buccaneers DEF ,6.00,E. Elliott RB - DAL ,15.50,K. Drake RB - BAL ,0.20,T. Boyd WR - CIN Q ,1.60,A. Mattison RB - MIN ,1.10,C. Kmet TE - CHI ,2.70,C. Akers RB - LA ,3.70,-,-,73.40,michael,98.06
Ryan,2,J. Allen QB - BUF ,29.92,A. Ekeler RB - LAC ,14.00,S. Barkley RB - NYG ,11.20,D. Hopkins WR - ARI Q ,14.70,C. Godwin WR - TB ,17.00,D. Njoku TE - CLE ,8.90,K. Walker RB - SEA ,15.90,B. Maher K - DAL ,4.00,Chiefs DEF ,11.00,J. Garoppolo QB - LV Q ,13.28,C. Samuel WR - WAS ,1.30,K. Williams RB - LA ,6.00,G. Wilson WR - NYJ ,21.40,G. Pickens WR - PIT ,7.70,R. White RB - TB ,10.90,D. Waller TE - NYG ,0.00,126.62,Daniel,99.18
alex,1,P. Mahomes QB - KC ,18.40,D. Henry RB - TEN ,11.70,J. Jacobs RB - LV ,44.30,C. Kirk WR - JAX Q ,4.10,D. Samuel WR - SF ,4.30,T. Hockenson TE - MIN ,10.30,J. Conner RB - ARI Q ,18.00,J. Tucker K - BAL ,15.00,Panthers DEF ,11.00,L. Murray RB - BUF ,9.80,O. Beckham WR - BAL Q ,0.00,G. Edwards RB - BAL ,9.20,D. Slayton WR - NYG ,6.30,D. Duvernay WR - BAL IR ,3.90,Patriots DEF ,2.00,-,-,137.10,Jeremy,66.82
Alessandro,9,D. Prescott QB - DAL ,14.84,D. Foreman RB - CHI ,11.30,T. Pollard RB - DAL Q ,6.10,T. Lockett WR - SEA ,12.80,M. Pittman WR - IND ,12.10,J. Johnson TE - NO ,0.00,C. Watson WR - GB ,17.00,C. Dicker K - LAC ,5.00,Steelers DEF ,8.00,C. Patterson RB - ATL ,7.10,A. Robinson WR - PIT IR ,0.00,L. Fournette RB - TB ,0.00,J. Jeudy WR - DEN ,0.00,J. Chase WR - CIN ,0.00,N. Folk K - NE ,14.00,J. Williams WR - DET ,0.00,87.14,Peter,88.62
Daniel,6,T. Brady QB - TB ,18.04,C. McCaffrey RB - SF ,4.90,M. Sanders RB - CAR ,28.00,M. Evans WR - TB ,3.10,J. Jefferson WR - MIN ,20.34,G. Kittle TE - SF ,2.60,J. Meyers WR - LV ,6.20,T. Bass K - BUF ,8.00,Jets DEF ,8.00,R. Wilson QB - DEN ,8.48,S. Perine RB - DEN ,15.30,M. Valdes-Scantling WR - KC ,5.60,T. Conklin TE - NYJ ,5.00,C. Claypool WR - CHI ,5.10,Bills DEF ,8.00,C. Edmonds RB - TB ,0.00,99.18,Ryan,126.62
Neil,8,K. Murray QB - ARI IR ,25.24,J. Mixon RB - CIN ,0.00,M. Carter RB - NYJ ,3.60,T. Hill WR - MIA ,9.00,A. Lazard WR - NYJ ,2.40,M. Andrews TE - BAL ,7.00,A. Gibson RB - WAS IR ,5.40,R. Gould K - SF ,7.00,49ers DEF ,15.00,C. McCoy QB - ARI Q ,0.00,A. Thielen WR - CAR ,12.10,D. Moore WR - CHI ,16.30,D. Hilliard RB - TEN IR ,1.90,T. Tagovailoa QB - MIA ,15.96,R. Succop K - TB ,5.00,J. Dobbins RB - BAL ,0.00,74.64,Peter,97.46
michael,5,J. Herbert QB - LAC Q ,28.76,D. Montgomery RB - DET ,11.30,D. Pierce RB - HOU IR ,1.60,A. Cooper WR - CLE ,9.40,S. Diggs WR - BUF ,13.70,G. Everett TE - LAC ,3.80,B. Robinson RB - WAS Q ,18.50,Y. Koo K - ATL ,7.00,Cowboys DEF ,4.00,M. Stafford QB - LA IR ,0.00,M. Hardman WR - NYJ IR ,0.00,C. Edwards-Helaire RB - KC IA ,0.00,K. Herbert RB - CHI ,0.00,N. Gray TE - KC ,1.60,Packers DEF ,0.00,C. Kupp WR - LA IR ,0.00,98.06,david,73.40
Kevin,7,T. Lawrence QB - JAX ,24.94,D. Singletary RB - HOU ,8.00,J. Taylor RB - IND IR ,15.80,C. Lamb WR - DAL ,11.70,B. Aiyuk WR - SF ,6.50,G. Dulcich TE - DEN IR ,1.10,J. Smith-Schuster WR - NE ,3.80,E. McPherson K - CIN ,8.00,Eagles DEF ,6.00,B. Cooks WR - DAL ,6.10,K. Hunt RB - CLE ,2.10,D. Peoples-Jones WR - CLE ,1.60,A. Dillon RB - GB ,14.80,J. Fields QB - CHI Q ,0.00,T. Burks WR - TEN ,13.00,K. Pitts TE - ATL IR ,0.00,85.84,Greg,121.92
Jeremy,11,D. Jones QB - NYG ,14.52,J. Wilson RB - MIA ,11.20,T. Etienne RB - JAX ,0.30,D. Adams WR - LV ,7.40,C. Olave WR - NO ,6.20,P. Freiermuth TE - PIT Q ,3.90,T. McLaurin WR - WAS ,5.30,G. Zuerlein K - NYJ ,9.00,Vikings DEF ,9.00,M. Gordon RB - KC ,0.00,R. Mostert RB - MIA Q ,0.00,C. Sutton WR - DEN ,7.50,M. Brown WR - ARI ,4.60,D. Johnson WR - PIT ,4.90,J. Warren RB - PIT ,0.00,-,-,66.82,alex,137.10
