Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,10,L. Jackson QB - BAL Q ,1.34,N. Harris RB - PIT ,9.20,B. Knight RB - NYJ ,11.80,D. Metcalf WR - SEA ,18.70,A. St. Brown WR - DET ,23.60,T. Kelce TE - KC ,3.60,J. Palmer WR - LAC ,6.00,D. Carlson K - LV ,11.00,Ravens DEF ,6.00,C. Davis WR - NYJ ,8.50,Z. Jones WR - JAX ,1.60,D. Harris RB - BUF ,0.00,D. Henderson RB ,0.00,J. Robinson RB - NE ,1.00,T. Davis-Price RB - SF ,0.00,-,-,91.24,Kevin,84.36
david,3,J. Burrow QB - CIN ,30.04,D. Cook RB - MIN ,14.30,R. Stevenson RB - NE ,7.80,A. Brown WR - PHI ,23.90,J. Waddle WR - MIA ,0.90,C. Kmet TE - CHI ,7.20,E. Elliott RB - DAL ,15.10,J. Myers K - SEA ,9.00,Buccaneers DEF ,3.00,K. Drake RB - BAL ,4.60,T. Boyd WR - CIN Q ,6.00,D. Knox TE - BUF ,0.00,A. Mattison RB - MIN ,7.80,G. Davis WR - BUF ,7.50,C. Akers RB - LA ,18.00,-,-,111.24,Daniel,77.44
Ryan,4,J. Allen QB - BUF ,16.92,S. Barkley RB - NYG ,14.10,K. Walker RB - SEA ,3.60,C. Godwin WR - TB ,6.30,G. Wilson WR - NYJ ,16.20,G. Dulcich TE - DEN IR ,8.50,A. Ekeler RB - LAC ,8.20,B. Maher K - DAL ,6.00,Commanders DEF ,7.00,D. Hopkins WR - ARI Q ,0.00,J. Garoppolo QB - LV Q ,2.24,D. Njoku TE - CLE ,0.00,G. Pickens WR - PIT ,0.20,R. White RB - TB ,10.90,Chiefs DEF ,1.00,D. Waller TE - NYG ,0.00,86.82,Neil,88.10
alex,1,P. Mahomes QB - KC ,19.82,D. Henry RB - TEN ,3.80,G. Edwards RB - BAL ,1.20,C. Kirk WR - JAX Q ,10.40,D. Samuel WR - SF ,6.30,T. Hockenson TE - MIN ,3.30,J. Jacobs RB - LV ,19.00,J. Tucker K - BAL ,4.00,Patriots DEF ,4.00,L. Murray RB - BUF ,6.10,O. Beckham WR - BAL Q ,0.00,J. Conner RB - ARI Q ,0.00,D. Slayton WR - NYG ,9.00,D. Duvernay WR - BAL IR ,4.30,Panthers DEF ,0.00,-,-,71.82,Alessandro,113.36
Alessandro,6,M. White QB - MIA Q ,17.46,C. Patterson RB - ATL ,6.00,T. Pollard RB - DAL Q ,22.60,T. Lockett WR - SEA ,18.80,C. Watson WR - GB ,21.40,T. Higbee TE - LA ,1.40,J. Chase WR - CIN ,9.70,C. Dicker K - LAC ,8.00,Seahawks DEF ,8.00,D. Prescott QB - DAL ,16.80,L. Fournette RB - TB ,8.10,D. Foreman RB - CHI ,0.00,J. Jeudy WR - DEN ,6.50,M. Pittman WR - IND ,1.60,J. Williams WR - DET ,0.00,-,-,113.36,alex,71.82
Daniel,8,T. Brady QB - TB ,17.14,C. McCaffrey RB - SF ,20.60,M. Sanders RB - CAR ,9.80,M. Evans WR - TB ,5.90,J. Jefferson WR - MIN ,11.60,G. Kittle TE - SF ,2.20,J. Meyers WR - LV ,2.20,T. Bass K - BUF ,6.00,Jets DEF ,2.00,R. Wilson QB - DEN ,9.66,S. Perine RB - DEN ,15.50,M. Valdes-Scantling WR - KC ,7.10,T. Conklin TE - NYJ ,0.90,C. Claypool WR - CHI ,0.80,Bills DEF ,5.00,C. Edmonds RB - TB ,0.00,77.44,david,111.24
Neil,7,T. Tagovailoa QB - MIA ,13.80,J. Mixon RB - CIN ,0.00,A. Gibson RB - WAS IR ,5.90,T. Hill WR - MIA ,20.60,A. Lazard WR - NYJ ,6.70,M. Andrews TE - BAL ,5.40,A. Thielen WR - CAR ,2.70,R. Gould K - SF ,15.00,49ers DEF ,18.00,M. Goodwin WR - CLE IR ,1.70,D. Moore WR - CHI ,0.00,D. Hilliard RB - TEN IR ,1.60,K. Murray QB - ARI IR ,0.00,M. Carter RB - NYJ ,0.00,R. Succop K - TB ,5.00,J. Dobbins RB - BAL ,0.00,88.10,Ryan,86.82
michael,5,J. Herbert QB - LAC Q ,18.10,D. Montgomery RB - DET ,12.70,D. Pierce RB - HOU IR ,9.50,A. Cooper WR - CLE ,4.00,S. Diggs WR - BUF ,15.20,G. Everett TE - LAC ,8.00,B. Robinson RB - WAS Q ,11.10,Y. Koo K - ATL ,14.00,Cowboys DEF ,20.00,M. Stafford QB - LA IR ,0.00,M. Hardman WR - NYJ IR ,0.00,C. Edwards-Helaire RB - KC IA ,0.00,K. Herbert RB - CHI ,0.00,N. Gray TE - KC ,1.50,Packers DEF ,7.00,C. Kupp WR - LA IR ,0.00,112.60,Jeremy,88.80
Kevin,9,J. Fields QB - CHI Q ,19.26,D. Singletary RB - HOU ,11.10,J. Taylor RB - IND IR ,10.30,C. Lamb WR - DAL ,15.40,B. Aiyuk WR - SF ,4.60,H. Hurst TE - CAR ,1.20,J. Smith-Schuster WR - NE ,3.50,E. McPherson K - CIN ,9.00,Eagles DEF ,10.00,B. Cooks WR - DAL ,0.00,K. Hunt RB - CLE ,7.40,D. Peoples-Jones WR - CLE ,10.40,A. Dillon RB - GB ,17.90,T. Lawrence QB - JAX ,16.36,J. Mason RB - SF ,5.10,K. Pitts TE - ATL IR ,0.00,84.36,Peter,91.24
Jeremy,11,D. Jones QB - NYG ,17.10,J. Wilson RB - MIA ,0.30,T. Etienne RB - JAX ,4.60,D. Adams WR - LV ,29.70,C. Olave WR - NO ,6.50,P. Freiermuth TE - PIT Q ,7.60,C. Sutton WR - DEN ,0.00,G. Zuerlein K - NYJ ,18.00,Vikings DEF ,5.00,M. Gordon RB - KC ,0.00,R. Mostert RB - MIA Q ,3.00,M. Brown WR - ARI ,0.00,T. McLaurin WR - WAS ,16.50,D. Johnson WR - PIT ,6.00,J. Warren RB - PIT ,1.90,-,-,88.80,michael,112.60
Peter,12,G. Smith QB - SEA ,22.98,A. Kamara RB - NO ,3.70,A. Jones RB - GB ,5.00,D. Carter WR - LV Q ,1.40,A. Pierce WR - IND ,14.60,T. Hill TE - NO ,11.34,D. Schultz TE - HOU ,3.30,--empty--,-,Dolphins DEF ,6.00,M. Williams WR - LAC Q ,0.00,J. Hill RB - BAL ,0.60,P. Campbell WR - NYG ,4.50,K. Toney WR - KC ,0.00,K. Gainwell RB - PHI ,5.30,J. Cook RB - BUF ,10.50,D. Watson QB - CLE ,5.34,68.32,Greg,129.60
