Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,11,L. Jackson QB - BAL Q ,15.46,D. Henderson RB ,0.90,N. Harris RB - PIT ,23.60,A. St. Brown WR - DET ,8.00,J. Palmer WR - LAC ,22.60,T. Kelce TE - KC ,29.50,E. Mitchell RB - SF Q ,5.90,D. Carlson K - LV ,14.00,Ravens DEF ,17.00,D. Harris RB - BUF ,9.30,F. Moreau TE - LV ,3.30,D. Metcalf WR - SEA ,0.00,J. Robinson RB - NE ,1.00,V. Jefferson WR - LA ,4.10,C. Hubbard RB - CAR ,2.50,-,-,136.96,michael,106.80
david,2,J. Burrow QB - CIN ,26.70,D. Cook RB - MIN ,7.20,R. Stevenson RB - NE ,8.20,A. Brown WR - PHI ,4.00,G. Davis WR - BUF ,6.80,C. Kmet TE - CHI ,3.50,T. Boyd WR - CIN Q ,4.20,G. Gano K - NYG ,0.00,Bengals DEF ,1.00,E. Elliott RB - DAL ,16.70,K. Drake RB - BAL ,5.30,A. Mattison RB - MIN ,0.80,C. Akers RB - LA ,6.10,J. Waddle WR - MIA ,0.00,Buccaneers DEF ,0.00,-,-,61.60,Greg,108.10
Ryan,3,J. Allen QB - BUF ,12.58,A. Ekeler RB - LAC ,16.00,S. Barkley RB - NYG ,3.50,G. Wilson WR - NYJ ,1.20,G. Pickens WR - PIT ,14.30,D. Njoku TE - CLE ,1.70,D. Hopkins WR - ARI Q ,9.10,B. Maher K - DAL ,22.00,Commanders DEF ,19.00,J. Garoppolo QB - LV Q ,25.42,C. Samuel WR - WAS ,8.80,C. Godwin WR - TB ,0.00,K. Walker RB - SEA ,0.00,R. White RB - TB ,0.00,Chiefs DEF ,9.00,D. Waller TE - NYG ,0.00,99.38,alex,129.62
alex,1,P. Mahomes QB - KC ,27.46,D. Henry RB - TEN ,23.36,J. Jacobs RB - LV ,16.00,D. Samuel WR - SF ,15.40,D. Slayton WR - NYG ,8.60,T. Hockenson TE - MIN ,3.40,J. Conner RB - ARI Q ,11.40,J. Tucker K - BAL ,7.00,Patriots DEF ,17.00,L. Murray RB - BUF ,13.20,O. Beckham WR - BAL Q ,0.00,C. Kirk WR - JAX Q ,0.00,G. Edwards RB - BAL ,0.00,D. Duvernay WR - BAL IR ,0.70,Panthers DEF ,9.00,-,-,129.62,Ryan,99.38
Alessandro,9,D. Prescott QB - DAL ,20.64,C. Patterson RB - ATL ,9.90,D. Foreman RB - CHI ,2.40,A. Robinson WR - PIT IR ,10.70,C. Watson WR - GB ,17.10,J. Johnson TE - NO ,10.70,T. Pollard RB - DAL Q ,30.90,N. Folk K - NE ,4.00,Titans DEF ,2.00,T. Lockett WR - SEA ,0.00,L. Fournette RB - TB ,0.00,J. Jeudy WR - DEN ,0.00,M. Pittman WR - IND ,7.50,J. Chase WR - CIN ,0.00,T. McBride TE - ARI ,1.40,-,-,108.34,Daniel,79.58
Daniel,5,R. Wilson QB - DEN ,10.68,C. McCaffrey RB - SF ,10.60,M. Sanders RB - CAR ,4.80,J. Meyers WR - LV ,5.20,J. Jefferson WR - MIN ,3.30,G. Kittle TE - SF ,20.40,C. Huntley RB - ATL IR ,0.60,T. Bass K - BUF ,21.00,Bills DEF ,3.00,T. Brady QB - TB ,0.00,M. Evans WR - TB ,0.00,C. Edmonds RB - TB ,0.60,T. Conklin TE - NYJ ,1.50,C. Claypool WR - CHI ,1.10,Jets DEF ,10.00,-,-,79.58,Alessandro,108.34
Neil,8,C. McCoy QB - ARI Q ,7.32,J. Mixon RB - CIN ,6.20,D. Hilliard RB - TEN IR ,7.80,A. Thielen WR - CAR ,2.50,D. Moore WR - CHI ,2.40,M. Andrews TE - BAL ,6.30,A. Lazard WR - NYJ ,5.70,R. Gould K - SF ,8.00,49ers DEF ,11.00,T. Hill WR - MIA ,0.00,K. Murray QB - ARI IR ,0.00,T. Tagovailoa QB - MIA ,0.00,A. Gibson RB - WAS IR ,10.30,M. Carter RB - NYJ ,1.70,R. Succop K - TB ,0.00,J. Dobbins RB - BAL ,0.00,57.22,Peter,54.90
michael,7,J. Herbert QB - LAC Q ,18.70,D. Montgomery RB - DET ,18.10,D. Pierce RB - HOU IR ,1.70,A. Cooper WR - CLE ,23.30,S. Diggs WR - BUF ,10.80,N. Gray TE - KC ,1.50,B. Robinson RB - WAS Q ,5.70,Y. Koo K - ATL ,11.00,Cowboys DEF ,16.00,M. Stafford QB - LA IR ,14.76,G. Everett TE - LAC ,0.00,M. Hardman WR - NYJ IR ,0.00,C. Edwards-Helaire RB - KC IA ,0.90,K. Herbert RB - CHI ,0.00,Packers DEF ,5.00,C. Kupp WR - LA IR ,0.00,106.80,Peter,136.96
Kevin,6,J. Fields QB - CHI Q ,22.62,A. Dillon RB - GB ,2.30,J. Taylor RB - IND IR ,13.40,C. Lamb WR - DAL ,4.50,B. Aiyuk WR - SF ,14.00,K. Pitts TE - ATL IR ,4.30,D. Singletary RB - HOU ,15.70,E. McPherson K - CIN ,15.00,Eagles DEF ,7.00,B. Cooks WR - DAL ,7.00,K. Hunt RB - CLE ,5.40,J. Smith-Schuster WR - NE ,0.00,D. Peoples-Jones WR - CLE ,12.10,T. Lawrence QB - JAX ,0.00,G. Dulcich TE - DEN IR ,3.00,-,-,98.82,Jeremy,96.34
Jeremy,10,D. Jones QB - NYG ,24.64,M. Gordon RB - KC ,7.00,J. Warren RB - PIT ,0.90,D. Adams WR - LV ,26.10,C. Olave WR - NO ,16.20,P. Freiermuth TE - PIT Q ,7.90,T. McLaurin WR - WAS ,5.60,G. Joseph K - MIN ,3.00,Saints DEF ,5.00,J. McKinnon RB - KC ,0.40,R. Mostert RB - MIA Q ,0.00,C. Sutton WR - DEN ,8.00,J. Wilson RB - MIA ,0.00,D. Johnson WR - PIT ,2.20,T. Etienne RB - JAX ,0.00,M. Brown WR - ARI ,0.00,96.34,Kevin,98.82
