Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,2,L. Jackson QB - BAL Q ,39.42,J. Robinson RB - NE ,17.60,N. Harris RB - PIT ,10.10,D. Metcalf WR - SEA ,12.40,A. St. Brown WR - DET ,7.30,T. Kelce TE - KC ,13.90,M. Thomas WR - NO IR ,4.90,D. Carlson K - LV ,10.00,Ravens DEF ,11.00,J. Landry WR - NO IR ,2.20,C. Anderson WR - ARI Q ,1.40,D. Harris RB - BUF ,10.60,D. Henderson RB ,1.70,D. Duvernay WR - BAL IR ,8.30,C. Akers RB - LA ,10.10,-,-,126.62,Neil,82.06
david,5,J. Burrow QB - CIN ,23.00,D. Cook RB - MIN ,13.60,J. Williams RB - DEN IR ,6.00,C. Sutton WR - DEN ,9.70,A. Brown WR - PHI ,14.50,D. Knox TE - BUF ,2.50,G. Davis WR - BUF ,3.70,M. Gay K - IND ,8.00,Buccaneers DEF ,6.00,R. Mostert RB - MIA Q ,1.10,T. Boyd WR - CIN Q ,16.50,A. Mattison RB - MIN ,10.40,R. Stevenson RB - NE ,16.10,E. Moore WR - CLE ,4.90,S. Moore WR - KC ,-2.00,-,-,87.00,michael,93.48
Ryan,7,J. Allen QB - BUF ,28.70,K. Hunt RB - CLE ,6.10,A. Ekeler RB - LAC ,5.30,B. Cooks WR - DAL ,2.20,G. Wilson WR - NYJ ,6.00,E. Engram TE - JAX ,2.90,S. Barkley RB - NYG ,18.60,G. Joseph K - MIN ,4.00,Chiefs DEF ,8.00,J. Jones WR - TB ,0.00,D. Hopkins WR - ARI Q ,0.00,C. Godwin WR - TB ,0.00,J. Wilson RB - MIA ,8.60,K. Walker RB - SEA ,3.30,Giants DEF ,0.00,E. Mitchell RB - SF Q ,0.00,81.80,Daniel,65.44
alex,4,P. Mahomes QB - KC ,17.08,D. Henry RB - TEN ,20.30,J. Jacobs RB - LV ,9.70,D. Samuel WR - SF ,7.90,R. Bateman WR - BAL IR ,3.90,T. Hockenson TE - MIN ,7.80,C. Kirk WR - JAX Q ,13.20,J. Tucker K - BAL ,9.00,Bengals DEF ,16.00,R. Woods WR - HOU ,8.50,J. McKissic RB - WAS IR ,4.00,J. Conner RB - ARI Q ,5.70,D. Williams RB - ARI IR ,0.70,M. Gesicki TE - NE ,0.60,Patriots DEF ,4.00,-,-,104.88,Kevin,94.14
Alessandro,11,J. Flacco QB - NYJ ,3.40,L. Fournette RB - TB ,7.00,T. Pollard RB - DAL Q ,10.50,M. Pittman WR - IND ,7.20,J. Chase WR - CIN ,6.70,Z. Ertz TE - ARI IR ,4.50,C. Patterson RB - ATL ,21.30,C. York K - CLE ,5.00,Saints DEF ,4.00,A. Rodgers QB - NYJ ,16.10,T. Lockett WR - SEA ,7.60,D. Prescott QB - DAL ,0.00,D. Hilliard RB - TEN IR ,4.40,J. Jeudy WR - DEN ,1.70,B. Hall RB - NYJ IR ,9.20,-,-,69.60,Greg,113.70
Daniel,8,T. Brady QB - TB ,14.74,C. Edmonds RB - TB ,14.70,M. Sanders RB - CAR ,4.40,D. Adams WR - LV ,9.20,J. Jefferson WR - MIN ,1.40,G. Kittle TE - SF ,2.80,T. McLaurin WR - WAS ,10.20,T. Bass K - BUF ,4.00,Bills DEF ,4.00,K. Cousins QB - MIN ,18.30,N. Hines RB - BUF ,3.00,T. Conklin TE - NYJ ,8.40,J. Meyers WR - LV ,0.00,C. Claypool WR - CHI ,4.60,T. Etienne RB - JAX ,7.50,-,-,65.44,Ryan,81.80
Neil,6,K. Murray QB - ARI IR ,13.36,J. Mixon RB - CIN ,3.80,A. Gibson RB - WAS IR ,10.00,A. Thielen WR - CAR ,12.10,T. Hill WR - MIA ,3.30,M. Andrews TE - BAL ,20.90,M. Carter RB - NYJ ,4.60,R. Succop K - TB ,6.00,49ers DEF ,8.00,M. Gallup WR - DAL Q ,0.00,A. Lazard WR - NYJ ,10.50,D. Moore WR - CHI ,1.50,J. Dobbins RB - BAL ,4.00,T. Tagovailoa QB - MIA ,11.44,-,-,-,-,82.06,Peter,126.62
michael,3,J. Herbert QB - LAC Q ,12.58,C. Edwards-Helaire RB - KC IA ,9.90,K. Herbert RB - CHI ,28.90,S. Diggs WR - BUF ,7.40,C. Kupp WR - LA IR ,12.40,D. Waller TE - NYG ,2.20,D. Montgomery RB - DET ,1.10,Y. Koo K - ATL ,11.00,Cowboys DEF ,8.00,M. Stafford QB - LA IR ,10.16,A. Cooper WR - CLE ,16.10,T. Higbee TE - LA ,6.10,G. Everett TE - LAC ,2.50,D. Singletary RB - HOU ,15.10,B. Robinson RB - WAS Q ,0.00,-,-,93.48,david,87.00
Kevin,9,C. Wentz QB - WAS ,8.64,J. Taylor RB - IND IR ,9.10,D. Pierce RB - HOU IR ,16.10,C. Samuel WR - WAS ,6.10,C. Lamb WR - DAL ,14.70,K. Pitts TE - ATL IR ,8.70,A. Dillon RB - GB ,3.80,E. McPherson K - CIN ,9.00,Eagles DEF ,18.00,J. Smith-Schuster WR - NE ,8.90,H. Renfrow WR - LV ,0.00,D. Mooney WR - CHI IR ,2.30,B. Aiyuk WR - SF ,9.90,J. Fields QB - CHI Q ,4.94,P. Freiermuth TE - PIT Q ,4.10,-,-,94.14,alex,104.88
Jeremy,10,R. Wilson QB - DEN ,9.06,E. Elliott RB - DAL ,13.50,C. McCaffrey RB - SF ,11.50,M. Brown WR - ARI ,14.00,J. Dotson WR - WAS ,1.00,I. Smith TE - CIN ,3.20,J. Waddle WR - MIA ,11.10,W. Lutz K - NO ,1.00,Browns DEF ,10.00,M. Ingram RB - NO IR ,7.80,M. Evans WR - TB ,0.00,M. Gordon RB - KC ,11.50,D. Johnson WR - PIT ,8.40,E. Benjamin RB - NO ,2.30,C. Olave WR - NO ,14.70,J. Williams WR - DET ,0.00,74.36,Peter,40.08
