Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,D. Prescott QB - DAL ,17.48,C. Anderson RB - DEN ,6.20,I. Crowell RB - CLE ,4.00,J. Nelson WR - GB ,9.80,D. Hopkins WR - HOU ,11.60,H. Henry TE - LAC ,13.40,T. Pryor WR - CLE ,5.30,D. Hopkins K - WAS ,4.00,Bengals DEF ,2.00,J. Thomas TE - JAX ,0.00,D. Brees QB - NO ,0.00,C. Beasley WR - DAL ,11.30,D. Parker WR - MIA ,7.00,T. Rawls RB - SEA ,0.00,M. Thomas WR - NO ,0.00,73.78,Daniel,72.56
david,9,C. Wentz QB - PHI ,16.92,D. Freeman RB - ATL ,18.30,O. Darkwa RB - NYG ,1.10,D. Thomas WR - DEN ,10.90,A. Jeffery WR - CHI ,7.70,K. Rudolph TE - MIN ,1.50,M. Floyd WR - NE ,0.00,B. Walsh K ,7.00,Bills DEF ,17.00,J. Flacco QB - BAL ,13.00,R. Mathews RB - PHI ,11.50,T. Eifert TE - CIN ,0.00,L. Murray RB - LV ,0.00,C. Coleman WR - CLE ,0.00,Seahawks DEF ,0.00,80.42,Raed,101.76
Ryan,2,M. Stafford QB - DET ,18.80,D. Murray RB - TEN ,13.70,L. Bell RB - PIT ,15.40,A. Green WR - CIN ,5.00,J. Jones WR - ATL ,2.90,Z. Ertz TE - PHI ,3.70,M. Gordon RB - LAC ,12.70,A. Vinatieri K - IND ,21.00,Vikings DEF ,16.00,R. Woods WR - BUF ,2.60,S. Ware RB - KC ,0.00,E. Ebron TE - DET ,0.00,S. Coates WR - PIT ,25.90,S. Diggs WR - MIN ,0.00,K. Dixon RB - BAL ,0.50,109.20,Kevin,82.88
alex,3,T. Brady QB - NE ,31.64,L. McCoy RB - BUF ,15.80,E. Elliott RB - DAL ,29.10,S. Smith WR - BAL ,2.90,L. Fitzgerald WR - ARI ,20.10,J. Reed TE - WAS ,5.30,V. Cruz WR - NYG ,0.00,J. Tucker K - BAL ,4.00,Panthers DEF ,3.00,A. Foster RB - MIA ,0.00,J. Graham TE - SEA ,0.00,B. Bortles QB - JAX ,0.00,B. Cooks WR - NO ,0.00,J. Langford RB - CHI ,0.00,W. Fuller WR - HOU ,0.40,111.84,michael,68.46
Alessandro,12,J. Winston QB - TB ,15.36,F. Whittaker RB - CAR ,5.40,E. Lacy RB - GB ,8.40,M. Crabtree WR - LV ,10.70,K. Benjamin WR - CAR ,7.00,C. Brate TE - TB ,3.80,Q. Enunwa WR - NYJ ,5.10,S. Gostkowski K - NE ,7.00,Cardinals DEF ,15.00,M. Ryan QB - ATL ,14.98,J. Stewart RB - CAR ,0.00,C. Ivory RB - JAX ,0.00,B. Quick WR - LA ,5.10,C. Michael RB - GB ,0.00,J. Crowder WR - WAS ,3.50,77.76,Neil,106.60
Daniel,11,E. Manning QB - NYG ,10.06,T. Riddick RB - DET ,20.20,M. Jones RB - WAS ,3.60,A. Boldin WR - DET ,4.80,J. Landry WR - MIA ,3.00,R. Gronkowski TE - NE ,10.90,E. Sanders WR - DEN ,8.00,M. Crosby K - GB ,11.00,Texans DEF ,1.00,J. Charles RB - KC ,0.00,D. Williams RB - PIT ,0.00,M. Wallace WR - BAL ,6.30,R. Wilson QB - SEA ,0.00,L. Donnell TE - NYG ,0.00,K. Stills WR - MIA ,0.00,72.56,Peter,73.78
Neil,7,B. Roethlisberger QB - PIT ,29.20,F. Gore RB - IND ,7.90,C. Hyde RB - SF ,17.40,T. Hilton WR - IND ,23.10,J. Matthews WR - PHI ,6.50,J. Witten TE - DAL ,4.30,D. Washington RB - LV ,5.20,C. Catanzaro K - ARI ,7.00,Eagles DEF ,6.00,D. Bryant WR - DAL ,0.00,T. Taylor QB - BUF ,15.76,T. Kelce TE - KC ,0.00,A. Robinson WR - JAX ,0.00,W. Snead WR - NO ,0.00,K. White WR - CHI ,0.00,106.60,Alessandro,77.76
michael,10,P. Rivers QB - LAC ,26.36,M. Forte RB - NYJ ,6.00,T. Gurley RB - LA ,14.80,K. Aiken WR - BAL ,0.00,J. Brown WR - ARI ,1.10,Z. Miller TE - CHI ,7.30,T. West RB - BAL ,8.90,C. Santos K - KC ,0.00,Broncos DEF ,4.00,D. Woodhead RB - LAC ,0.00,J. Maclin WR - KC ,0.00,A. Dalton QB - CIN ,22.16,D. Walker TE - TEN ,12.60,D. Martin RB - TB ,0.00,J. McKinnon RB - MIN ,4.60,68.46,alex,111.84
Kevin,8,D. Carr QB - LV ,21.98,L. Miller RB - HOU ,2.40,G. Bernard RB - CIN ,9.60,M. Jones WR - DET ,9.70,M. Evans WR - TB ,14.90,D. Pitta TE - BAL ,5.90,S. Shepard WR - NYG ,1.40,M. Nugent K ,2.00,Redskins DEF ,15.00,R. Cobb WR - GB ,10.80,D. Moncrief WR - IND ,0.00,C. Sims RB - TB ,0.00,T. Coleman RB - ATL ,22.30,T. Williams WR - LAC ,17.70,W. Smallwood RB - PHI ,0.00,82.88,Ryan,109.20
Raed,5,A. Rodgers QB - GB ,15.86,D. Johnson RB - CLE ,2.20,J. Howard RB - CHI ,22.30,B. Marshall WR - NYJ ,17.40,A. Brown WR - PIT ,13.80,M. Bennett TE - NE ,24.70,J. Edelman WR - NE ,3.50,G. Gano K - CAR ,2.00,Chiefs DEF ,0.00,E. Decker WR - NYJ ,0.00,T. Benjamin WR - LAC ,11.70,M. Wheaton WR - PIT ,1.90,C. Artis-Payne RB - CAR ,20.50,T. Siemian QB - DEN ,0.00,D. Henry RB - TEN ,5.40,101.76,david,80.42
Peter,4,A. Luck QB - IND ,22.18,L. Blount RB - NE ,9.70,D. Johnson RB - ARI ,30.50,D. Inman WR - LAC ,0.30,A. Cooper WR - LV ,21.80,J. Tamme TE - ATL ,0.10,M. Sanu WR - ATL ,2.30,B. McManus K - DEN ,10.00,Patriots DEF ,10.00,G. Barnidge TE - CLE ,7.60,T. Smith WR - SF ,0.00,D. Lewis RB - NE ,0.00,D. Baldwin WR - SEA ,0.00,A. Hurns WR - JAX ,0.00,T. Yeldon RB - JAX ,0.00,106.88,Greg,70.80
Greg,6,K. Cousins QB - WAS ,12.30,D. Sproles RB - PHI ,6.80,J. Hill RB - CIN ,1.20,D. Jackson WR - WAS ,3.50,O. Beckham WR - NYG ,11.60,G. Olsen TE - CAR ,18.10,E. Royal WR - CHI ,4.30,M. Bryant K - ATL ,11.00,Rams DEF ,2.00,R. Jennings RB - NYG ,0.00,C. Newton QB - CAR ,0.00,M. Ingram RB - NO ,0.00,T. Austin WR - LA ,8.50,J. Ajayi RB - MIA ,10.20,S. Hauschka K - SEA ,0.00,70.80,Peter,106.88
