Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,2,D. Brees QB - NO ,15.40,I. Crowell RB - CLE ,2.30,T. Rawls RB - SEA ,8.80,J. Nelson WR - GB ,8.80,T. Pryor WR - CLE ,9.70,V. Davis TE - WAS ,0.00,D. Hopkins WR - HOU ,5.80,W. Lutz K - NO ,8.00,Patriots DEF ,6.00,T. Hightower RB - NO ,12.60,A. Gates TE - LAC ,0.00,C. Beasley WR - DAL ,11.90,D. Prescott QB - DAL ,25.64,S. Shepard WR - NYG ,11.00,R. Kelley RB - WAS ,31.70,64.80,Greg,54.98
david,8,C. Palmer QB - ARI ,13.02,R. Mathews RB - PHI ,3.10,L. Murray RB - LV ,9.20,M. Floyd WR - NE ,2.10,C. Coleman WR - CLE ,3.90,T. Eifert TE - CIN ,3.70,E. Rogers WR - PIT ,2.00,C. Sturgis K - PHI ,1.00,Bills DEF ,9.00,B. LaFell WR - CIN ,3.20,D. Thomas WR - DEN ,0.00,K. Rudolph TE - MIN ,1.20,A. Jeffery WR - CHI ,0.00,D. Freeman RB - ATL ,0.00,C. Wentz QB - PHI ,14.92,47.02,Peter,97.38
Ryan,1,M. Stafford QB - DET ,11.12,D. Murray RB - TEN ,13.90,L. Bell RB - PIT ,26.10,A. Green WR - CIN ,0.00,M. Thomas WR - NO ,6.80,E. Ebron TE - DET ,13.10,S. Ware RB - KC ,8.50,D. Bailey K - DAL ,9.00,Dolphins DEF ,7.00,J. Jones WR - ATL ,0.00,D. Williams RB - PIT ,0.00,J. Winston QB - TB ,17.44,M. Gordon RB - LAC ,0.00,S. Diggs WR - MIN ,3.70,Vikings DEF ,20.00,95.52,Raed,68.14
alex,3,T. Brady QB - NE ,28.40,L. McCoy RB - BUF ,10.50,E. Elliott RB - DAL ,12.70,L. Fitzgerald WR - ARI ,6.30,B. Cooks WR - NO ,4.90,J. Reed TE - WAS ,7.90,T. Hill WR - KC ,6.10,J. Tucker K - BAL ,5.00,Panthers DEF ,8.00,J. Graham TE - SEA ,10.60,S. Smith WR - BAL ,15.90,M. Gillislee RB - BUF ,7.20,B. Bortles QB - JAX ,12.38,J. Langford RB - CHI ,9.80,T. Yeldon RB - JAX ,3.20,89.80,Kevin,86.40
Alessandro,9,M. Mariota QB - TEN ,22.50,J. Stewart RB - CAR ,9.90,C. Michael RB - GB ,0.00,M. Crabtree WR - LV ,0.50,R. Matthews WR - TEN ,12.20,C. Fleener TE - NO ,7.70,J. Crowder WR - WAS ,16.20,R. Succop K - TEN ,5.00,Cardinals DEF ,4.00,M. Ryan QB - ATL ,0.00,K. Britt WR - LA ,4.30,M. Asiata RB - MIN ,8.70,K. Wright WR - TEN ,5.20,K. Benjamin WR - CAR ,5.60,M. Bryant K - ATL ,0.00,78.00,michael,62.78
Daniel,11,E. Manning QB - NYG ,17.18,T. Riddick RB - DET ,8.30,M. Jones RB - WAS ,0.00,J. Landry WR - MIA ,8.80,D. Adams WR - GB ,4.20,D. Pitta TE - BAL ,3.00,M. Wallace WR - BAL ,7.50,M. Crosby K - GB ,6.00,Steelers DEF ,22.00,J. Charles RB - KC ,0.00,R. Gronkowski TE - NE ,0.00,E. Sanders WR - DEN ,0.00,R. Wilson QB - SEA ,24.28,C. Thompson RB - WAS ,1.90,K. Stills WR - MIA ,3.30,76.98,Neil,98.58
Neil,7,B. Roethlisberger QB - PIT ,8.68,F. Gore RB - IND ,12.10,C. Hyde RB - SF ,11.00,T. Hilton WR - IND ,15.70,A. Robinson WR - JAX ,7.80,T. Kelce TE - KC ,10.30,D. Bryant WR - DAL ,20.00,S. Gostkowski K - NE ,6.00,Seahawks DEF ,7.00,T. Taylor QB - BUF ,8.54,C. Ivory RB - JAX ,9.40,J. Matthews WR - PHI ,5.90,W. Snead WR - NO ,3.30,P. Perkins RB - NYG ,3.50,P. Barber RB - TB ,2.20,98.58,Daniel,76.98
michael,12,A. Dalton QB - CIN ,15.28,D. Martin RB - TB ,10.50,T. Gurley RB - LA ,13.60,K. Aiken WR - BAL ,3.50,J. Brown WR - ARI ,0.00,D. Walker TE - TEN ,3.60,T. West RB - BAL ,11.30,C. Santos K - KC ,5.00,Broncos DEF ,0.00,M. Forte RB - NYJ ,0.00,J. Maclin WR - KC ,0.00,Z. Miller TE - CHI ,12.10,P. Rivers QB - LAC ,0.00,J. McKinnon RB - MIN ,4.10,Ravens DEF ,1.00,62.78,Alessandro,78.00
Kevin,10,D. Carr QB - LV ,21.60,L. Miller RB - HOU ,17.30,G. Bernard RB - CIN ,6.10,M. Evans WR - TB ,10.50,D. Moncrief WR - IND ,9.70,C. Brate TE - TB ,1.80,R. Cobb WR - GB ,8.40,D. Hopkins K - WAS ,6.00,Buccaneers DEF ,5.00,J. Starks RB - GB ,13.10,M. Jones WR - DET ,1.50,T. Coleman RB - ATL ,0.00,J. Nelson WR - ARI ,0.00,T. Williams WR - LAC ,0.00,K. Dixon RB - BAL ,4.00,86.40,alex,89.80
Raed,6,A. Rodgers QB - GB ,29.34,C. Artis-Payne RB - CAR ,0.00,J. Howard RB - CHI ,9.90,B. Marshall WR - NYJ ,0.00,A. Brown WR - PIT ,7.60,M. Bennett TE - NE ,1.40,C. Meredith WR - CHI ,4.90,G. Gano K - CAR ,11.00,Chiefs DEF ,4.00,J. Edelman WR - NE ,14.90,E. Decker WR - NYJ ,0.00,T. Benjamin WR - LAC ,0.00,D. Johnson RB - CLE ,5.60,T. Siemian QB - DEN ,0.00,D. Henry RB - TEN ,0.00,68.14,Ryan,95.52
Peter,4,A. Luck QB - IND ,18.68,L. Blount RB - NE ,12.40,D. Johnson RB - ARI ,28.00,D. Baldwin WR - SEA ,15.00,A. Hurns WR - JAX ,0.90,J. Witten TE - DAL ,3.70,A. Cooper WR - LV ,11.70,A. Vinatieri K - IND ,6.00,Eagles DEF ,1.00,J. Flacco QB - BAL ,15.36,G. Tate WR - DET ,0.10,D. Lewis RB - NE ,4.90,D. Booker RB - DEN ,0.00,C. Prosise RB - SEA ,14.10,B. McManus K - DEN ,0.00,97.38,david,47.02
Greg,5,C. Newton QB - CAR ,12.38,J. Hill RB - CIN ,6.30,J. Ajayi RB - MIA ,8.40,T. Austin WR - LA ,2.90,O. Beckham WR - NYG ,4.60,G. Olsen TE - CAR ,3.30,D. Sproles RB - PHI ,2.10,S. Hauschka K - SEA ,8.00,Rams DEF ,7.00,D. Jackson WR - WAS ,11.10,E. Royal WR - CHI ,1.30,R. Jennings RB - NYG ,18.90,J. Thomas TE - JAX ,1.20,M. Ingram RB - NO ,7.50,K. Cousins QB - WAS ,27.40,54.98,Peter,64.80
