Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,2,D. Brees QB - NO ,33.42,C. Anderson RB - DEN ,25.90,I. Crowell RB - CLE ,13.80,J. Nelson WR - GB ,9.20,D. Hopkins WR - HOU ,11.40,J. Thomas TE - JAX ,12.40,G. Tate WR - DET ,4.30,S. Janikowski K - LV ,7.00,Steelers DEF ,5.00,V. Jackson WR - TB ,1.80,Z. Ertz TE - PHI ,5.80,A. Hurns WR - JAX ,7.50,D. Parker WR - MIA ,0.00,M. Mariota QB - TEN ,16.74,T. Rawls RB - SEA ,5.80,122.42,david,90.04
david,9,C. Palmer QB - ARI ,18.94,R. Mathews RB - PHI ,13.70,D. Freeman RB - ATL ,4.00,D. Thomas WR - DEN ,4.80,A. Green WR - CIN ,24.00,K. Rudolph TE - MIN ,6.50,M. Floyd WR - NE ,6.10,C. Catanzaro K - ARI ,3.00,Seahawks DEF ,9.00,J. Flacco QB - BAL ,12.02,B. Powell RB - NYJ ,4.80,T. Eifert TE - CIN ,0.00,N. Agholor WR - PHI ,11.70,C. Coleman WR - CLE ,6.90,J. Doctson WR - WAS ,0.90,90.04,Peter,122.42
Ryan,1,M. Stafford QB - DET ,26.10,D. Murray RB - TEN ,17.70,L. Murray RB - LV ,13.20,J. Jones WR - ATL ,12.60,A. Jeffery WR - CHI ,10.50,C. Fleener TE - NO ,0.60,S. Ware RB - KC ,25.90,D. Bailey K - DAL ,17.00,Vikings DEF ,21.00,J. Gordon WR - CLE ,0.00,L. Bell RB - PIT ,0.00,E. Ebron TE - DET ,10.60,J. Langford RB - CHI ,12.30,M. Gordon RB - LAC ,17.70,S. Diggs WR - MIN ,10.20,144.60,Greg,59.76
alex,3,B. Bortles QB - JAX ,15.00,L. McCoy RB - BUF ,13.00,E. Elliott RB - DAL ,11.20,L. Fitzgerald WR - ARI ,20.10,B. Cooks WR - NO ,27.40,J. Reed TE - WAS ,6.40,A. Foster RB - MIA ,10.00,J. Tucker K - BAL ,9.00,Panthers DEF ,8.00,J. Graham TE - SEA ,1.10,T. Brady QB - NE ,0.00,S. Smith WR - BAL ,1.90,V. Cruz WR - NYG ,9.40,A. Morris RB - DAL ,3.50,J. Allen RB - BAL ,0.00,120.10,Peter,110.80
Alessandro,11,D. Prescott QB - DAL ,10.28,A. Peterson RB - MIN ,3.10,E. Lacy RB - GB ,7.80,M. Crabtree WR - LV ,10.70,S. Watkins WR - BUF ,4.30,J. Cook TE - GB ,0.70,K. Benjamin WR - CAR ,15.10,S. Gostkowski K - NE ,13.00,Cardinals DEF ,6.00,J. Stewart RB - CAR ,6.40,T. Ginn WR - CAR ,2.50,C. Ivory RB - JAX ,0.00,C. Michael RB - GB ,7.10,J. Winston QB - TB ,25.54,P. Dorsett WR - IND ,9.40,70.98,Raed,95.06
Daniel,8,R. Wilson QB - SEA ,11.92,D. Williams RB - PIT ,29.10,M. Jones RB - WAS ,3.30,E. Sanders WR - DEN ,4.90,J. Landry WR - MIA ,5.90,C. Clay TE - BUF ,4.00,T. Riddick RB - DET ,22.80,M. Crosby K - GB ,9.00,Texans DEF ,8.00,J. Charles RB - KC ,0.00,R. Gronkowski TE - NE ,0.00,A. Boldin WR - DET ,3.50,E. Manning QB - NYG ,18.28,M. Wallace WR - BAL ,16.20,L. Treadwell WR - MIN ,0.00,98.92,Kevin,104.46
Neil,6,B. Roethlisberger QB - PIT ,21.80,F. Gore RB - IND ,7.80,C. Hyde RB - SF ,21.30,D. Bryant WR - DAL ,0.80,A. Robinson WR - JAX ,7.20,T. Kelce TE - KC ,7.40,T. Hilton WR - IND ,7.90,A. Vinatieri K - IND ,11.00,Bengals DEF ,3.00,J. Forsett RB - DEN ,5.60,T. Taylor QB - BUF ,5.54,J. Matthews WR - PHI ,17.40,J. White RB - NE ,4.40,W. Snead WR - NO ,23.20,K. White WR - CHI ,3.40,88.20,michael,76.12
michael,10,P. Rivers QB - LAC ,14.62,D. Martin RB - TB ,9.60,T. Gurley RB - LA ,4.20,J. Maclin WR - KC ,12.20,J. Brown WR - ARI ,0.80,D. Walker TE - TEN ,4.20,M. Forte RB - NYJ ,15.50,C. Santos K - KC ,9.00,Broncos DEF ,6.00,D. Woodhead RB - LAC ,18.00,Z. Miller TE - CHI ,1.40,A. Dalton QB - CIN ,17.34,K. Aiken WR - BAL ,1.40,T. West RB - BAL ,3.80,J. McKinnon RB - MIN ,0.90,76.12,Neil,88.20
Kevin,4,D. Carr QB - LV ,22.36,L. Miller RB - HOU ,11.70,G. Bernard RB - CIN ,3.00,R. Cobb WR - GB ,6.80,M. Evans WR - TB ,15.90,D. Allen TE - IND ,13.30,D. Moncrief WR - IND ,12.40,C. Boswell K - PIT ,8.00,Eagles DEF ,11.00,J. Cameron TE - MIA ,0.60,M. Jones WR - DET ,8.50,C. Sims RB - TB ,10.10,T. Lockett WR - SEA ,1.70,J. Ajayi RB - MIA ,0.00,S. Shepard WR - NYG ,10.30,104.46,Daniel,98.92
Raed,5,A. Rodgers QB - GB ,23.56,A. Abdullah RB - DET ,18.00,D. Johnson RB - CLE ,5.00,B. Marshall WR - NYJ ,3.20,A. Brown WR - PIT ,24.60,A. Gates TE - LAC ,2.00,E. Decker WR - NYJ ,9.70,G. Gano K - CAR ,8.00,Chiefs DEF ,1.00,M. Bennett TE - NE ,1.40,J. Edelman WR - NE ,8.20,T. Benjamin WR - LAC ,3.20,M. Wheaton WR - PIT ,0.00,D. Booker RB - DEN ,-1.20,D. Henry RB - TEN ,4.40,95.06,Alessandro,70.98
