Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,4,D. Brees QB - NO ,29.36,T. Rawls RB - SEA ,3.90,R. Kelley RB - WAS ,11.50,J. Nelson WR - GB ,12.40,T. Pryor WR - CLE ,1.90,A. Gates TE - LAC ,1.10,I. Crowell RB - CLE ,2.80,W. Lutz K - NO ,12.00,Falcons DEF ,8.00,T. Hightower RB - NO ,16.80,C. Beasley WR - DAL ,4.80,D. Hopkins WR - HOU ,8.70,S. Watkins WR - BUF ,1.00,D. Prescott QB - DAL ,19.16,Patriots DEF ,17.00,82.96,-,-
david,8,C. Palmer QB - ARI ,20.72,L. Murray RB - LV ,7.20,D. Freeman RB - ATL ,31.50,D. Thomas WR - DEN ,9.10,M. Floyd WR - NE ,0.00,T. Eifert TE - CIN ,0.90,B. LaFell WR - CIN ,9.10,C. Sturgis K - PHI ,12.00,Bills DEF ,9.00,R. Mathews RB - PHI ,21.30,K. Rudolph TE - MIN ,9.70,A. Jeffery WR - CHI ,14.90,E. Rogers WR - PIT ,13.50,C. Wentz QB - PHI ,11.60,C. Coleman WR - CLE ,2.40,99.52,Kevin,74.32
Ryan,1,J. Winston QB - TB ,10.48,D. Murray RB - TEN ,14.10,L. Bell RB - PIT ,13.10,T. Gabriel WR - ATL ,12.00,M. Thomas WR - NO ,11.20,L. Green TE - PIT ,7.20,S. Ware RB - KC ,9.40,D. Bailey K - DAL ,14.00,Vikings DEF ,-1.00,M. Stafford QB - DET ,10.22,A. Green WR - CIN ,0.00,J. Jones WR - ATL ,0.00,M. Gordon RB - LAC ,0.00,S. Diggs WR - MIN ,1.30,K. Farrow RB - LAC ,3.30,90.48,Greg,74.10
alex,2,T. Brady QB - NE ,7.42,L. McCoy RB - BUF ,28.90,E. Elliott RB - DAL ,24.80,L. Fitzgerald WR - ARI ,3.70,T. Hill WR - KC ,12.80,J. Reed TE - WAS ,0.60,T. Montgomery RB - GB ,28.30,J. Tucker K - BAL ,11.00,Dolphins DEF ,21.00,J. Graham TE - SEA ,3.10,S. Smith WR - BAL ,10.00,M. Gillislee RB - BUF ,9.70,B. Cooks WR - NO ,30.60,T. Yeldon RB - JAX ,6.20,Rams DEF ,4.00,138.52,Neil,77.66
Alessandro,10,M. Ryan QB - ATL ,19.34,J. Stewart RB - CAR ,14.00,C. Michael RB - GB ,10.50,M. Crabtree WR - LV ,12.00,R. Matthews WR - TEN ,8.50,C. Fleener TE - NO ,1.00,J. Crowder WR - WAS ,0.40,M. Bryant K - ATL ,13.00,Cardinals DEF ,7.00,K. Britt WR - LA ,5.00,M. Asiata RB - MIN ,2.00,K. Wright WR - TEN ,1.90,K. Benjamin WR - CAR ,2.00,M. Mariota QB - TEN ,5.44,-,-,85.74,Raed,82.38
Daniel,11,R. Wilson QB - SEA ,20.36,T. Riddick RB - DET ,0.00,J. White RB - NE ,3.50,J. Landry WR - MIA ,16.80,D. Adams WR - GB ,2.50,R. Gronkowski TE - NE ,0.00,M. Wallace WR - BAL ,6.00,M. Crosby K - GB ,12.00,Steelers DEF ,4.00,J. Charles RB - KC ,0.00,D. Pitta TE - BAL ,1.60,E. Sanders WR - DEN ,4.80,E. Manning QB - NYG ,16.04,K. Stills WR - MIA ,11.20,M. Jones RB - WAS ,0.00,65.16,-,-
Neil,6,T. Taylor QB - BUF ,15.86,F. Gore RB - IND ,11.50,C. Hyde RB - SF ,5.70,D. Bryant WR - DAL ,8.20,T. Hilton WR - IND ,4.50,T. Kelce TE - KC ,4.10,D. Inman WR - LAC ,6.80,S. Gostkowski K - NE ,10.00,Seahawks DEF ,11.00,B. Roethlisberger QB - PIT ,14.94,C. Ivory RB - JAX ,4.40,J. Matthews WR - PHI ,2.70,A. Robinson WR - JAX ,1.50,M. Mitchell WR - NE ,1.40,P. Perkins RB - NYG ,5.60,77.66,alex,138.52
michael,12,A. Dalton QB - CIN ,10.38,M. Forte RB - NYJ ,2.80,T. Gurley RB - LA ,3.60,K. Aiken WR - BAL ,7.90,J. Brown WR - ARI ,14.10,D. Walker TE - TEN ,5.50,T. West RB - BAL ,12.20,C. Santos K - KC ,5.00,Broncos DEF ,3.00,J. Maclin WR - KC ,8.20,Z. Miller TE - CHI ,0.00,P. Rivers QB - LAC ,14.24,D. Martin RB - TB ,4.20,J. McKinnon RB - MIN ,7.10,Ravens DEF ,3.00,64.48,-,-
Kevin,9,D. Carr QB - LV ,11.02,L. Miller RB - HOU ,14.90,T. Coleman RB - ATL ,6.60,M. Evans WR - TB ,5.90,T. Williams WR - LAC ,2.00,C. Brate TE - TB ,13.30,K. Dixon RB - BAL ,9.60,D. Hopkins K - WAS ,9.00,Redskins DEF ,2.00,J. Forsett RB - DEN ,5.30,C. Kaepernick QB - SF ,17.42,R. Cobb WR - GB ,0.00,M. Jones WR - DET ,4.10,A. Thielen WR - MIN ,0.00,D. Moncrief WR - IND ,0.00,74.32,david,99.52
Raed,7,A. Rodgers QB - GB ,11.98,B. Powell RB - NYJ ,16.20,J. Howard RB - CHI ,17.30,B. Marshall WR - NYJ ,1.60,A. Brown WR - PIT ,5.80,C. Fiedorowicz TE - HOU ,0.00,J. Edelman WR - NE ,7.50,G. Gano K - CAR ,14.00,Chiefs DEF ,8.00,M. Bennett TE - NE ,3.50,T. Benjamin WR - LAC ,11.60,T. Siemian QB - DEN ,9.68,C. Meredith WR - CHI ,10.40,D. Henry RB - TEN ,17.80,Chargers DEF ,7.00,82.38,Alessandro,85.74
Peter,3,A. Luck QB - IND ,18.80,L. Blount RB - NE ,9.10,D. Johnson RB - ARI ,22.80,D. Baldwin WR - SEA ,9.50,A. Cooper WR - LV ,2.80,J. Witten TE - DAL ,3.10,G. Tate WR - DET ,12.20,A. Vinatieri K - IND ,12.00,Eagles DEF ,7.00,D. Lewis RB - NE ,10.40,R. Tannehill QB - MIA ,0.00,A. Hurns WR - JAX ,0.00,D. Booker RB - DEN ,3.30,C. Prosise RB - SEA ,0.00,B. McManus K - DEN ,3.00,97.30,-,-
Greg,5,K. Cousins QB - WAS ,9.70,J. Hill RB - CIN ,11.10,J. Ajayi RB - MIA ,5.10,D. Jackson WR - WAS ,11.10,O. Beckham WR - NYG ,13.30,G. Olsen TE - CAR ,8.50,A. Peterson RB - MIN ,0.30,S. Hauschka K - SEA ,6.00,Packers DEF ,9.00,P. Garcon WR - WAS ,7.80,R. Jennings RB - NYG ,3.80,C. Newton QB - CAR ,20.00,M. Ingram RB - NO ,9.20,D. Sproles RB - PHI ,0.00,T. Austin WR - LA ,2.70,74.10,Ryan,90.48
