Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,D. Brees QB - NO ,14.52,C. Anderson RB - DEN ,15.30,I. Crowell RB - CLE ,20.80,J. Nelson WR - GB ,13.30,D. Hopkins WR - HOU ,17.30,J. Thomas TE - JAX ,7.10,T. Rawls RB - SEA ,0.80,S. Janikowski K - LV ,4.00,Steelers DEF ,6.00,G. Tate WR - DET ,1.30,V. Jackson WR - TB ,4.40,Z. Ertz TE - PHI ,0.00,A. Hurns WR - JAX ,6.40,D. Parker WR - MIA ,10.60,M. Mariota QB - TEN ,16.62,99.12,Ryan,94.70
david,10,C. Palmer QB - ARI ,24.16,R. Mathews RB - PHI ,15.50,D. Freeman RB - ATL ,9.30,D. Thomas WR - DEN ,11.00,A. Green WR - CIN ,3.80,K. Rudolph TE - MIN ,9.10,M. Floyd WR - NE ,6.80,B. Walsh K ,5.00,Seahawks DEF ,7.00,J. Flacco QB - BAL ,16.18,B. Powell RB - NYJ ,0.30,T. Eifert TE - CIN ,0.00,N. Agholor WR - PHI ,4.20,C. Coleman WR - CLE ,22.40,J. Doctson WR - WAS ,5.70,91.66,alex,96.06
Ryan,4,M. Stafford QB - DET ,15.50,D. Murray RB - TEN ,14.50,L. Murray RB - LV ,16.10,J. Jones WR - ATL ,16.60,A. Jeffery WR - CHI ,9.60,C. Fleener TE - NO ,2.90,S. Ware RB - KC ,8.50,D. Bailey K - DAL ,9.00,Jets DEF ,2.00,J. Gordon WR - CLE ,0.00,L. Bell RB - PIT ,0.00,E. Ebron TE - DET ,5.30,J. Langford RB - CHI ,7.40,M. Gordon RB - LAC ,18.00,S. Diggs WR - MIN ,24.20,94.70,Peter,99.12
alex,2,B. Bortles QB - JAX ,18.56,L. McCoy RB - BUF ,9.00,E. Elliott RB - DAL ,12.70,L. Fitzgerald WR - ARI ,14.10,B. Cooks WR - NO ,6.80,J. Reed TE - WAS ,7.00,A. Foster RB - MIA ,0.90,J. Tucker K - BAL ,13.00,Panthers DEF ,14.00,J. Graham TE - SEA ,4.20,T. Brady QB - NE ,0.00,S. Smith WR - BAL ,6.40,V. Cruz WR - NYG ,7.10,A. Morris RB - DAL ,6.70,W. Fuller WR - HOU ,10.40,96.06,david,91.66
Alessandro,12,J. Winston QB - TB ,4.62,A. Peterson RB - MIN ,2.60,E. Lacy RB - GB ,5.00,S. Watkins WR - BUF ,2.00,K. Benjamin WR - CAR ,22.80,J. Doyle TE - IND ,3.70,J. Stewart RB - CAR ,1.60,S. Gostkowski K - NE ,7.00,Cardinals DEF ,23.00,M. Crabtree WR - LV ,9.10,T. Ginn WR - CAR ,3.60,C. Ivory RB - JAX ,0.00,C. Michael RB - GB ,6.60,P. Dorsett WR - IND ,3.00,D. Prescott QB - DAL ,18.28,72.32,Greg,89.22
Daniel,8,E. Manning QB - NYG ,12.32,D. Williams RB - PIT ,19.20,T. Riddick RB - DET ,6.50,E. Sanders WR - DEN ,3.90,M. Wallace WR - BAL ,16.10,L. Donnell TE - NYG ,2.40,A. Boldin WR - DET ,10.80,M. Crosby K - GB ,2.00,Texans DEF ,14.00,J. Charles RB - KC ,0.00,R. Gronkowski TE - NE ,0.00,R. Wilson QB - SEA ,11.56,J. Landry WR - MIA ,11.50,M. Jones RB - WAS ,12.50,L. Treadwell WR - MIN ,0.00,87.22,Peter,64.88
Neil,5,B. Roethlisberger QB - PIT ,19.76,F. Gore RB - IND ,12.30,C. Hyde RB - SF ,3.20,D. Bryant WR - DAL ,10.20,A. Robinson WR - JAX ,5.40,T. Kelce TE - KC ,3.40,J. Matthews WR - PHI ,7.10,C. Catanzaro K - ARI ,10.00,Packers DEF ,7.00,J. Forsett RB - DEN ,4.60,T. Taylor QB - BUF ,24.38,T. Hilton WR - IND ,4.10,J. White RB - NE ,2.90,W. Snead WR - NO ,11.40,K. White WR - CHI ,4.50,78.36,Raed,89.92
michael,7,P. Rivers QB - LAC ,23.80,D. Woodhead RB - LAC ,3.10,D. Martin RB - TB ,2.30,J. Maclin WR - KC ,6.80,J. Brown WR - ARI ,1.40,D. Walker TE - TEN ,14.30,M. Forte RB - NYJ ,28.90,C. Santos K - KC ,14.00,Broncos DEF ,22.00,Z. Miller TE - CHI ,3.30,A. Dalton QB - CIN ,19.34,K. Aiken WR - BAL ,0.00,T. West RB - BAL ,5.70,J. McKinnon RB - MIN ,0.10,T. Gurley RB - LA ,7.00,116.60,Kevin,95.96
Kevin,6,D. Carr QB - LV ,24.96,L. Miller RB - HOU ,9.70,G. Bernard RB - CIN ,15.70,R. Cobb WR - GB ,4.30,M. Evans WR - TB ,13.00,D. Allen TE - IND ,2.50,M. Jones WR - DET ,11.80,C. Boswell K - PIT ,6.00,Ravens DEF ,8.00,D. Moncrief WR - IND ,0.90,C. Sims RB - TB ,2.80,T. Lockett WR - SEA ,9.90,T. Coleman RB - ATL ,13.10,T. Williams WR - LAC ,12.10,S. Shepard WR - NYG ,11.70,95.96,michael,116.60
Raed,3,A. Rodgers QB - GB ,17.42,A. Abdullah RB - DET ,3.80,D. Johnson RB - CLE ,5.60,B. Marshall WR - NYJ ,10.10,A. Brown WR - PIT ,3.90,A. Gates TE - LAC ,7.50,E. Decker WR - NYJ ,18.60,G. Gano K - CAR ,16.00,Chiefs DEF ,7.00,M. Bennett TE - NE ,17.40,J. Edelman WR - NE ,7.60,T. Benjamin WR - LAC ,23.40,M. Wheaton WR - PIT ,0.00,D. Booker RB - DEN ,5.10,D. Henry RB - TEN ,4.90,89.92,Neil,78.36
