Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,D. Brees QB - NO ,11.88,C. Anderson RB - DEN ,11.20,I. Crowell RB - CLE ,20.20,D. Hopkins WR - HOU ,0.40,D. Parker WR - MIA ,2.00,J. Thomas TE - JAX ,0.00,T. Pryor WR - CLE ,10.00,D. Hopkins K - WAS ,7.00,Bengals DEF ,13.00,J. Nelson WR - GB ,0.00,C. Beasley WR - DAL ,7.30,A. Hurns WR - JAX ,10.70,M. Mariota QB - TEN ,8.08,T. Rawls RB - SEA ,0.00,M. Thomas WR - NO ,10.40,75.68,Alessandro,99.82
david,7,C. Palmer QB - ARI ,11.52,D. Freeman RB - ATL ,12.40,O. Darkwa RB - NYG ,10.80,D. Thomas WR - DEN ,15.40,A. Green WR - CIN ,23.30,K. Rudolph TE - MIN ,11.50,M. Floyd WR - NE ,9.60,B. Walsh K ,6.00,Seahawks DEF ,11.00,J. Flacco QB - BAL ,22.02,R. Mathews RB - PHI ,0.00,T. Eifert TE - CIN ,0.00,C. Wentz QB - PHI ,0.00,C. Coleman WR - CLE ,0.00,J. Doctson WR - WAS ,0.00,111.52,michael,95.14
Ryan,2,M. Stafford QB - DET ,8.22,D. Murray RB - TEN ,23.90,M. Gordon RB - LAC ,17.90,J. Jones WR - ATL ,38.00,A. Jeffery WR - CHI ,4.60,C. Fleener TE - NO ,1.90,L. Bell RB - PIT ,17.80,A. Vinatieri K - IND ,11.00,Vikings DEF ,8.00,Z. Ertz TE - PHI ,0.00,S. Ware RB - KC ,7.60,L. Murray RB - LV ,2.40,E. Ebron TE - DET ,4.20,S. Diggs WR - MIN ,4.60,K. Dixon RB - BAL ,0.00,131.32,Neil,104.60
alex,3,B. Bortles QB - JAX ,25.88,L. McCoy RB - BUF ,16.80,E. Elliott RB - DAL ,21.70,S. Smith WR - BAL ,17.10,L. Fitzgerald WR - ARI ,6.30,J. Reed TE - WAS ,19.30,W. Fuller WR - HOU ,14.10,J. Tucker K - BAL ,7.00,Panthers DEF ,7.00,A. Foster RB - MIA ,0.00,J. Graham TE - SEA ,11.30,T. Brady QB - NE ,0.00,V. Cruz WR - NYG ,5.00,B. Cooks WR - NO ,3.10,J. Langford RB - CHI ,0.00,135.18,Daniel,94.36
Alessandro,12,M. Ryan QB - ATL ,37.52,C. Ivory RB - JAX ,2.90,C. Michael RB - GB ,15.00,K. Benjamin WR - CAR ,9.90,J. Crowder WR - WAS ,2.10,J. Doyle TE - IND ,0.60,M. Crabtree WR - LV ,26.80,S. Gostkowski K - NE ,0.00,Cardinals DEF ,5.00,J. Stewart RB - CAR ,0.00,E. Lacy RB - GB ,0.00,S. Watkins WR - BUF ,0.00,Q. Enunwa WR - NYJ ,6.00,J. Winston QB - TB ,11.06,K. Drake RB - MIA ,1.50,99.82,Peter,75.68
Daniel,11,R. Wilson QB - SEA ,23.86,D. Williams RB - PIT ,6.90,T. Riddick RB - DET ,5.80,E. Sanders WR - DEN ,14.80,J. Landry WR - MIA ,6.10,R. Gronkowski TE - NE ,1.10,M. Jones RB - WAS ,19.80,D. Bailey K - DAL ,6.00,Texans DEF ,10.00,J. Charles RB - KC ,0.70,A. Boldin WR - DET ,3.10,E. Manning QB - NYG ,8.44,M. Wallace WR - BAL ,6.70,L. Donnell TE - NYG ,0.00,M. Crosby K - GB ,0.00,94.36,alex,135.18
Neil,9,B. Roethlisberger QB - PIT ,33.90,F. Gore RB - IND ,15.50,C. Hyde RB - SF ,13.90,T. Hilton WR - IND ,10.20,A. Robinson WR - JAX ,11.50,T. Kelce TE - KC ,8.30,W. Snead WR - NO ,2.30,C. Catanzaro K - ARI ,7.00,Jets DEF ,2.00,J. Forsett RB - DEN ,0.00,D. Bryant WR - DAL ,0.00,T. Taylor QB - BUF ,16.64,J. Matthews WR - PHI ,0.00,J. White RB - NE ,6.20,K. White WR - CHI ,5.50,104.60,Ryan,131.32
michael,10,P. Rivers QB - LAC ,18.84,M. Forte RB - NYJ ,4.30,T. Gurley RB - LA ,8.20,J. Maclin WR - KC ,7.80,J. Brown WR - ARI ,14.40,Z. Miller TE - CHI ,9.10,J. McKinnon RB - MIN ,15.50,C. Santos K - KC ,2.00,Broncos DEF ,15.00,D. Woodhead RB - LAC ,0.00,A. Dalton QB - CIN ,14.64,D. Walker TE - TEN ,3.40,K. Aiken WR - BAL ,0.90,D. Martin RB - TB ,0.00,T. West RB - BAL ,17.30,95.14,david,111.52
Kevin,5,D. Carr QB - LV ,23.76,L. Miller RB - HOU ,10.80,C. Sims RB - TB ,1.50,M. Jones WR - DET ,7.40,M. Evans WR - TB ,5.90,D. Pitta TE - BAL ,1.70,T. Coleman RB - ATL ,3.30,N. Novak K - HOU ,11.00,Redskins DEF ,8.00,R. Cobb WR - GB ,0.00,G. Bernard RB - CIN ,4.20,D. Moncrief WR - IND ,0.00,T. Lockett WR - SEA ,1.30,T. Williams WR - LAC ,4.00,S. Shepard WR - NYG ,3.00,73.36,Greg,85.60
Raed,8,T. Siemian QB - DEN ,6.72,C. Artis-Payne RB - CAR ,1.20,J. Howard RB - CHI ,13.20,A. Brown WR - PIT ,18.40,T. Benjamin WR - LAC ,2.80,M. Bennett TE - NE ,10.90,J. Edelman WR - NE ,1.70,G. Gano K - CAR ,7.00,Chiefs DEF ,-2.00,E. Decker WR - NYJ ,0.00,B. Marshall WR - NYJ ,14.90,A. Rodgers QB - GB ,0.00,M. Wheaton WR - PIT ,11.00,D. Johnson RB - CLE ,5.60,D. Henry RB - TEN ,0.90,59.92,Peter,70.46
