Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,D. Brees QB - NO ,34.60,C. Anderson RB - DEN ,7.10,I. Crowell RB - CLE ,3.60,J. Nelson WR - GB ,4.80,D. Hopkins WR - HOU ,7.10,H. Henry TE - LAC ,14.30,T. Pryor WR - CLE ,19.84,D. Hopkins K - WAS ,11.00,Titans DEF ,6.00,J. Thomas TE - JAX ,2.80,C. Beasley WR - DAL ,17.80,D. Parker WR - MIA ,2.80,T. Rawls RB - SEA ,0.00,D. Prescott QB - DAL ,18.48,M. Thomas WR - NO ,13.80,108.34,Neil,58.06
david,8,C. Wentz QB - PHI ,7.36,R. Mathews RB - PHI ,6.00,D. Freeman RB - ATL ,5.00,D. Thomas WR - DEN ,1.50,A. Jeffery WR - CHI ,9.30,D. Allen TE - IND ,0.90,M. Floyd WR - NE ,8.20,C. Sturgis K - PHI ,8.00,Bills DEF ,6.00,J. Flacco QB - BAL ,12.28,K. Rudolph TE - MIN ,0.00,T. Eifert TE - CIN ,0.00,L. Murray RB - LV ,0.00,O. Darkwa RB - NYG ,0.00,C. Coleman WR - CLE ,0.00,52.26,Greg,94.48
Ryan,4,C. Palmer QB - ARI ,12.42,L. Bell RB - PIT ,12.80,M. Gordon RB - LAC ,9.40,A. Green WR - CIN ,8.80,J. Jones WR - ATL ,19.90,Z. Ertz TE - PHI ,2.20,D. Murray RB - TEN ,12.50,A. Vinatieri K - IND ,11.00,Steelers DEF ,-1.00,M. Stafford QB - DET ,28.20,S. Ware RB - KC ,22.30,T. Lockett WR - SEA ,2.50,S. Coates WR - PIT ,0.00,S. Diggs WR - MIN ,0.00,Vikings DEF ,0.00,88.02,Peter,109.48
alex,2,T. Brady QB - NE ,27.24,L. McCoy RB - BUF ,32.20,E. Elliott RB - DAL ,17.40,L. Fitzgerald WR - ARI ,4.90,B. Cooks WR - NO ,23.50,J. Graham TE - SEA ,8.90,V. Cruz WR - NYG ,3.10,J. Tucker K - BAL ,11.00,Panthers DEF ,-1.00,A. Foster RB - MIA ,1.50,S. Smith WR - BAL ,0.00,J. Reed TE - WAS ,0.00,B. Bortles QB - JAX ,10.94,J. Langford RB - CHI ,0.00,W. Fuller WR - HOU ,0.00,127.24,Raed,66.06
Alessandro,10,M. Ryan QB - ATL ,21.60,C. Michael RB - GB ,20.30,E. Lacy RB - GB ,7.10,M. Crabtree WR - LV ,1.00,K. Benjamin WR - CAR ,8.60,J. James TE - PIT ,1.30,J. Stewart RB - CAR ,20.50,S. Gostkowski K - NE ,9.00,Cardinals DEF ,12.00,J. Kerley WR - SF ,1.20,M. Asiata RB - MIN ,0.00,C. Ivory RB - JAX ,9.50,B. Quick WR - LA ,6.10,Q. Enunwa WR - NYJ ,4.20,J. Winston QB - TB ,0.00,101.40,Kevin,80.30
Daniel,11,R. Wilson QB - SEA ,11.50,J. Charles RB - KC ,10.70,M. Jones RB - WAS ,19.50,A. Boldin WR - DET ,12.00,J. Landry WR - MIA ,9.10,R. Gronkowski TE - NE ,22.20,E. Sanders WR - DEN ,4.00,M. Crosby K - GB ,10.00,Ravens DEF ,7.00,D. Williams RB - PIT ,1.00,E. Manning QB - NYG ,26.12,M. Wallace WR - BAL ,9.70,L. Donnell TE - NYG ,3.40,T. Riddick RB - DET ,0.00,K. Stills WR - MIA ,1.20,106.00,michael,75.72
Neil,7,B. Roethlisberger QB - PIT ,9.56,F. Gore RB - IND ,10.80,C. Hyde RB - SF ,5.20,T. Hilton WR - IND ,4.90,A. Robinson WR - JAX ,4.90,T. Kelce TE - KC ,3.20,J. Matthews WR - PHI ,7.50,C. Catanzaro K - ARI ,4.00,Seahawks DEF ,8.00,D. Bryant WR - DAL ,0.00,T. Taylor QB - BUF ,19.96,J. Witten TE - DAL ,4.20,W. Snead WR - NO ,4.70,K. White WR - CHI ,0.00,D. Washington RB - LV ,4.90,58.06,Peter,108.34
michael,12,P. Rivers QB - LAC ,11.12,M. Forte RB - NYJ ,2.20,T. Gurley RB - LA ,9.70,J. Maclin WR - KC ,4.90,K. Aiken WR - BAL ,6.40,D. Walker TE - TEN ,2.10,T. West RB - BAL ,24.30,C. Santos K - KC ,8.00,Broncos DEF ,7.00,D. Woodhead RB - LAC ,0.00,Z. Miller TE - CHI ,3.60,A. Dalton QB - CIN ,21.86,D. Martin RB - TB ,0.00,J. McKinnon RB - MIN ,0.00,J. Brown WR - ARI ,5.40,75.72,Daniel,106.00
Kevin,9,D. Carr QB - LV ,9.80,L. Miller RB - HOU ,29.80,T. Coleman RB - ATL ,1.70,R. Cobb WR - GB ,11.30,M. Jones WR - DET ,7.30,D. Pitta TE - BAL ,3.60,T. Williams WR - LAC ,2.80,N. Novak K - HOU ,8.00,Redskins DEF ,6.00,J. Forsett RB - DEN ,0.50,B. Powell RB - NYJ ,2.20,G. Bernard RB - CIN ,9.40,M. Evans WR - TB ,0.00,D. Moncrief WR - IND ,0.00,S. Shepard WR - NYG ,2.50,80.30,Alessandro,101.40
Raed,6,A. Rodgers QB - GB ,12.46,C. Artis-Payne RB - CAR ,0.00,J. Howard RB - CHI ,10.00,B. Marshall WR - NYJ ,7.00,A. Brown WR - PIT ,4.50,M. Bennett TE - NE ,4.80,C. Meredith WR - CHI ,11.30,G. Gano K - CAR ,6.00,Chiefs DEF ,10.00,J. Edelman WR - NE ,3.80,E. Decker WR - NYJ ,0.00,T. Benjamin WR - LAC ,-0.30,D. Johnson RB - CLE ,13.40,T. Siemian QB - DEN ,13.30,D. Henry RB - TEN ,2.70,66.06,alex,127.24
Peter,3,A. Luck QB - IND ,23.38,L. Blount RB - NE ,13.00,D. Johnson RB - ARI ,31.80,D. Baldwin WR - SEA ,3.10,A. Cooper WR - LV ,12.90,G. Barnidge TE - CLE ,5.90,A. Hurns WR - JAX ,7.40,B. McManus K - DEN ,7.00,Patriots DEF ,5.00,J. Tamme TE - ATL ,1.60,T. Smith WR - SF ,13.60,D. Lewis RB - NE ,0.00,C. Hogan WR - NE ,3.90,M. Sanu WR - ATL ,10.70,T. Yeldon RB - JAX ,2.60,109.48,Ryan,88.02
Greg,5,C. Newton QB - CAR ,26.98,M. Ingram RB - NO ,6.00,J. Hill RB - CIN ,4.10,E. Royal WR - CHI ,5.40,O. Beckham WR - NYG ,34.20,G. Olsen TE - CAR ,9.40,D. Sproles RB - PHI ,2.40,M. Bryant K - ATL ,6.00,Rams DEF ,0.00,D. Jackson WR - WAS ,5.50,R. Jennings RB - NYG ,3.50,K. Cousins QB - WAS ,17.32,T. Austin WR - LA ,2.60,J. Ajayi RB - MIA ,34.70,S. Hauschka K - SEA ,8.00,94.48,david,52.26
