Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,D. Brees QB - NO ,24.68,C. Anderson RB - DEN ,16.70,I. Crowell RB - CLE ,13.90,J. Nelson WR - GB ,0.90,D. Hopkins WR - HOU ,3.60,H. Henry TE - LAC ,1.60,T. Pryor WR - CLE ,1.80,D. Hopkins K - WAS ,5.00,Titans DEF ,1.00,C. Beasley WR - DAL ,0.00,K. Davis RB - KC ,0.10,D. Parker WR - MIA ,2.00,T. Rawls RB - SEA ,0.00,D. Prescott QB - DAL ,0.00,M. Thomas WR - NO ,13.00,69.18,michael,92.14
david,10,C. Wentz QB - PHI ,6.12,L. Murray RB - LV ,18.30,D. Freeman RB - ATL ,10.00,D. Thomas WR - DEN ,10.00,A. Jeffery WR - CHI ,3.30,K. Rudolph TE - MIN ,5.50,M. Floyd WR - NE ,6.50,C. Sturgis K - PHI ,7.00,Bills DEF ,0.00,R. Mathews RB - PHI ,6.30,B. LaFell WR - CIN ,14.30,C. Palmer QB - ARI ,14.48,T. Eifert TE - CIN ,0.90,O. Darkwa RB - NYG ,0.00,C. Coleman WR - CLE ,0.00,66.72,Ryan,131.74
Ryan,3,M. Stafford QB - DET ,17.84,D. Murray RB - TEN ,18.70,S. Ware RB - KC ,19.10,A. Green WR - CIN ,22.90,J. Jones WR - ATL ,17.40,C. Brate TE - TB ,2.90,L. Bell RB - PIT ,14.90,A. Vinatieri K - IND ,10.00,Vikings DEF ,8.00,J. Rodgers RB - TB ,16.30,M. Gillislee RB - BUF ,2.00,J. Winston QB - TB ,20.66,M. Gordon RB - LAC ,30.10,S. Coates WR - PIT ,0.40,S. Diggs WR - MIN ,1.80,131.74,david,66.72
alex,4,T. Brady QB - NE ,18.18,A. Foster RB - MIA ,0.90,Z. Zenner RB - DET ,8.90,L. Fitzgerald WR - ARI ,7.00,B. Cooks WR - NO ,11.80,J. Graham TE - SEA ,5.30,L. McCoy RB - BUF ,1.10,J. Tucker K - BAL ,12.00,Bengals DEF ,7.00,S. Smith WR - BAL ,0.00,J. Reed TE - WAS ,0.00,B. Bortles QB - JAX ,13.14,J. Langford RB - CHI ,0.00,E. Elliott RB - DAL ,0.00,W. Fuller WR - HOU ,2.20,72.18,Greg,116.94
Alessandro,12,M. Ryan QB - ATL ,13.72,C. Ivory RB - JAX ,5.10,C. Michael RB - GB ,5.50,M. Crabtree WR - LV ,15.60,J. Kerley WR - SF ,1.50,C. Fleener TE - NO ,4.40,K. Britt WR - LA ,4.30,S. Gostkowski K - NE ,3.00,Cardinals DEF ,8.00,J. Stewart RB - CAR ,0.00,M. Asiata RB - MIN ,8.00,B. Quick WR - LA ,9.20,K. Benjamin WR - CAR ,0.00,M. Mariota QB - TEN ,16.68,-,-,61.12,Peter,103.22
Daniel,7,R. Wilson QB - SEA ,8.70,J. Charles RB - KC ,0.00,M. Jones RB - WAS ,0.70,A. Boldin WR - DET ,8.80,J. Landry WR - MIA ,9.80,R. Gronkowski TE - NE ,15.30,E. Sanders WR - DEN ,8.60,M. Crosby K - GB ,8.00,Ravens DEF ,15.00,D. Williams RB - PIT ,0.00,E. Manning QB - NYG ,7.64,M. Wallace WR - BAL ,12.00,L. Donnell TE - NYG ,-1.20,T. Riddick RB - DET ,0.00,K. Stills WR - MIA ,16.00,74.90,Raed,54.44
Neil,9,T. Taylor QB - BUF ,24.34,F. Gore RB - IND ,14.30,M. Davis RB - SF ,8.10,T. Hilton WR - IND ,19.30,A. Robinson WR - JAX ,0.90,T. Kelce TE - KC ,2.40,J. Matthews WR - PHI ,1.00,C. Catanzaro K - ARI ,6.00,Seahawks DEF ,11.00,D. Bryant WR - DAL ,0.00,B. Roethlisberger QB - PIT ,0.00,C. Hyde RB - SF ,0.00,W. Snead WR - NO ,8.70,K. White WR - CHI ,0.00,D. Washington RB - LV ,2.20,87.34,Kevin,105.40
michael,11,P. Rivers QB - LAC ,14.64,M. Forte RB - NYJ ,25.40,T. Gurley RB - LA ,9.20,J. Maclin WR - KC ,4.00,K. Aiken WR - BAL ,5.50,D. Walker TE - TEN ,14.40,T. West RB - BAL ,1.00,C. Santos K - KC ,9.00,Broncos DEF ,9.00,D. Woodhead RB - LAC ,0.00,Z. Miller TE - CHI ,4.00,A. Dalton QB - CIN ,20.32,D. Martin RB - TB ,0.00,J. McKinnon RB - MIN ,4.80,J. Brown WR - ARI ,0.00,92.14,Peter,69.18
Kevin,6,D. Carr QB - LV ,12.40,L. Miller RB - HOU ,6.70,G. Bernard RB - CIN ,14.70,R. Cobb WR - GB ,17.60,M. Jones WR - DET ,9.40,D. Pitta TE - BAL ,4.00,M. Evans WR - TB ,21.60,J. Lambo K - LAC ,15.00,Redskins DEF ,4.00,J. Witten TE - DAL ,0.00,D. Moncrief WR - IND ,0.00,J. White RB - NE ,9.20,T. Coleman RB - ATL ,13.40,T. Williams WR - LAC ,14.00,S. Shepard WR - NYG ,3.20,105.40,Neil,87.34
Raed,8,A. Rodgers QB - GB ,23.74,C. Artis-Payne RB - CAR ,0.00,J. Howard RB - CHI ,2.20,B. Marshall WR - NYJ ,3.90,A. Brown WR - PIT ,11.90,M. Bennett TE - NE ,0.50,C. Meredith WR - CHI ,1.20,G. Gano K - CAR ,0.00,Chiefs DEF ,11.00,J. Edelman WR - NE ,4.00,E. Decker WR - NYJ ,0.00,T. Benjamin WR - LAC ,5.40,D. Johnson RB - CLE ,3.30,T. Siemian QB - DEN ,10.18,D. Henry RB - TEN ,0.30,54.44,Daniel,74.90
