Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,D. Brees QB - NO ,20.70,J. Rodgers RB - TB ,13.80,I. Crowell RB - CLE ,12.30,J. Nelson WR - GB ,15.40,D. Hopkins WR - HOU ,4.40,H. Henry TE - LAC ,1.40,T. Pryor WR - CLE ,12.10,D. Hopkins K - WAS ,9.00,Titans DEF ,4.00,C. Beasley WR - DAL ,5.30,K. Davis RB - KC ,0.80,D. Parker WR - MIA ,0.00,T. Rawls RB - SEA ,0.00,D. Prescott QB - DAL ,27.28,Cowboys DEF ,5.00,93.10,Kevin,88.62
david,10,C. Palmer QB - ARI ,22.52,L. Murray RB - LV ,7.10,D. Freeman RB - ATL ,17.80,D. Thomas WR - DEN ,7.90,A. Jeffery WR - CHI ,12.30,T. Eifert TE - CIN ,16.20,B. LaFell WR - CIN ,0.60,C. Sturgis K - PHI ,13.00,Bills DEF ,1.00,R. Mathews RB - PHI ,7.10,K. Rudolph TE - MIN ,3.10,M. Floyd WR - NE ,0.00,O. Darkwa RB - NYG ,0.00,C. Wentz QB - PHI ,11.78,C. Coleman WR - CLE ,0.00,98.42,Alessandro,98.12
Ryan,2,M. Stafford QB - DET ,13.60,D. Murray RB - TEN ,18.80,S. Ware RB - KC ,4.70,A. Green WR - CIN ,12.10,J. Jones WR - ATL ,2.90,J. Doyle TE - IND ,3.60,M. Gordon RB - LAC ,15.50,A. Vinatieri K - IND ,2.00,Vikings DEF ,2.00,D. Williams RB - PIT ,0.00,C. Patterson WR - MIN ,3.60,L. Bell RB - PIT ,0.00,J. Winston QB - TB ,18.80,S. Diggs WR - MIN ,13.60,M. Thomas WR - NO ,6.30,75.20,alex,68.80
alex,3,T. Brady QB - NE ,30.10,Z. Zenner RB - DET ,0.70,E. Elliott RB - DAL ,14.80,L. Fitzgerald WR - ARI ,7.40,W. Fuller WR - HOU ,2.30,J. Graham TE - SEA ,3.40,J. Langford RB - CHI ,1.10,S. Janikowski K - LV ,6.00,Eagles DEF ,3.00,L. McCoy RB - BUF ,0.00,S. Smith WR - BAL ,0.00,J. Reed TE - WAS ,15.90,B. Cooks WR - NO ,10.40,T. Montgomery RB - GB ,0.00,J. Tucker K - BAL ,0.00,68.80,Ryan,75.20
Alessandro,12,M. Ryan QB - ATL ,24.42,J. Stewart RB - CAR ,22.00,C. Michael RB - GB ,10.20,M. Crabtree WR - LV ,10.80,K. Benjamin WR - CAR ,7.30,C. Fleener TE - NO ,3.60,M. Asiata RB - MIN ,7.80,M. Bryant K - ATL ,9.00,Cardinals DEF ,3.00,K. Britt WR - LA ,0.00,J. Kerley WR - SF ,0.00,C. Ivory RB - JAX ,1.20,R. Matthews WR - TEN ,9.80,B. Quick WR - LA ,0.00,M. Mariota QB - TEN ,19.90,98.12,david,98.42
Daniel,6,R. Wilson QB - SEA ,9.22,C. Thompson RB - WAS ,4.10,T. Riddick RB - DET ,19.30,A. Boldin WR - DET ,0.40,D. Adams WR - GB ,7.40,R. Gronkowski TE - NE ,16.90,E. Sanders WR - DEN ,6.80,M. Crosby K - GB ,6.00,Chargers DEF ,13.00,J. Charles RB - KC ,0.00,E. Manning QB - NYG ,0.00,M. Wallace WR - BAL ,0.00,K. Stills WR - MIA ,0.00,J. Landry WR - MIA ,0.00,M. Jones RB - WAS ,0.00,83.12,Greg,51.68
Neil,9,T. Taylor QB - BUF ,18.12,B. Powell RB - NYJ ,13.90,F. Gore RB - IND ,12.20,D. Bryant WR - DAL ,17.30,A. Robinson WR - JAX ,7.00,T. Kelce TE - KC ,16.10,T. Hilton WR - IND ,2.00,S. Gostkowski K - NE ,13.00,Seahawks DEF ,10.00,B. Roethlisberger QB - PIT ,0.00,J. Matthews WR - PHI ,12.50,C. Hyde RB - SF ,0.00,W. Snead WR - NO ,5.60,K. White WR - CHI ,0.00,D. Washington RB - LV ,3.20,109.62,Peter,95.50
michael,11,P. Rivers QB - LAC ,12.68,M. Forte RB - NYJ ,21.80,T. Gurley RB - LA ,0.00,J. Maclin WR - KC ,10.30,K. Aiken WR - BAL ,0.00,D. Walker TE - TEN ,7.80,T. West RB - BAL ,0.00,C. Santos K - KC ,12.00,Broncos DEF ,20.00,D. Woodhead RB - LAC ,0.00,Z. Miller TE - CHI ,8.80,A. Dalton QB - CIN ,19.46,D. Martin RB - TB ,0.00,J. McKinnon RB - MIN ,0.00,J. Brown WR - ARI ,10.90,84.58,Raed,97.74
Kevin,8,D. Carr QB - LV ,37.82,L. Miller RB - HOU ,12.30,G. Bernard RB - CIN ,12.60,R. Cobb WR - GB ,0.00,M. Jones WR - DET ,3.30,J. Witten TE - DAL ,7.60,M. Evans WR - TB ,7.00,J. Lambo K - LAC ,1.00,Redskins DEF ,7.00,D. Pitta TE - BAL ,0.00,D. Moncrief WR - IND ,10.00,J. White RB - NE ,2.90,T. Coleman RB - ATL ,0.00,T. Williams WR - LAC ,0.40,S. Shepard WR - NYG ,0.00,88.62,Peter,93.10
Raed,7,A. Rodgers QB - GB ,33.84,C. Artis-Payne RB - CAR ,0.00,J. Howard RB - CHI ,26.20,B. Marshall WR - NYJ ,6.80,A. Brown WR - PIT ,0.00,M. Bennett TE - NE ,3.50,C. Meredith WR - CHI ,2.40,G. Gano K - CAR ,14.00,Chiefs DEF ,11.00,J. Edelman WR - NE ,9.70,E. Decker WR - NYJ ,0.00,T. Benjamin WR - LAC ,10.40,D. Johnson RB - CLE ,11.60,T. Siemian QB - DEN ,6.84,D. Henry RB - TEN ,15.70,97.74,michael,84.58
