Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,3,D. Brees QB - NO ,32.50,T. Rawls RB - SEA ,3.80,R. Kelley RB - WAS ,4.20,J. Nelson WR - GB ,9.10,T. Pryor WR - CLE ,13.10,A. Gates TE - LAC ,0.00,T. Hightower RB - NO ,16.50,W. Lutz K - NO ,7.00,Patriots DEF ,6.00,C. Beasley WR - DAL ,5.60,D. Hopkins WR - HOU ,7.00,S. Watkins WR - BUF ,8.00,I. Crowell RB - CLE ,7.10,D. Prescott QB - DAL ,21.70,S. Shepard WR - NYG ,2.20,92.20,david,94.76
david,8,C. Palmer QB - ARI ,17.56,L. Murray RB - LV ,14.80,D. Freeman RB - ATL ,19.70,D. Thomas WR - DEN ,6.00,M. Floyd WR - NE ,3.10,T. Eifert TE - CIN ,12.80,C. Coleman WR - CLE ,9.80,C. Sturgis K - PHI ,9.00,Bills DEF ,2.00,R. Mathews RB - PHI ,0.00,B. LaFell WR - CIN ,3.80,K. Rudolph TE - MIN ,6.40,A. Jeffery WR - CHI ,0.00,E. Rogers WR - PIT ,3.60,C. Wentz QB - PHI ,17.46,94.76,Peter,92.20
Ryan,1,M. Stafford QB - DET ,16.28,L. Bell RB - PIT ,20.20,M. Gordon RB - LAC ,8.90,J. Jones WR - ATL ,3.50,M. Thomas WR - NO ,22.80,E. Ebron TE - DET ,0.00,D. Murray RB - TEN ,8.40,D. Bailey K - DAL ,7.00,Giants DEF ,23.00,A. Green WR - CIN ,0.00,D. Williams RB - PIT ,0.00,S. Ware RB - KC ,9.60,J. Winston QB - TB ,16.00,S. Diggs WR - MIN ,0.00,Vikings DEF ,3.00,110.08,Greg,93.04
alex,2,T. Brady QB - NE ,19.04,L. McCoy RB - BUF ,27.40,E. Elliott RB - DAL ,24.00,L. Fitzgerald WR - ARI ,5.30,B. Cooks WR - NO ,0.00,J. Graham TE - SEA ,4.70,S. Smith WR - BAL ,2.00,J. Tucker K - BAL ,19.00,Panthers DEF ,4.00,M. Gillislee RB - BUF ,0.00,J. Reed TE - WAS ,21.50,B. Bortles QB - JAX ,21.14,J. Langford RB - CHI ,0.50,T. Yeldon RB - JAX ,2.00,T. Hill WR - KC ,17.50,105.44,Peter,79.30
Alessandro,10,M. Mariota QB - TEN ,21.64,J. Stewart RB - CAR ,21.60,C. Michael RB - GB ,0.40,R. Matthews WR - TEN ,12.40,K. Benjamin WR - CAR ,11.30,C. Fleener TE - NO ,5.90,J. Crowder WR - WAS ,8.80,R. Succop K - TEN ,9.00,Cardinals DEF ,1.00,M. Ryan QB - ATL ,18.26,K. Britt WR - LA ,11.20,M. Crabtree WR - LV ,11.00,M. Asiata RB - MIN ,10.10,K. Wright WR - TEN ,0.00,M. Bryant K - ATL ,8.00,92.04,Raed,97.12
Daniel,11,R. Wilson QB - SEA ,10.04,T. Riddick RB - DET ,5.80,J. White RB - NE ,2.20,J. Landry WR - MIA ,4.70,D. Adams WR - GB ,23.30,R. Gronkowski TE - NE ,0.00,M. Wallace WR - BAL ,5.60,M. Crosby K - GB ,9.00,Steelers DEF ,11.00,J. Charles RB - KC ,0.00,D. Pitta TE - BAL ,3.40,E. Sanders WR - DEN ,22.20,E. Manning QB - NYG ,19.56,K. Stills WR - MIA ,13.20,M. Jones RB - WAS ,0.00,71.64,Kevin,88.00
Neil,7,B. Roethlisberger QB - PIT ,20.84,F. Gore RB - IND ,3.10,C. Hyde RB - SF ,15.50,D. Bryant WR - DAL ,7.20,A. Robinson WR - JAX ,2.40,T. Kelce TE - KC ,10.10,J. Matthews WR - PHI ,4.70,S. Gostkowski K - NE ,10.00,Seahawks DEF ,7.00,T. Taylor QB - BUF ,20.44,C. Ivory RB - JAX ,11.50,T. Hilton WR - IND ,5.40,W. Snead WR - NO ,9.80,P. Perkins RB - NYG ,4.30,P. Barber RB - TB ,2.00,80.84,michael,61.92
michael,12,A. Dalton QB - CIN ,12.72,M. Forte RB - NYJ ,5.00,T. Gurley RB - LA ,8.90,K. Aiken WR - BAL ,3.00,J. Brown WR - ARI ,1.90,D. Walker TE - TEN ,11.00,T. West RB - BAL ,6.40,C. Santos K - KC ,8.00,Broncos DEF ,5.00,J. Maclin WR - KC ,0.00,Z. Miller TE - CHI ,0.00,P. Rivers QB - LAC ,19.68,D. Martin RB - TB ,7.00,J. McKinnon RB - MIN ,7.60,Ravens DEF ,11.00,61.92,Neil,80.84
Kevin,9,D. Carr QB - LV ,17.40,L. Miller RB - HOU ,5.50,W. Smallwood RB - PHI ,4.70,R. Cobb WR - GB ,4.10,M. Evans WR - TB ,22.40,C. Brate TE - TB ,4.90,T. Williams WR - LAC ,13.00,J. Lambo K - LAC ,3.00,Chargers DEF ,13.00,J. Starks RB - GB ,6.80,M. Jones WR - DET ,5.40,D. Moncrief WR - IND ,10.50,T. Coleman RB - ATL ,7.30,J. Nelson WR - ARI ,3.00,K. Dixon RB - BAL ,8.00,88.00,Daniel,71.64
Raed,5,A. Rodgers QB - GB ,23.12,C. Artis-Payne RB - CAR ,0.00,J. Howard RB - CHI ,12.70,B. Marshall WR - NYJ ,12.70,A. Brown WR - PIT ,27.10,M. Bennett TE - NE ,2.60,C. Meredith WR - CHI ,1.90,G. Gano K - CAR ,2.00,Chiefs DEF ,15.00,J. Edelman WR - NE ,8.30,E. Decker WR - NYJ ,0.00,T. Benjamin WR - LAC ,0.80,D. Johnson RB - CLE ,4.00,T. Siemian QB - DEN ,29.02,D. Henry RB - TEN ,12.00,97.12,Alessandro,92.04
