Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,6,G. Smith QB - SEA ,11.04,D. Henry RB - TEN ,17.30,K. Walker RB - SEA ,14.90,D. Adams WR - LV ,2.90,D. Metcalf WR - SEA ,6.90,G. Kittle TE - SF Q ,0.10,B. Robinson RB - WAS ,11.60,B. Maher K - LA ,14.00,Vikings DEF ,21.00,L. Murray RB - BUF IA ,4.50,D. Watson QB - CLE IR ,0.00,C. Godwin WR - TB ,7.70,T. Atwell WR - LA ,3.00,C. Stroud QB - HOU ,14.16,Q. Johnston WR - LAC ,0.00,-,-,99.74,michael,95.80
david,3,J. Fields QB - CHI View News ,4.92,J. Mixon RB - CIN ,6.20,J. Cook RB - BUF ,7.10,A. Thielen WR - CAR ,17.50,A. St. Brown WR - DET ,18.40,D. Goedert TE - PHI ,4.20,K. Osborn WR - MIN ,4.80,J. Sanders K - MIA ,6.00,Cowboys DEF ,4.00,M. Stafford QB - LA IA ,13.24,Z. Jones WR - JAX ,0.00,C. Sutton WR - DEN Q ,10.60,R. Johnson RB - CHI ,0.00,M. Mims WR - DEN ,0.00,J. Smith-Njigba WR - SEA ,4.80,J. Jefferson WR - MIN ,0.00,73.12,Neil,46.24
Ryan,8,J. Burrow QB - CIN IR ,13.80,A. Kamara RB - NO IA ,10.40,A. Mattison RB - MIN ,7.20,C. Kupp WR - LA IA ,20.80,P. Nacua WR - LA ,2.60,L. Thomas TE - WAS ,0.20,G. Wilson WR - NYJ Q ,9.00,B. Aubrey K - DAL ,8.00,Dolphins DEF ,5.00,J. Goff QB - DET ,22.42,A. Dillon RB - GB IA ,0.00,T. Allgeier RB - ATL ,5.10,J. Ford RB - CLE ,9.10,K. Ingram RB - KC ,5.10,S. LaPorta TE - DET Q ,3.60,D. Johnson WR - PIT ,0.00,77.00,Kevin,78.18
alex,10,T. Lawrence QB - JAX ,14.74,A. Ekeler RB - LAC ,6.20,G. Edwards RB - BAL ,5.30,M. Thomas WR - NO IR ,4.50,C. Ridley WR - JAX ,2.60,E. Engram TE - JAX ,4.10,M. Evans WR - TB ,4.90,N. Folk K - TEN ,10.00,49ers DEF ,7.00,C. Edwards-Helaire RB - KC ,1.60,J. Palmer WR - LAC Q ,6.00,B. Purdy QB - SF IA ,7.70,J. Gibbs RB - DET ,0.00,J. Reed WR - GB ,0.00,K. Herbert RB - CHI ,0.00,-,-,59.34,Alessandro,80.26
Alessandro,7,J. Allen QB - BUF ,13.86,D. Foreman RB - CHI IA ,6.70,D. Pierce RB - HOU ,3.40,D. Hopkins WR - TEN ,2.00,T. Hill WR - MIA ,22.30,M. Andrews TE - BAL IR ,6.90,Z. Flowers WR - BAL IA ,11.10,T. Bass K - BUF ,2.00,Jaguars DEF ,12.00,C. Samuel WR - WAS ,10.20,T. McLaurin WR - WAS ,8.10,M. Pittman WR - IND ,10.90,T. Spears RB - TEN ,6.30,R. Rice WR - KC IA ,7.20,K. Miller RB - NO ,1.20,J. Wilson RB - MIA ,0.00,80.26,alex,59.34
Daniel,2,J. Hurts QB - PHI Q ,19.90,T. Etienne RB - JAX ,20.30,K. Williams RB - LA IA ,21.80,C. Kirk WR - JAX IA ,10.90,A. Brown WR - PHI Q ,13.10,Z. Ertz TE - DET Q ,2.20,Z. Moss RB - IND ,11.90,H. Butker K - KC ,17.00,Eagles DEF ,6.00,J. Conner RB - ARI ,0.00,D. Njoku TE - CLE ,2.40,A. Jones RB - GB ,0.00,J. Reynolds WR - DET ,5.00,J. Jeudy WR - DEN ,1.40,E. Demercado RB - ARI ,1.70,K. Murray QB - ARI ,0.00,123.10,Peter,97.74
Neil,1,K. Cousins QB - MIN IR ,8.74,D. Montgomery RB - DET ,3.30,B. Robinson RB - ATL ,8.00,D. Moore WR - CHI ,5.10,D. Samuel WR - SF ,1.10,T. Hockenson TE - MIN IR ,5.00,T. Pollard RB - DAL ,11.00,J. Elliott K - PHI ,1.00,Patriots DEF ,3.00,D. Prescott QB - DAL ,24.88,A. Lazard WR - NYJ IA ,0.80,R. Penny RB - PHI ,0.00,M. Brown WR - ARI IR ,3.40,J. Johnson TE - NO ,0.00,J. Dotson WR - WAS ,0.00,-,-,46.24,david,73.12
michael,4,R. Wilson QB - DEN View News ,6.90,R. Mostert RB - MIA IA ,31.20,I. Pacheco RB - KC ,9.80,G. Davis WR - BUF Q ,0.10,J. Chase WR - CIN ,8.00,K. Pitts TE - ATL ,10.30,K. Allen WR - LAC IA ,14.50,R. Patterson K - CLE ,8.00,Bills DEF ,7.00,T. Tagovailoa QB - MIA ,22.48,J. Waddle WR - MIA IA ,11.10,R. Stevenson RB - NE IR ,13.00,J. Williams WR - DET IA ,11.30,J. Mingo WR - CAR IR ,2.10,J. Myers K - SEA ,9.00,-,-,95.80,Peter,99.74
Kevin,5,J. Herbert QB - LAC IR ,18.08,C. McCaffrey RB - SF IA ,11.20,D. Swift RB - PHI IA ,9.80,N. Collins WR - HOU ,8.00,C. Olave WR - NO ,9.60,J. Ferguson TE - DAL ,1.50,T. Higgins WR - CIN IA ,2.00,K. Fairbairn K - HOU ,8.00,Lions DEF ,10.00,M. Sanders RB - CAR ,0.00,D. London WR - ATL ,12.50,T. Dell WR - HOU IR ,0.00,J. Downs WR - IND ,8.10,Z. Charbonnet RB - SEA ,1.90,K. Mitchell RB - BAL IR ,0.00,A. Richardson QB - IND IR ,0.00,78.18,Ryan,77.00
Jeremy,9,S. Howell QB - WAS ,18.34,S. Barkley RB - NYG ,9.80,J. Hill RB - BAL ,3.50,S. Diggs WR - BUF ,10.00,J. Meyers WR - LV ,12.10,D. Waller TE - NYG ,4.30,J. Addison WR - MIN ,8.80,M. Prater K - ARI ,11.00,Saints DEF ,5.00,T. Lockett WR - SEA ,9.40,A. Cooper WR - CLE IA ,10.80,J. Love QB - GB ,0.00,N. Harris RB - PIT ,0.00,R. Doubs WR - GB Q ,0.00,M. Wilson WR - ARI ,6.20,D. Achane RB - MIA ,0.00,82.84,Greg,74.82
