Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,3,C. Stroud QB - HOU ,16.06,D. Henry RB - TEN ,24.00,B. Robinson RB - WAS ,5.30,D. Hopkins WR - TEN ,13.90,D. Metcalf WR - SEA ,31.40,G. Kittle TE - SF Q ,6.80,C. Godwin WR - TB ,7.90,D. Hopkins K - CLE IA ,7.00,Rams DEF ,7.00,D. Adams WR - LV ,0.00,R. Freeman RB - LA ,0.00,E. Mitchell RB - SF ,1.30,T. McBride TE - ARI ,14.90,K. Walker RB - SEA ,0.00,Packers DEF ,6.00,-,-,119.36,Peter,106.10
david,5,G. Minshew QB - IND ,18.68,J. Mixon RB - CIN ,23.70,R. Dowdle RB - DAL ,2.20,A. St. Brown WR - DET ,10.90,T. Dell WR - HOU IR ,0.00,J. Johnson TE - NO ,0.00,C. Sutton WR - DEN Q ,13.70,Y. Koo K - ATL ,7.00,Cowboys DEF ,-1.00,D. Goedert TE - PHI ,0.00,J. Jefferson WR - MIN ,0.00,J. Fields QB - CHI View News ,0.00,K. Gainwell RB - PHI ,4.70,J. Cook RB - BUF ,0.00,R. Johnson RB - CHI ,0.00,-,-,75.18,Daniel,116.22
Ryan,9,J. Goff QB - DET ,16.32,A. Kamara RB - NO IA ,22.90,J. Ford RB - CLE ,11.20,G. Wilson WR - NYJ Q ,5.00,P. Nacua WR - LA ,19.90,S. LaPorta TE - DET Q ,20.00,D. Johnson WR - PIT ,9.30,B. Aubrey K - DAL ,15.00,Buccaneers DEF ,7.00,E. Elliott RB - NE ,9.20,C. Kupp WR - LA IA ,9.90,A. Mattison RB - MIN ,0.00,J. Love QB - GB ,23.68,T. Allgeier RB - ATL ,2.60,D. Douglas WR - NE ,0.00,-,-,126.62,Alessandro,114.46
alex,2,B. Purdy QB - SF IA ,29.46,A. Ekeler RB - LAC ,2.70,J. Gibbs RB - DET ,5.40,M. Evans WR - TB ,22.20,C. Ridley WR - JAX ,3.30,E. Engram TE - JAX ,14.20,A. Dillon RB - GB IA ,8.70,R. Patterson K - CLE ,9.00,Dolphins DEF ,12.00,O. Beckham WR - BAL IA ,0.00,J. Dobbs QB - MIN ,0.00,D. Schultz TE - HOU ,0.00,G. Edwards RB - BAL ,0.00,K. Herbert RB - CHI ,0.00,49ers DEF ,4.00,J. Palmer WR - LAC Q ,0.00,106.96,michael,106.12
Alessandro,11,J. Browning QB - CIN ,25.66,Z. Moss RB - IND ,5.70,D. Achane RB - MIA ,22.30,T. Hill WR - MIA ,27.30,M. Pittman WR - IND ,16.50,T. Conklin TE - NYJ ,3.50,A. Thielen WR - CAR ,2.50,J. Sanders K - MIA ,9.00,Steelers DEF ,2.00,N. Brown WR - HOU IA ,0.00,J. Allen QB - BUF ,0.00,Z. Flowers WR - BAL IA ,0.00,D. Kincaid TE - BUF ,0.00,T. Spears RB - TEN ,8.80,K. Mitchell RB - BAL IR ,0.00,-,-,114.46,Ryan,126.62
Daniel,4,J. Hurts QB - PHI Q ,23.92,J. Conner RB - ARI ,22.50,T. Etienne RB - JAX ,13.90,C. Kirk WR - JAX IA ,2.60,A. Brown WR - PHI Q ,11.40,D. Njoku TE - CLE ,1.70,K. Williams RB - LA IA ,17.20,H. Butker K - KC ,7.00,Colts DEF ,16.00,A. Cooper WR - CLE IA ,3.40,A. Jones RB - GB ,0.00,K. Murray QB - ARI ,11.80,P. Freiermuth TE - PIT ,2.90,D. Pierce RB - HOU ,10.10,Eagles DEF ,-2.00,-,-,116.22,david,75.18
Neil,1,D. Prescott QB - DAL ,28.26,T. Pollard RB - DAL ,14.30,B. Robinson RB - ATL ,7.90,M. Brown WR - ARI IR ,0.00,D. Samuel WR - SF ,31.80,J. Ferguson TE - DAL ,13.70,D. Montgomery RB - DET ,11.50,J. Elliott K - PHI ,7.00,Jaguars DEF ,3.00,A. Lazard WR - NYJ IA ,0.00,D. Moore WR - CHI ,0.00,T. Hockenson TE - MIN IR ,0.00,J. Dotson WR - WAS ,2.30,T. Bass K - BUF ,0.00,Patriots DEF ,7.00,K. Cousins QB - MIN IR ,0.00,117.46,Kevin,75.68
michael,10,T. Tagovailoa QB - MIA ,19.20,R. Mostert RB - MIA IA ,11.10,I. Pacheco RB - KC ,18.30,K. Allen WR - LAC IA ,5.80,J. Chase WR - CIN ,20.62,K. Pitts TE - ATL ,5.10,D. Singletary RB - HOU ,4.00,J. Myers K - SEA ,5.00,Chargers DEF ,17.00,R. Wilson QB - DEN View News ,15.84,K. Hunt RB - CLE ,4.80,S. Perine RB - DEN ,0.60,G. Davis WR - BUF Q ,0.00,J. Addison WR - MIN ,0.00,Bills DEF ,0.00,L. Musgrave TE - GB ,0.00,106.12,alex,106.96
Kevin,8,J. Herbert QB - LAC IR ,7.98,C. McCaffrey RB - SF IA ,19.30,D. Swift RB - PHI IA ,2.00,N. Collins WR - HOU ,25.10,J. Downs WR - IND ,1.40,L. Thomas TE - WAS ,2.00,C. Olave WR - NO ,11.90,B. McManus K - JAX ,7.00,Browns DEF ,-1.00,T. Higgins WR - CIN IA ,3.60,A. Gibson RB - WAS ,7.20,J. Reed WR - GB ,1.60,R. Rice WR - KC IA ,6.40,M. Mayer TE - LV IR ,0.00,Z. Charbonnet RB - SEA ,15.90,-,-,75.68,Neil,117.46
Jeremy,6,S. Howell QB - WAS ,19.18,M. Sanders RB - CAR ,2.90,R. Stevenson RB - NE IR ,1.90,T. Lockett WR - SEA ,4.70,T. McLaurin WR - WAS ,0.00,C. Otton TE - TB ,0.00,N. Harris RB - PIT ,7.70,M. Gay K - IND ,13.00,Chiefs DEF ,2.00,S. Diggs WR - BUF ,0.00,C. Samuel WR - WAS ,6.50,S. Barkley RB - NYG ,0.00,J. Meyers WR - LV ,0.00,I. Likely TE - BAL ,0.00,R. Shaheed WR - NO ,0.00,M. Andrews TE - BAL IR ,0.00,51.38,Greg,109.72
