Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,2,C. Stroud QB - HOU ,3.64,D. Henry RB - TEN ,17.10,K. Walker RB - SEA ,5.40,D. Adams WR - LV ,5.30,D. Metcalf WR - SEA ,11.20,G. Kittle TE - SF Q ,13.60,D. Hopkins WR - TEN ,18.40,B. Grupe K - NO ,3.00,Packers DEF ,4.00,C. Godwin WR - TB ,5.30,R. Freeman RB - LA ,0.90,E. Mitchell RB - SF ,0.00,T. McBride TE - ARI ,0.00,B. Robinson RB - WAS ,0.00,Rams DEF ,2.00,-,-,81.64,Jeremy,72.00
david,4,J. Fields QB - CHI View News ,24.72,J. Mixon RB - CIN ,18.50,J. Cook RB - BUF ,20.10,J. Jefferson WR - MIN ,2.70,A. St. Brown WR - DET ,2.10,D. Goedert TE - PHI ,3.00,C. Sutton WR - DEN Q ,12.20,C. Dicker K - LAC ,1.00,Saints DEF ,21.00,R. Dowdle RB - DAL ,11.20,K. Gainwell RB - PHI ,2.80,R. Doubs WR - GB Q ,3.20,T. Chandler RB - MIN ,4.20,R. Johnson RB - CHI ,0.60,Cowboys DEF ,11.00,-,-,105.32,michael,68.90
Ryan,7,J. Love QB - GB ,8.92,E. Elliott RB - NE ,20.00,A. Kamara RB - NO IA ,10.50,G. Wilson WR - NYJ Q ,11.10,P. Nacua WR - LA ,9.00,S. LaPorta TE - DET Q ,2.70,J. Ford RB - CLE ,8.20,B. Aubrey K - DAL ,21.00,Texans DEF ,5.00,J. Goff QB - DET ,4.44,C. Kupp WR - LA IA ,17.50,D. Johnson WR - PIT ,11.70,A. Mattison RB - MIN ,6.60,E. Moore WR - CLE ,4.20,T. Allgeier RB - ATL ,4.00,-,-,96.42,Kevin,68.24
alex,3,B. Purdy QB - SF IA ,21.42,A. Ekeler RB - LAC ,16.00,J. Gibbs RB - DET ,14.20,M. Evans WR - TB ,0.80,C. Ridley WR - JAX ,5.30,E. Engram TE - JAX ,21.50,A. Dillon RB - GB IA ,7.80,R. Patterson K - CLE ,1.00,Dolphins DEF ,12.00,O. Beckham WR - BAL IA ,15.70,J. Dobbs QB - MIN ,4.62,D. Schultz TE - HOU ,0.00,G. Edwards RB - BAL ,1.50,K. Herbert RB - CHI ,0.80,49ers DEF ,9.00,J. Palmer WR - LAC Q ,0.00,100.02,Neil,118.94
Alessandro,11,J. Allen QB - BUF ,20.52,D. Achane RB - MIA ,7.10,K. Mitchell RB - BAL IR ,6.20,T. Hill WR - MIA ,6.10,M. Pittman WR - IND ,11.50,D. Kincaid TE - BUF ,2.10,Z. Moss RB - IND ,5.60,J. Sanders K - MIA ,9.00,Steelers DEF ,4.00,N. Brown WR - HOU IA ,0.00,D. Johnson RB - JAX ,2.80,Z. Flowers WR - BAL IA ,14.00,T. Spears RB - TEN ,11.80,J. Smith-Njigba WR - SEA ,2.50,Falcons DEF ,1.00,A. Richardson QB - IND IR ,0.00,72.12,Greg,99.24
Daniel,5,J. Hurts QB - PHI Q ,8.88,T. Etienne RB - JAX ,13.20,K. Williams RB - LA IA ,11.30,A. Cooper WR - CLE IA ,5.70,A. Brown WR - PHI Q ,7.40,D. Njoku TE - CLE ,21.10,D. Pierce RB - HOU ,0.70,H. Butker K - KC ,5.00,Colts DEF ,7.00,J. Conner RB - ARI ,0.00,A. Jones RB - GB ,0.00,K. Murray QB - ARI ,0.00,D. Wicks WR - GB ,2.00,Eagles DEF ,10.00,C. Kirk WR - JAX IA ,0.00,-,-,80.28,Peter,103.34
Neil,1,D. Prescott QB - DAL ,17.94,D. Montgomery RB - DET ,8.50,B. Robinson RB - ATL ,14.80,D. Moore WR - CHI ,20.80,D. Samuel WR - SF ,27.00,T. Hockenson TE - MIN IR ,5.30,T. Pollard RB - DAL ,9.60,J. Elliott K - PHI ,9.00,Jaguars DEF ,6.00,A. Lazard WR - NYJ IA ,0.00,M. Brown WR - ARI IR ,0.00,J. Ferguson TE - DAL ,7.20,J. Dotson WR - WAS ,0.00,T. Bass K - BUF ,8.00,Patriots DEF ,5.00,K. Cousins QB - MIN IR ,0.00,118.94,alex,100.02
michael,10,T. Tagovailoa QB - MIA ,9.10,R. Mostert RB - MIA IA ,22.00,D. Singletary RB - HOU ,12.50,G. Davis WR - BUF Q ,0.00,J. Chase WR - CIN ,2.90,K. Pitts TE - ATL ,11.70,J. Addison WR - MIN ,2.70,J. Myers K - SEA ,4.00,Chargers DEF ,4.00,R. Wilson QB - DEN View News ,15.46,K. Allen WR - LAC IA ,6.80,K. Hunt RB - CLE ,9.00,S. Perine RB - DEN ,4.40,I. Pacheco RB - KC ,0.00,Bills DEF ,6.00,L. Musgrave TE - GB ,0.00,68.90,david,105.32
Kevin,9,J. Herbert QB - LAC IR ,1.84,C. McCaffrey RB - SF IA ,15.30,D. Swift RB - PHI IA ,3.90,N. Collins WR - HOU ,1.30,C. Olave WR - NO ,8.80,G. Everett TE - LAC Q ,3.90,R. Rice WR - KC IA ,11.20,E. McPherson K - CIN ,10.00,Browns DEF ,12.00,L. Murray RB - BUF IA ,3.00,T. Higgins WR - CIN IA ,7.20,A. Gibson RB - WAS ,0.00,J. Reed WR - GB ,12.50,J. Downs WR - IND ,3.20,Z. Charbonnet RB - SEA ,4.80,-,-,68.24,Ryan,96.42
Jeremy,8,G. Smith QB - SEA ,0.00,S. Barkley RB - NYG ,20.10,N. Harris RB - PIT ,4.80,S. Diggs WR - BUF ,2.40,J. Meyers WR - LV ,2.50,I. Likely TE - BAL ,14.30,T. Lockett WR - SEA ,8.90,M. Gay K - IND ,-1.00,Vikings DEF ,20.00,T. McLaurin WR - WAS ,0.00,M. Sanders RB - CAR ,7.40,R. Stevenson RB - NE IR ,0.00,S. Howell QB - WAS ,0.00,R. Shaheed WR - NO ,0.00,Chiefs DEF ,6.00,M. Andrews TE - BAL IR ,0.00,72.00,Peter,81.64
