Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,5,C. Stroud QB - HOU ,15.34,D. Henry RB - TEN ,4.40,B. Robinson RB - WAS ,13.20,D. Adams WR - LV ,14.20,D. Metcalf WR - SEA ,15.40,T. McBride TE - ARI ,4.30,K. Walker RB - SEA ,1.60,D. Hopkins K - CLE IA ,7.00,Commanders DEF ,9.00,D. Hopkins WR - TEN ,11.90,C. Godwin WR - TB ,3.90,G. Kittle TE - SF Q ,14.90,R. Freeman RB - LA ,7.30,E. Mitchell RB - SF ,2.40,J. Smith-Njigba WR - SEA ,4.00,-,-,84.44,alex,124.82
david,3,J. Fields QB - CHI View News ,21.16,J. Mixon RB - CIN ,16.00,J. Cook RB - BUF ,16.20,A. St. Brown WR - DET ,13.70,T. Dell WR - HOU IR ,20.90,T. Conklin TE - NYJ ,1.80,A. Thielen WR - CAR ,7.40,N. Folk K - TEN ,2.00,Cowboys DEF ,21.00,C. Sutton WR - DEN Q ,12.60,D. Goedert TE - PHI ,0.00,R. Dowdle RB - DAL ,2.00,K. Gainwell RB - PHI ,0.50,T. Chandler RB - MIN ,11.00,R. Johnson RB - CHI ,3.00,J. Jefferson WR - MIN ,0.00,120.16,Jeremy,73.04
Ryan,9,J. Goff QB - DET ,13.74,D. Henderson RB ,8.90,J. Ford RB - CLE ,9.90,C. Kupp WR - LA IA ,1.10,G. Wilson WR - NYJ Q ,-1.10,S. LaPorta TE - DET Q ,3.80,P. Nacua WR - LA ,13.70,B. Aubrey K - DAL ,9.00,Lions DEF ,6.00,E. Elliott RB - NE ,0.00,A. Kamara RB - NO IA ,0.00,D. Johnson WR - PIT ,1.60,A. Mattison RB - MIN ,6.00,T. Allgeier RB - ATL ,0.00,Vikings DEF ,2.00,-,-,65.04,Daniel,55.00
alex,2,B. Purdy QB - SF IA ,26.72,A. Ekeler RB - LAC ,5.00,J. Gibbs RB - DET ,15.50,M. Evans WR - TB ,10.30,C. Ridley WR - JAX ,24.10,D. Schultz TE - HOU ,9.20,G. Edwards RB - BAL ,19.00,R. Patterson K - CLE ,3.00,Dolphins DEF ,12.00,M. Thomas WR - NO IR ,0.00,E. Engram TE - JAX ,2.90,J. Dobbs QB - MIN ,16.94,A. Dillon RB - GB IA ,6.10,K. Herbert RB - CHI ,4.10,49ers DEF ,9.00,J. Palmer WR - LAC Q ,0.00,124.82,Peter,84.44
Alessandro,11,J. Love QB - GB ,20.88,T. Spears RB - TEN ,2.60,K. Mitchell RB - BAL IR ,4.10,T. Hill WR - MIA ,20.60,T. McLaurin WR - WAS ,4.30,M. Andrews TE - BAL IR ,2.30,R. Rice WR - KC IA ,4.20,C. Dicker K - LAC ,8.00,Steelers DEF ,7.00,L. Fournette RB - BUF ,0.00,D. Foreman RB - CHI IA ,7.40,J. Allen QB - BUF ,22.50,M. Pittman WR - IND ,0.00,D. Pierce RB - HOU ,0.00,Z. Flowers WR - BAL IA ,5.00,-,-,73.98,Peter,74.68
Daniel,8,J. Hurts QB - PHI Q ,18.90,A. Jones RB - GB ,1.70,T. Etienne RB - JAX ,5.90,C. Kirk WR - JAX IA ,4.80,A. Brown WR - PHI Q ,0.80,D. Njoku TE - CLE ,5.60,J. Conner RB - ARI ,6.30,H. Butker K - KC ,5.00,Eagles DEF ,6.00,J. Reynolds WR - DET ,1.10,K. Murray QB - ARI ,21.66,Z. Moss RB - IND ,0.00,P. Freiermuth TE - PIT ,0.70,E. Demercado RB - ARI ,0.00,Colts DEF ,0.00,K. Williams RB - LA IA ,0.00,55.00,Ryan,65.04
Neil,1,D. Prescott QB - DAL ,16.16,D. Montgomery RB - DET ,15.80,T. Pollard RB - DAL ,14.00,D. Moore WR - CHI ,15.60,M. Brown WR - ARI IR ,1.20,T. Hockenson TE - MIN IR ,5.50,D. Samuel WR - SF ,6.20,T. Bass K - BUF ,16.00,Jaguars DEF ,7.00,A. Lazard WR - NYJ IA ,0.00,J. Ferguson TE - DAL ,3.20,J. Dotson WR - WAS ,8.30,B. Robinson RB - ATL ,0.00,J. Elliott K - PHI ,3.00,Patriots DEF ,0.00,K. Cousins QB - MIN IR ,0.00,97.46,michael,111.00
michael,7,T. Tagovailoa QB - MIA ,17.60,R. Mostert RB - MIA IA ,9.30,K. Hunt RB - CLE ,3.70,K. Allen WR - LAC IA ,17.60,J. Chase WR - CIN ,7.20,L. Musgrave TE - GB ,2.80,D. Singletary RB - HOU ,17.80,J. Myers K - SEA ,14.00,Bills DEF ,21.00,R. Wilson QB - DEN View News ,14.46,S. Perine RB - DEN ,6.70,G. Davis WR - BUF Q ,0.00,K. Pitts TE - ATL ,0.00,I. Pacheco RB - KC ,9.10,J. Addison WR - MIN ,4.40,-,-,111.00,Neil,97.46
Kevin,4,J. Herbert QB - LAC IR ,25.70,C. McCaffrey RB - SF IA ,16.30,D. Swift RB - PHI IA ,16.70,N. Collins WR - HOU ,6.50,J. Reed WR - GB ,15.20,L. Thomas TE - WAS ,3.80,Z. Charbonnet RB - SEA ,6.90,E. McPherson K - CIN ,10.00,Browns DEF ,7.00,N. Brown WR - HOU IA ,0.00,T. Higgins WR - CIN IA ,0.00,A. Gibson RB - WAS ,0.00,D. London WR - ATL ,0.00,C. Olave WR - NO ,0.00,J. Downs WR - IND ,0.00,-,-,108.10,Greg,101.26
Jeremy,6,S. Howell QB - WAS ,17.74,S. Barkley RB - NYG ,26.00,D. Achane RB - MIA ,0.50,A. Cooper WR - CLE IA ,3.40,S. Diggs WR - BUF ,2.70,D. Kincaid TE - BUF ,4.60,T. Lockett WR - SEA ,5.10,M. Prater K - ARI ,6.00,Chiefs DEF ,7.00,J. Meyers WR - LV ,4.90,R. Stevenson RB - NE IR ,0.00,N. Harris RB - PIT ,3.60,R. Doubs WR - GB Q ,11.30,R. Shaheed WR - NO ,0.00,Saints DEF ,0.00,D. Waller TE - NYG ,0.00,73.04,david,120.16
