Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,2,C. Stroud QB - HOU ,0.00,D. Henry RB - TEN ,1.00,K. Walker RB - SEA ,17.20,D. Adams WR - LV ,16.10,D. Metcalf WR - SEA ,7.80,G. Kittle TE - SF Q ,5.40,D. Hopkins WR - TEN ,2.10,B. Grupe K - NO ,8.00,Rams DEF ,4.00,C. Godwin WR - TB ,15.50,B. Mayfield QB - TB ,29.04,E. Mitchell RB - SF ,0.00,T. McBride TE - ARI ,10.20,B. Robinson RB - WAS ,0.00,Broncos DEF ,-2.00,-,-,61.60,-,-
david,4,J. Fields QB - CHI View News ,9.64,J. Mixon RB - CIN ,12.10,J. Cook RB - BUF ,34.10,C. Sutton WR - DEN Q ,7.10,A. St. Brown WR - DET ,17.20,D. Goedert TE - PHI ,3.10,J. Jefferson WR - MIN ,8.40,B. McManus K - JAX ,1.00,Saints DEF ,14.00,D. Foreman RB - CHI IA ,-0.60,K. Gainwell RB - PHI ,2.10,P. Freiermuth TE - PIT ,1.60,R. Doubs WR - GB Q ,3.00,T. Chandler RB - MIN ,21.70,Cowboys DEF ,0.00,-,-,106.64,Daniel,125.12
Ryan,7,J. Love QB - GB ,17.46,E. Elliott RB - NE ,4.60,A. Kamara RB - NO IA ,11.00,G. Wilson WR - NYJ Q ,2.90,P. Nacua WR - LA ,5.30,S. LaPorta TE - DET Q ,23.60,J. Ford RB - CLE ,3.10,B. Aubrey K - DAL ,4.00,Texans DEF ,13.00,J. Goff QB - DET ,31.12,C. Kupp WR - LA IA ,17.10,D. Johnson WR - PIT ,12.20,A. Mattison RB - MIN ,0.00,E. Moore WR - CLE ,1.70,T. Allgeier RB - ATL ,5.10,-,-,84.96,-,-
alex,3,B. Purdy QB - SF IA ,25.68,A. Ekeler RB - LAC ,3.80,J. Gibbs RB - DET ,22.80,M. Evans WR - TB ,11.70,C. Ridley WR - JAX ,3.90,E. Engram TE - JAX ,2.80,O. Beckham WR - BAL IA ,1.40,R. Patterson K - CLE ,0.00,Dolphins DEF ,24.00,D. Schultz TE - HOU ,5.80,G. Edwards RB - BAL ,12.90,A. Dillon RB - GB IA ,0.00,K. Herbert RB - CHI ,1.20,W. Levis QB - TEN IA ,14.46,49ers DEF ,12.00,-,-,96.08,Greg,102.64
Alessandro,11,J. Allen QB - BUF ,16.16,Z. Moss RB - IND ,9.30,D. Achane RB - MIA ,6.20,M. Pittman WR - IND ,7.80,Z. Flowers WR - BAL IA ,0.70,C. Okonkwo TE - TEN ,3.60,N. Brown WR - HOU IA ,14.20,J. Sanders K - MIA ,12.00,Falcons DEF ,7.00,T. Hill WR - MIA ,0.00,D. London WR - ATL ,2.40,D. Kincaid TE - BUF ,0.00,T. Spears RB - TEN ,3.70,K. Mitchell RB - BAL IR ,8.80,Bears DEF ,17.00,A. Richardson QB - IND IR ,0.00,76.96,michael,84.46
Daniel,5,J. Hurts QB - PHI Q ,21.92,T. Etienne RB - JAX ,5.90,K. Williams RB - LA IA ,19.50,A. Cooper WR - CLE IA ,16.90,A. Brown WR - PHI Q ,5.60,D. Njoku TE - CLE ,16.40,J. Conner RB - ARI ,14.90,H. Butker K - KC ,10.00,Colts DEF ,14.00,M. Mariota QB - PHI ,0.00,A. Jones RB - GB ,6.90,K. Murray QB - ARI ,13.34,D. Pierce RB - HOU ,0.30,D. Wicks WR - GB ,9.70,Eagles DEF ,3.00,C. Kirk WR - JAX IA ,0.00,125.12,david,106.64
Neil,1,D. Prescott QB - DAL ,6.06,D. Montgomery RB - DET ,8.20,B. Robinson RB - ATL ,-0.60,D. Moore WR - CHI ,5.20,D. Samuel WR - SF ,17.90,T. Hockenson TE - MIN IR ,6.30,T. Pollard RB - DAL ,5.70,J. Elliott K - PHI ,5.00,Jaguars DEF ,5.00,A. Lazard WR - NYJ IA ,2.10,M. Brown WR - ARI IR ,0.00,J. Ferguson TE - DAL ,4.40,J. Dotson WR - WAS ,1.20,T. Bass K - BUF ,7.00,Patriots DEF ,7.00,K. Cousins QB - MIN IR ,0.00,58.76,-,-
michael,10,T. Tagovailoa QB - MIA ,12.96,R. Mostert RB - MIA IA ,16.30,D. Singletary RB - HOU ,17.00,G. Davis WR - BUF Q ,0.00,J. Chase WR - CIN ,6.40,K. Pitts TE - ATL ,3.70,J. Addison WR - MIN ,23.10,J. Myers K - SEA ,8.00,Chargers DEF ,-3.00,R. Wilson QB - DEN View News ,17.52,K. Allen WR - LAC IA ,0.00,K. Hunt RB - CLE ,2.00,S. Perine RB - DEN ,4.80,I. Pacheco RB - KC ,0.00,Bills DEF ,9.00,L. Musgrave TE - GB ,0.00,84.46,Alessandro,76.96
Kevin,9,M. Stafford QB - LA IA ,18.52,C. McCaffrey RB - SF IA ,36.70,D. Swift RB - PHI IA ,7.50,J. Reed WR - GB ,11.20,R. Rice WR - KC IA ,15.10,G. Everett TE - LAC Q ,4.10,A. Gibson RB - WAS ,3.50,E. McPherson K - CIN ,9.00,Browns DEF ,13.00,L. Murray RB - BUF IA ,7.10,T. Higgins WR - CIN IA ,18.10,N. Collins WR - HOU ,0.00,C. Olave WR - NO ,0.00,J. Downs WR - IND ,1.90,Z. Charbonnet RB - SEA ,1.60,J. Herbert QB - LAC IR ,0.00,118.62,Peter,63.50
Jeremy,8,G. Smith QB - SEA ,0.00,S. Barkley RB - NYG ,3.70,N. Harris RB - PIT ,1.30,S. Diggs WR - BUF ,4.80,J. Meyers WR - LV ,13.68,I. Likely TE - BAL ,13.00,T. Lockett WR - SEA ,2.10,M. Gay K - IND ,12.00,Vikings DEF ,7.00,T. McLaurin WR - WAS ,20.10,M. Sanders RB - CAR ,1.30,R. Stevenson RB - NE IR ,0.00,S. Howell QB - WAS ,8.28,R. Shaheed WR - NO ,3.60,Chiefs DEF ,7.00,M. Andrews TE - BAL IR ,0.00,57.58,-,-
Peter,12,P. Mahomes QB - KC IA ,15.70,C. Hubbard RB - CAR ,10.30,B. Hall RB - NYJ ,1.80,C. Lamb WR - DAL ,11.60,R. Moore WR - ARI ,0.80,C. Kmet TE - CHI Q ,8.30,J. Williams RB - DEN ,2.00,J. Tucker K - BAL ,11.00,Jets DEF ,2.00,B. Cooks WR - DAL ,1.00,J. Taylor RB - IND ,0.00,J. Kelley RB - LAC ,0.80,C. Watson WR - GB IA ,0.00,N. Folk K - TEN ,4.00,-,-,-,-,63.50,Kevin,118.62
Greg,6,L. Jackson QB - BAL IA ,18.54,Z. White RB - LV ,14.50,R. White RB - TB ,19.90,B. Aiyuk WR - SF ,3.70,D. Smith WR - PHI IA ,5.00,T. Kelce TE - KC IA ,2.80,J. Waddle WR - MIA IA ,20.20,J. Moody K - SF ,9.00,Ravens DEF ,9.00,A. Thielen WR - CAR ,4.30,T. Hill TE - NO ,0.50,J. Jacobs RB - LV IA ,0.00,T. Lawrence QB - JAX ,14.66,G. Pickens WR - PIT ,4.70,J. Warren RB - PIT ,6.80,-,-,102.64,alex,96.08
