Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,8,C. Stroud QB - HOU ,14.16,D. Henry RB - TEN ,6.20,B. Robinson RB - WAS ,4.30,D. Adams WR - LV ,4.50,T. Atwell WR - LA ,6.90,G. Kittle TE - SF Q ,24.70,L. Murray RB - BUF IA ,0.70,B. Maher K - LA ,2.00,Commanders DEF ,-1.00,G. Smith QB - SEA ,0.00,D. Watson QB - CLE IR ,0.00,C. Godwin WR - TB ,0.00,D. Metcalf WR - SEA ,0.00,K. Walker RB - SEA ,0.00,Q. Johnston WR - LAC ,0.00,-,-,62.46,Daniel,112.12
david,4,J. Fields QB - CHI View News ,32.98,J. Mixon RB - CIN ,9.40,J. Cook RB - BUF ,2.10,A. Thielen WR - CAR ,16.70,J. Jefferson WR - MIN ,2.80,D. Goedert TE - PHI ,17.70,C. Sutton WR - DEN Q ,1.30,J. Sanders K - MIA ,7.00,Cowboys DEF ,-1.00,Z. Jones WR - JAX ,8.30,S. Perine RB - DEN ,7.50,A. St. Brown WR - DET ,0.00,E. Moore WR - CLE ,0.00,R. Johnson RB - CHI ,1.90,M. Mims WR - DEN ,-1.60,-,-,88.98,Peter,93.74
Ryan,5,J. Goff QB - DET ,27.44,A. Kamara RB - NO IA ,15.70,A. Mattison RB - MIN ,10.60,C. Kupp WR - LA IA ,11.80,P. Nacua WR - LA ,13.10,S. LaPorta TE - DET Q ,16.70,G. Wilson WR - NYJ Q ,5.40,B. Aubrey K - DAL ,6.00,Dolphins DEF ,11.00,J. Burrow QB - CIN IR ,23.38,A. Dillon RB - GB IA ,13.60,E. Mitchell RB - SF ,0.00,T. Allgeier RB - ATL ,6.00,J. Ford RB - CLE ,0.00,R. Shaheed WR - NO ,2.80,D. Johnson WR - PIT ,0.00,117.74,Jeremy,80.58
alex,9,T. Lawrence QB - JAX ,15.70,K. Herbert RB - CHI ,7.60,J. Gibbs RB - DET ,0.00,M. Thomas WR - NO IR ,6.50,C. Ridley WR - JAX ,13.60,E. Engram TE - JAX ,2.80,G. Edwards RB - BAL ,4.80,N. Folk K - TEN ,12.00,49ers DEF ,16.00,M. Evans WR - TB ,0.00,A. Ekeler RB - LAC ,0.00,C. Edwards-Helaire RB - KC ,0.40,J. Palmer WR - LAC Q ,0.00,D. Kincaid TE - BUF ,1.90,J. Reed WR - GB ,0.70,-,-,79.00,michael,122.42
Alessandro,7,J. Allen QB - BUF ,27.76,M. Breida RB - NYG ,2.40,D. Pierce RB - HOU ,8.20,T. Hill WR - MIA ,24.10,M. Pittman WR - IND ,5.20,M. Andrews TE - BAL IR ,6.50,Z. Flowers WR - BAL IA ,7.30,T. Bass K - BUF ,2.00,Texans DEF ,4.00,D. Hopkins WR - TEN ,14.00,T. McLaurin WR - WAS ,4.90,T. Spears RB - TEN ,12.90,R. Rice WR - KC IA ,9.30,K. Miller RB - NO ,9.00,J. Wilson RB - MIA ,0.00,-,-,87.46,Kevin,62.12
Daniel,3,J. Hurts QB - PHI Q ,27.32,J. Conner RB - ARI ,4.60,T. Etienne RB - JAX ,32.40,C. Kirk WR - JAX IA ,8.40,A. Brown WR - PHI Q ,12.70,Z. Ertz TE - DET Q ,7.00,K. Williams RB - LA IA ,5.70,H. Butker K - KC ,9.00,Eagles DEF ,5.00,D. Njoku TE - CLE ,0.00,A. Jones RB - GB ,0.00,J. Smith-Schuster WR - NE IR ,0.60,J. Reynolds WR - DET ,13.60,Z. Moss RB - IND ,31.50,J. Jeudy WR - DEN ,5.00,K. Murray QB - ARI ,0.00,112.12,Peter,62.46
Neil,1,K. Cousins QB - MIN IR ,19.86,D. Montgomery RB - DET ,18.90,B. Robinson RB - ATL ,9.80,D. Moore WR - CHI ,43.00,D. Samuel WR - SF ,8.50,T. Hockenson TE - MIN IR ,5.10,T. Pollard RB - DAL ,4.40,J. Elliott K - PHI ,11.00,Patriots DEF ,1.00,D. Prescott QB - DAL ,4.32,A. Lazard WR - NYJ IA ,3.30,R. Penny RB - PHI ,0.00,M. Brown WR - ARI IR ,12.10,J. Johnson TE - NO ,0.00,J. Dotson WR - WAS ,3.00,-,-,121.56,Greg,84.44
michael,2,T. Tagovailoa QB - MIA ,16.92,R. Mostert RB - MIA IA ,13.80,I. Pacheco RB - KC ,12.40,G. Davis WR - BUF Q ,16.00,J. Chase WR - CIN ,37.20,K. Pitts TE - ATL ,8.70,R. Stevenson RB - NE IR ,2.40,R. Patterson K - CLE ,6.00,Bills DEF ,9.00,R. Wilson QB - DEN View News ,18.74,K. Allen WR - LAC IA ,0.00,J. Waddle WR - MIA IA ,9.50,J. Williams WR - DET IA ,0.20,J. Mingo WR - CAR IR ,4.80,J. Myers K - SEA ,0.00,-,-,122.42,alex,79.00
Kevin,6,A. Richardson QB - IND IR ,4.42,C. McCaffrey RB - SF IA ,11.80,D. Swift RB - PHI IA ,10.80,N. Collins WR - HOU ,3.90,C. Olave WR - NO ,7.20,J. Ferguson TE - DAL ,2.80,M. Sanders RB - CAR ,1.20,K. Fairbairn K - HOU ,13.00,Lions DEF ,7.00,T. Higgins WR - CIN IA ,0.00,J. Herbert QB - LAC IR ,0.00,D. London WR - ATL ,8.68,W. Robinson WR - NYG ,1.90,T. Dell WR - HOU IR ,5.30,Z. Charbonnet RB - SEA ,0.00,K. Mitchell RB - BAL IR ,0.00,62.12,Alessandro,87.46
Jeremy,10,J. Love QB - GB ,4.98,N. Harris RB - PIT ,4.00,D. Achane RB - MIA ,20.50,S. Diggs WR - BUF ,16.10,R. Doubs WR - GB Q ,0.40,D. Waller TE - NYG ,8.60,S. Barkley RB - NYG ,0.00,M. Prater K - ARI ,2.00,Saints DEF ,24.00,J. McKinnon RB - KC IR ,2.50,T. Lockett WR - SEA ,0.00,A. Cooper WR - CLE IA ,0.00,D. Jones QB - NYG IR ,7.16,J. Meyers WR - LV ,13.50,J. Addison WR - MIN ,12.40,-,-,80.58,Ryan,117.74
