Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,6,C. Stroud QB - HOU ,12.90,D. Henry RB - TEN ,12.20,K. Walker RB - SEA ,7.00,D. Adams WR - LV ,1.10,D. Metcalf WR - SEA ,6.70,G. Kittle TE - SF Q ,14.90,B. Robinson RB - WAS ,7.90,D. Hopkins K - CLE IA ,8.00,Dolphins DEF ,6.00,D. Hopkins WR - TEN ,30.80,L. Murray RB - BUF IA ,1.10,D. Watson QB - CLE IR ,0.00,C. Godwin WR - TB ,12.80,R. Freeman RB - LA ,10.40,J. Smith-Njigba WR - SEA ,9.60,-,-,76.70,Jeremy,74.98
david,3,M. Stafford QB - LA IA ,11.38,J. Mixon RB - CIN ,17.00,J. Cook RB - BUF ,7.30,A. Thielen WR - CAR ,7.20,A. St. Brown WR - DET ,10.80,D. Goedert TE - PHI ,3.60,T. Dell WR - HOU IR ,3.10,J. Sanders K - MIA ,7.00,Cowboys DEF ,13.00,C. Sutton WR - DEN Q ,8.90,K. Osborn WR - MIN ,9.90,J. Fields QB - CHI View News ,0.00,T. Atwell WR - LA ,4.90,K. Gainwell RB - PHI ,0.60,R. Johnson RB - CHI ,3.10,J. Jefferson WR - MIN ,0.00,80.38,Daniel,110.46
Ryan,11,J. Goff QB - DET ,12.68,A. Kamara RB - NO IA ,23.00,A. Mattison RB - MIN ,3.30,C. Kupp WR - LA IA ,2.10,P. Nacua WR - LA ,4.30,S. LaPorta TE - DET Q ,11.70,G. Wilson WR - NYJ Q ,10.60,B. Aubrey K - DAL ,13.00,Falcons DEF ,3.00,E. Elliott RB - NE ,3.60,D. Henderson RB ,8.50,D. Johnson WR - PIT ,8.50,J. Burrow QB - CIN IR ,27.62,T. Allgeier RB - ATL ,3.10,J. Ford RB - CLE ,3.90,-,-,83.68,alex,118.98
alex,7,T. Lawrence QB - JAX ,14.68,A. Ekeler RB - LAC ,16.30,J. Gibbs RB - DET ,24.90,M. Evans WR - TB ,9.90,C. Ridley WR - JAX ,8.30,D. Schultz TE - HOU ,0.50,G. Edwards RB - BAL ,27.40,B. Grupe K - NO ,8.00,Chargers DEF ,9.00,M. Thomas WR - NO IR ,6.80,E. Engram TE - JAX ,6.80,A. Dillon RB - GB IA ,5.20,J. Palmer WR - LAC Q ,2.40,B. Purdy QB - SF IA ,18.30,49ers DEF ,4.00,K. Herbert RB - CHI ,0.00,118.98,Ryan,83.68
Alessandro,4,J. Allen QB - BUF ,29.06,D. Foreman RB - CHI IA ,3.60,D. Pierce RB - HOU ,4.60,T. Hill WR - MIA ,17.20,Z. Flowers WR - BAL IA ,1.90,M. Andrews TE - BAL IR ,10.00,T. McLaurin WR - WAS ,12.30,K. Fairbairn K - HOU ,1.00,Steelers DEF ,10.00,L. Fournette RB - BUF ,0.00,J. Wilson RB - MIA ,3.70,M. Pittman WR - IND ,10.00,P. Strong RB - CLE Q ,8.20,T. Spears RB - TEN ,3.60,R. Rice WR - KC IA ,5.60,-,-,89.66,Greg,93.98
Daniel,2,J. Hurts QB - PHI Q ,27.36,A. Jones RB - GB ,4.60,T. Etienne RB - JAX ,22.90,C. Kirk WR - JAX IA ,4.60,A. Brown WR - PHI Q ,25.00,D. Njoku TE - CLE ,13.70,J. Reynolds WR - DET ,-0.70,H. Butker K - KC ,11.00,Eagles DEF ,2.00,J. Conner RB - ARI ,0.00,Z. Moss RB - IND ,13.40,J. Jeudy WR - DEN ,11.00,K. Williams RB - LA IA ,0.00,E. Demercado RB - ARI ,7.90,Seahawks DEF ,10.00,K. Murray QB - ARI ,0.00,110.46,david,80.38
Neil,1,D. Prescott QB - DAL ,28.06,T. Pollard RB - DAL ,5.50,B. Robinson RB - ATL ,12.20,M. Brown WR - ARI IR ,9.30,J. Dotson WR - WAS ,16.80,T. Hockenson TE - MIN IR ,14.80,D. Moore WR - CHI ,5.50,J. Elliott K - PHI ,10.00,Patriots DEF ,5.00,K. Cousins QB - MIN IR ,19.86,A. Lazard WR - NYJ IA ,4.50,R. Penny RB - PHI ,0.00,D. Montgomery RB - DET ,0.00,D. Samuel WR - SF ,0.00,J. Johnson TE - NO ,0.50,-,-,107.16,Peter,101.60
michael,9,T. Tagovailoa QB - MIA ,21.76,R. Mostert RB - MIA IA ,10.60,I. Pacheco RB - KC ,3.70,G. Davis WR - BUF Q ,14.70,J. Chase WR - CIN ,15.20,K. Pitts TE - ATL ,3.50,K. Allen WR - LAC IA ,6.90,R. Patterson K - CLE ,15.00,Bills DEF ,4.00,R. Wilson QB - DEN View News ,17.56,D. Singletary RB - HOU ,4.30,J. Waddle WR - MIA IA ,18.10,J. Williams WR - DET IA ,1.60,J. Addison WR - MIN ,14.40,J. Myers K - SEA ,6.00,-,-,95.36,Kevin,104.32
Kevin,5,J. Herbert QB - LAC IR ,24.02,C. McCaffrey RB - SF IA ,23.80,D. Swift RB - PHI IA ,12.40,N. Collins WR - HOU ,3.00,D. London WR - ATL ,5.50,L. Thomas TE - WAS ,10.40,J. Downs WR - IND ,7.20,G. Joseph K - MIN ,6.00,Lions DEF ,12.00,M. Sanders RB - CAR ,0.00,T. Higgins WR - CIN IA ,6.90,E. Mitchell RB - SF ,0.20,C. Olave WR - NO ,4.60,W. Robinson WR - NYG ,1.70,Z. Charbonnet RB - SEA ,6.40,-,-,104.32,michael,95.36
Jeremy,8,S. Howell QB - WAS ,30.98,S. Barkley RB - NYG ,12.80,R. Stevenson RB - NE IR ,5.00,S. Diggs WR - BUF ,7.00,J. Meyers WR - LV ,1.90,D. Waller TE - NYG ,0.40,A. Cooper WR - CLE IA ,8.90,M. Prater K - ARI ,4.00,Saints DEF ,4.00,T. Lockett WR - SEA ,14.10,J. Hill RB - BAL ,5.50,N. Harris RB - PIT ,5.50,R. Doubs WR - GB Q ,7.80,R. Shaheed WR - NO ,21.30,D. Kincaid TE - BUF ,12.50,D. Achane RB - MIA ,0.00,74.98,Peter,76.70
Peter,12,P. Mahomes QB - KC IA ,5.60,J. Taylor RB - IND ,9.70,B. Hall RB - NYJ ,15.30,C. Lamb WR - DAL ,29.00,C. Watson WR - GB IA ,3.30,C. Kmet TE - CHI Q ,7.90,J. Williams RB - DEN ,15.80,J. Tucker K - BAL ,7.00,Jets DEF ,8.00,B. Cooks WR - DAL ,11.20,J. Smith TE - ATL ,1.30,K. Bourne WR - NE IR ,9.60,J. Kelley RB - LAC ,2.10,C. Hubbard RB - CAR ,5.40,K. Toney WR - KC IA ,0.10,-,-,101.60,Neil,107.16
Greg,10,L. Jackson QB - BAL IA ,11.98,J. Jacobs RB - LV IA ,14.80,R. White RB - TB ,10.90,B. Aiyuk WR - SF ,10.90,D. Smith WR - PHI IA ,15.90,T. Kelce TE - KC IA ,5.80,K. Hunt RB - CLE ,12.70,J. Moody K - SF ,5.00,Ravens DEF ,6.00,H. Henry TE - NE IR ,2.80,C. Akers RB - MIN IR ,8.50,S. Moore WR - KC IR ,0.80,G. Pickens WR - PIT ,8.20,J. Warren RB - PIT ,3.80,J. McLaughlin RB - DEN Q ,3.90,-,-,93.98,Alessandro,89.66
