Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,11,R. Tannehill QB - TEN ,19.40,J. Conner RB - ARI ,12.40,D. Williams RB - KC ,5.00,T. Lockett WR - SEA ,1.20,M. Callaway WR - NO ,3.20,O. Howard TE - BUF ,0.90,J. Crowder WR - BUF Q ,3.40,N. Folk K - NE ,14.00,49ers DEF ,4.00,A. Thielen WR - MIN IR ,0.00,D. Waller TE - LV ,0.00,E. Elliott RB - DAL Q ,0.00,D. Watson QB - CLE ,0.00,D. Dallas RB - SEA ,0.00,T. Lance QB - SF ,0.00,C. Edwards-Helaire RB - KC ,0.00,63.50,michael,91.08
david,10,D. Carr QB - LV ,19.02,J. Jacobs RB - LV ,12.80,J. Taylor RB - IND ,15.00,R. Anderson WR - CAR ,1.40,C. Godwin WR - TB IR ,17.10,N. Fant TE - SEA ,3.90,D. Freeman RB - BAL Q ,9.90,R. Succop K - TB ,8.00,Panthers DEF ,2.00,A. Cooper WR - CLE ,0.00,S. Shepard WR - NYG IR ,0.00,T. Boyd WR - CIN ,3.90,Z. Moss RB - BUF ,0.00,T. Bass K - BUF ,0.00,Cowboys DEF ,0.00,R. Wilson QB - DEN ,0.00,89.12,Ryan,121.26
Ryan,2,M. Stafford QB - LA ,27.16,D. Johnson RB - CLE ,22.80,D. Swift RB - DET ,20.40,D. Adams WR - LV ,13.60,D. Metcalf WR - SEA ,15.60,M. Andrews TE - BAL ,4.80,D. Mooney WR - CHI ,3.90,M. Gay K - LA ,8.00,Browns DEF ,5.00,A. Collins RB - SEA IR ,4.40,K. Golladay WR - NYG ,0.00,R. Seals-Jones TE - NYG IR ,5.10,S. Michel RB - LA ,0.40,N. Chubb RB - CLE ,0.00,R. Bateman WR - BAL ,8.00,C. Carson RB - SEA IR ,0.00,121.26,david,89.12
alex,6,K. Murray QB - ARI ,21.44,A. Kamara RB - NO ,23.90,C. Edmonds RB - MIA ,9.00,D. Hopkins WR - ARI IR ,11.30,M. Brown WR - ARI ,14.00,Z. Ertz TE - ARI ,13.00,A. Green WR - ARI ,6.60,M. Crosby K - GB ,5.00,Cardinals DEF ,11.00,R. Gronkowski TE - TB ,0.00,M. Ingram RB - NO Q ,2.70,W. Fuller WR - MIA IR ,0.00,D. Singletary RB - BUF ,0.00,G. Zuerlein K - NYJ ,0.00,Bengals DEF ,6.00,J. Jeudy WR - DEN ,0.00,115.24,Greg,97.14
Alessandro,5,T. Tagovailoa QB - MIA ,26.54,K. Herbert RB - CHI ,13.30,M. Carter RB - NYJ ,8.40,J. Landry WR - CLE ,3.70,C. Kupp WR - LA ,27.60,T. Hockenson TE - DET IR ,4.80,A. Brown WR - PHI ,19.30,R. Bullock K - TEN ,11.00,Buccaneers DEF ,21.00,D. Booker RB - NYG ,12.60,D. Cook RB - MIN ,0.00,J. Allen QB - BUF ,0.00,J. Jefferson WR - MIN ,0.00,J. Williams RB - DEN ,11.20,D. Smith WR - PHI ,6.10,-,-,135.64,Peter,53.08
Daniel,3,A. Rodgers QB - GB ,24.66,M. Gordon RB - DEN ,9.20,M. Gaskin RB - MIA ,13.70,D. Moore WR - CAR ,7.30,C. Ridley WR - ATL NFI-R ,8.60,C. Uzomah TE - NYJ ,21.10,R. Gage WR - TB ,12.70,Y. Koo K - ATL ,12.00,Falcons DEF ,4.00,E. Sanders WR - BUF ,0.00,J. Jones WR - TEN ,3.80,A. Ekeler RB - LAC ,0.00,D. Knox TE - BUF ,0.00,A. Mattison RB - MIN ,0.00,Steelers DEF ,0.00,R. Penny RB - SEA ,0.90,113.26,Jeremy,115.54
Neil,9,T. Brady QB - TB ,24.44,A. Jones RB - GB ,3.90,A. Dillon RB - GB Q ,-1.20,T. Higgins WR - CIN ,6.20,J. Waddle WR - MIA ,8.30,K. Pitts TE - ATL ,16.30,M. Sanders RB - PHI ,2.70,H. Butker K - KC ,3.00,Patriots DEF ,12.00,S. Diggs WR - BUF ,0.00,H. Henry TE - NE ,8.30,J. Williams RB - DET ,5.70,J. Burrow QB - CIN ,28.64,C. Lamb WR - DAL ,0.00,Colts DEF ,11.00,-,-,75.64,Kevin,94.20
michael,1,L. Jackson QB - BAL Q ,23.08,D. Henry RB - TEN ,14.40,L. Fournette RB - TB ,15.00,R. Woods WR - TEN IR ,9.00,O. Beckham WR - LA O ,2.30,M. Gesicki TE - MIA ,14.50,M. Hardman WR - KC ,0.80,J. Tucker K - BAL ,5.00,Rams DEF ,7.00,M. Jones WR - JAX ,0.00,K. Allen WR - LAC ,0.00,L. Murray RB - BAL ,0.00,M. Williams WR - LAC ,0.00,D. Montgomery RB - CHI ,0.00,T. Lawrence QB - JAX ,0.00,J. White RB - NE IR ,0.00,91.08,Peter,63.50
Kevin,7,C. Wentz QB - WAS ,20.30,D. Henderson RB - LA ,6.40,A. Gibson RB - WAS ,5.60,J. Meyers WR - NE ,4.40,J. Chase WR - CIN ,28.10,T. Higbee TE - LA IR ,4.60,H. Renfrow WR - LV ,5.80,E. McPherson K - CIN ,13.00,Raiders DEF ,6.00,A. Brown WR Q ,0.00,J. McKissic RB - WAS IR ,5.60,K. Hunt RB - CLE Q ,0.00,J. Robinson RB - JAX IR ,0.00,J. Herbert QB - LAC ,0.00,Bills DEF ,0.00,M. Gallup WR - DAL Q ,0.00,94.20,Neil,75.64
Jeremy,4,J. Hurts QB - PHI Q ,23.54,K. Drake RB - LV Q ,13.90,D. Harris RB - NE ,23.30,C. Sutton WR - DEN ,6.80,D. Samuel WR - SF ,14.00,T. Kelce TE - KC ,6.50,M. Pittman WR - IND ,16.50,B. McManus K - DEN ,2.00,Saints DEF ,9.00,A. Robinson WR - LA ,1.60,D. Williams RB - ATL ,0.80,S. Barkley RB - NYG ,0.00,C. Claypool WR - PIT ,0.00,R. Moore WR - ARI ,1.70,N. Harris RB - PIT ,0.00,T. Smith WR - NO ,1.10,115.54,Daniel,113.26
