Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,10,R. Tannehill QB - TEN ,16.54,E. Elliott RB - DAL Q ,8.00,C. Edwards-Helaire RB - KC ,16.20,T. Lockett WR - SEA ,22.20,V. Jefferson WR - LA ,12.80,T. Higbee TE - LA IR ,0.00,J. Conner RB - ARI ,24.50,M. Gay K - LA ,14.00,Chiefs DEF ,24.00,A. Thielen WR - MIN IR ,0.00,D. Carr QB - LV ,10.52,J. Garoppolo QB - SF Q ,20.14,D. Waller TE - LV ,0.00,T. Coleman RB - NYJ ,0.00,49ers DEF ,9.00,-,-,138.24,alex,75.32
david,7,R. Wilson QB - DEN ,21.20,D. Freeman RB - BAL Q ,7.20,J. Jacobs RB - LV ,5.00,A. Cooper WR - CLE ,11.10,C. Godwin WR - TB IR ,10.50,N. Fant TE - SEA ,5.10,T. Boyd WR - CIN ,6.30,T. Bass K - BUF ,9.00,Cowboys DEF ,20.00,J. Cook TE - LAC ,6.80,C. Beasley WR - BUF ,6.40,J. Crowder WR - BUF Q ,1.90,S. Shepard WR - NYG IR ,2.70,Z. Moss RB - BUF ,0.00,J. Taylor RB - IND ,0.00,-,-,95.40,Daniel,121.24
Ryan,3,M. Stafford QB - LA ,23.48,J. Wilson RB - SF Q ,5.60,N. Chubb RB - CLE ,6.50,D. Adams WR - LV ,24.10,D. Metcalf WR - SEA ,4.30,M. Andrews TE - BAL ,17.50,S. Michel RB - LA ,7.90,G. Zuerlein K - NYJ ,13.00,Broncos DEF ,10.00,D. Williams RB - KC ,9.90,D. Hilliard RB - TEN ,1.30,D. Swift RB - DET ,0.00,B. Aiyuk WR - SF ,12.60,M. Sargent RB - JAX ,0.00,Chargers DEF ,6.00,M. Ingram RB - NO Q ,0.00,112.38,Alessandro,128.02
alex,11,K. Murray QB - ARI ,17.42,R. Burkhead RB - HOU ,6.60,A. Kamara RB - NO ,20.50,D. Hopkins WR - ARI IR ,5.40,M. Brown WR - ARI ,4.10,R. Gronkowski TE - TB ,6.20,J. Landry WR - CLE ,10.10,C. Boswell K - PIT ,2.00,Ravens DEF ,3.00,A. Green WR - ARI ,10.20,C. Newton QB - CAR ,13.82,Z. Ertz TE - ARI ,4.20,K. Bourne WR - NE ,0.00,D. Singletary RB - BUF ,8.90,Cardinals DEF ,2.00,C. Edmonds RB - MIA ,0.00,75.32,Peter,138.24
Alessandro,1,J. Allen QB - BUF ,35.22,D. Foreman RB - CAR ,12.20,J. Williams RB - DEN ,20.30,C. Kupp WR - LA ,18.30,J. Jefferson WR - MIN ,13.50,E. Engram TE - JAX ,0.80,A. Collins RB - SEA IR ,1.70,G. Joseph K - MIN ,12.00,Browns DEF ,14.00,D. Cook RB - MIN ,36.20,T. Hockenson TE - DET IR ,0.00,M. Carter RB - NYJ ,0.00,E. Moore WR - NYJ COV ,0.00,D. Smith WR - PHI ,0.00,Buccaneers DEF ,5.00,A. Brown WR - PHI ,0.00,128.02,Ryan,112.38
Daniel,4,A. Rodgers QB - GB ,29.64,M. Gordon RB - DEN ,23.10,A. Ekeler RB - LAC ,14.40,D. Moore WR - CAR ,8.40,R. Gage WR - TB ,6.40,D. Knox TE - BUF ,12.00,J. Jones WR - TEN ,3.30,Y. Koo K - ATL ,11.00,Falcons DEF ,13.00,E. Sanders WR - BUF ,2.50,K. Cousins QB - MIN ,14.04,C. Uzomah TE - NYJ ,5.60,M. Gaskin RB - MIA ,0.00,A. Mattison RB - MIN ,2.70,Steelers DEF ,0.00,C. Ridley WR - ATL NFI-R ,0.00,121.24,david,95.40
Neil,6,T. Brady QB - TB ,30.12,A. Jones RB - GB ,18.50,A. Dillon RB - GB Q ,7.10,S. Diggs WR - BUF ,7.40,C. Lamb WR - DAL ,7.60,K. Pitts TE - ATL ,6.10,T. Higgins WR - CIN ,11.40,H. Butker K - KC ,14.00,Seahawks DEF ,6.00,H. Henry TE - NE ,0.00,J. Williams RB - DET ,0.00,M. Sanders RB - PHI ,0.00,J. Waddle WR - MIA ,0.00,R. Stevenson RB - NE ,0.00,Patriots DEF ,0.00,-,-,108.22,Greg,90.02
michael,2,L. Jackson QB - BAL Q ,1.18,L. Fournette RB - TB ,19.20,D. Montgomery RB - CHI ,8.10,M. Williams WR - LAC ,6.10,D. Mooney WR - CHI ,1.90,C. Kmet TE - CHI ,1.70,M. Jones WR - JAX ,7.00,R. Bullock K - TEN ,8.00,Titans DEF ,21.00,K. Allen WR - LAC ,0.00,R. Woods WR - TEN IR ,0.00,O. Beckham WR - LA O ,13.70,M. Gesicki TE - MIA ,0.00,N. Folk K - NE ,0.00,Rams DEF ,8.00,D. Henry RB - TEN ,0.00,74.18,Peter,65.84
Kevin,9,J. Herbert QB - LAC ,24.90,J. Robinson RB - JAX IR ,0.40,A. Gibson RB - WAS ,2.10,H. Renfrow WR - LV ,15.70,J. Chase WR - CIN ,20.30,P. Freiermuth TE - PIT ,9.20,K. Hunt RB - CLE Q ,1.80,J. Tucker K - BAL ,14.00,Bills DEF ,1.00,C. Hyde RB - JAX IR ,0.80,L. Thomas TE - WAS IR ,0.00,J. McKissic RB - WAS IR ,0.00,M. Gallup WR - DAL Q ,6.00,D. Henderson RB - LA ,0.00,N. Westbrook-Ikhine WR - TEN ,3.10,A. Brown WR Q ,0.00,89.40,Jeremy,105.20
Jeremy,8,T. Hill QB - NO Q ,26.30,S. Barkley RB - NYG ,15.50,N. Harris RB - PIT ,22.40,D. Samuel WR - SF ,11.90,C. Claypool WR - PIT ,9.50,T. Kelce TE - KC ,2.70,C. Sutton WR - DEN ,0.90,R. Succop K - TB ,9.00,Saints DEF ,7.00,A. Robinson WR - LA ,1.40,K. Drake RB - LV Q ,0.00,D. Harris RB - NE ,0.00,M. Pittman WR - IND ,0.00,J. Hurts QB - PHI Q ,0.00,R. Moore WR - ARI ,1.60,-,-,105.20,Kevin,89.40
