Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,11,J. Garoppolo QB - SF Q ,15.38,E. Elliott RB - DAL Q ,17.76,J. Conner RB - ARI ,12.40,A. Thielen WR - MIN IR ,6.50,T. Lockett WR - SEA ,2.30,D. Waller TE - LV ,2.40,D. Williams RB - KC ,20.40,M. Badgley K - IND ,11.00,Titans DEF ,6.00,T. Hilton WR - IND ,0.50,R. Tannehill QB - TEN ,18.62,D. Johnson RB - HOU ,0.00,J. Wilson RB - SF Q ,2.80,V. Jefferson WR - LA ,5.40,T. Lance QB - SF ,0.00,C. Edwards-Helaire RB - KC ,0.00,94.14,Peter,102.24
david,8,R. Wilson QB - DEN ,5.64,J. Jacobs RB - LV ,3.60,J. Taylor RB - IND ,18.60,A. Cooper WR - CLE ,5.10,C. Godwin WR - TB IR ,5.70,N. Fant TE - SEA ,5.90,Z. Moss RB - BUF ,8.70,T. Bass K - BUF ,9.00,Cowboys DEF ,21.00,J. Cook TE - LAC ,1.00,C. Beasley WR - BUF ,1.50,D. Carr QB - LV ,18.24,D. Freeman RB - BAL Q ,5.80,S. Shepard WR - NYG IR ,0.00,T. Boyd WR - CIN ,0.00,-,-,83.24,Kevin,73.20
Ryan,1,M. Stafford QB - LA ,9.82,D. Johnson RB - CLE ,15.70,D. Swift RB - DET ,13.50,D. Adams WR - LV ,7.80,D. Metcalf WR - SEA ,2.60,M. Andrews TE - BAL ,12.30,M. Ingram RB - NO Q ,16.80,M. Gay K - LA ,4.00,Browns DEF ,-2.00,A. Collins RB - SEA IR ,4.90,S. Michel RB - LA ,3.10,N. Chubb RB - CLE ,0.00,B. Aiyuk WR - SF ,2.60,R. Bateman WR - BAL ,8.00,J. Fields QB - CHI ,0.00,C. Carson RB - SEA IR ,0.00,80.52,michael,59.52
alex,10,T. Lawrence QB - JAX ,9.78,B. Scott RB - PHI ,10.50,D. Singletary RB - BUF ,10.90,M. Brown WR - ARI ,3.70,J. Jeudy WR - DEN ,5.10,Z. Ertz TE - ARI ,4.60,A. Green WR - ARI ,0.40,C. Boswell K - PIT ,12.00,Cardinals DEF ,3.00,R. Gronkowski TE - TB ,0.00,D. Hopkins WR - ARI IR ,0.00,A. Kamara RB - NO ,0.00,C. Edmonds RB - MIA ,0.00,K. Murray QB - ARI ,0.00,Ravens DEF ,5.00,W. Fuller WR - MIA IR ,0.00,59.98,Neil,103.40
Alessandro,3,J. Allen QB - BUF ,20.94,D. Cook RB - MIN ,17.80,J. Williams RB - DEN ,4.90,C. Kupp WR - LA ,12.20,J. Jefferson WR - MIN ,13.90,T. Hockenson TE - DET IR ,0.00,A. Brown WR - PHI ,2.30,G. Joseph K - MIN ,9.00,Buccaneers DEF ,6.00,J. Landry WR - CLE ,2.60,D. Booker RB - NYG ,0.00,D. Peoples-Jones WR - CLE ,1.60,M. Carter RB - NYJ ,14.20,E. Moore WR - NYJ COV ,10.40,D. Smith WR - PHI ,18.60,-,-,87.04,Daniel,59.36
Daniel,9,K. Cousins QB - MIN ,17.46,M. Gordon RB - DEN ,8.30,A. Ekeler RB - LAC ,11.90,E. Sanders WR - BUF ,5.10,D. Moore WR - CAR ,2.40,D. Knox TE - BUF ,1.70,M. Gaskin RB - MIA ,4.50,Y. Koo K - ATL ,3.00,Steelers DEF ,5.00,A. Rodgers QB - GB ,10.48,C. Uzomah TE - NYJ ,0.00,C. Ridley WR - ATL NFI-R ,0.00,R. Gage WR - TB ,0.00,A. Mattison RB - MIN ,4.00,Falcons DEF ,-2.00,J. Jones WR - TEN ,0.00,59.36,Alessandro,87.04
Neil,7,T. Brady QB - TB ,13.00,A. Jones RB - GB ,8.60,N. Hines RB - IND ,2.90,S. Diggs WR - BUF ,22.20,C. Lamb WR - DAL ,22.60,K. Pitts TE - ATL ,6.00,J. Waddle WR - MIA ,6.10,H. Butker K - KC ,11.00,Patriots DEF ,11.00,H. Henry TE - NE ,15.70,J. Williams RB - DET ,0.00,J. Burrow QB - CIN ,0.00,T. Higgins WR - CIN ,0.00,A. Dillon RB - GB Q ,24.80,Colts DEF ,12.00,M. Sanders RB - PHI ,0.00,103.40,alex,59.98
michael,2,L. Jackson QB - BAL Q ,15.42,J. Howard RB - PHI ,8.30,L. Fournette RB - TB ,9.20,K. Allen WR - LAC ,9.80,M. Williams WR - LAC ,3.30,M. Gesicki TE - MIA ,0.00,M. Jones WR - JAX ,3.50,N. Folk K - NE ,9.00,Rams DEF ,1.00,R. Woods WR - TEN IR ,0.00,L. Murray RB - BAL ,0.00,O. Beckham WR - LA O ,1.80,D. Henry RB - TEN ,0.00,T. Johnson RB - NYJ ,3.80,D. Mooney WR - CHI ,0.00,D. Montgomery RB - CHI ,0.00,59.52,Ryan,80.52
Kevin,6,J. Herbert QB - LAC ,12.00,J. McKissic RB - WAS IR ,3.90,J. Robinson RB - JAX IR ,14.40,M. Gallup WR - DAL Q ,4.20,H. Renfrow WR - LV ,10.60,T. Higbee TE - LA IR ,8.00,D. Henderson RB - LA ,4.10,J. Tucker K - BAL ,4.00,Bills DEF ,12.00,A. Brown WR Q ,0.00,C. Hyde RB - JAX IR ,0.40,C. Wentz QB - WAS ,7.10,J. Meyers WR - NE ,10.90,A. Gibson RB - WAS ,19.80,J. Chase WR - CIN ,0.00,K. Hunt RB - CLE Q ,0.00,73.20,david,83.24
Jeremy,4,J. Hurts QB - PHI Q ,18.62,B. Bolden RB - LV ,7.00,N. Harris RB - PIT ,13.30,C. Sutton WR - DEN ,2.90,D. Samuel WR - SF ,25.30,T. Kelce TE - KC ,11.90,M. Pittman WR - IND ,7.10,R. Bullock K - TEN ,11.00,Saints DEF ,2.00,A. Robinson WR - LA ,0.00,K. Drake RB - LV Q ,3.10,S. Barkley RB - NYG ,0.00,D. Harris RB - NE ,0.00,C. Claypool WR - PIT ,0.00,R. Moore WR - ARI ,1.10,-,-,99.12,Greg,104.34
