Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,10,J. Garoppolo QB - SF Q ,13.18,E. Elliott RB - DAL Q ,16.20,C. Edwards-Helaire RB - KC ,9.10,V. Jefferson WR - LA ,0.60,A. St. Brown WR - DET ,17.00,T. Conklin TE - NYJ ,4.40,J. Conner RB - ARI ,0.00,M. Gay K - LA ,12.00,49ers DEF ,5.00,R. Tannehill QB - TEN ,14.56,A. Thielen WR - MIN IR ,4.00,D. Waller TE - LV ,0.00,T. Coleman RB - NYJ ,6.10,D. Johnson RB - CLE ,6.60,J. Jeudy WR - DEN ,6.00,T. Lockett WR - SEA ,3.00,77.48,david,108.74
david,7,R. Wilson QB - DEN ,16.54,J. Jacobs RB - LV ,10.40,J. Taylor RB - IND ,10.80,A. Cooper WR - CLE ,14.50,T. Boyd WR - CIN ,14.50,N. Fant TE - SEA ,3.00,D. Freeman RB - BAL Q ,8.00,T. Bass K - BUF ,9.00,Cowboys DEF ,22.00,J. Cook TE - LAC ,6.40,C. Beasley WR - BUF ,0.00,J. Crowder WR - BUF Q ,0.00,S. Shepard WR - NYG IR ,0.00,C. Godwin WR - TB IR ,0.00,Z. Moss RB - BUF ,2.50,-,-,108.74,Peter,77.48
Ryan,3,M. Stafford QB - LA ,6.68,R. Jones RB - KC Q ,14.10,N. Chubb RB - CLE ,24.40,D. Adams WR - LV ,23.40,D. Metcalf WR - SEA ,10.10,M. Andrews TE - BAL ,18.50,S. Michel RB - LA ,19.50,G. Zuerlein K - NYJ ,8.00,Chargers DEF ,-3.00,D. Parker WR - NE ,0.00,J. Wilson RB - SF Q ,11.70,C. Reynolds RB - DET ,5.10,D. Swift RB - DET ,0.00,Colts DEF ,3.00,Chiefs DEF ,12.00,-,-,121.68,michael,69.30
alex,11,K. Murray QB - ARI ,21.90,A. Kamara RB - NO ,5.90,C. Edmonds RB - MIA ,18.70,A. Green WR - ARI ,3.30,M. Brown WR - ARI ,4.40,R. Gronkowski TE - TB ,2.30,D. Singletary RB - BUF ,13.80,R. Gould K - SF ,5.00,Cardinals DEF ,3.00,Z. Ertz TE - ARI ,5.40,M. Brown RB - MIA IR ,0.00,D. Johnson RB - BUF ,3.90,D. Johnson RB - HOU ,0.00,K. Bourne WR - NE ,3.30,Ravens DEF ,-1.00,J. Landry WR - CLE ,5.50,78.30,-,-
Alessandro,1,J. Allen QB - BUF ,30.96,D. Foreman RB - CAR ,7.70,J. Williams RB - DEN ,8.00,C. Kupp WR - LA ,11.30,J. Jefferson WR - MIN ,11.60,A. Okwuegbunam TE - DEN ,0.00,M. Carter RB - NYJ ,12.40,G. Joseph K - MIN ,11.00,Buccaneers DEF ,16.00,D. Cook RB - MIN ,0.00,S. Perine RB - CIN ,0.60,B. Berrios WR - NYJ IR ,10.00,A. Brown WR - PHI ,20.50,G. Davis WR - BUF ,0.00,E. Moore WR - NYJ COV ,0.00,-,-,108.96,Daniel,88.68
Daniel,4,A. Rodgers QB - GB ,19.98,M. Gordon RB - DEN ,0.00,J. Jackson RB - LAC ,26.20,D. Moore WR - CAR ,5.50,R. Gage WR - TB ,1.90,D. Knox TE - BUF ,7.10,A. Mattison RB - MIN ,13.00,Y. Koo K - ATL ,10.00,Vikings DEF ,5.00,E. Sanders WR - BUF ,2.00,J. Jones WR - TEN ,0.70,K. Cousins QB - MIN ,16.30,L. Bell RB ,-0.10,M. Gaskin RB - MIA ,1.60,Steelers DEF ,-2.00,A. Ekeler RB - LAC ,0.00,88.68,Alessandro,108.96
Neil,6,T. Brady QB - TB ,14.38,A. Jones RB - GB ,8.70,M. Sanders RB - PHI ,4.80,S. Diggs WR - BUF ,14.50,T. Higgins WR - CIN ,31.40,K. Pitts TE - ATL ,10.20,C. Lamb WR - DAL ,6.40,--empty--,-,Seahawks DEF ,4.00,H. Henry TE - NE ,0.90,J. Williams RB - DET ,7.70,A. Dillon RB - GB Q ,5.60,J. Waddle WR - MIA ,15.20,R. Stevenson RB - NE ,0.00,H. Butker K - KC ,0.00,Patriots DEF ,-1.00,94.38,-,-
michael,2,M. Ryan QB - IND ,13.10,J. Howard RB - PHI ,5.60,D. Montgomery RB - CHI ,16.60,K. Allen WR - LAC ,3.50,D. Mooney WR - CHI ,5.90,C. Kmet TE - CHI ,4.90,O. Beckham WR - LA O ,9.70,N. Folk K - NE ,3.00,Titans DEF ,7.00,M. Jones WR - JAX ,7.40,M. Williams WR - LAC ,0.00,L. Jackson QB - BAL Q ,0.00,M. Gesicki TE - MIA ,2.20,R. Bullock K - TEN ,8.00,Rams DEF ,11.00,D. Henry RB - TEN ,0.00,69.30,Ryan,121.68
Kevin,9,J. Herbert QB - LAC ,16.94,J. Robinson RB - JAX IR ,1.00,A. Gibson RB - WAS ,11.80,H. Renfrow WR - LV ,10.00,J. Chase WR - CIN ,12.50,P. Freiermuth TE - PIT ,0.00,D. Henderson RB - LA ,1.70,J. Tucker K - BAL ,3.00,Bills DEF ,5.00,C. Hyde RB - JAX IR ,0.00,J. McKissic RB - WAS IR ,0.00,K. Hunt RB - CLE Q ,0.00,M. Gallup WR - DAL Q ,5.30,R. Penny RB - SEA ,19.50,N. Westbrook-Ikhine WR - TEN ,3.80,A. Brown WR Q ,10.10,61.94,-,-
Jeremy,8,J. Hurts QB - PHI Q ,16.66,S. Barkley RB - NYG ,2.80,N. Harris RB - PIT ,11.00,D. Samuel WR - SF ,19.10,C. Claypool WR - PIT ,4.10,C. Uzomah TE - NYJ ,3.60,D. Harris RB - NE ,28.30,R. Succop K - TB ,14.00,Saints DEF ,6.00,T. Kelce TE - KC ,0.00,K. Drake RB - LV Q ,0.00,T. Hill QB - NO Q ,0.00,C. Sutton WR - DEN ,3.30,M. Pittman WR - IND ,8.50,R. Moore WR - ARI ,0.00,-,-,105.56,Peter,86.50
