Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,11,J. Winston QB - NO IR ,10.24,E. Elliott RB - DAL Q ,7.30,J. Conner RB - ARI ,14.20,A. Thielen WR - MIN IR ,13.80,M. Callaway WR - NO ,3.00,R. Tonyan TE - GB IR ,4.90,D. Williams RB - KC ,11.00,M. Badgley K - IND ,7.00,49ers DEF ,6.00,D. Waller TE - LV ,0.00,T. Lockett WR - SEA ,14.20,D. Johnson RB - HOU ,0.30,D. Watson QB - CLE ,0.00,T. Lance QB - SF ,0.00,Dolphins DEF ,0.00,C. Edwards-Helaire RB - KC ,0.00,77.44,Kevin,79.62
david,10,K. Cousins QB - MIN ,13.16,Z. Moss RB - BUF ,5.80,J. Taylor RB - IND ,18.20,A. Cooper WR - CLE ,18.20,C. Godwin WR - TB IR ,20.00,N. Fant TE - SEA ,0.80,C. Beasley WR - BUF ,11.00,T. Bass K - BUF ,10.00,Cowboys DEF ,2.00,D. Carr QB - LV ,0.00,D. Freeman RB - BAL Q ,0.00,S. Shepard WR - NYG IR ,2.50,T. Boyd WR - CIN ,14.74,R. Anderson WR - CAR ,0.00,J. Jacobs RB - LV ,0.00,R. Wilson QB - DEN ,0.00,99.16,Alessandro,104.76
Ryan,2,M. Stafford QB - LA ,24.20,N. Chubb RB - CLE ,6.90,D. Swift RB - DET ,3.10,D. Metcalf WR - SEA ,16.30,L. Shenault WR - JAX ,2.10,R. Seals-Jones TE - NYG IR ,1.20,A. Collins RB - SEA IR ,4.40,M. Gay K - LA ,8.00,Browns DEF ,3.00,A. Peterson RB - SEA O ,0.00,D. Adams WR - LV ,0.00,S. Michel RB - LA ,5.60,M. Andrews TE - BAL ,0.00,D. Johnson RB - CLE ,8.90,R. Bateman WR - BAL ,0.00,C. Carson RB - SEA IR ,0.00,69.20,alex,65.06
alex,8,K. Murray QB - ARI ,9.06,A. Kamara RB - NO ,13.60,C. Edmonds RB - MIA ,12.90,A. Green WR - ARI ,5.00,D. Hopkins WR - ARI IR ,6.60,R. Gronkowski TE - TB ,0.00,D. Singletary RB - BUF ,2.90,G. Zuerlein K - NYJ ,8.00,Bengals DEF ,7.00,M. Ingram RB - NO Q ,5.20,Z. Ertz TE - ARI ,4.20,B. Scott RB - PHI ,18.00,M. Brown WR - ARI ,0.00,J. Jeudy WR - DEN ,3.90,Cardinals DEF ,1.00,W. Fuller WR - MIA IR ,0.00,65.06,Ryan,69.20
Alessandro,4,J. Allen QB - BUF ,29.46,D. Booker RB - NYG ,12.50,D. Cook RB - MIN ,7.80,C. Kupp WR - LA ,17.50,J. Jefferson WR - MIN ,2.10,T. Hockenson TE - DET IR ,8.90,A. Brown WR - PHI ,21.50,G. Gano K - NYG ,5.00,Buccaneers DEF ,0.00,J. Landry WR - CLE ,5.00,M. Mack RB - HOU ,0.00,K. Herbert RB - CHI ,6.80,J. Williams RB - DEN ,4.80,M. Carter RB - NYJ ,23.20,D. Smith WR - PHI ,1.50,-,-,104.76,david,99.16
Daniel,5,A. Rodgers QB - GB ,15.66,M. Gordon RB - DEN ,16.20,A. Ekeler RB - LAC ,18.40,D. Moore WR - CAR ,5.90,R. Gage WR - TB ,0.00,C. Uzomah TE - NYJ ,3.30,E. Sanders WR - BUF ,0.00,Y. Koo K - ATL ,9.00,Steelers DEF ,10.00,J. Jones WR - TEN ,0.00,C. Ridley WR - ATL NFI-R ,0.00,M. Gaskin RB - MIA ,5.50,D. Knox TE - BUF ,0.00,A. Mattison RB - MIN ,0.00,Falcons DEF ,3.00,R. Penny RB - SEA ,0.70,78.46,Greg,109.50
Neil,9,T. Brady QB - TB ,25.20,A. Jones RB - GB ,17.00,A. Dillon RB - GB Q ,7.80,S. Diggs WR - BUF ,10.00,T. Higgins WR - CIN ,9.70,K. Pitts TE - ATL ,1.30,C. Lamb WR - DAL ,11.20,H. Butker K - KC ,8.00,Colts DEF ,6.00,H. Henry TE - NE ,3.30,S. Perine RB - CIN ,1.60,J. Williams RB - DET ,0.00,J. Burrow QB - CIN ,20.26,J. Waddle WR - MIA ,2.90,Patriots DEF ,13.00,M. Sanders RB - PHI ,0.00,96.20,Peter,72.16
michael,1,D. Jones QB - NYG IR ,16.08,D. Henry RB - TEN ,6.80,L. Fournette RB - TB ,4.30,K. Allen WR - LAC ,13.70,R. Woods WR - TEN IR ,17.70,M. Gesicki TE - MIA ,6.80,M. Williams WR - LAC ,1.90,N. Folk K - NE ,13.00,Rams DEF ,7.00,M. Jones WR - JAX ,3.50,L. Murray RB - BAL ,0.00,O. Beckham WR - LA O ,0.60,L. Jackson QB - BAL Q ,0.00,M. Hardman WR - KC ,6.30,J. Tucker K - BAL ,0.00,D. Montgomery RB - CHI ,0.00,87.28,Jeremy,105.62
Kevin,6,J. Herbert QB - LAC ,13.82,D. Henderson RB - LA ,21.30,J. Robinson RB - JAX IR ,3.90,J. Meyers WR - NE ,5.60,J. Chase WR - CIN ,10.10,T. Higbee TE - LA IR ,2.50,A. Gibson RB - WAS ,5.40,E. McPherson K - CIN ,7.00,Bills DEF ,10.00,A. Brown WR Q ,0.00,C. Wentz QB - WAS ,18.34,J. McKissic RB - WAS IR ,9.30,K. Raymond WR - DET ,0.00,M. Gallup WR - DAL Q ,0.00,H. Renfrow WR - LV ,0.00,K. Hunt RB - CLE Q ,0.00,79.62,Peter,77.44
Jeremy,3,J. Hurts QB - PHI Q ,11.22,D. Harris RB - NE ,14.00,N. Harris RB - PIT ,18.00,C. Sutton WR - DEN ,4.00,D. Samuel WR - SF ,17.10,T. Kelce TE - KC ,0.70,M. Pittman WR - IND ,20.60,B. McManus K - DEN ,5.00,Saints DEF ,15.00,A. Robinson WR - LA ,2.10,D. Williams RB - ATL ,-0.30,K. Drake RB - LV Q ,0.00,S. Barkley RB - NYG ,0.00,C. Claypool WR - PIT ,6.10,R. Moore WR - ARI ,0.50,T. Smith WR - NO ,9.30,105.62,michael,87.28
