Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,9,R. Tannehill QB - TEN ,14.18,E. Elliott RB - DAL Q ,3.90,C. Edwards-Helaire RB - KC ,7.20,A. Thielen WR - MIN IR ,21.20,T. Lockett WR - SEA ,22.00,D. Waller TE - LV ,16.50,O. Beckham WR - LA O ,0.00,J. Myers K - SEA ,4.00,Broncos DEF ,8.00,T. Williams WR Q ,1.40,K. Drake RB - LV Q ,7.00,J. Conner RB - ARI ,5.30,S. Michel RB - LA ,0.20,L. Shenault WR - JAX ,5.90,T. Lance QB - SF ,4.40,-,-,96.98,david,105.66
david,4,R. Wilson QB - DEN ,27.06,S. Barkley RB - NYG ,2.70,J. Taylor RB - IND ,11.60,A. Robinson WR - LA ,3.50,A. Cooper WR - CLE ,25.90,N. Fant TE - SEA ,6.20,R. Anderson WR - CAR ,11.70,T. Bass K - BUF ,10.00,Football Team DEF ,7.00,Z. Ertz TE - ARI ,3.40,D. Freeman RB - BAL Q ,0.00,S. Shepard WR - NYG IR ,17.30,T. Boyd WR - CIN ,3.20,J. Smith-Schuster WR - KC ,5.20,P. Lindsay RB - MIA ,8.50,-,-,105.66,Peter,96.98
Ryan,3,M. Stafford QB - LA ,24.34,C. Carson RB - SEA IR ,9.70,N. Chubb RB - CLE ,20.10,A. Brown WR Q ,18.70,D. Metcalf WR - SEA ,12.00,M. Andrews TE - BAL ,2.00,K. Hunt RB - CLE Q ,14.10,M. Gay K - LA ,12.00,49ers DEF ,10.00,K. Golladay WR - NYG ,6.40,D. Swift RB - DET ,16.40,B. Edwards WR - LV ,8.10,T. Jones RB - NO ,5.30,J. Chase WR - CIN ,15.90,E. Moore WR - NYJ COV ,-0.30,R. Bateman WR - BAL ,0.00,122.94,Greg,113.58
alex,2,K. Murray QB - ARI ,33.56,A. Kamara RB - NO ,15.10,C. Edmonds RB - MIA ,10.60,D. Hopkins WR - ARI IR ,20.30,M. Brown WR - ARI ,13.40,L. Thomas TE - WAS IR ,9.00,D. Singletary RB - BUF ,8.00,G. Zuerlein K - NYJ ,10.00,Ravens DEF ,4.00,R. Gronkowski TE - TB ,21.00,R. Cobb WR - GB ,3.30,L. Bell RB ,0.00,J. Winston QB - NO IR ,29.62,T. Johnson RB - NYJ ,2.60,J. Jeudy WR - DEN ,7.20,W. Fuller WR - MIA IR ,0.00,123.96,Peter,120.42
Alessandro,11,J. Allen QB - BUF ,17.20,D. Booker RB - NYG ,1.30,D. Cook RB - MIN ,14.40,A. Brown WR - PHI ,10.90,J. Jefferson WR - MIN ,7.54,T. Hockenson TE - DET IR ,17.70,C. Kupp WR - LA ,16.80,M. Crosby K - GB ,3.00,Buccaneers DEF ,2.00,L. Murray RB - BAL ,8.80,J. Landry WR - CLE ,14.40,M. Mack RB - HOU ,0.00,J. Williams RB - DEN ,4.10,M. Carter RB - NYJ ,2.00,D. Smith WR - PHI ,13.10,-,-,90.84,Jeremy,138.36
Daniel,6,A. Rodgers QB - GB ,1.32,A. Ekeler RB - LAC ,11.70,M. Gaskin RB - MIA ,7.60,J. Jones WR - TEN ,2.90,C. Ridley WR - ATL NFI-R ,5.10,R. Tonyan TE - GB IR ,0.80,M. Gordon RB - DEN ,17.80,Y. Koo K - ATL ,6.00,Steelers DEF ,12.00,J. Cook TE - LAC ,5.60,E. Sanders WR - BUF ,5.20,D. Moore WR - CAR ,9.40,A. Mattison RB - MIN ,0.60,T. Tagovailoa QB - MIA ,16.18,T. Marshall WR - CAR IR ,2.60,C. Samuel WR - WAS Q ,0.00,65.22,Kevin,60.68
Neil,10,T. Brady QB - TB ,27.16,A. Jones RB - GB ,2.20,M. Sanders RB - PHI ,13.30,S. Diggs WR - BUF ,6.90,C. Lamb WR - DAL ,16.40,K. Pitts TE - ATL ,3.10,T. Higgins WR - CIN ,11.80,H. Butker K - KC ,9.00,Patriots DEF ,5.00,N. Agholor WR - NE ,13.20,J. Williams RB - DET ,17.00,J. Smith TE - NE ,4.80,J. Burrow QB - CIN ,18.64,A. Dillon RB - GB Q ,2.60,J. Waddle WR - MIA ,12.10,-,-,94.86,michael,101.60
michael,5,L. Jackson QB - BAL Q ,18.00,D. Henry RB - TEN ,7.70,D. Montgomery RB - CHI ,17.80,K. Allen WR - LAC ,10.00,R. Woods WR - TEN IR ,9.40,G. Everett TE - LAC ,8.00,M. Jones WR - JAX ,13.70,J. Tucker K - BAL ,9.00,Rams DEF ,8.00,J. White RB - NE IR ,6.10,D. Parker WR - NE ,8.10,L. Fournette RB - TB ,5.90,M. Williams WR - LAC ,14.20,M. Gesicki TE - MIA ,0.00,T. Lawrence QB - JAX ,19.08,-,-,101.60,Neil,94.86
Kevin,12,J. Herbert QB - LAC ,13.38,J. Robinson RB - JAX IR ,5.40,A. Gibson RB - WAS ,8.80,D. Adams WR - LV ,5.60,B. Aiyuk WR - SF ,0.00,T. Higbee TE - LA IR ,6.80,D. Henderson RB - LA ,14.70,R. Blankenship K - IND IR ,4.00,Bills DEF ,2.00,G. Bernard RB - TB ,1.20,T. Coleman RB - NYJ ,2.40,M. Gallup WR - DAL Q ,3.60,J. Jackson RB - LAC ,0.70,J. Meyers WR - NE ,4.40,M. Callaway WR - NO ,1.40,-,-,60.68,Daniel,65.22
Jeremy,1,J. Hurts QB - PHI Q ,28.76,J. Jacobs RB - LV ,16.00,N. Harris RB - PIT ,4.90,C. Godwin WR - TB IR ,14.50,D. Samuel WR - SF ,22.90,T. Kelce TE - KC ,19.60,D. Harris RB - NE ,9.70,R. Succop K - TB ,7.00,Saints DEF ,15.00,N. Hines RB - IND ,8.20,C. Sutton WR - DEN ,1.40,R. Gage WR - TB ,0.00,M. Pittman WR - IND ,2.90,A. Trautman TE - NO ,1.80,C. Claypool WR - PIT ,7.00,-,-,138.36,Alessandro,90.84
