Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,R/W/T,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,RES,Points,Total,Opponent,Opponent Total
Peter,11,J. Garoppolo QB - SF Q ,11.20,T. Coleman RB - NYJ ,7.00,E. Elliott RB - DAL Q ,10.90,A. Thielen WR - MIN IR ,18.20,T. Lockett WR - SEA ,9.60,D. Waller TE - LV ,3.30,V. Jefferson WR - LA ,15.30,Z. Gonzalez K - CAR IR ,4.00,Texans DEF ,6.00,R. Tannehill QB - TEN ,8.12,J. Conner RB - ARI ,0.00,K. Golladay WR - NYG ,5.00,T. Smith WR - NO ,3.10,J. Wilson RB - SF Q ,0.70,C. Edwards-Helaire RB - KC ,0.00,-,-,85.50,david,76.88
david,6,R. Wilson QB - DEN ,19.48,J. Jacobs RB - LV ,17.20,J. Taylor RB - IND ,15.70,C. Beasley WR - BUF ,4.60,C. Godwin WR - TB IR ,0.70,N. Fant TE - SEA ,1.20,D. Freeman RB - BAL Q ,6.00,T. Bass K - BUF ,7.00,Cowboys DEF ,5.00,J. Cook TE - LAC ,8.50,J. Crowder WR - BUF Q ,0.50,A. Cooper WR - CLE ,0.00,S. Shepard WR - NYG IR ,0.00,T. Boyd WR - CIN ,1.30,Z. Moss RB - BUF ,0.00,-,-,76.88,Peter,85.50
Ryan,2,M. Stafford QB - LA ,21.98,N. Chubb RB - CLE ,3.90,D. Swift RB - DET ,0.90,D. Adams WR - LV ,10.40,D. Metcalf WR - SEA ,1.30,M. Andrews TE - BAL ,12.50,B. Aiyuk WR - SF ,9.50,G. Zuerlein K - NYJ ,7.00,Panthers DEF ,3.00,M. Ingram RB - NO Q ,0.00,A. Collins RB - SEA IR ,0.70,M. Breida RB - NYG ,11.50,S. Michel RB - LA ,2.50,R. Bateman WR - BAL ,3.10,Colts DEF ,2.00,D. Parker WR - NE ,0.00,70.48,Greg,119.30
alex,10,C. Newton QB - CAR ,6.18,D. Johnson RB - HOU ,5.50,D. Singletary RB - BUF ,4.80,J. Landry WR - CLE ,9.10,M. Brown WR - ARI ,5.10,R. Gronkowski TE - TB ,12.30,J. Jeudy WR - DEN ,2.50,C. Boswell K - PIT ,4.00,Ravens DEF ,11.00,A. Green WR - ARI ,0.00,Z. Ertz TE - ARI ,0.00,D. Hopkins WR - ARI IR ,0.00,A. Kamara RB - NO ,0.00,K. Murray QB - ARI ,0.00,Cardinals DEF ,0.00,C. Edmonds RB - MIA ,0.00,60.48,Peter,86.30
Alessandro,1,J. Allen QB - BUF ,26.70,D. Cook RB - MIN ,8.30,J. Williams RB - DEN ,17.10,C. Kupp WR - LA ,11.60,J. Jefferson WR - MIN ,9.26,T. Hockenson TE - DET IR ,9.50,E. Moore WR - NYJ COV ,5.30,G. Joseph K - MIN ,2.00,Bears DEF ,4.00,D. Booker RB - NYG ,2.70,D. Foreman RB - CAR ,9.20,T. Johnson RB - NYJ ,4.20,M. Carter RB - NYJ ,0.00,D. Smith WR - PHI ,2.20,Buccaneers DEF ,12.00,A. Brown WR - PHI ,0.00,93.76,Jeremy,58.86
Daniel,5,A. Rodgers QB - GB ,26.28,A. Ekeler RB - LAC ,15.90,M. Gaskin RB - MIA ,17.20,D. Moore WR - CAR ,10.30,R. Gage WR - TB ,12.20,D. Knox TE - BUF ,15.20,M. Gordon RB - DEN ,8.80,Y. Koo K - ATL ,3.00,Falcons DEF ,6.00,E. Sanders WR - BUF ,2.80,K. Cousins QB - MIN ,15.52,C. Uzomah TE - NYJ ,0.90,C. Ridley WR - ATL NFI-R ,0.00,A. Mattison RB - MIN ,8.80,Steelers DEF ,0.00,J. Jones WR - TEN ,0.00,114.88,Kevin,106.62
Neil,9,T. Brady QB - TB ,11.24,A. Jones RB - GB ,2.30,M. Sanders RB - PHI ,6.40,S. Diggs WR - BUF ,13.40,T. Higgins WR - CIN ,17.40,K. Pitts TE - ATL ,2.60,J. Waddle WR - MIA ,19.70,R. Gould K - SF ,10.00,Patriots DEF ,14.00,H. Henry TE - NE ,1.60,J. Williams RB - DET ,8.30,C. Lamb WR - DAL ,0.00,A. Dillon RB - GB Q ,15.00,R. Stevenson RB - NE ,4.60,H. Butker K - KC ,0.00,-,-,97.04,michael,98.50
michael,3,L. Jackson QB - BAL Q ,9.40,L. Fournette RB - TB ,37.10,D. Montgomery RB - CHI ,7.40,K. Allen WR - LAC ,8.50,D. Mooney WR - CHI ,12.50,M. Gesicki TE - MIA ,1.70,M. Williams WR - LAC ,3.90,N. Folk K - NE ,20.00,Titans DEF ,-2.00,M. Jones WR - JAX ,4.30,R. Woods WR - TEN IR ,0.00,L. Murray RB - BAL ,1.40,O. Beckham WR - LA O ,14.10,B. Mayfield QB - CLE IR ,12.28,Rams DEF ,2.00,D. Henry RB - TEN ,0.00,98.50,Neil,97.04
Kevin,8,J. Herbert QB - LAC ,19.72,D. Henderson RB - LA ,13.30,J. Robinson RB - JAX IR ,9.50,M. Gallup WR - DAL Q ,10.60,J. Chase WR - CIN ,3.90,P. Freiermuth TE - PIT ,10.00,A. Gibson RB - WAS ,16.60,J. Tucker K - BAL ,12.00,Bills DEF ,11.00,A. Brown WR Q ,0.00,J. McKissic RB - WAS IR ,17.60,K. Hunt RB - CLE Q ,2.00,C. Samuel WR - WAS Q ,1.30,H. Renfrow WR - LV ,13.60,N. Westbrook-Ikhine WR - TEN ,8.50,L. Thomas TE - WAS IR ,3.10,106.62,Daniel,114.88
Jeremy,7,J. Hurts QB - PHI Q ,6.86,S. Barkley RB - NYG ,5.30,N. Harris RB - PIT ,3.70,D. Samuel WR - SF ,19.80,M. Pittman WR - IND ,5.30,E. Engram TE - JAX ,3.70,C. Claypool WR - PIT ,8.20,R. Bullock K - TEN ,1.00,Saints DEF ,5.00,T. Kelce TE - KC ,0.00,A. Robinson WR - LA ,0.00,K. Drake RB - LV Q ,3.00,C. Sutton WR - DEN ,1.70,D. Harris RB - NE ,11.20,R. Moore WR - ARI ,0.00,-,-,58.86,Alessandro,93.76
