Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,3,M. Stafford QB - DET ,15.86,T. Coleman RB - ATL ,6.30,E. McGuire RB - NYJ ,5.70,O. Beckham WR - NYG ,19.30,B. Cooks WR - LA ,16.90,J. Cook TE - LV ,5.20,T. Boyd WR - CIN ,6.50,J. Elliott K - PHI ,10.00,Chargers DEF ,13.00,F. Gore RB - MIA ,10.20,K. Cousins QB - MIN ,0.00,L. Miller RB - HOU ,0.00,J. Smith-Schuster WR - PIT ,16.30,T. Smith WR - NO ,0.00,D. Bailey K - MIN ,0.00,98.76,Peter,111.36
david,2,C. Newton QB - CAR ,14.72,L. McCoy RB - BUF ,23.80,M. Mack RB - IND ,5.80,J. Edelman WR - NE ,10.64,R. Woods WR - LA ,10.60,Z. Ertz TE - PHI ,26.50,G. Tate WR - PHI ,1.90,G. Gano K - CAR ,3.00,Patriots DEF ,1.00,M. Sanu WR - ATL ,2.70,G. Bernard RB - CIN ,3.60,D. Hopkins WR - HOU ,0.00,J. Allen RB - BAL ,0.00,J. Adams RB - PHI ,4.70,M. Andrews TE - BAL ,0.00,97.96,Kevin,83.06
Ryan,5,D. Brees QB - NO ,28.90,J. Mixon RB - CIN ,8.50,J. Conner RB - PIT ,13.30,J. Jones WR - ATL ,16.70,J. Landry WR - CLE ,2.20,D. Njoku TE - CLE ,1.80,S. Barkley RB - NYG ,10.00,G. Zuerlein K - LA ,12.00,Chiefs DEF ,10.00,L. Fitzgerald WR - ARI ,5.00,J. Reed TE - WAS ,5.10,D. Johnson RB - CLE ,10.60,K. Golladay WR - DET ,13.80,M. Valdes-Scantling WR - GB ,4.40,N. Chubb RB - CLE ,32.90,103.40,michael,97.72
alex,1,J. Goff QB - LA ,21.02,E. Elliott RB - DAL ,30.70,I. Smith RB - ATL ,2.60,J. Gordon WR - NE ,8.10,T. Hill WR - KC ,25.70,E. Ebron TE - IND ,25.10,D. Martin RB - LV ,9.20,J. Myers K - NYJ ,6.00,Packers DEF ,14.00,A. Green WR - CIN ,0.00,R. Fitzpatrick QB - TB ,15.74,P. Barber RB - TB ,6.60,C. Carson RB - SEA ,0.00,J. Tucker K - BAL ,0.00,Ravens DEF ,0.00,142.42,Neil,92.80
Alessandro,4,C. Wentz QB - PHI ,21.10,M. Ingram RB - NO ,22.20,A. Kamara RB - NO ,22.20,D. Amendola WR - MIA ,7.20,K. Allen WR - LAC ,11.70,O. Howard TE - TB ,1.50,D. Westbrook WR - JAX ,4.30,S. Gostkowski K - NE ,6.00,Steelers DEF ,15.00,D. Thomas WR - HOU ,0.00,C. Thompson RB - WAS ,0.00,A. Thielen WR - MIN ,0.00,T. Gabriel WR - CHI ,0.00,P. Lindsay RB - DEN ,0.00,Dolphins DEF ,3.00,111.20,Daniel,115.12
Daniel,11,B. Roethlisberger QB - PIT ,35.82,M. Davis RB - SEA ,14.00,D. Henry RB - TEN ,17.80,M. Jones WR - DET ,5.50,M. Goodwin WR - SF ,6.90,T. Kelce TE - KC ,4.60,C. Davis WR - TEN ,18.50,C. Catanzaro K - CAR ,3.00,Saints DEF ,9.00,M. Crabtree WR - BAL ,0.00,C. Ivory RB - BUF ,0.00,L. Bell RB - PIT ,0.00,T. Montgomery RB - BAL ,0.00,D. Prescott QB - DAL ,21.70,Vikings DEF ,0.00,115.12,Alessandro,111.20
Neil,8,M. Ryan QB - ATL ,20.50,T. Gurley RB - LA ,22.00,S. Michel RB - NE ,3.10,M. Evans WR - TB ,5.10,A. Robinson WR - CHI ,25.30,J. Doyle TE - IND ,3.60,J. Howard RB - CHI ,3.20,M. Prater K - DET ,6.00,Eagles DEF ,4.00,R. Wilson QB - SEA ,26.24,V. McDonald TE - PIT ,10.40,S. Watkins WR - KC ,0.00,R. Freeman RB - DEN ,0.00,C. Sutton WR - DEN ,0.00,Broncos DEF ,0.00,92.80,alex,142.42
michael,10,P. Rivers QB - LAC ,15.02,J. White RB - NE ,2.60,I. Crowell RB - NYJ ,9.70,A. Brown WR - PIT ,15.60,T. Williams WR - LAC ,4.60,J. Graham TE - GB ,1.40,C. McCaffrey RB - CAR ,31.80,R. Gould K - SF ,13.00,Giants DEF ,4.00,B. Powell RB - NYJ ,0.00,A. Luck QB - IND ,21.20,A. Jeffery WR - PHI ,4.80,A. Hooper TE - ATL ,11.60,C. Kirk WR - ARI ,0.80,Panthers DEF ,-3.00,97.72,Ryan,103.40
Kevin,6,P. Mahomes QB - KC ,20.06,D. Lewis RB - TEN ,6.80,K. Hunt RB ,9.60,D. Jackson WR - TB ,6.70,C. Kupp WR - LA ,3.90,G. Kittle TE - SF ,8.30,T. Hilton WR - IND ,7.70,H. Butker K - KC ,8.00,Bears DEF ,12.00,S. Ware RB - KC ,7.30,C. Hyde RB - JAX ,0.50,J. Richard RB - LV ,5.90,D. Cook RB - MIN ,0.00,C. Godwin WR - TB ,10.30,M. Williams WR - LAC ,0.00,83.06,david,97.96
Jeremy,9,B. Mayfield QB - CLE ,22.64,L. Fournette RB - JAX ,22.90,M. Breida RB - SF ,25.20,D. Baldwin WR - SEA ,3.90,M. Thomas WR - NO ,19.00,G. Olsen TE - CAR ,4.00,W. Smallwood RB - PHI ,3.40,W. Lutz K - NO ,15.00,Bills DEF ,11.00,K. Rudolph TE - MIN ,0.00,L. Murray RB - MIN ,0.00,T. Yeldon RB - JAX ,6.30,S. Diggs WR - MIN ,0.00,D. Watson QB - HOU ,0.00,Texans DEF ,0.00,127.04,Greg,89.96
