Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,2,K. Cousins QB - MIN ,8.04,L. Miller RB - HOU ,11.50,T. Coleman RB - ATL ,1.10,O. Beckham WR - NYG ,15.46,B. Cooks WR - LA ,6.20,J. Cook TE - LV ,16.00,J. Smith-Schuster WR - PIT ,4.90,M. Bryant K - ATL ,4.00,Eagles DEF ,9.00,M. Stafford QB - DET ,10.00,F. Gore RB - MIA ,3.10,A. Blue RB - HOU ,5.40,T. Boyd WR - CIN ,9.70,Lions DEF ,5.00,Redskins DEF ,1.00,76.20,Ryan,92.88
david,3,C. Newton QB - CAR ,15.30,L. McCoy RB - BUF ,6.40,J. Adams RB - PHI ,8.50,J. Edelman WR - NE ,6.00,D. Hopkins WR - HOU ,9.10,Z. Ertz TE - PHI ,8.30,R. Woods WR - LA ,13.80,J. Elliott K - PHI ,8.00,Patriots DEF ,10.00,G. Tate WR - PHI ,16.50,M. Sanu WR - ATL ,3.70,G. Bernard RB - CIN ,4.60,J. Allen RB - BAL ,0.00,M. Mack RB - IND ,3.30,G. Gano K - CAR ,5.00,85.40,alex,81.98
Ryan,5,D. Brees QB - NO ,7.28,S. Barkley RB - NYG ,14.60,N. Chubb RB - CLE ,13.20,J. Jones WR - ATL ,1.80,K. Golladay WR - DET ,5.00,C. Brate TE - TB ,3.60,J. Conner RB - PIT ,19.40,G. Zuerlein K - LA ,12.00,Seahawks DEF ,16.00,L. Fitzgerald WR - ARI ,4.80,J. Landry WR - CLE ,10.30,D. Johnson RB - CLE ,1.20,J. Mixon RB - CIN ,9.50,D. Njoku TE - CLE ,0.80,Titans DEF ,5.00,92.88,Peter,76.20
alex,1,J. Goff QB - LA ,8.08,E. Elliott RB - DAL ,19.50,C. Carson RB - SEA ,10.80,A. Green WR - CIN ,0.70,T. Hill WR - KC ,5.00,E. Ebron TE - IND ,5.20,D. Martin RB - LV ,10.70,J. Tucker K - BAL ,14.00,Chiefs DEF ,8.00,J. Gordon WR - NE ,11.80,J. Reed TE - WAS ,2.10,J. Winston QB - TB ,22.76,A. Humphries WR - TB ,12.10,P. Barber RB - TB ,8.50,Ravens DEF ,15.00,81.98,david,85.40
Alessandro,4,C. Wentz QB - PHI ,19.84,M. Ingram RB - NO ,2.80,A. Kamara RB - NO ,7.20,K. Allen WR - LAC ,22.80,A. Thielen WR - MIN ,8.80,C. Herndon TE - NYJ ,3.10,P. Lindsay RB - DEN ,27.90,S. Gostkowski K - NE ,6.00,Steelers DEF ,1.00,D. Thomas WR - HOU ,3.20,B. Marshall WR ,0.00,T. Gabriel WR - CHI ,-0.30,D. Westbrook WR - JAX ,2.40,-,-,-,-,99.44,Greg,75.08
Daniel,11,D. Prescott QB - DAL ,14.16,L. Blount RB - DET ,6.10,T. Riddick RB - DET ,5.80,C. Davis WR - TEN ,11.40,C. Kirk WR - ARI ,7.70,T. Kelce TE - KC ,26.80,D. Henry RB - TEN ,10.50,B. Maher K - DAL ,7.00,Saints DEF ,15.00,M. Crabtree WR - BAL ,3.60,B. Roethlisberger QB - PIT ,17.24,M. Goodwin WR - SF ,0.00,L. Bell RB - PIT ,0.00,M. Davis RB - SEA ,1.00,Vikings DEF ,2.00,104.46,Peter,66.82
Neil,7,M. Ryan QB - ATL ,7.64,S. Michel RB - NE ,7.00,G. Edwards RB - BAL ,8.20,M. Evans WR - TB ,4.80,A. Robinson WR - CHI ,7.90,V. McDonald TE - PIT ,2.80,T. Gurley RB - LA ,28.50,M. Prater K - DET ,10.00,Cowboys DEF ,8.00,R. Wilson QB - SEA ,24.80,J. Doyle TE - IND ,0.00,S. Watkins WR - KC ,0.00,J. Howard RB - CHI ,8.00,C. Sutton WR - DEN ,14.50,Broncos DEF ,14.00,84.84,Jeremy,68.56
michael,10,P. Rivers QB - LAC ,23.96,J. White RB - NE ,11.80,C. McCaffrey RB - CAR ,22.10,A. Brown WR - PIT ,21.40,A. Jeffery WR - PHI ,3.10,A. Hooper TE - ATL ,10.40,I. Crowell RB - NYJ ,10.70,K. Fairbairn K - HOU ,19.00,Panthers DEF ,6.00,J. Graham TE - GB ,5.00,B. Powell RB - NYJ ,0.00,A. Luck QB - IND ,9.52,T. Williams WR - LAC ,1.40,J. Richard RB - LV ,10.60,Giants DEF ,17.00,128.46,Kevin,91.80
Kevin,6,P. Mahomes QB - KC ,33.00,D. Lewis RB - TEN ,3.40,S. Ware RB - KC ,11.20,T. Hilton WR - IND ,7.70,J. Reynolds WR - LA ,1.90,G. Kittle TE - SF ,7.00,D. Cook RB - MIN ,10.60,H. Butker K - KC ,12.00,Bears DEF ,5.00,D. Jackson WR - TB ,0.00,K. Hunt RB ,0.00,C. Godwin WR - TB ,16.10,J. Smith TE - TEN ,2.90,L. Jackson QB - BAL ,16.50,A. Miller WR - CHI ,6.10,91.80,michael,128.46
Jeremy,9,D. Watson QB - HOU ,15.96,T. Yeldon RB - JAX ,6.50,M. Breida RB - SF ,5.70,S. Diggs WR - MIN ,4.90,M. Thomas WR - NO ,4.00,G. Olsen TE - CAR ,1.30,D. Baldwin WR - SEA ,8.20,W. Lutz K - NO ,4.00,Texans DEF ,18.00,K. Rudolph TE - MIN ,3.80,L. Murray RB - MIN ,1.40,W. Smallwood RB - PHI ,0.00,L. Fournette RB - JAX ,0.00,B. Mayfield QB - CLE ,13.88,K. Coutee WR - HOU ,0.00,68.56,Neil,84.84
Peter,8,A. Rodgers QB - GB ,15.32,A. Jones RB - GB ,11.20,A. Ekeler RB - LAC ,4.30,D. Adams WR - GB ,15.30,D. Moore WR - CAR ,6.50,T. Burton TE - CHI ,0.00,M. Williams WR - LAC ,5.20,A. Vinatieri K - IND ,0.00,Rams DEF ,9.00,A. Peterson RB - WAS ,15.80,M. Gordon RB - LAC ,0.00,M. Trubisky QB - CHI ,0.00,K. Johnson RB - DET ,0.00,C. Ridley WR - ATL ,2.20,D. Williams RB - KC ,0.00,66.82,Daniel,104.46
Greg,12,T. Brady QB - NE ,14.94,D. Johnson RB - ARI ,7.20,T. Cohen RB - CHI ,22.64,E. Sanders WR - DEN ,1.90,A. Cooper WR - DAL ,5.60,R. Gronkowski TE - NE ,2.60,T. Lockett WR - SEA ,12.20,M. Crosby K - GB ,5.00,Packers DEF ,3.00,B. Watson TE - NO ,0.00,B. Bortles QB - JAX ,0.00,D. Funchess WR - CAR ,7.00,N. Agholor WR - PHI ,5.60,K. Drake RB - MIA ,10.40,S. Shepard WR - NYG ,2.80,75.08,Alessandro,99.44
