Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,3,M. Stafford QB - DET ,20.78,L. Miller RB - HOU ,4.90,T. Coleman RB - ATL ,7.70,O. Beckham WR - NYG ,7.00,B. Cooks WR - LA ,18.60,J. Cook TE - LV ,23.00,J. Smith-Schuster WR - PIT ,6.00,C. Boswell K - PIT ,6.00,Packers DEF ,23.00,C. Ivory RB - BUF ,1.50,C. Hogan WR - NE ,2.50,K. Cousins QB - MIN ,33.68,D. Freeman RB - ATL ,0.00,T. Boyd WR - CIN ,10.00,K. Cole WR - JAX ,1.50,116.98,Alessandro,100.54
david,7,J. Flacco QB - BAL ,22.22,G. Bernard RB - CIN ,21.60,J. Ajayi RB - PHI ,8.10,D. Hopkins WR - HOU ,22.90,R. Woods WR - LA ,16.10,Z. Ertz TE - PHI ,11.20,D. Jackson WR - TB ,11.20,M. Bryant K - ATL ,14.00,Patriots DEF ,10.00,D. Amendola WR - MIA ,2.10,L. McCoy RB - BUF ,3.70,J. Edelman WR - NE ,0.00,C. Newton QB - CAR ,0.00,M. Sanu WR - ATL ,11.10,J. Allen RB - BAL ,4.70,137.32,michael,86.50
Ryan,6,R. Wilson QB - SEA ,8.98,J. Conner RB - PIT ,6.40,S. Barkley RB - NYG ,16.00,J. Jones WR - ATL ,17.30,K. Golladay WR - DET ,7.40,D. Njoku TE - CLE ,5.20,M. Breida RB - SF ,7.10,A. Rosas K - NYG ,4.00,Eagles DEF ,5.00,D. Baldwin WR - SEA ,4.10,J. Reed TE - WAS ,0.00,K. Stills WR - MIA ,4.00,Q. Enunwa WR - NYJ ,6.60,P. Barber RB - TB ,3.00,J. Mixon RB - CIN ,0.00,77.38,Neil,75.08
alex,1,J. Goff QB - LA ,41.30,M. Lynch RB - LV ,15.70,E. Elliott RB - DAL ,30.00,A. Green WR - CIN ,13.80,T. Hill WR - KC ,5.60,E. Ebron TE - IND ,10.00,A. Callaway WR - CLE ,5.40,J. Tucker K - BAL ,14.00,Vikings DEF ,-3.00,R. Cobb WR - GB ,0.00,G. Olsen TE - CAR ,0.00,D. Martin RB - LV ,1.10,D. Carr QB - LV ,33.58,C. Davis WR - TEN ,22.10,C. Carson RB - SEA ,0.00,132.80,Daniel,73.36
Alessandro,5,R. Fitzpatrick QB - TB ,3.04,A. Kamara RB - NO ,36.10,P. Lindsay RB - DEN ,13.90,D. Thomas WR - HOU ,2.40,K. Allen WR - LAC ,6.30,J. James TE - PIT ,2.30,A. Thielen WR - MIN ,19.50,S. Gostkowski K - NE ,8.00,Jaguars DEF ,9.00,M. Ingram RB - NO ,0.00,C. Thompson RB - WAS ,0.00,C. Wentz QB - PHI ,20.72,J. Doctson WR - WAS ,0.00,G. Allison WR - GB ,8.00,E. Engram TE - NYG ,0.00,100.54,Peter,116.98
Daniel,11,B. Roethlisberger QB - PIT ,14.86,T. Riddick RB - DET ,2.70,J. Wilkins RB - IND ,1.60,M. Jones WR - DET ,5.60,W. Fuller WR - HOU ,10.90,T. Kelce TE - KC ,13.80,M. Crabtree WR - BAL ,2.90,J. Lambo K - JAX ,13.00,Saints DEF ,8.00,D. Sproles RB - PHI ,0.00,J. Gordon WR - NE ,3.20,L. Bell RB - PIT ,0.00,P. Richardson WR - WAS ,0.00,D. Prescott QB - DAL ,18.40,G. Zuerlein K - LA ,0.00,73.36,alex,132.80
Neil,8,D. Brees QB - NO ,8.58,T. Gurley RB - LA ,21.60,J. Howard RB - CHI ,2.50,M. Evans WR - TB ,5.90,A. Robinson WR - CHI ,8.30,O. Howard TE - TB ,0.00,S. Michel RB - NE ,17.20,M. Prater K - DET ,6.00,Chargers DEF ,5.00,M. Ryan QB - ATL ,31.26,J. Doyle TE - IND ,0.00,S. Watkins WR - KC ,0.00,J. Williams RB - GB ,2.70,R. Freeman RB - DEN ,12.70,Broncos DEF ,1.00,75.08,Ryan,77.38
michael,10,P. Rivers QB - LAC ,21.70,B. Powell RB - NYJ ,5.20,I. Crowell RB - NYJ ,0.30,L. Fitzgerald WR - ARI ,2.80,A. Brown WR - PIT ,12.20,J. Graham TE - GB ,8.10,J. White RB - NE ,23.20,R. Gould K - SF ,9.00,Seahawks DEF ,4.00,D. Bryant WR - NO ,0.00,A. Luck QB - IND ,37.66,A. Jeffery WR - PHI ,16.50,T. Eifert TE - CIN ,9.80,C. McCaffrey RB - CAR ,0.00,Panthers DEF ,0.00,86.50,david,137.32
Kevin,2,P. Mahomes QB - KC ,22.86,C. Hyde RB - JAX ,14.20,K. Hunt RB ,23.50,G. Tate WR - PHI ,25.20,T. Hilton WR - IND ,11.50,G. Kittle TE - SF ,18.50,D. Lewis RB - TEN ,6.60,H. Butker K - KC ,9.00,Bears DEF ,14.00,A. Morris RB - SF ,1.80,C. Kupp WR - LA ,28.20,D. Cook RB - MIN ,2.00,C. Godwin WR - TB ,2.20,M. Williams WR - LAC ,1.50,C. Kirk WR - ARI ,3.50,145.36,Greg,81.46
Jeremy,9,D. Watson QB - HOU ,31.10,D. Henry RB - TEN ,3.10,L. Fournette RB - JAX ,3.50,S. Diggs WR - MIN ,12.30,M. Thomas WR - NO ,4.70,K. Rudolph TE - MIN ,5.70,J. Landry WR - CLE ,9.40,W. Lutz K - NO ,15.00,Texans DEF ,13.00,J. Nelson WR - LV ,12.80,B. Marshall WR ,0.50,A. Smith QB - WAS ,0.00,C. Anderson RB - LA ,0.00,T. Yeldon RB - JAX ,20.00,M. Mack RB - IND ,0.00,97.80,Peter,124.52
