Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,6,K. Cousins QB - MIN ,10.04,L. Miller RB - HOU ,9.10,T. Coleman RB - ATL ,10.70,O. Beckham WR - NYG ,10.90,B. Cooks WR - LA ,9.00,J. Cook TE - LV ,3.10,J. Smith-Schuster WR - PIT ,11.60,C. Boswell K - PIT ,6.00,Ravens DEF ,6.00,M. Stafford QB - DET ,17.48,C. Hogan WR - NE ,3.10,D. Freeman RB - ATL ,0.00,K. Cole WR - JAX ,4.00,R. Penny RB - SEA ,0.50,Packers DEF ,1.00,76.44,alex,82.86
david,7,C. Newton QB - CAR ,29.60,G. Bernard RB - CIN ,14.60,J. Allen RB - BAL ,14.60,D. Hopkins WR - HOU ,8.60,R. Woods WR - LA ,23.70,Z. Ertz TE - PHI ,7.30,D. Jackson WR - TB ,3.70,M. Bryant K - ATL ,3.00,Patriots DEF ,3.00,D. Amendola WR - MIA ,4.20,L. McCoy RB - BUF ,0.00,J. Edelman WR - NE ,0.00,M. Wallace WR - PHI ,0.00,M. Sanu WR - ATL ,11.60,J. Ajayi RB - PHI ,0.00,108.10,Daniel,81.72
Ryan,9,R. Wilson QB - SEA ,15.58,L. Murray RB - MIN ,3.10,S. Barkley RB - NYG ,17.70,J. Jones WR - ATL ,9.60,K. Golladay WR - DET ,11.30,J. Reed TE - WAS ,6.50,J. Conner RB - PIT ,9.50,D. Bailey K - MIN ,0.00,Eagles DEF ,3.00,D. Baldwin WR - SEA ,0.00,K. Stills WR - MIA ,12.10,Q. Enunwa WR - NYJ ,5.70,P. Barber RB - TB ,3.30,J. Mixon RB - CIN ,0.00,M. Breida RB - SF ,11.70,76.28,Alessandro,78.74
alex,1,J. Goff QB - LA ,25.56,M. Lynch RB - LV ,14.60,E. Elliott RB - DAL ,11.80,A. Green WR - CIN ,5.80,T. Hill WR - KC ,5.60,E. Ebron TE - IND ,3.30,R. Cobb WR - GB ,0.20,J. Tucker K - BAL ,13.00,Vikings DEF ,3.00,G. Olsen TE - CAR ,0.00,D. Martin RB - LV ,4.30,D. Carr QB - LV ,13.60,C. Davis WR - TEN ,3.40,C. Carson RB - SEA ,18.40,A. Callaway WR - CLE ,2.00,82.86,Peter,76.44
Alessandro,2,R. Fitzpatrick QB - TB ,27.14,C. Thompson RB - WAS ,1.70,A. Kamara RB - NO ,19.00,D. Thomas WR - HOU ,6.30,K. Allen WR - LAC ,2.40,J. James TE - PIT ,0.70,A. Thielen WR - MIN ,10.50,S. Gostkowski K - NE ,4.00,Jaguars DEF ,7.00,M. Ingram RB - NO ,0.00,C. Wentz QB - PHI ,11.20,J. Doctson WR - WAS ,0.00,G. Allison WR - GB ,13.60,E. Engram TE - NYG ,1.90,P. Lindsay RB - DEN ,2.00,78.74,Ryan,76.28
Daniel,11,B. Roethlisberger QB - PIT ,24.02,R. Burkhead RB - NE ,2.60,T. Riddick RB - DET ,3.60,M. Jones WR - DET ,12.90,W. Fuller WR - HOU ,16.10,T. Kelce TE - KC ,11.40,M. Crabtree WR - BAL ,6.10,J. Lambo K - JAX ,6.00,Saints DEF ,-1.00,D. Sproles RB - PHI ,0.00,J. Gordon WR - NE ,0.00,L. Bell RB - PIT ,0.00,P. Richardson WR - WAS ,10.60,D. Prescott QB - DAL ,8.82,G. Zuerlein K - LA ,0.00,81.72,david,108.10
Neil,4,D. Brees QB - NO ,40.54,T. Gurley RB - LA ,19.60,J. Howard RB - CHI ,14.10,M. Evans WR - TB ,19.70,A. Robinson WR - CHI ,5.00,O. Howard TE - TB ,7.20,J. Williams RB - GB ,4.50,M. Prater K - DET ,14.00,Broncos DEF ,2.00,M. Ryan QB - ATL ,40.16,J. Doyle TE - IND ,0.00,S. Watkins WR - KC ,13.50,D. Johnson RB - CLE ,3.30,R. Freeman RB - DEN ,11.80,S. Michel RB - NE ,4.90,126.64,Greg,72.32
michael,10,P. Rivers QB - LAC ,17.04,I. Crowell RB - NYJ ,17.10,C. McCaffrey RB - CAR ,19.40,L. Fitzgerald WR - ARI ,0.90,A. Brown WR - PIT ,11.00,J. Graham TE - GB ,4.50,B. Powell RB - NYJ ,7.30,R. Gould K - SF ,7.00,Panthers DEF ,10.00,D. Bryant WR - NO ,0.00,F. Gore RB - MIA ,1.20,A. Luck QB - IND ,13.86,A. Jeffery WR - PHI ,0.00,T. Eifert TE - CIN ,7.40,J. White RB - NE ,11.10,94.24,Peter,95.50
Kevin,3,P. Mahomes QB - KC ,25.26,D. Lewis RB - TEN ,4.00,K. Hunt RB ,16.40,G. Tate WR - PHI ,6.90,T. Hilton WR - IND ,5.00,G. Kittle TE - SF ,9.90,C. Kupp WR - LA ,12.80,H. Butker K - KC ,8.00,Bears DEF ,13.00,A. Morris RB - SF ,12.70,C. Hyde RB - JAX ,22.30,J. Garoppolo QB - SF ,22.34,D. Cook RB - MIN ,0.00,C. Godwin WR - TB ,11.40,M. Williams WR - LAC ,20.10,101.26,Jeremy,94.40
Jeremy,8,D. Watson QB - HOU ,25.00,T. Yeldon RB - JAX ,9.00,D. Henry RB - TEN ,5.70,S. Diggs WR - MIN ,1.70,M. Thomas WR - NO ,12.90,K. Rudolph TE - MIN ,10.80,J. Landry WR - CLE ,12.30,W. Lutz K - NO ,13.00,Texans DEF ,4.00,J. Nelson WR - LV ,23.30,B. Marshall WR ,3.00,A. Smith QB - WAS ,16.80,L. Fournette RB - JAX ,0.00,M. Mack RB - IND ,0.00,J. Wilkins RB - IND ,2.00,94.40,Kevin,101.26
Peter,5,A. Rodgers QB - GB ,19.90,A. Peterson RB - WAS ,24.00,M. Gordon RB - LAC ,14.40,D. Adams WR - GB ,11.20,N. Agholor WR - PHI ,2.40,T. Burton TE - CHI ,5.50,P. Garcon WR - SF ,1.10,M. Crosby K - GB ,5.00,Rams DEF ,12.00,V. McDonald TE - PIT ,17.20,J. Brown WR - BAL ,8.60,A. Collins RB - BAL ,13.40,A. Jones RB - GB ,4.70,A. Ekeler RB - LAC ,5.10,K. Johnson RB - DET ,11.00,95.50,michael,94.24
Greg,12,T. Brady QB - NE ,7.52,D. Johnson RB - ARI ,12.10,K. Drake RB - MIA ,1.00,E. Sanders WR - DEN ,13.30,M. Goodwin WR - SF ,8.80,R. Gronkowski TE - NE ,5.10,C. Clement RB - PHI ,7.50,J. Elliott K - PHI ,8.00,Browns DEF ,9.00,T. Ginn WR - NO ,9.20,T. Lockett WR - SEA ,14.20,D. Funchess WR - CAR ,12.70,A. Cooper WR - DAL ,1.70,S. Shepard WR - NYG ,14.00,T. Cohen RB - CHI ,6.80,72.32,Neil,126.64
