Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,2,K. Cousins QB - MIN ,15.30,L. Miller RB - HOU ,0.80,T. Coleman RB - ATL ,20.50,B. Cooks WR - LA ,5.90,J. Smith-Schuster WR - PIT ,4.00,J. Cook TE - LV ,2.30,T. Boyd WR - CIN ,9.80,M. Bryant K - ATL ,10.00,Lions DEF ,2.00,M. Stafford QB - DET ,12.32,F. Gore RB - MIA ,1.40,O. Beckham WR - NYG ,0.00,A. Blue RB - HOU ,1.50,J. Samuels RB - PIT ,17.20,Redskins DEF ,14.00,70.60,Kevin,115.62
david,3,C. Newton QB - CAR ,4.74,M. Mack RB - IND ,24.90,J. Adams RB - PHI ,8.80,J. Edelman WR - NE ,9.00,D. Hopkins WR - HOU ,29.00,Z. Ertz TE - PHI ,2.20,R. Woods WR - LA ,9.30,J. Elliott K - PHI ,14.00,Patriots DEF ,7.00,L. McCoy RB - BUF ,0.00,G. Tate WR - PHI ,4.30,M. Sanu WR - ATL ,4.10,G. Bernard RB - CIN ,3.20,J. Allen RB - BAL ,0.00,G. Gano K - CAR ,0.00,108.94,-,-
Ryan,5,D. Brees QB - NO ,5.92,S. Barkley RB - NYG ,5.60,N. Chubb RB - CLE ,10.00,J. Jones WR - ATL ,14.20,J. Landry WR - CLE ,3.70,D. Njoku TE - CLE ,3.00,J. Mixon RB - CIN ,25.00,G. Zuerlein K - LA ,11.00,Seahawks DEF ,5.00,C. Brate TE - TB ,0.90,D. Johnson RB - CLE ,5.30,J. Conner RB - PIT ,0.00,K. Golladay WR - DET ,14.60,Titans DEF ,17.00,Chargers DEF ,1.00,83.42,alex,69.96
alex,1,J. Goff QB - LA ,10.66,E. Elliott RB - DAL ,12.80,C. Carson RB - SEA ,20.80,J. Gordon WR - NE ,1.90,T. Hill WR - KC ,4.10,E. Ebron TE - IND ,0.80,D. Martin RB - LV ,3.90,J. Tucker K - BAL ,8.00,Ravens DEF ,7.00,J. Reed TE - WAS ,0.00,J. Winston QB - TB ,4.28,A. Humphries WR - TB ,2.30,P. Barber RB - TB ,14.90,J. Ross WR - CIN ,0.90,Chiefs DEF ,8.00,69.96,Ryan,83.42
Alessandro,4,C. Wentz QB - PHI ,0.00,M. Ingram RB - NO ,7.40,A. Kamara RB - NO ,16.30,K. Allen WR - LAC ,0.00,A. Thielen WR - MIN ,1.90,A. Gates TE - LAC ,5.40,P. Lindsay RB - DEN ,4.40,S. Gostkowski K - NE ,4.00,Steelers DEF ,7.00,D. Thomas WR - HOU ,5.90,Z. Jones WR - BUF ,1.10,D. Westbrook WR - JAX ,10.10,C. Samuel WR - CAR ,2.50,J. Jackson RB - LAC ,14.50,J. Allen QB - BUF ,19.76,46.40,-,-
Daniel,11,B. Roethlisberger QB - PIT ,13.10,L. Blount RB - DET ,0.90,D. Henry RB - TEN ,29.24,M. Goodwin WR - SF ,0.70,C. Davis WR - TEN ,3.30,T. Kelce TE - KC ,6.10,L. Fitzgerald WR - ARI ,8.20,B. Maher K - DAL ,0.00,Saints DEF ,12.00,M. Crabtree WR - BAL ,0.00,T. Riddick RB - DET ,5.60,L. Bell RB - PIT ,0.00,M. Davis RB - SEA ,8.40,D. Prescott QB - DAL ,6.24,Vikings DEF ,13.00,73.54,Neil,98.48
Neil,7,R. Wilson QB - SEA ,18.98,S. Michel RB - NE ,5.90,G. Edwards RB - BAL ,16.40,M. Evans WR - TB ,12.10,A. Robinson WR - CHI ,5.40,V. McDonald TE - PIT ,7.30,T. Gurley RB - LA ,24.40,M. Prater K - DET ,1.00,Broncos DEF ,7.00,M. Ryan QB - ATL ,25.04,J. Doyle TE - IND ,0.00,S. Watkins WR - KC ,0.00,J. Howard RB - CHI ,13.50,C. Sutton WR - DEN ,4.20,Jaguars DEF ,10.00,98.48,Daniel,73.54
michael,10,P. Rivers QB - LAC ,18.52,J. White RB - NE ,3.70,C. McCaffrey RB - CAR ,18.00,A. Brown WR - PIT ,10.90,A. Jeffery WR - PHI ,16.00,J. Graham TE - GB ,3.20,I. Crowell RB - NYJ ,0.00,K. Fairbairn K - HOU ,19.00,Panthers DEF ,10.00,B. Powell RB - NYJ ,0.00,A. Luck QB - IND ,9.68,T. Williams WR - LAC ,7.10,A. Hooper TE - ATL ,0.00,J. Richard RB - LV ,5.60,Giants DEF ,2.00,99.32,-,-
Kevin,6,P. Mahomes QB - KC ,18.02,D. Williams RB - KC ,24.30,D. Cook RB - MIN ,28.30,T. Hilton WR - IND ,8.50,D. Pettis WR - SF ,8.30,G. Kittle TE - SF ,5.10,E. McGuire RB - NYJ ,11.10,H. Butker K - KC ,4.00,Bears DEF ,8.00,D. Jackson WR - TB ,0.00,D. Lewis RB - TEN ,4.40,S. Ware RB - KC ,0.00,C. Godwin WR - TB ,0.00,J. Reynolds WR - LA ,7.00,L. Jackson QB - BAL ,16.74,115.62,Peter,70.60
Jeremy,9,D. Watson QB - HOU ,22.36,L. Fournette RB - JAX ,6.40,M. Breida RB - SF ,9.60,S. Diggs WR - MIN ,11.80,M. Thomas WR - NO ,4.90,K. Rudolph TE - MIN ,2.30,D. Baldwin WR - SEA ,19.70,W. Lutz K - NO ,6.00,Texans DEF ,5.00,L. Murray RB - MIN ,12.80,T. Yeldon RB - JAX ,1.10,I. Smith RB - ATL ,3.90,B. Mayfield QB - CLE ,12.12,R. Penny RB - SEA ,0.00,K. Coutee WR - HOU ,0.00,88.06,-,-
Peter,8,A. Rodgers QB - GB ,13.46,A. Jones RB - GB ,0.80,A. Ekeler RB - LAC ,0.00,D. Adams WR - GB ,13.90,D. Moore WR - CAR ,1.40,T. Burton TE - CHI ,9.60,M. Williams WR - LAC ,29.50,A. Vinatieri K - IND ,11.00,Rams DEF ,1.00,A. Peterson RB - WAS ,7.10,M. Gordon RB - LAC ,0.00,M. Trubisky QB - CHI ,19.00,K. Johnson RB - DET ,0.00,C. Ridley WR - ATL ,4.20,D. Williams RB - KC ,9.20,80.66,Greg,76.36
Greg,12,T. Brady QB - NE ,13.16,D. Johnson RB - ARI ,16.10,T. Cohen RB - CHI ,9.50,T. Lockett WR - SEA ,5.60,A. Cooper WR - DAL ,4.30,R. Gronkowski TE - NE ,2.10,J. Wilson RB - SF ,2.60,M. Badgley K - LAC ,3.00,Falcons DEF ,20.00,E. Sanders WR - DEN ,0.00,B. Watson TE - NO ,2.80,D. Funchess WR - CAR ,0.00,N. Agholor WR - PHI ,0.80,K. Drake RB - MIA ,3.40,S. Shepard WR - NYG ,3.70,76.36,Peter,80.66
