Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,2,K. Cousins QB - MIN ,27.38,L. Miller RB - HOU ,22.70,T. Coleman RB - ATL ,8.30,O. Beckham WR - NYG ,8.50,T. Boyd WR - CIN ,14.50,J. Cook TE - LV ,9.20,J. Smith-Schuster WR - PIT ,24.90,M. Bryant K - ATL ,5.00,Chargers DEF ,8.00,M. Stafford QB - DET ,5.44,F. Gore RB - MIA ,7.70,B. Cooks WR - LA ,0.00,A. Blue RB - HOU ,6.20,E. McGuire RB - NYJ ,2.60,T. Smith WR - NO ,0.00,128.48,david,107.74
david,3,C. Newton QB - CAR ,22.54,L. McCoy RB - BUF ,5.30,M. Mack RB - IND ,9.60,J. Edelman WR - NE ,14.40,D. Hopkins WR - HOU ,7.40,Z. Ertz TE - PHI ,15.10,J. Adams RB - PHI ,16.40,J. Elliott K - PHI ,9.00,Patriots DEF ,8.00,G. Tate WR - PHI ,3.00,M. Sanu WR - ATL ,7.70,G. Bernard RB - CIN ,2.20,R. Woods WR - LA ,0.00,J. Allen RB - BAL ,0.20,G. Gano K - CAR ,9.00,107.74,Peter,128.48
Ryan,5,D. Brees QB - NO ,20.44,S. Barkley RB - NYG ,26.20,N. Chubb RB - CLE ,24.80,J. Jones WR - ATL ,12.80,K. Golladay WR - DET ,9.00,C. Brate TE - TB ,8.60,J. Conner RB - PIT ,7.50,A. Vinatieri K - IND ,9.00,Jaguars DEF ,0.00,L. Fitzgerald WR - ARI ,9.00,D. Johnson RB - CLE ,3.90,J. Mixon RB - CIN ,15.50,D. Njoku TE - CLE ,12.30,G. Zuerlein K - LA ,0.00,Dolphins DEF ,7.00,118.34,Greg,119.72
alex,1,J. Winston QB - TB ,22.88,E. Elliott RB - DAL ,20.30,C. Carson RB - SEA ,12.30,J. Gordon WR - NE ,7.00,A. Humphries WR - TB ,11.40,J. Reed TE - WAS ,7.50,P. Barber RB - TB ,12.30,J. Tucker K - BAL ,10.00,Ravens DEF ,18.00,A. Green WR - CIN ,0.00,D. Martin RB - LV ,13.20,E. Ebron TE - IND ,16.50,J. Goff QB - LA ,0.00,T. Hill WR - KC ,0.00,Chiefs DEF ,0.00,121.68,Peter,83.82
Alessandro,4,C. Wentz QB - PHI ,13.24,M. Ingram RB - NO ,6.60,A. Kamara RB - NO ,9.80,K. Allen WR - LAC ,13.20,A. Thielen WR - MIN ,18.50,C. Herndon TE - NYJ ,5.70,P. Lindsay RB - DEN ,17.00,S. Gostkowski K - NE ,9.00,Steelers DEF ,2.00,D. Thomas WR - HOU ,15.80,B. Marshall WR ,0.00,T. Gabriel WR - CHI ,4.90,D. Westbrook WR - JAX ,14.70,-,-,-,-,95.04,Jeremy,105.90
Daniel,12,B. Roethlisberger QB - PIT ,22.28,M. Davis RB - SEA ,1.40,D. Henry RB - TEN ,2.90,M. Crabtree WR - BAL ,8.10,C. Davis WR - TEN ,19.50,C. Uzomah TE - CIN ,3.90,M. Goodwin WR - SF ,0.00,B. Maher K - DAL ,7.00,Vikings DEF ,7.00,M. Jones WR - DET ,0.00,T. Riddick RB - DET ,6.00,L. Bell RB - PIT ,0.00,T. Kelce TE - KC ,0.00,D. Prescott QB - DAL ,27.36,Saints DEF ,15.00,72.08,Kevin,79.14
Neil,8,M. Ryan QB - ATL ,20.68,J. Howard RB - CHI ,1.50,S. Michel RB - NE ,20.50,M. Evans WR - TB ,11.60,A. Robinson WR - CHI ,3.70,V. McDonald TE - PIT ,2.70,G. Edwards RB - BAL ,11.80,M. Prater K - DET ,4.00,Cowboys DEF ,9.00,R. Wilson QB - SEA ,21.96,J. Doyle TE - IND ,7.60,S. Watkins WR - KC ,0.00,T. Gurley RB - LA ,0.00,C. Sutton WR - DEN ,1.40,Broncos DEF ,11.00,85.48,michael,94.86
michael,10,P. Rivers QB - LAC ,20.66,J. White RB - NE ,7.80,C. McCaffrey RB - CAR ,35.70,A. Brown WR - PIT ,6.70,A. Jeffery WR - PHI ,3.90,A. Hooper TE - ATL ,3.10,I. Crowell RB - NYJ ,6.00,K. Fairbairn K - HOU ,10.00,Panthers DEF ,1.00,J. Graham TE - GB ,3.40,B. Powell RB - NYJ ,0.00,A. Luck QB - IND ,22.62,T. Williams WR - LAC ,0.00,J. Richard RB - LV ,1.60,Giants DEF ,3.00,94.86,Neil,85.48
Kevin,6,L. Jackson QB - BAL ,20.22,D. Lewis RB - TEN ,4.10,D. Cook RB - MIN ,13.60,D. Jackson WR - TB ,2.50,T. Hilton WR - IND ,12.50,G. Kittle TE - SF ,5.80,A. Miller WR - CHI ,4.42,R. Gould K - SF ,3.00,Bears DEF ,13.00,S. Ware RB - KC ,0.00,K. Hunt RB ,0.00,C. Godwin WR - TB ,4.20,P. Mahomes QB - KC ,0.00,J. Reynolds WR - LA ,0.00,H. Butker K - KC ,0.00,79.14,Daniel,72.08
Jeremy,9,D. Watson QB - HOU ,29.40,L. Fournette RB - JAX ,22.80,M. Breida RB - SF ,14.00,S. Diggs WR - MIN ,14.90,M. Thomas WR - NO ,3.80,G. Olsen TE - CAR ,1.10,D. Baldwin WR - SEA ,3.90,W. Lutz K - NO ,7.00,Texans DEF ,9.00,K. Rudolph TE - MIN ,6.30,L. Murray RB - MIN ,3.30,T. Yeldon RB - JAX ,3.30,W. Smallwood RB - PHI ,0.00,B. Mayfield QB - CLE ,25.92,K. Coutee WR - HOU ,1.40,105.90,Alessandro,95.04
