Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,3,C. Wentz QB - PHI ,20.02,J. McKinnon RB - MIN ,6.00,K. Drake RB - MIA ,1.40,D. Bryant WR - DAL ,6.30,T. Hill WR - KC ,8.40,J. Graham TE - SEA ,13.80,T. Ginn WR - NO ,7.50,G. Zuerlein K - LA ,1.00,Cardinals DEF ,4.00,J. Nelson WR - GB ,2.40,F. Gore RB - IND ,0.00,A. Seferian-Jenkins TE - NYJ ,0.00,J. Winston QB - TB ,0.00,C. Coleman WR - CLE ,8.00,C. McCaffrey RB - CAR ,0.00,68.42,Greg,67.20
david,5,N. Peterman QB - BUF ,-6.96,M. Ingram RB - NO ,21.50,M. Lynch RB - LV ,7.70,A. Brown WR - PIT ,32.40,M. Sanu WR - ATL ,9.70,J. Reed TE - WAS ,0.00,B. Cooks WR - NE ,20.90,K. Forbath K - MIN ,6.00,Bills DEF ,-3.00,J. Stewart RB - CAR ,0.00,J. Maclin WR - BAL ,3.40,E. Decker WR - TEN ,3.70,T. Taylor QB - BUF ,18.12,C. Newton QB - CAR ,0.00,A. Vinatieri K - IND ,0.00,88.24,Peter,68.24
Ryan,8,T. Brady QB - NE ,25.60,I. Crowell RB - CLE ,1.80,T. Coleman RB - ATL ,11.80,K. Benjamin WR - BUF ,2.00,J. Smith-Schuster WR - PIT ,4.70,Z. Ertz TE - PHI ,0.80,D. Baldwin WR - SEA ,10.00,M. Bryant K - ATL ,10.00,Ravens DEF ,26.00,M. Forte RB - NYJ ,0.00,D. Woodhead RB - BAL ,2.30,D. Walker TE - TEN ,9.20,D. Johnson RB - ARI ,0.00,S. Shepard WR - NYG ,0.00,R. Anderson WR - NYJ ,0.00,92.70,Jeremy,104.80
alex,12,J. Goff QB - LA ,9.80,J. Ajayi RB - PHI ,10.10,J. Mixon RB - CIN ,4.90,E. Sanders WR - DEN ,1.50,K. Stills WR - MIA ,24.00,J. Witten TE - DAL ,0.70,C. Thompson RB - WAS ,9.30,J. Tucker K - BAL ,11.00,Chiefs DEF ,6.00,J. McCown QB - NYJ ,0.00,M. Bryant WR - PIT ,3.00,D. Freeman RB - ATL ,0.00,A. Hurns WR - JAX ,0.00,J. Allen RB - BAL ,1.70,Lions DEF ,9.00,77.30,Kevin,104.66
Alessandro,10,K. Cousins QB - WAS ,25.98,D. Murray RB - TEN ,4.70,C. Anderson RB - DEN ,9.60,A. Jeffery WR - PHI ,14.70,M. Thomas WR - NO ,9.10,A. Hooper TE - ATL ,-0.10,A. Abdullah RB - DET ,9.50,J. Elliott K - PHI ,1.00,Rams DEF ,0.00,D. Amendola WR - NE ,12.60,C. Ivory RB - JAX ,0.60,T. Benjamin WR - LAC ,2.80,J. Gordon WR - CLE ,0.00,T. Cohen RB - CHI ,11.90,C. Boswell K - PIT ,18.00,74.48,michael,69.10
Daniel,11,B. Roethlisberger QB - PIT ,28.96,L. McCoy RB - BUF ,24.60,D. Johnson RB - CLE ,12.60,R. Matthews WR - TEN ,17.30,R. Woods WR - LA ,8.10,J. Cook TE - LV ,3.60,D. Thomas WR - DEN ,12.40,S. Gostkowski K - NE ,19.00,Seahawks DEF ,2.00,B. Powell RB - NYJ ,0.00,G. Olsen TE - CAR ,0.00,T. Hilton WR - IND ,0.00,T. Lockett WR - SEA ,3.70,M. Mariota QB - TEN ,14.74,H. Henry TE - LAC ,2.50,128.56,Neil,132.62
Neil,1,R. Wilson QB - SEA ,30.92,D. Lewis RB - NE ,14.80,T. Gurley RB - LA ,11.60,D. Hopkins WR - HOU ,13.60,S. Diggs WR - MIN ,3.20,E. Engram TE - NYG ,0.90,L. Murray RB - MIN ,21.60,M. Prater K - DET ,11.00,Jaguars DEF ,25.00,J. Kearse WR - NYJ ,0.00,D. Adams WR - GB ,12.60,T. Montgomery RB - GB ,0.00,T. Kroft TE - CIN ,7.20,D. Washington RB - LV ,1.90,Panthers DEF ,0.00,132.62,Daniel,128.56
michael,7,D. Prescott QB - DAL ,-1.20,L. Miller RB - HOU ,14.30,A. Kamara RB - NO ,19.60,J. Landry WR - MIA ,13.50,N. Agholor WR - PHI ,-0.20,C. Fiedorowicz TE - HOU ,1.80,L. Bell RB - PIT ,10.30,S. Hauschka K - BUF ,8.00,Broncos DEF ,3.00,A. Peterson RB - ARI ,3.90,T. Kelce TE - KC ,8.90,A. Cooper WR - LV ,8.80,W. Fuller WR - HOU ,0.00,J. Williams RB - GB ,9.50,Jets DEF ,0.00,69.10,Alessandro,74.48
Kevin,2,M. Stafford QB - DET ,18.26,J. Howard RB - CHI ,18.50,K. Hunt RB - KC ,7.70,G. Tate WR - DET ,3.20,A. Green WR - CIN ,11.00,A. Gates TE - LAC ,0.00,O. Darkwa RB - NYG ,15.00,H. Butker K - KC ,9.00,Eagles DEF ,22.00,C. Clay TE - BUF ,2.70,D. Carr QB - LV ,13.48,D. Parker WR - MIA ,2.60,J. Crowder WR - WAS ,7.60,A. Collins RB - BAL ,13.10,C. Davis WR - TEN ,2.70,104.66,alex,77.30
Jeremy,4,D. Brees QB - NO ,21.60,A. Morris RB - DAL ,9.10,M. Gordon RB - LAC ,14.00,L. Fitzgerald WR - ARI ,15.10,A. Thielen WR - MIN ,18.30,C. Brate TE - TB ,1.20,M. Lee WR - JAX ,4.50,J. Lambo K - JAX ,7.00,Steelers DEF ,14.00,R. Burkhead RB - NE ,3.70,K. Allen WR - LAC ,28.20,P. Richardson WR - SEA ,5.60,E. Elliott RB - DAL ,0.00,D. Henry RB - TEN ,3.20,S. Perine RB - WAS ,18.60,104.80,Ryan,92.70
