Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,3,N. Foles QB - PHI ,8.52,K. Drake RB - MIA ,5.70,C. McCaffrey RB - CAR ,5.80,D. Bryant WR - DAL ,2.30,T. Hill WR - KC ,10.80,J. Graham TE - SEA ,6.30,K. Cole WR - JAX ,10.80,J. Lambo K - JAX ,5.00,Chargers DEF ,13.00,F. Gore RB - IND ,14.60,M. Lee WR - JAX ,0.00,J. Winston QB - TB ,13.28,G. Zuerlein K - LA ,0.00,Bears DEF ,14.00,Redskins DEF ,14.00,68.22,Neil,119.02
david,5,C. Newton QB - CAR ,15.60,M. Ingram RB - NO ,12.60,M. Lynch RB - LV ,7.20,A. Brown WR - PIT ,0.00,M. Sanu WR - ATL ,3.10,J. Doyle TE - IND ,4.10,J. Stewart RB - CAR ,1.80,K. Forbath K - MIN ,10.00,Patriots DEF ,10.00,J. Maclin WR - BAL ,0.00,E. Decker WR - TEN ,7.30,T. Taylor QB - BUF ,12.84,J. Reed TE - WAS ,0.00,B. Cooks WR - NE ,2.50,Bills DEF ,6.00,64.40,Kevin,99.42
Ryan,7,T. Brady QB - NE ,15.56,T. Coleman RB - ATL ,11.20,D. Johnson RB - ARI ,0.00,D. Baldwin WR - SEA ,9.50,R. Anderson WR - NYJ ,5.10,Z. Ertz TE - PHI ,8.10,C. Kupp WR - LA ,12.50,M. Bryant K - ATL ,7.00,Ravens DEF ,3.00,M. Forte RB - NYJ ,0.60,D. Woodhead RB - BAL ,4.10,D. Walker TE - TEN ,3.30,I. Crowell RB - CLE ,4.30,S. Shepard WR - NYG ,4.50,J. Smith-Schuster WR - PIT ,13.50,71.96,Greg,78.46
alex,12,J. Goff QB - LA ,25.44,D. Freeman RB - ATL ,3.60,J. Ajayi RB - PHI ,11.30,K. Stills WR - MIA ,3.40,M. Bryant WR - PIT ,6.80,J. Witten TE - DAL ,3.90,J. Mixon RB - CIN ,3.20,J. Tucker K - BAL ,11.00,Chiefs DEF ,8.00,E. Sanders WR - DEN ,0.00,R. Cobb WR - GB ,1.60,J. Cutler QB - MIA ,15.34,A. Hurns WR - JAX ,0.00,J. Allen RB - BAL ,4.70,Lions DEF ,5.00,76.64,Alessandro,92.76
Alessandro,10,K. Cousins QB - WAS ,22.76,D. Murray RB - TEN ,11.90,C. Anderson RB - DEN ,21.30,A. Jeffery WR - PHI ,0.00,M. Thomas WR - NO ,6.60,E. Ebron TE - DET ,14.30,J. Gordon WR - CLE ,1.90,C. Boswell K - PIT ,10.00,Rams DEF ,4.00,A. Dalton QB - CIN ,11.42,C. Ivory RB - JAX ,0.00,T. Benjamin WR - LAC ,-0.40,T. Riddick RB - DET ,3.90,D. Williams RB - MIA ,0.00,T. Cohen RB - CHI ,2.10,92.76,alex,76.64
Daniel,11,B. Roethlisberger QB - PIT ,16.94,L. McCoy RB - BUF ,14.70,B. Powell RB - NYJ ,20.50,D. Thomas WR - DEN ,5.20,R. Matthews WR - TEN ,4.80,H. Henry TE - LAC ,0.00,T. Hilton WR - IND ,10.00,S. Gostkowski K - NE ,13.00,Titans DEF ,9.00,G. Olsen TE - CAR ,2.70,R. Woods WR - LA ,3.30,D. Johnson RB - CLE ,10.10,M. Mariota QB - TEN ,11.40,P. Barber RB - TB ,5.50,Seahawks DEF ,20.00,94.14,michael,64.84
Neil,1,R. Wilson QB - SEA ,14.62,D. Lewis RB - NE ,27.30,T. Gurley RB - LA ,39.60,D. Hopkins WR - HOU ,12.50,S. Diggs WR - MIN ,12.30,E. Engram TE - NYG ,1.20,L. Murray RB - MIN ,7.50,M. Prater K - DET ,5.00,Jaguars DEF ,-1.00,J. Kearse WR - NYJ ,4.20,D. Adams WR - GB ,0.00,T. Montgomery RB - GB ,0.00,T. Kroft TE - CIN ,0.30,D. Washington RB - LV ,-0.10,Panthers DEF ,19.00,119.02,Peter,68.22
michael,8,D. Prescott QB - DAL ,5.34,L. Miller RB - HOU ,6.50,A. Kamara RB - NO ,9.00,J. Landry WR - MIA ,3.10,N. Agholor WR - PHI ,3.50,T. Kelce TE - KC ,10.70,L. Bell RB - PIT ,15.70,S. Hauschka K - BUF ,10.00,Jets DEF ,1.00,A. Peterson RB - ARI ,0.00,C. Fiedorowicz TE - HOU ,0.00,A. Cooper WR - LV ,12.60,W. Fuller WR - HOU ,1.00,J. Williams RB - GB ,5.80,Broncos DEF ,4.00,64.84,Daniel,94.14
Kevin,2,M. Stafford QB - DET ,10.82,J. Howard RB - CHI ,16.40,K. Hunt RB - KC ,16.60,G. Tate WR - DET ,1.40,A. Green WR - CIN ,8.10,J. Cook TE - LV ,1.50,A. Collins RB - BAL ,6.60,H. Butker K - KC ,17.00,Eagles DEF ,21.00,C. Keenum QB - MIN ,9.36,G. Bernard RB - CIN ,22.80,B. Bortles QB - JAX ,22.38,D. Carr QB - LV ,5.90,O. Darkwa RB - NYG ,1.00,J. Crowder WR - WAS ,10.70,99.42,david,64.40
Jeremy,4,D. Brees QB - NO ,11.16,R. Burkhead RB - NE ,0.00,M. Gordon RB - LAC ,18.80,K. Allen WR - LAC ,6.30,A. Thielen WR - MIN ,2.40,C. Brate TE - TB ,1.30,L. Fitzgerald WR - ARI ,18.74,K. Fairbairn K - HOU ,0.00,Steelers DEF ,18.00,A. Morris RB - DAL ,0.00,P. Richardson WR - SEA ,2.10,E. Elliott RB - DAL ,11.80,D. Henry RB - TEN ,3.10,S. Perine RB - WAS ,5.40,R. Seals-Jones TE - ARI ,0.00,76.70,Peter,76.40
