Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,3,C. Wentz QB - PHI ,16.92,K. Drake RB - MIA ,20.10,C. McCaffrey RB - CAR ,10.90,D. Bryant WR - DAL ,12.10,T. Hill WR - KC ,30.50,J. Graham TE - SEA ,8.60,T. Ginn WR - NO ,3.30,G. Zuerlein K - LA ,16.00,Chargers DEF ,11.00,J. Nelson WR - GB ,1.70,F. Gore RB - IND ,6.10,A. Seferian-Jenkins TE - NYJ ,0.70,J. McKinnon RB - MIN ,11.20,J. Winston QB - TB ,18.60,C. Coleman WR - CLE ,0.00,129.42,Ryan,71.62
david,5,C. Newton QB - CAR ,20.42,M. Ingram RB - NO ,18.20,M. Lynch RB - LV ,18.10,A. Brown WR - PIT ,16.10,M. Sanu WR - ATL ,4.30,J. Doyle TE - IND ,1.60,B. Cooks WR - NE ,2.20,K. Forbath K - MIN ,2.00,Patriots DEF ,13.00,J. Stewart RB - CAR ,10.50,J. Maclin WR - BAL ,4.10,E. Decker WR - TEN ,2.70,T. Taylor QB - BUF ,3.80,J. Reed TE - WAS ,0.00,Bills DEF ,5.00,95.92,alex,65.00
Ryan,7,T. Brady QB - NE ,8.32,I. Crowell RB - CLE ,4.40,T. Coleman RB - ATL ,4.90,D. Baldwin WR - SEA ,8.40,R. Anderson WR - NYJ ,11.40,Z. Ertz TE - PHI ,2.40,C. Kupp WR - LA ,6.80,M. Bryant K - ATL ,9.00,Ravens DEF ,16.00,M. Forte RB - NYJ ,15.10,D. Woodhead RB - BAL ,2.30,D. Walker TE - TEN ,12.30,D. Johnson RB - ARI ,0.00,S. Shepard WR - NYG ,5.60,J. Smith-Schuster WR - PIT ,1.70,71.62,Peter,129.42
alex,12,J. Goff QB - LA ,15.00,J. Mixon RB - CIN ,4.20,A. Ekeler RB - LAC ,4.00,E. Sanders WR - DEN ,1.10,K. Stills WR - MIA ,13.80,J. Witten TE - DAL ,6.80,D. Freeman RB - ATL ,8.10,J. Tucker K - BAL ,16.00,Chiefs DEF ,-4.00,J. McCown QB - NYJ ,31.14,M. Bryant WR - PIT ,4.00,A. Hurns WR - JAX ,0.00,J. Ajayi RB - PHI ,4.60,J. Allen RB - BAL ,2.60,Lions DEF ,-4.00,65.00,david,95.92
Alessandro,10,K. Cousins QB - WAS ,12.64,D. Murray RB - TEN ,7.90,C. Anderson RB - DEN ,11.00,A. Jeffery WR - PHI ,6.10,M. Thomas WR - NO ,13.00,A. Hooper TE - ATL ,2.10,J. Gordon WR - CLE ,8.50,C. Boswell K - PIT ,11.00,Rams DEF ,18.00,D. Amendola WR - NE ,3.40,C. Ivory RB - JAX ,1.50,T. Benjamin WR - LAC ,6.80,A. Abdullah RB - DET ,0.00,T. Cohen RB - CHI ,4.40,J. Elliott K - PHI ,4.00,90.24,Greg,94.54
Daniel,11,B. Roethlisberger QB - PIT ,18.00,L. McCoy RB - BUF ,10.20,D. Johnson RB - CLE ,1.20,D. Thomas WR - DEN ,2.70,R. Matthews WR - TEN ,0.00,J. Cook TE - LV ,0.90,T. Hilton WR - IND ,11.10,S. Gostkowski K - NE ,13.00,Titans DEF ,10.00,B. Powell RB - NYJ ,11.00,G. Olsen TE - CAR ,0.00,R. Woods WR - LA ,0.00,M. Mariota QB - TEN ,18.30,H. Henry TE - LAC ,8.10,Seahawks DEF ,11.00,67.10,Peter,69.16
Neil,1,R. Wilson QB - SEA ,24.18,D. Lewis RB - NE ,9.20,T. Gurley RB - LA ,15.80,D. Hopkins WR - HOU ,8.00,D. Adams WR - GB ,4.20,E. Engram TE - NYG ,15.90,L. Murray RB - MIN ,9.70,M. Prater K - DET ,2.00,Jaguars DEF ,12.00,J. Kearse WR - NYJ ,15.70,T. Montgomery RB - GB ,0.00,T. Kroft TE - CIN ,3.00,S. Diggs WR - MIN ,3.70,D. Washington RB - LV ,7.60,Panthers DEF ,3.00,100.98,Jeremy,82.76
michael,8,D. Prescott QB - DAL ,14.88,L. Miller RB - HOU ,9.40,A. Kamara RB - NO ,24.60,J. Landry WR - MIA ,6.20,N. Agholor WR - PHI ,20.10,T. Kelce TE - KC ,21.40,L. Bell RB - PIT ,24.20,S. Hauschka K - BUF ,3.00,Jets DEF ,1.00,A. Peterson RB - ARI ,0.00,C. Fiedorowicz TE - HOU ,1.60,A. Cooper WR - LV ,0.00,W. Fuller WR - HOU ,0.00,J. Williams RB - GB ,18.30,Broncos DEF ,14.00,124.78,Kevin,78.68
Kevin,2,M. Stafford QB - DET ,11.88,J. Howard RB - CHI ,3.30,K. Hunt RB - KC ,6.30,A. Green WR - CIN ,19.70,J. Crowder WR - WAS ,4.70,C. Clay TE - BUF ,2.00,A. Collins RB - BAL ,21.80,H. Butker K - KC ,7.00,Eagles DEF ,2.00,G. Tate WR - DET ,6.90,E. Ebron TE - DET ,3.80,D. Carr QB - LV ,15.38,J. Garoppolo QB - SF ,10.52,O. Darkwa RB - NYG ,9.10,D. Parker WR - MIA ,0.50,78.68,michael,124.78
Jeremy,4,D. Brees QB - NO ,14.46,M. Gordon RB - LAC ,10.60,S. Perine RB - WAS ,6.90,K. Allen WR - LAC ,16.50,A. Thielen WR - MIN ,5.10,R. Seals-Jones TE - ARI ,4.40,L. Fitzgerald WR - ARI ,15.80,B. Walsh K - SEA ,6.00,Steelers DEF ,3.00,A. Morris RB - DAL ,18.70,R. Burkhead RB - NE ,22.30,P. Richardson WR - SEA ,0.80,C. Brate TE - TB ,15.90,E. Elliott RB - DAL ,0.00,D. Henry RB - TEN ,16.90,82.76,Neil,100.98
Peter,6,P. Rivers QB - LAC ,17.56,D. Martin RB - TB ,0.00,C. Clement RB - PHI ,3.70,M. Goodwin WR - SF ,9.90,M. Evans WR - TB ,3.30,R. Gronkowski TE - NE ,14.70,M. Jones WR - DET ,9.00,W. Lutz K - NO ,7.00,Vikings DEF ,4.00,A. Rodgers QB - GB ,0.00,M. Gillislee RB - NE ,0.00,S. Watkins WR - LA ,9.80,T. Rawls RB - SEA ,0.40,A. Jones RB - GB ,8.00,Texans DEF ,4.00,69.16,Daniel,67.10
