Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,4,C. Wentz QB - PHI ,31.02,J. McKinnon RB - MIN ,5.70,C. McCaffrey RB - CAR ,4.60,D. Bryant WR - DAL ,12.30,T. Hill WR - KC ,19.20,A. Seferian-Jenkins TE - NYJ ,8.10,J. Nelson WR - GB ,1.30,G. Gano K - CAR ,3.00,Saints DEF ,4.00,J. Graham TE - SEA ,11.10,R. Cobb WR - GB ,1.50,F. Gore RB - IND ,3.40,T. Ginn WR - NO ,14.10,J. Winston QB - TB ,23.36,M. Breida RB - SF ,0.50,89.22,michael,115.26
david,7,T. Taylor QB - BUF ,20.02,M. Ingram RB - NO ,17.00,M. Lynch RB - LV ,0.90,A. Brown WR - PIT ,12.50,B. Cooks WR - NE ,12.50,J. Reed TE - WAS ,18.40,E. Decker WR - TEN ,0.00,K. Forbath K - MIN ,22.00,Patriots DEF ,5.00,K. Britt WR - NE ,0.70,J. Maclin WR - BAL ,0.00,C. Newton QB - CAR ,7.44,M. Sanu WR - ATL ,6.50,G. Bernard RB - CIN ,0.70,M. Bryant K - ATL ,1.00,108.32,Ryan,78.26
Ryan,9,T. Brady QB - NE ,18.46,I. Crowell RB - CLE ,7.10,T. Coleman RB - ATL ,1.60,K. Benjamin WR - BUF ,6.50,M. Bryant WR - PIT ,0.50,Z. Ertz TE - PHI ,14.90,D. Baldwin WR - SEA ,15.20,D. Bailey K - DAL ,2.00,Titans DEF ,12.00,M. Forte RB - NYJ ,8.20,L. Murray RB - MIN ,17.30,J. Brown WR - ARI ,0.60,D. Johnson RB - ARI ,0.00,D. Foreman RB - HOU ,0.00,M. Williams WR - LAC ,0.00,78.26,david,108.32
alex,10,J. Goff QB - LA ,18.70,D. Freeman RB - ATL ,9.00,J. Mixon RB - CIN ,6.80,J. Brown WR - ARI ,3.70,A. Hurns WR - JAX ,10.10,D. Walker TE - TEN ,4.30,C. Thompson RB - WAS ,12.40,J. Tucker K - BAL ,12.00,Chiefs DEF ,-1.00,E. Sanders WR - DEN ,0.00,K. Wright WR - CHI ,0.00,A. Luck QB - IND ,0.00,J. Ajayi RB - PHI ,7.70,J. Allen RB - BAL ,4.90,Lions DEF ,0.00,76.00,Greg,75.42
Alessandro,12,K. Cousins QB - WAS ,23.92,D. Murray RB - TEN ,7.60,C. Anderson RB - DEN ,6.10,A. Jeffery WR - PHI ,3.70,M. Thomas WR - NO ,8.20,E. Dickson TE - CAR ,1.80,E. McGuire RB - NYJ ,0.70,J. Elliott K - PHI ,12.00,Rams DEF ,17.00,J. Stewart RB - CAR ,4.80,S. Watkins WR - LA ,4.20,A. Abdullah RB - DET ,0.00,J. Nelson WR - ARI ,3.90,W. Smallwood RB - PHI ,3.90,T. Cohen RB - CHI ,7.00,81.02,Peter,85.02
Daniel,11,M. Mariota QB - TEN ,8.92,L. McCoy RB - BUF ,22.20,B. Powell RB - NYJ ,8.30,D. Thomas WR - DEN ,0.90,T. Hilton WR - IND ,2.70,J. Cook TE - LV ,10.70,R. Matthews WR - TEN ,4.00,S. Gostkowski K - NE ,11.00,Seahawks DEF ,7.00,G. Olsen TE - CAR ,0.00,B. Roethlisberger QB - PIT ,16.66,R. Woods WR - LA ,6.30,D. Moncrief WR - IND ,3.00,T. Lockett WR - SEA ,4.40,D. Johnson RB - CLE ,7.10,75.72,Jeremy,94.14
Neil,1,R. Wilson QB - SEA ,26.36,T. Montgomery RB - GB ,1.50,T. Gurley RB - LA ,21.40,J. Kearse WR - NYJ ,8.90,D. Adams WR - GB ,1.20,E. Engram TE - NYG ,12.00,D. Lewis RB - NE ,8.20,H. Butker K - KC ,14.00,Jaguars DEF ,20.00,A. Ellington RB - HOU ,0.00,D. Hopkins WR - HOU ,0.00,J. Crowder WR - WAS ,3.10,S. Diggs WR - MIN ,0.00,T. Williams WR - LAC ,1.10,M. Prater K - DET ,0.00,113.56,Kevin,92.18
michael,6,D. Prescott QB - DAL ,29.96,L. Bell RB - PIT ,19.20,A. Kamara RB - NO ,10.70,J. Landry WR - MIA ,15.30,N. Agholor WR - PHI ,10.50,T. Kelce TE - KC ,9.30,A. Peterson RB - ARI ,3.30,S. Hauschka K - BUF ,14.00,Broncos DEF ,3.00,M. Stafford QB - DET ,0.00,L. Miller RB - HOU ,0.00,A. Cooper WR - LV ,35.00,J. Williams RB - GB ,0.00,R. Succop K - TEN ,12.00,Jets DEF ,6.00,115.26,Peter,89.22
Kevin,2,D. Carr QB - LV ,32.18,J. Howard RB - CHI ,6.50,K. Hunt RB - KC ,11.70,D. Jackson WR - TB ,7.30,A. Green WR - CIN ,4.10,G. Kittle TE - SF ,1.60,O. Darkwa RB - NYG ,4.80,G. Zuerlein K - LA ,17.00,Bills DEF ,7.00,G. Tate WR - DET ,0.00,D. Parker WR - MIA ,0.00,W. Fuller WR - HOU ,0.00,A. Collins RB - BAL ,3.00,D. Watson QB - HOU ,0.00,M. Mack RB - IND ,6.60,92.18,Neil,113.56
Jeremy,3,D. Brees QB - NO ,19.14,M. Gordon RB - LAC ,4.40,E. Elliott RB - DAL ,39.90,L. Fitzgerald WR - ARI ,2.90,A. Thielen WR - MIN ,4.10,C. Brate TE - TB ,6.00,C. Ivory RB - JAX ,8.70,P. Dawson K - ARI ,0.00,Steelers DEF ,9.00,A. Smith QB - KC ,25.68,T. Pryor WR - WAS ,1.40,W. Snead WR - NO ,0.00,S. Shepard WR - NYG ,0.00,D. Henry RB - TEN ,2.40,R. Kelley RB - WAS ,3.00,94.14,Daniel,75.72
