Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,3,J. Winston QB - TB ,18.46,F. Gore RB - IND ,8.60,C. McCaffrey RB - CAR ,9.80,J. Nelson WR - GB ,8.40,D. Bryant WR - DAL ,11.20,J. Graham TE - SEA ,9.70,T. Hill WR - KC ,6.80,G. Tavecchio K - LV ,5.00,Vikings DEF ,6.00,R. Cobb WR - GB ,2.90,B. Roethlisberger QB - PIT ,2.58,T. Ginn WR - NO ,0.00,R. Matthews WR - TEN ,3.10,K. Williams RB - ARI ,-0.20,T. West RB - BAL ,1.70,83.96,Daniel,77.00
david,10,C. Newton QB - CAR ,26.20,M. Lynch RB - LV ,11.30,G. Bernard RB - CIN ,3.20,A. Brown WR - PIT ,15.70,B. Cooks WR - NE ,8.50,J. Witten TE - DAL ,4.10,E. Decker WR - TEN ,3.40,K. Forbath K - MIN ,8.00,Patriots DEF ,3.00,K. Britt WR - NE ,0.00,T. Taylor QB - BUF ,8.94,M. Ingram RB - NO ,0.00,M. Sanu WR - ATL ,0.00,J. Reed TE - WAS ,0.00,M. Bryant K - ATL ,0.00,83.40,Jeremy,97.66
Ryan,8,T. Brady QB - NE ,12.62,L. Murray RB - MIN ,4.30,I. Crowell RB - CLE ,6.70,D. Baldwin WR - SEA ,3.70,K. Benjamin WR - BUF ,11.80,Z. Ertz TE - PHI ,12.10,M. Bryant WR - PIT ,3.40,D. Bailey K - DAL ,7.00,Bills DEF ,8.00,J. Charles RB - DEN ,0.00,J. Maclin WR - BAL ,4.30,T. Coleman RB - ATL ,0.00,D. Johnson RB - ARI ,0.00,W. Gallman RB - NYG ,8.20,D. Foreman RB - HOU ,1.70,69.62,Kevin,99.14
alex,11,J. Cutler QB - MIA ,6.48,J. Ajayi RB - PHI ,5.90,J. Mixon RB - CIN ,11.10,J. Brown WR - ARI ,3.90,A. Hurns WR - JAX ,2.10,D. Walker TE - TEN ,2.50,E. Lacy RB - SEA ,2.80,J. Tucker K - BAL ,12.00,Chiefs DEF ,10.00,E. Sanders WR - DEN ,0.00,K. Wright WR - CHI ,4.60,A. Luck QB - IND ,0.00,C. Thompson RB - WAS ,0.00,D. Freeman RB - ATL ,0.00,Lions DEF ,3.00,56.78,michael,102.24
Alessandro,12,E. Manning QB - NYG ,13.00,J. Stewart RB - CAR ,4.40,D. Murray RB - TEN ,4.90,A. Jeffery WR - PHI ,3.10,J. Nelson WR - ARI ,7.40,B. Watson TE - BAL ,0.20,A. Abdullah RB - DET ,3.40,J. Elliott K - PHI ,10.00,Rams DEF ,8.00,K. Cousins QB - WAS ,0.00,C. Anderson RB - DEN ,0.00,S. Watkins WR - LA ,0.00,W. Smallwood RB - PHI ,0.00,M. Thomas WR - NO ,0.00,T. Cohen RB - CHI ,0.70,54.40,Neil,88.62
Daniel,9,M. Mariota QB - TEN ,0.00,L. McCoy RB - BUF ,8.90,B. Powell RB - NYJ ,3.30,T. Hilton WR - IND ,17.70,T. Lockett WR - SEA ,3.30,J. Cook TE - LV ,0.50,D. Johnson RB - CLE ,14.30,S. Gostkowski K - NE ,13.00,Seahawks DEF ,16.00,D. Thomas WR - DEN ,0.00,J. Rodgers RB - TB ,1.50,G. Olsen TE - CAR ,0.00,D. Moncrief WR - IND ,3.20,C. Wentz QB - PHI ,27.26,S. Perine RB - WAS ,0.00,77.00,Peter,83.96
Neil,1,R. Wilson QB - SEA ,11.52,T. Montgomery RB - GB ,0.00,T. Gurley RB - LA ,3.00,D. Hopkins WR - HOU ,23.20,O. Beckham WR - NYG ,16.50,E. Engram TE - NYG ,0.00,S. Diggs WR - MIN ,0.40,M. Prater K - DET ,6.00,Jaguars DEF ,28.00,D. Adams WR - GB ,18.60,J. Matthews WR - BUF ,0.00,J. Hill RB - CIN ,1.60,J. Crowder WR - WAS ,0.00,T. Williams WR - LAC ,2.20,C. Prosise RB - SEA ,0.00,88.62,Alessandro,54.40
michael,7,D. Prescott QB - DAL ,29.74,L. Miller RB - HOU ,8.90,L. Bell RB - PIT ,9.30,J. Landry WR - MIA ,10.40,A. Cooper WR - LV ,0.80,T. Kelce TE - KC ,9.80,N. Agholor WR - PHI ,15.30,S. Hauschka K - BUF ,10.00,Jets DEF ,8.00,M. Forte RB - NYJ ,0.00,M. Stafford QB - DET ,15.16,A. Peterson RB - ARI ,0.00,A. Kamara RB - NO ,0.00,J. Williams RB - GB ,0.10,Broncos DEF ,0.00,102.24,alex,56.78
Kevin,2,D. Watson QB - HOU ,35.54,J. Howard RB - CHI ,7.60,K. Hunt RB - KC ,11.60,G. Tate WR - DET ,4.80,A. Green WR - CIN ,22.90,C. Clay TE - BUF ,3.10,D. Parker WR - MIA ,0.60,G. Zuerlein K - LA ,4.00,Bengals DEF ,9.00,D. Jackson WR - TB ,10.60,S. Bradford QB - MIN ,1.44,P. Richardson WR - SEA ,3.50,D. Carr QB - LV ,0.00,A. Collins RB - BAL ,5.50,M. Mack RB - IND ,15.30,99.14,Ryan,69.62
Jeremy,5,A. Smith QB - KC ,26.86,M. Gordon RB - LAC ,28.30,E. Elliott RB - DAL ,13.20,L. Fitzgerald WR - ARI ,5.10,A. Thielen WR - MIN ,4.50,C. Brate TE - TB ,12.80,D. Henry RB - TEN ,0.90,P. Dawson K - ARI ,1.00,Steelers DEF ,5.00,D. Brees QB - NO ,0.00,T. Pryor WR - WAS ,0.00,W. Snead WR - NO ,0.00,S. Shepard WR - NYG ,0.90,R. Kelley RB - WAS ,0.00,J. Smith-Schuster WR - PIT ,5.80,97.66,david,83.40
