Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,8,J. Winston QB - TB ,12.46,T. West RB - BAL ,10.50,C. McCaffrey RB - CAR ,4.40,D. Bryant WR - DAL ,11.90,T. Hill WR - KC ,4.90,J. Graham TE - SEA ,0.10,J. Nelson WR - GB ,0.00,C. Santos K - CHI ,9.00,Raiders DEF ,9.00,R. Cobb WR - GB ,7.00,B. Roethlisberger QB - PIT ,17.52,F. Gore RB - IND ,10.60,T. Ginn WR - NO ,2.40,R. Matthews WR - TEN ,4.30,K. Williams RB - ARI ,2.20,62.26,Ryan,111.98
david,10,C. Newton QB - CAR ,11.82,M. Ingram RB - NO ,7.60,M. Lynch RB - LV ,10.90,A. Brown WR - PIT ,6.20,B. Cooks WR - NE ,4.30,J. Reed TE - WAS ,4.80,G. Bernard RB - CIN ,2.60,M. Bryant K - ATL ,14.00,Patriots DEF ,2.00,K. Britt WR - NE ,0.20,E. Decker WR - TEN ,3.20,T. Taylor QB - BUF ,10.50,E. Lacy RB - SEA ,0.00,B. Perriman WR - BAL ,0.00,J. Doctson WR - WAS ,0.00,64.22,alex,116.20
Ryan,5,T. Brady QB - NE ,32.78,I. Crowell RB - CLE ,3.70,T. Coleman RB - ATL ,10.50,D. Baldwin WR - SEA ,4.40,M. Bryant WR - PIT ,15.80,Z. Ertz TE - PHI ,9.70,J. Maclin WR - BAL ,9.10,G. Tavecchio K - LV ,9.00,Ravens DEF ,17.00,C. Johnson RB ,4.40,J. Charles RB - DEN ,5.20,W. Snead WR - NO ,0.00,D. Johnson RB - ARI ,0.00,C. Coleman WR - CLE ,0.90,R. Kelley RB - WAS ,7.80,111.98,Peter,62.26
alex,6,J. Cutler QB - MIA ,13.10,D. Freeman RB - ATL ,22.00,J. Ajayi RB - PHI ,12.60,K. Wright WR - CHI ,6.90,A. Hurns WR - JAX ,14.20,D. Walker TE - TEN ,12.20,E. Sanders WR - DEN ,18.20,J. Tucker K - BAL ,6.00,Chiefs DEF ,11.00,J. Thomas TE - MIA ,2.60,D. Sproles RB - PHI ,5.80,A. Luck QB - IND ,0.00,T. Riddick RB - DET ,3.70,J. Brown WR - ARI ,0.00,J. Mixon RB - CIN ,4.10,116.20,david,64.22
Alessandro,11,K. Cousins QB - WAS ,11.86,D. Murray RB - TEN ,2.80,C. Anderson RB - DEN ,27.40,A. Jeffery WR - PHI ,15.20,M. Thomas WR - NO ,8.90,T. Eifert TE - CIN ,4.20,T. Cohen RB - CHI ,4.80,D. Bailey K - DAL ,7.00,Rams DEF ,2.00,J. Stewart RB - CAR ,4.00,J. Witten TE - DAL ,15.70,M. Wallace WR - BAL ,0.70,K. Stills WR - MIA ,9.70,S. Watkins WR - LA ,3.00,A. Abdullah RB - DET ,8.60,84.16,Greg,115.68
Daniel,12,M. Mariota QB - TEN ,13.00,L. McCoy RB - BUF ,4.30,B. Powell RB - NYJ ,1.30,D. Thomas WR - DEN ,7.10,T. Hilton WR - IND ,4.90,G. Olsen TE - CAR ,1.00,J. Rodgers RB - TB ,12.70,S. Gostkowski K - NE ,12.00,Seahawks DEF ,8.00,B. Marshall WR - NYG ,1.70,D. Moncrief WR - IND ,1.80,T. Lockett WR - SEA ,6.40,D. Johnson RB - CLE ,8.00,C. Wentz QB - PHI ,24.82,S. Perine RB - WAS ,6.70,64.30,Peter,103.32
Neil,3,R. Wilson QB - SEA ,15.32,T. Montgomery RB - GB ,23.00,T. Gurley RB - LA ,23.60,D. Hopkins WR - HOU ,7.30,O. Beckham WR - NYG ,3.60,H. Henry TE - LAC ,8.00,S. Diggs WR - MIN ,3.10,M. Prater K - DET ,8.00,Panthers DEF ,10.00,D. Adams WR - GB ,15.90,J. Matthews WR - BUF ,3.00,J. Hill RB - CIN ,1.90,J. Crowder WR - WAS ,4.70,T. Williams WR - LAC ,5.40,C. Prosise RB - SEA ,2.20,101.92,Jeremy,77.44
michael,9,D. Prescott QB - DAL ,15.92,L. Miller RB - HOU ,8.70,L. Bell RB - PIT ,9.10,J. Landry WR - MIA ,7.10,A. Cooper WR - LV ,3.30,T. Kelce TE - KC ,16.30,M. Forte RB - NYJ ,9.10,S. Hauschka K - BUF ,3.00,Broncos DEF ,13.00,M. Stafford QB - DET ,13.18,A. Peterson RB - ARI ,2.60,R. Woods WR - LA ,0.80,C. Brate TE - TB ,2.40,A. Kamara RB - NO ,5.40,J. Williams RB - GB ,1.10,85.52,Kevin,96.10
Kevin,1,D. Carr QB - LV ,21.20,J. Howard RB - CHI ,0.70,K. Hunt RB - KC ,22.90,G. Tate WR - DET ,2.50,A. Green WR - CIN ,6.70,M. Bennett TE - NE ,4.70,D. Cook RB - MIN ,6.40,C. Boswell K - PIT ,14.00,Lions DEF ,17.00,D. Jackson WR - TB ,3.90,S. Bradford QB - MIN ,0.00,L. Murray RB - MIN ,0.60,D. Parker WR - MIA ,8.50,J. Allen RB - BAL ,16.10,Z. Jones WR - BUF ,1.80,96.10,michael,85.52
Jeremy,7,D. Brees QB - NO ,22.24,M. Gordon RB - LAC ,13.80,E. Elliott RB - DAL ,2.20,T. Pryor WR - WAS ,3.10,K. Benjamin WR - BUF ,7.70,C. Fleener TE - NO ,9.30,L. Fitzgerald WR - ARI ,2.10,D. Hopkins K - WAS ,9.00,Steelers DEF ,8.00,D. McFadden RB ,0.00,A. Dalton QB - CIN ,9.46,A. Thielen WR - MIN ,2.40,S. Shepard WR - NYG ,3.00,D. Henry RB - TEN ,15.20,K. Golladay WR - DET ,0.80,77.44,Neil,101.92
Peter,4,A. Rodgers QB - GB ,18.52,M. Gillislee RB - NE ,12.90,C. Carson RB - SEA ,10.00,M. Evans WR - TB ,15.30,C. Kupp WR - LA ,3.30,R. Gronkowski TE - NE ,17.60,M. Jones WR - DET ,8.70,W. Lutz K - NO ,8.00,Texans DEF ,9.00,P. Garcon WR - SF ,2.60,P. Rivers QB - LAC ,17.24,D. Martin RB - TB ,0.00,R. Burkhead RB - NE ,10.40,P. Perkins RB - NYG ,2.20,C. Davis WR - TEN ,0.40,103.32,Daniel,64.30
Greg,2,M. Ryan QB - ATL ,14.88,J. White RB - NE ,9.60,L. Fournette RB - JAX ,12.10,J. Jones WR - ATL ,10.80,C. Hogan WR - NE ,13.80,K. Rudolph TE - MIN ,4.50,M. Crabtree WR - LV ,26.00,M. Crosby K - GB ,5.00,Buccaneers DEF ,19.00,L. Blount RB - PHI ,0.00,C. Palmer QB - ARI ,15.88,K. Allen WR - LAC ,10.00,P. Richardson WR - SEA ,7.90,C. Hyde RB - SF ,14.30,T. Rawls RB - SEA ,0.40,115.68,Alessandro,84.16
