Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,2,B. Roethlisberger QB - PIT ,15.72,F. Gore RB - IND ,5.20,C. McCaffrey RB - CAR ,6.50,D. Bryant WR - DAL ,4.30,T. Hill WR - KC ,19.80,J. Graham TE - SEA ,0.80,J. Nelson WR - GB ,13.90,C. Santos K - CHI ,6.00,Jaguars DEF ,28.00,R. Cobb WR - GB ,8.50,T. Ginn WR - NO ,5.80,R. Matthews WR - TEN ,7.10,T. West RB - BAL ,14.00,J. Winston QB - TB ,0.00,D. Johnson RB - CLE ,2.00,100.22,david,78.66
david,8,T. Taylor QB - BUF ,18.76,M. Ingram RB - NO ,7.10,M. Lynch RB - LV ,9.20,A. Brown WR - PIT ,18.20,B. Cooks WR - NE ,8.80,J. Reed TE - WAS ,3.60,E. Decker WR - TEN ,1.00,M. Bryant K - ATL ,11.00,Patriots DEF ,1.00,K. Britt WR - NE ,1.30,C. Newton QB - CAR ,13.14,G. Bernard RB - CIN ,7.90,E. Lacy RB - SEA ,0.30,B. Perriman WR - BAL ,0.50,J. Doctson WR - WAS ,0.00,78.66,Peter,100.22
Ryan,7,T. Brady QB - NE ,10.68,I. Crowell RB - CLE ,8.60,D. Johnson RB - ARI ,7.00,D. Baldwin WR - SEA ,6.00,M. Bryant WR - PIT ,1.40,Z. Ertz TE - PHI ,9.30,R. Kelley RB - WAS ,3.00,B. McManus K - DEN ,6.00,Rams DEF ,28.00,J. Charles RB - DEN ,2.00,J. Maclin WR - BAL ,11.60,W. Snead WR - NO ,0.00,T. Coleman RB - ATL ,5.80,C. Coleman WR - CLE ,11.30,Cardinals DEF ,8.00,79.98,Greg,97.04
alex,10,S. Bradford QB - MIN ,25.54,D. Sproles RB - PHI ,4.50,D. Freeman RB - ATL ,9.90,E. Sanders WR - DEN ,2.60,A. Robinson WR - JAX ,1.70,D. Walker TE - TEN ,7.60,K. Wright WR - CHI ,3.40,J. Tucker K - BAL ,8.00,Chiefs DEF ,3.00,J. Thomas TE - MIA ,0.00,A. Luck QB - IND ,0.00,T. Riddick RB - DET ,8.60,J. Brown WR - ARI ,4.20,J. Ajayi RB - PHI ,0.00,J. Mixon RB - CIN ,2.40,66.24,Peter,75.64
Alessandro,12,K. Cousins QB - WAS ,10.60,D. Murray RB - TEN ,6.00,C. Anderson RB - DEN ,8.80,A. Jeffery WR - PHI ,5.80,M. Thomas WR - NO ,4.50,T. Eifert TE - CIN ,0.40,A. Abdullah RB - DET ,4.10,D. Bailey K - DAL ,13.00,Vikings DEF ,2.00,J. Stewart RB - CAR ,14.20,J. Witten TE - DAL ,11.90,M. Wallace WR - BAL ,0.80,K. Stills WR - MIA ,0.00,S. Watkins WR - LA ,5.80,C. Sims RB - TB ,0.00,55.20,Jeremy,92.44
Daniel,9,M. Mariota QB - TEN ,18.84,L. McCoy RB - BUF ,15.90,B. Powell RB - NYJ ,3.90,D. Thomas WR - DEN ,6.70,T. Hilton WR - IND ,3.70,G. Olsen TE - CAR ,1.80,B. Marshall WR - NYG ,1.00,S. Gostkowski K - NE ,9.00,Seahawks DEF ,7.00,J. Rodgers RB - TB ,0.00,D. Moncrief WR - IND ,5.00,T. Lockett WR - SEA ,0.80,K. White WR - CHI ,0.60,C. Wentz QB - PHI ,18.88,S. Perine RB - WAS ,0.00,67.84,Kevin,120.68
Neil,4,R. Wilson QB - SEA ,8.32,T. Montgomery RB - GB ,15.30,T. Gurley RB - LA ,15.60,D. Hopkins WR - HOU ,11.50,O. Beckham WR - NYG ,0.00,H. Henry TE - LAC ,0.00,S. Diggs WR - MIN ,20.70,M. Prater K - DET ,7.00,Panthers DEF ,15.00,D. Adams WR - GB ,4.70,J. Matthews WR - BUF ,6.10,J. Hill RB - CIN ,2.40,J. Crowder WR - WAS ,-0.60,T. Williams WR - LAC ,5.40,C. Prosise RB - SEA ,1.10,93.42,michael,57.62
michael,11,D. Prescott QB - DAL ,17.12,L. Miller RB - HOU ,9.60,L. Bell RB - PIT ,4.70,J. Landry WR - MIA ,0.00,A. Cooper WR - LV ,12.20,T. Kelce TE - KC ,4.40,M. Forte RB - NYJ ,3.60,S. Hauschka K - BUF ,3.00,Broncos DEF ,3.00,M. Stafford QB - DET ,27.08,A. Peterson RB - ARI ,1.80,R. Woods WR - LA ,5.30,C. Brate TE - TB ,0.00,A. Kamara RB - NO ,3.80,J. Williams RB - GB ,0.90,57.62,Neil,93.42
Kevin,1,D. Carr QB - LV ,18.68,J. Howard RB - CHI ,12.60,K. Hunt RB - KC ,40.60,G. Tate WR - DET ,11.40,A. Green WR - CIN ,7.40,M. Bennett TE - NE ,4.30,D. Cook RB - MIN ,13.70,C. Boswell K - PIT ,3.00,Bills DEF ,9.00,D. Jackson WR - TB ,0.00,D. Woodhead RB - BAL ,3.70,E. Manning QB - NYG ,6.70,L. Murray RB - MIN ,0.60,D. Parker WR - MIA ,0.00,Z. Jones WR - BUF ,2.10,120.68,Daniel,67.84
Jeremy,5,D. Brees QB - NO ,15.64,M. Gordon RB - LAC ,13.90,E. Elliott RB - DAL ,14.00,T. Pryor WR - WAS ,6.60,K. Benjamin WR - BUF ,2.50,C. Fleener TE - NO ,11.40,L. Fitzgerald WR - ARI ,7.40,D. Hopkins K - WAS ,5.00,Steelers DEF ,16.00,D. McFadden RB ,0.00,J. Cook TE - LV ,5.60,A. Dalton QB - CIN ,-3.00,A. Thielen WR - MIN ,15.70,S. Shepard WR - NYG ,5.00,D. Henry RB - TEN ,2.50,92.44,Alessandro,55.20
