Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,2,J. Winston QB - TB ,2.44,J. McKinnon RB - MIN ,19.90,C. McCaffrey RB - CAR ,12.40,J. Nelson WR - GB ,6.00,T. Hill WR - KC ,2.50,A. Seferian-Jenkins TE - NYJ ,8.60,F. Gore RB - IND ,6.70,G. Tavecchio K - LV ,4.00,Ravens DEF ,20.00,J. Graham TE - SEA ,0.00,D. Bryant WR - DAL ,0.00,R. Cobb WR - GB ,2.80,B. Roethlisberger QB - PIT ,11.88,T. Ginn WR - NO ,12.90,R. Matthews WR - TEN ,6.90,82.54,Neil,73.18
david,8,C. Newton QB - CAR ,20.66,M. Ingram RB - NO ,25.00,M. Lynch RB - LV ,6.30,A. Brown WR - PIT ,21.50,B. Cooks WR - NE ,9.30,J. Reed TE - WAS ,3.70,E. Decker WR - TEN ,8.80,K. Forbath K - MIN ,13.00,Patriots DEF ,11.00,K. Britt WR - NE ,0.00,J. Maclin WR - BAL ,0.00,T. Taylor QB - BUF ,0.00,M. Sanu WR - ATL ,0.00,G. Bernard RB - CIN ,0.00,M. Bryant K - ATL ,7.00,119.26,Greg,77.42
Ryan,9,T. Brady QB - NE ,16.18,T. Coleman RB - ATL ,9.60,S. Perine RB - WAS ,10.70,K. Benjamin WR - BUF ,9.90,M. Bryant WR - PIT ,2.70,Z. Ertz TE - PHI ,13.80,J. Brown WR - ARI ,12.30,D. Hopkins K - WAS ,8.00,Buccaneers DEF ,8.00,D. McFadden RB ,0.00,D. Baldwin WR - SEA ,0.00,A. Morris RB - DAL ,0.00,I. Crowell RB - CLE ,7.30,D. Johnson RB - ARI ,0.00,C. Davis WR - TEN ,0.00,91.18,Peter,95.02
alex,11,J. Goff QB - LA ,9.86,D. Freeman RB - ATL ,7.90,J. Allen RB - BAL ,6.60,E. Sanders WR - DEN ,7.60,A. Hurns WR - JAX ,3.70,D. Walker TE - TEN ,1.40,C. Thompson RB - WAS ,13.80,J. Tucker K - BAL ,12.00,Chiefs DEF ,4.00,K. Wright WR - CHI ,3.60,A. Luck QB - IND ,0.00,J. Brown WR - ARI ,3.00,J. Ajayi RB - PHI ,13.00,J. Mixon RB - CIN ,0.00,Lions DEF ,17.00,66.86,Jeremy,115.34
Alessandro,12,K. Cousins QB - WAS ,27.80,D. Murray RB - TEN ,14.70,C. Anderson RB - DEN ,1.70,A. Jeffery WR - PHI ,7.10,M. Thomas WR - NO ,1.10,E. Dickson TE - CAR ,3.60,E. McGuire RB - NYJ ,2.20,J. Elliott K - PHI ,10.00,Rams DEF ,20.00,J. Stewart RB - CAR ,-0.40,S. Watkins WR - LA ,1.10,A. Abdullah RB - DET ,5.40,J. Nelson WR - ARI ,1.60,W. Smallwood RB - PHI ,0.00,T. Cohen RB - CHI ,7.44,88.20,Kevin,105.90
Daniel,10,M. Mariota QB - TEN ,14.24,J. Rodgers RB - TB ,0.70,D. Johnson RB - CLE ,3.90,D. Thomas WR - DEN ,11.30,T. Hilton WR - IND ,1.90,J. Cook TE - LV ,1.40,D. Moncrief WR - IND ,6.70,S. Gostkowski K - NE ,6.00,Titans DEF ,4.00,L. McCoy RB - BUF ,0.00,B. Powell RB - NYJ ,0.00,G. Olsen TE - CAR ,0.00,T. Lockett WR - SEA ,0.00,C. Wentz QB - PHI ,21.38,Seahawks DEF ,0.00,50.14,michael,100.28
Neil,3,J. Brissett QB - IND ,13.98,A. Ellington RB - HOU ,0.00,T. Gurley RB - LA ,12.00,D. Hopkins WR - HOU ,7.90,D. Adams WR - GB ,11.40,E. Engram TE - NYG ,14.20,T. Williams WR - LAC ,0.70,M. Prater K - DET ,8.00,Jaguars DEF ,5.00,R. Wilson QB - SEA ,0.00,O. Beckham WR - NYG ,0.00,J. Hill RB - CIN ,0.00,J. Crowder WR - WAS ,2.60,T. Montgomery RB - GB ,3.10,S. Diggs WR - MIN ,0.00,73.18,Peter,82.54
michael,6,M. Stafford QB - DET ,14.88,L. Miller RB - HOU ,8.10,L. Bell RB - PIT ,25.10,J. Landry WR - MIA ,12.20,A. Cooper WR - LV ,2.80,T. Kelce TE - KC ,3.70,N. Agholor WR - PHI ,11.50,R. Succop K - TEN ,18.00,Broncos DEF ,4.00,A. Peterson RB - ARI ,25.40,D. Prescott QB - DAL ,0.00,A. Kamara RB - NO ,8.70,J. Williams RB - GB ,0.00,S. Hauschka K - BUF ,0.00,Jets DEF ,4.00,100.28,Daniel,50.14
Kevin,1,D. Watson QB - HOU ,23.30,J. Howard RB - CHI ,17.60,K. Hunt RB - KC ,11.00,D. Jackson WR - TB ,9.80,G. Tate WR - DET ,15.60,R. Griffin TE - HOU ,7.20,A. Collins RB - BAL ,7.40,G. Zuerlein K - LA ,11.00,Falcons DEF ,3.00,A. Green WR - CIN ,0.00,D. Carr QB - LV ,6.84,D. Parker WR - MIA ,0.00,W. Fuller WR - HOU ,12.20,M. Mack RB - IND ,1.80,M. Breida RB - SF ,3.60,105.90,Alessandro,88.20
Jeremy,4,D. Brees QB - NO ,11.54,M. Gordon RB - LAC ,27.00,D. Henry RB - TEN ,20.50,L. Fitzgerald WR - ARI ,17.80,T. Pryor WR - WAS ,2.30,C. Brate TE - TB ,13.60,A. Thielen WR - MIN ,9.60,P. Dawson K - ARI ,8.00,Redskins DEF ,5.00,A. Smith QB - KC ,15.14,W. Snead WR - NO ,1.10,E. Elliott RB - DAL ,0.00,S. Shepard WR - NYG ,0.00,R. Kelley RB - WAS ,0.00,Steelers DEF ,9.00,115.34,alex,66.86
Peter,5,A. Rodgers QB - GB ,0.72,D. Martin RB - TB ,14.40,M. Gillislee RB - NE ,2.40,P. Garcon WR - SF ,5.50,M. Evans WR - TB ,15.50,R. Gronkowski TE - NE ,20.30,A. Jones RB - GB ,4.20,W. Lutz K - NO ,10.00,Texans DEF ,22.00,D. Amendola WR - NE ,4.00,P. Rivers QB - LAC ,14.32,T. Benjamin WR - LAC ,0.00,M. Jones WR - DET ,15.60,T. Rawls RB - SEA ,0.00,C. Kupp WR - LA ,3.50,95.02,Ryan,91.18
Greg,7,M. Ryan QB - ATL ,11.92,L. Blount RB - PHI ,8.70,L. Fournette RB - JAX ,19.80,J. Jones WR - ATL ,7.20,C. Hogan WR - NE ,1.90,K. Rudolph TE - MIN ,4.70,M. Crabtree WR - LV ,11.20,M. Crosby K - GB ,4.00,Eagles DEF ,8.00,C. Palmer QB - ARI ,20.92,K. Allen WR - LAC ,4.50,C. Hyde RB - SF ,19.50,J. White RB - NE ,4.50,T. Gabriel WR - ATL ,3.90,D. Funchess WR - CAR ,3.60,77.42,david,119.26
