Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,3,R. Fitzpatrick QB - TB ,10.38,J. McKinnon RB - MIN ,4.70,C. McCaffrey RB - CAR ,17.00,D. Bryant WR - DAL ,3.90,T. Ginn WR - NO ,0.30,J. Graham TE - SEA ,14.70,F. Gore RB - IND ,6.10,G. Zuerlein K - LA ,17.00,Titans DEF ,6.00,J. Nelson WR - GB ,2.00,A. Seferian-Jenkins TE - NYJ ,6.70,J. Winston QB - TB ,0.00,K. Drake RB - MIA ,15.20,C. Wentz QB - PHI ,0.00,T. Hill WR - KC ,0.00,80.08,Peter,75.10
david,8,T. Taylor QB - BUF ,2.94,J. Stewart RB - CAR ,11.00,M. Ingram RB - NO ,31.10,A. Brown WR - PIT ,4.70,M. Sanu WR - ATL ,2.90,J. Reed TE - WAS ,0.00,B. Cooks WR - NE ,7.40,K. Forbath K - MIN ,10.00,Bills DEF ,-2.00,J. Maclin WR - BAL ,0.00,E. Decker WR - TEN ,1.90,C. Newton QB - CAR ,35.66,M. Lynch RB - LV ,0.00,O. Howard TE - TB ,0.00,A. Vinatieri K - IND ,5.00,68.04,Kevin,95.56
Ryan,6,T. Brady QB - NE ,22.64,I. Crowell RB - CLE ,15.50,T. Coleman RB - ATL ,14.80,D. Baldwin WR - SEA ,9.50,R. Anderson WR - NYJ ,14.50,D. Walker TE - TEN ,6.30,S. Shepard WR - NYG ,14.20,M. Bryant K - ATL ,11.00,Bears DEF ,3.00,M. Forte RB - NYJ ,0.00,Z. Ertz TE - PHI ,0.00,K. Benjamin WR - BUF ,4.20,D. Johnson RB - ARI ,0.00,J. Smith-Schuster WR - PIT ,15.70,Ravens DEF ,0.00,111.44,michael,60.14
alex,12,J. Goff QB - LA ,26.50,D. Freeman RB - ATL ,0.30,J. Mixon RB - CIN ,10.00,E. Sanders WR - DEN ,13.70,A. Hurns WR - JAX ,7.00,J. Witten TE - DAL ,5.90,C. Thompson RB - WAS ,6.70,G. Gano K - CAR ,9.00,Lions DEF ,14.00,J. McCown QB - NYJ ,12.48,K. Stills WR - MIA ,6.70,J. Ajayi RB - PHI ,0.00,J. Allen RB - BAL ,0.00,J. Tucker K - BAL ,0.00,Chiefs DEF ,0.00,93.10,Neil,106.52
Alessandro,10,K. Cousins QB - WAS ,27.58,D. Murray RB - TEN ,25.20,C. Anderson RB - DEN ,5.50,T. Benjamin WR - LAC ,1.30,M. Thomas WR - NO ,11.70,A. Hooper TE - ATL ,10.90,T. Cohen RB - CHI ,1.10,C. Boswell K - PIT ,6.00,Rams DEF ,15.00,D. Amendola WR - NE ,3.60,C. Ivory RB - JAX ,-0.40,A. Jeffery WR - PHI ,0.00,J. Gordon WR - CLE ,0.00,A. Abdullah RB - DET ,11.50,J. Elliott K - PHI ,0.00,104.28,Daniel,80.64
Daniel,11,B. Roethlisberger QB - PIT ,17.94,L. McCoy RB - BUF ,6.00,B. Powell RB - NYJ ,1.60,T. Hilton WR - IND ,2.30,R. Matthews WR - TEN ,5.00,H. Henry TE - LAC ,0.70,R. Woods WR - LA ,29.10,S. Gostkowski K - NE ,11.00,Seahawks DEF ,7.00,J. Cook TE - LV ,0.00,D. Thomas WR - DEN ,10.40,G. Olsen TE - CAR ,0.00,T. Lockett WR - SEA ,1.60,D. Johnson RB - CLE ,8.80,M. Mariota QB - TEN ,17.66,80.64,Alessandro,104.28
Neil,1,R. Wilson QB - SEA ,19.42,D. Lewis RB - NE ,11.50,T. Gurley RB - LA ,13.60,D. Hopkins WR - HOU ,11.10,S. Diggs WR - MIN ,13.80,E. Engram TE - NYG ,9.10,D. Adams WR - GB ,15.00,M. Prater K - DET ,8.00,Jaguars DEF ,5.00,J. Kearse WR - NYJ ,3.50,L. Murray RB - MIN ,12.80,T. Montgomery RB - GB ,12.80,T. Kroft TE - CIN ,0.40,D. Washington RB - LV ,0.00,Panthers DEF ,2.00,106.52,alex,93.10
michael,7,D. Prescott QB - DAL ,13.24,A. Peterson RB - ARI ,2.20,A. Kamara RB - NO ,19.80,J. Landry WR - MIA ,10.20,W. Fuller WR - HOU ,1.50,C. Fiedorowicz TE - HOU ,1.00,L. Bell RB - PIT ,11.20,S. Hauschka K - BUF ,4.00,Broncos DEF ,-3.00,L. Miller RB - HOU ,7.40,T. Kelce TE - KC ,0.00,A. Cooper WR - LV ,0.00,N. Agholor WR - PHI ,0.00,J. Williams RB - GB ,7.40,Jets DEF ,4.00,60.14,Ryan,111.44
Kevin,2,M. Stafford QB - DET ,21.66,O. Darkwa RB - NYG ,10.80,J. Howard RB - CHI ,5.40,G. Tate WR - DET ,15.70,A. Green WR - CIN ,17.50,J. Doyle TE - IND ,0.90,D. Parker WR - MIA ,6.60,J. Lambo K - JAX ,6.00,Patriots DEF ,11.00,C. Clay TE - BUF ,1.30,D. Carr QB - LV ,0.00,A. Collins RB - BAL ,0.00,C. Davis WR - TEN ,2.80,K. Hunt RB - KC ,0.00,H. Butker K - KC ,0.00,95.56,david,68.04
Jeremy,4,D. Brees QB - NO ,13.96,A. Morris RB - DAL ,5.30,M. Gordon RB - LAC ,4.20,K. Allen WR - LAC ,5.40,M. Lee WR - JAX ,13.50,C. Brate TE - TB ,1.00,A. Thielen WR - MIN ,22.60,C. Catanzaro K - NYJ ,4.00,Steelers DEF ,6.00,L. Fitzgerald WR - ARI ,11.30,P. Richardson WR - SEA ,4.30,W. Snead WR - NO ,0.00,E. Elliott RB - DAL ,0.00,D. Henry RB - TEN ,5.20,R. Kelley RB - WAS ,1.40,75.96,Greg,85.40
Peter,5,P. Rivers QB - LAC ,15.30,D. Martin RB - TB ,5.10,T. Rawls RB - SEA ,3.90,M. Goodwin WR - SF ,16.10,S. Watkins WR - LA ,10.10,R. Gronkowski TE - NE ,7.40,M. Jones WR - DET ,2.20,W. Lutz K - NO ,13.00,Vikings DEF ,2.00,J. Charles RB - DEN ,3.80,A. Rodgers QB - GB ,0.00,M. Gillislee RB - NE ,0.00,M. Evans WR - TB ,0.00,A. Jones RB - GB ,1.20,Texans DEF ,2.00,75.10,Peter,80.08
Greg,9,M. Ryan QB - ATL ,14.60,C. Hyde RB - SF ,10.40,L. Fournette RB - JAX ,4.60,J. Jones WR - ATL ,5.70,D. Funchess WR - CAR ,21.20,K. Rudolph TE - MIN ,3.70,D. Jackson WR - TB ,8.20,P. Murray K - TB ,9.00,Saints DEF ,8.00,M. Crabtree WR - LV ,0.00,L. Blount RB - PHI ,0.00,V. Davis TE - WAS ,7.60,A. Smith QB - KC ,0.00,C. Hogan WR - NE ,0.00,J. White RB - NE ,7.80,85.40,Jeremy,75.96
