Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,6,B. Roethlisberger QB - PIT ,12.00,F. Gore RB - IND ,11.70,C. McCaffrey RB - CAR ,11.70,D. Bryant WR - DAL ,7.20,T. Hill WR - KC ,15.00,J. Graham TE - SEA ,7.20,J. Nelson WR - GB ,17.20,C. Santos K - CHI ,6.00,Packers DEF ,6.00,R. Cobb WR - GB ,0.00,T. Ginn WR - NO ,11.90,R. Matthews WR - TEN ,14.70,K. Williams RB - ARI ,0.30,T. West RB - BAL ,0.60,J. Winston QB - TB ,15.52,94.00,alex,65.60
david,9,T. Taylor QB - BUF ,17.82,M. Ingram RB - NO ,8.60,M. Lynch RB - LV ,2.60,A. Brown WR - PIT ,17.00,B. Cooks WR - NE ,27.10,V. Davis TE - WAS ,11.80,M. Sanu WR - ATL ,8.80,M. Bryant K - ATL ,12.00,Patriots DEF ,6.00,K. Britt WR - NE ,11.40,E. Decker WR - TEN ,4.90,C. Newton QB - CAR ,8.28,G. Bernard RB - CIN ,9.90,J. Reed TE - WAS ,0.00,B. Perriman WR - BAL ,0.00,111.72,Daniel,69.04
Ryan,5,T. Brady QB - NE ,35.72,I. Crowell RB - CLE ,5.40,T. Coleman RB - ATL ,8.90,J. Maclin WR - BAL ,0.80,M. Bryant WR - PIT ,3.00,Z. Ertz TE - PHI ,9.50,D. Baldwin WR - SEA ,16.50,G. Gano K - CAR ,7.00,Ravens DEF ,-4.00,C. Johnson RB ,2.10,J. Charles RB - DEN ,11.70,W. Snead WR - NO ,0.00,D. Johnson RB - ARI ,0.00,R. Kelley RB - WAS ,0.00,D. Foreman RB - HOU ,9.00,82.82,Alessandro,76.00
alex,7,J. Cutler QB - MIA ,11.70,D. Freeman RB - ATL ,19.80,J. Ajayi RB - PHI ,2.50,K. Wright WR - CHI ,0.00,A. Hurns WR - JAX ,8.00,D. Walker TE - TEN ,3.10,E. Sanders WR - DEN ,7.50,J. Tucker K - BAL ,1.00,Chiefs DEF ,12.00,J. Kearse WR - NYJ ,4.20,A. Luck QB - IND ,0.00,C. Thompson RB - WAS ,24.80,T. Riddick RB - DET ,3.80,T. Siemian QB - DEN ,7.56,J. Mixon RB - CIN ,10.10,65.60,Peter,94.00
Alessandro,11,K. Cousins QB - WAS ,26.80,J. Stewart RB - CAR ,6.10,C. Anderson RB - DEN ,4.30,A. Jeffery WR - PHI ,5.60,M. Thomas WR - NO ,14.70,J. Witten TE - DAL ,0.30,T. Cohen RB - CHI ,10.20,D. Bailey K - DAL ,4.00,Rams DEF ,4.00,D. Murray RB - TEN ,18.00,T. Eifert TE - CIN ,0.00,K. Stills WR - MIA ,5.10,S. Watkins WR - LA ,22.60,A. Abdullah RB - DET ,8.60,J. Nelson WR - ARI ,0.00,76.00,Ryan,82.82
Daniel,12,C. Wentz QB - PHI ,13.24,L. McCoy RB - BUF ,6.90,J. Rodgers RB - TB ,1.50,D. Thomas WR - DEN ,9.80,T. Hilton WR - IND ,21.30,J. Cook TE - LV ,10.30,T. Lockett WR - SEA ,3.00,S. Gostkowski K - NE ,4.00,Seahawks DEF ,-1.00,B. Powell RB - NYJ ,9.70,G. Olsen TE - CAR ,0.00,D. Moncrief WR - IND ,4.40,D. Johnson RB - CLE ,16.40,M. Mariota QB - TEN ,19.70,S. Perine RB - WAS ,3.50,69.04,david,111.72
Neil,1,R. Wilson QB - SEA ,33.52,T. Montgomery RB - GB ,5.00,T. Gurley RB - LA ,32.90,D. Hopkins WR - HOU ,7.60,O. Beckham WR - NYG ,19.90,E. Ebron TE - DET ,0.90,D. Adams WR - GB ,6.00,M. Prater K - DET ,18.00,Jaguars DEF ,12.00,J. Matthews WR - BUF ,6.10,J. Hill RB - CIN ,2.90,J. Crowder WR - WAS ,3.20,S. Diggs WR - MIN ,29.30,T. Williams WR - LAC ,1.50,C. Prosise RB - SEA ,7.40,135.82,Greg,79.36
michael,10,D. Prescott QB - DAL ,22.92,L. Miller RB - HOU ,6.30,L. Bell RB - PIT ,15.80,J. Landry WR - MIA ,4.80,A. Cooper WR - LV ,0.60,T. Kelce TE - KC ,0.10,M. Forte RB - NYJ ,2.50,S. Hauschka K - BUF ,18.00,Broncos DEF ,4.00,M. Stafford QB - DET ,16.46,A. Peterson RB - ARI ,3.70,N. Agholor WR - PHI ,2.00,A. Kamara RB - NO ,10.20,J. Williams RB - GB ,0.60,Buccaneers DEF ,-1.00,75.02,Peter,85.82
Kevin,2,D. Carr QB - LV ,5.22,K. Hunt RB - KC ,24.30,D. Cook RB - MIN ,22.90,G. Tate WR - DET ,11.80,A. Green WR - CIN ,17.10,M. Bennett TE - NE ,1.20,J. Allen RB - BAL ,2.80,C. Boswell K - PIT ,5.00,Eagles DEF ,4.00,D. Jackson WR - TB ,14.40,S. Bradford QB - MIN ,0.00,L. Murray RB - MIN ,0.50,D. Parker WR - MIA ,13.60,J. Howard RB - CHI ,26.60,Z. Jones WR - BUF ,0.00,94.32,Jeremy,90.80
Jeremy,8,D. Brees QB - NO ,20.80,M. Gordon RB - LAC ,13.90,E. Elliott RB - DAL ,15.40,T. Pryor WR - WAS ,1.90,K. Benjamin WR - BUF ,0.80,C. Fleener TE - NO ,2.10,L. Fitzgerald WR - ARI ,20.90,D. Hopkins K - WAS ,9.00,Steelers DEF ,6.00,D. McFadden RB ,0.00,A. Smith QB - KC ,15.10,A. Thielen WR - MIN ,9.80,S. Shepard WR - NYG ,19.30,D. Henry RB - TEN ,6.40,K. Golladay WR - DET ,2.50,90.80,Kevin,94.32
