Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,2,R. Fitzpatrick QB - MIA ,20.46,A. Ekeler RB - LAC ,8.10,S. Barkley RB - NYG ,26.30,R. Woods WR - LA ,1.70,K. Golladay WR - DET ,4.40,G. Kittle TE - SF ,13.40,D. Samuel WR - SF ,3.70,G. Zuerlein K - LA ,1.00,Giants DEF ,8.00,T. Brady QB - NE ,12.92,A. Thielen WR - MIN ,3.00,D. Freeman RB - ATL ,5.50,K. Hunt RB - CLE ,7.60,D. Metcalf WR - SEA ,9.60,Redskins DEF ,3.00,87.06,Greg,152.28
david,11,P. Mahomes QB - KC ,22.70,C. Hyde RB - HOU ,16.40,A. Kamara RB - NO ,8.90,A. Robinson WR - CHI ,12.50,C. Kupp WR - LA ,10.10,Z. Ertz TE - PHI ,12.10,K. Drake RB - ARI ,38.60,W. Lutz K - NO ,10.00,Chiefs DEF ,11.00,D. Amendola WR - DET ,10.20,J. Witten TE - DAL ,9.60,A. Jeffery WR - PHI ,0.00,M. Sanu WR - NE ,1.30,D. Jones QB - NYG ,0.00,Browns DEF ,-2.00,142.30,Kevin,112.66
Ryan,1,L. Jackson QB - BAL ,37.08,L. Bell RB - NYJ ,8.80,C. McCaffrey RB - CAR ,29.50,K. Allen WR - LAC ,9.90,D. Moore WR - CAR ,12.30,D. Goedert TE - PHI ,5.50,M. Gallup WR - DAL ,0.60,R. Gould K - SF ,10.00,Ravens DEF ,5.00,J. Doyle TE - IND ,2.10,E. Engram TE - NYG ,0.00,Z. Pascal WR - IND ,4.40,M. Breida RB - SF ,-0.30,B. Scarbrough RB - DET ,0.00,Steelers DEF ,6.00,118.68,Alessandro,121.26
alex,8,K. Cousins QB - MIN ,11.68,M. Ingram RB - BAL ,22.60,T. Coleman RB - SF ,4.00,D. Hopkins WR - HOU ,11.90,T. McLaurin WR - WAS ,19.00,T. Kelce TE - KC ,14.20,D. Parker WR - MIA ,19.20,J. Lambo K - JAX ,8.00,Eagles DEF ,9.00,A. Green WR - CIN ,0.00,J. Garoppolo QB - SF ,12.60,D. Williams RB - KC ,0.00,A. Hooper TE - ATL ,2.00,B. Hill RB - ATL ,1.60,N. Fant TE - DEN ,5.60,119.58,michael,65.38
Alessandro,4,R. Tannehill QB - TEN ,24.16,A. Peterson RB - WAS ,15.10,E. Elliott RB - DAL ,28.00,B. Perriman WR - TB ,29.60,D. Westbrook WR - JAX ,2.10,D. Fells TE - HOU ,0.20,D. Slayton WR - NYG ,9.10,H. Butker K - KC ,9.00,49ers DEF ,4.00,K. Rudolph TE - MIN ,4.80,T. Hilton WR - IND ,2.50,P. Barber RB - TB ,4.00,S. Michel RB - NE ,10.30,D. Chark WR - JAX ,0.00,P. Laird RB - MIA ,5.40,121.26,Ryan,118.68
Daniel,9,G. Minshew QB - JAX ,18.74,L. Fournette RB - JAX ,7.30,D. Singletary RB - BUF ,6.90,J. Brown WR - BUF ,9.90,S. Diggs WR - MIN ,8.00,D. Waller TE - LV ,12.20,M. Mack RB - IND ,1.90,M. Gay K - TB ,8.00,Rams DEF ,-4.00,D. Carr QB - LV ,15.88,J. Williams RB - IND ,0.00,W. Fuller WR - HOU ,6.10,G. Everett TE - LA ,0.00,J. Smith-Schuster WR - PIT ,0.00,D. Johnson WR - PIT ,4.20,68.94,-,-
Neil,6,D. Watson QB - HOU ,16.92,T. Gurley RB - LA ,17.80,D. Montgomery RB - CHI ,4.90,J. Edelman WR - NE ,0.90,C. Samuel WR - CAR ,11.40,V. McDonald TE - PIT ,0.00,A. Cooper WR - DAL ,1.90,J. Tucker K - BAL ,4.00,Panthers DEF ,3.00,J. Gordon WR - SEA ,3.80,J. Winston QB - TB ,34.72,D. Johnson RB - HOU ,2.30,D. Johnson RB - ARI ,0.60,R. Jones RB - TB ,4.90,Chargers DEF ,1.00,60.82,-,-
michael,12,D. Prescott QB - DAL ,17.68,M. Gordon RB - LAC ,2.40,D. Henry RB - TEN ,8.60,C. Beasley WR - BUF ,0.60,T. Hill WR - KC ,18.80,J. Cook TE - NO ,5.40,S. Watkins WR - KC ,6.90,C. Boswell K - PIT ,4.00,Bears DEF ,1.00,T. Burton TE - CHI ,0.00,J. Goff QB - LA ,17.56,J. Howard RB - PHI ,0.00,T. Cohen RB - CHI ,8.50,A. Vinatieri K - IND ,0.00,Seahawks DEF ,7.00,65.38,alex,119.58
Kevin,7,K. Murray QB - ARI ,16.36,J. Mixon RB - CIN ,15.60,A. Jones RB - GB ,17.10,E. Sanders WR - SF ,0.90,D. Adams WR - GB ,16.30,M. Andrews TE - BAL ,11.20,P. Lindsay RB - DEN ,3.20,M. Prater K - DET ,5.00,Vikings DEF ,27.00,J. Crowder WR - NYJ ,21.00,J. Brissett QB - IND ,7.30,T. Boyd WR - CIN ,2.60,A. Brown WR - TEN ,17.40,B. Snell RB - PIT ,0.10,Jets DEF ,3.00,112.66,david,142.30
Jeremy,10,J. Allen QB - BUF ,16.36,D. Washington RB - LV ,2.20,N. Chubb RB - CLE ,20.80,O. Beckham WR - CLE ,6.60,S. Shepard WR - NYG ,11.10,H. Henry TE - LAC ,0.90,J. White RB - NE ,12.20,D. Carlson K - LV ,10.00,Saints DEF ,5.00,L. Fitzgerald WR - ARI ,4.20,B. Cooks WR - LA ,4.60,T. Williams WR - LV ,10.50,O. Howard TE - TB ,4.60,J. Williams RB - GB ,3.30,A. Mattison RB - MIN ,0.00,85.16,-,-
