Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,T. Brady QB - NE ,11.96,D. Freeman RB - ATL ,2.50,S. Barkley RB - NYG ,14.00,A. Thielen WR - MIN ,8.50,K. Golladay WR - DET ,2.10,G. Kittle TE - SF ,3.80,F. Gore RB - BUF ,6.60,G. Zuerlein K - LA ,15.00,Bills DEF ,11.00,A. Peterson RB - WAS ,6.10,W. Fuller WR - HOU ,0.60,A. Ekeler RB - LAC ,18.50,A. Lazard WR - GB ,4.20,C. Ridley WR - ATL ,3.00,D. Metcalf WR - SEA ,3.30,75.46,Kevin,53.86
david,9,P. Mahomes QB - KC ,7.24,C. Hyde RB - HOU ,3.50,C. Edmonds RB - ARI ,33.00,A. Robinson WR - CHI ,14.70,C. Kupp WR - LA ,5.00,Z. Ertz TE - PHI ,3.80,A. Jeffery WR - PHI ,3.80,W. Lutz K - NO ,10.00,Saints DEF ,8.00,D. Amendola WR - DET ,10.50,J. Witten TE - DAL ,3.30,P. Rivers QB - LAC ,21.16,M. Sanu WR - NE ,0.30,K. Drake RB - ARI ,5.80,A. Kamara RB - NO ,0.00,89.04,Daniel,131.46
Ryan,2,L. Jackson QB - BAL ,23.32,L. Bell RB - NYJ ,7.60,M. Breida RB - SF ,3.60,R. Woods WR - LA ,8.60,M. Gallup WR - DAL ,3.40,E. Engram TE - NYG ,0.60,G. Tate WR - NYG ,8.00,R. Gould K - SF ,9.00,Jaguars DEF ,17.00,M. Ryan QB - ATL ,2.56,R. Anderson WR - NYJ ,1.00,C. McCaffrey RB - CAR ,0.00,S. Michel RB - NE ,21.40,S. Darnold QB - NYJ ,-6.66,Jets DEF ,1.00,81.12,alex,57.14
alex,8,J. Garoppolo QB - SF ,6.04,M. Ingram RB - BAL ,5.30,D. Williams RB - KC ,0.60,D. Hopkins WR - HOU ,16.60,T. McLaurin WR - WAS ,1.10,T. Kelce TE - KC ,4.40,T. Coleman RB - SF ,6.10,J. Lambo K - JAX ,13.00,Titans DEF ,4.00,A. Green WR - CIN ,0.00,C. Newton QB - CAR ,0.00,C. Thompson RB - WAS ,0.00,S. Shepard WR - NYG ,0.00,A. Hooper TE - ATL ,10.60,Ravens DEF ,18.00,57.14,Ryan,81.12
Alessandro,4,J. Brissett QB - IND ,27.64,E. Elliott RB - DAL ,20.70,R. Freeman RB - DEN ,12.70,T. Hilton WR - IND ,13.40,K. Allen WR - LAC ,6.10,D. Fells TE - HOU ,2.70,D. Chark WR - JAX ,7.30,H. Butker K - KC ,12.00,49ers DEF ,15.00,S. Watkins WR - KC ,0.00,M. Evans WR - TB ,0.00,J. White RB - NE ,5.90,C. Wentz QB - PHI ,6.84,P. Barber RB - TB ,0.00,D. Moore WR - CAR ,0.00,117.54,Greg,132.50
Daniel,10,M. Stafford QB - DET ,28.56,L. Fournette RB - JAX ,14.50,M. Mack RB - IND ,5.60,J. Brown WR - BUF ,14.30,S. Diggs WR - MIN ,14.30,D. Waller TE - LV ,24.60,D. Singletary RB - BUF ,2.60,M. Bryant K ,6.00,Rams DEF ,21.00,T. Ginn WR - NO ,4.80,N. Agholor WR - PHI ,2.40,D. Robinson WR - KC ,3.10,G. Everett TE - LA ,11.00,J. Smith-Schuster WR - PIT ,0.00,M. Gay K - TB ,0.00,131.46,david,89.04
Neil,5,D. Watson QB - HOU ,15.52,T. Gurley RB - LA ,11.40,D. Johnson RB - ARI ,0.20,J. Edelman WR - NE ,6.70,A. Cooper WR - DAL ,10.60,D. Walker TE - TEN ,0.00,D. Montgomery RB - CHI ,-0.10,J. Tucker K - BAL ,12.00,Chargers DEF ,4.00,J. Gordon WR - SEA ,0.00,D. Johnson RB - HOU ,5.60,D. Njoku TE - CLE ,0.00,C. Samuel WR - CAR ,0.00,R. Jones RB - TB ,0.00,Panthers DEF ,0.00,60.32,Peter,90.94
michael,12,D. Prescott QB - DAL ,20.56,J. Howard RB - PHI ,5.60,D. Henry RB - TEN ,16.80,T. Hill WR - KC ,13.40,T. Quinn WR - WAS ,3.00,T. Burton TE - CHI ,1.10,M. Gordon RB - LAC ,6.90,A. Vinatieri K - IND ,4.00,Bears DEF ,6.00,J. Cook TE - NO ,0.00,A. Brown WR ,0.00,J. Goff QB - LA ,25.02,T. Cohen RB - CHI ,2.90,C. Boswell K - PIT ,0.00,Seahawks DEF ,2.00,77.36,Jeremy,73.78
Kevin,6,K. Murray QB - ARI ,6.96,A. Jones RB - GB ,14.30,P. Lindsay RB - DEN ,3.20,J. Crowder WR - NYJ ,2.60,T. Boyd WR - CIN ,3.50,M. Andrews TE - BAL ,3.90,J. Mixon RB - CIN ,6.40,J. Myers K - SEA ,10.00,Vikings DEF ,3.00,E. Sanders WR - SF ,6.00,G. Olsen TE - CAR ,0.00,D. Adams WR - GB ,0.00,J. Williams RB - GB ,9.10,M. Walton RB ,5.80,J. Slye K - CAR ,0.00,53.86,Peter,75.46
Jeremy,11,J. Allen QB - BUF ,21.28,K. Johnson RB - DET ,2.30,A. Mattison RB - MIN ,1.80,C. Beasley WR - BUF ,7.60,B. Cooks WR - LA ,5.90,H. Henry TE - LAC ,9.70,L. Fitzgerald WR - ARI ,1.20,Z. Gonzalez K - ARI ,9.00,Cowboys DEF ,15.00,M. Jones WR - DET ,33.30,O. Beckham WR - CLE ,0.00,J. Winston QB - TB ,0.00,O. Howard TE - TB ,0.00,N. Chubb RB - CLE ,0.00,Steelers DEF ,0.00,73.78,michael,77.36
