Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,T. Brady QB - NE ,21.96,D. Freeman RB - ATL ,23.80,A. Ekeler RB - LAC ,2.80,A. Thielen WR - MIN ,11.70,K. Golladay WR - DET ,12.10,G. Kittle TE - SF ,10.30,A. Peterson RB - WAS ,13.60,G. Zuerlein K - LA ,1.00,Panthers DEF ,21.00,F. Gore RB - BUF ,0.00,W. Fuller WR - HOU ,4.40,C. Ridley WR - ATL ,10.80,S. Barkley RB - NYG ,0.00,D. Metcalf WR - SEA ,7.30,Bills DEF ,0.00,118.26,Daniel,75.40
david,9,P. Mahomes QB - KC ,18.82,C. Hyde RB - HOU ,17.00,A. Kamara RB - NO ,6.60,M. Sanu WR - NE ,2.90,C. Kupp WR - LA ,1.70,Z. Ertz TE - PHI ,3.40,A. Jeffery WR - PHI ,13.60,W. Lutz K - NO ,7.00,Saints DEF ,11.00,D. Amendola WR - DET ,0.60,J. Witten TE - DAL ,5.70,D. Sproles RB - PHI ,0.00,A. Robinson WR - CHI ,0.00,K. Drake RB - ARI ,7.00,K. Hunt RB - CLE ,0.00,82.02,Neil,82.20
Ryan,2,M. Ryan QB - ATL ,30.94,C. McCaffrey RB - CAR ,17.70,S. Michel RB - NE ,11.30,R. Woods WR - LA ,7.60,M. Gallup WR - DAL ,4.80,N. Fant TE - DEN ,1.60,L. Fournette RB - JAX ,11.80,R. Gould K - SF ,8.00,Cowboys DEF ,4.00,G. Tate WR - NYG ,16.20,J. Brown WR - BUF ,0.00,D. Waller TE - LV ,0.00,R. Anderson WR - NYJ ,18.50,M. Breida RB - SF ,6.30,L. Jackson QB - BAL ,30.64,97.74,Alessandro,79.84
alex,8,J. Garoppolo QB - SF ,12.12,M. Ingram RB - BAL ,13.40,D. Williams RB - KC ,8.00,D. Hopkins WR - HOU ,7.50,T. McLaurin WR - WAS ,22.00,T. Kelce TE - KC ,5.80,C. Thompson RB - WAS ,2.00,J. Lambo K - JAX ,6.00,Ravens DEF ,5.00,A. Green WR - CIN ,0.00,C. Newton QB - CAR ,0.00,T. Coleman RB - SF ,12.10,S. Shepard WR - NYG ,0.00,A. Hooper TE - ATL ,17.70,Titans DEF ,4.00,81.82,michael,74.72
Alessandro,5,C. Wentz QB - PHI ,20.54,E. Elliott RB - DAL ,21.30,P. Barber RB - TB ,2.80,K. Allen WR - LAC ,3.30,M. Evans WR - TB ,11.60,W. Dissly TE - SEA ,0.00,D. Chark WR - JAX ,4.30,H. Butker K - KC ,6.00,49ers DEF ,10.00,T. Hilton WR - IND ,0.00,S. Watkins WR - KC ,0.00,J. White RB - NE ,4.50,R. Freeman RB - DEN ,7.60,D. Moore WR - CAR ,8.60,J. Samuels RB - PIT ,0.00,79.84,Ryan,97.74
Daniel,11,M. Stafford QB - DET ,11.50,L. Bell RB - NYJ ,11.30,J. Hilliman RB - NYG ,1.50,S. Diggs WR - MIN ,36.50,J. Smith-Schuster WR - PIT ,0.70,G. Everett TE - LA ,0.90,D. Robinson WR - KC ,0.00,M. Gay K - TB ,6.00,Rams DEF ,7.00,T. Ginn WR - NO ,4.80,M. Goodwin WR - SF ,1.50,N. Agholor WR - PHI ,4.20,E. Engram TE - NYG ,0.00,M. Mack RB - IND ,0.00,D. Singletary RB - BUF ,0.00,75.40,Peter,118.26
Neil,4,D. Watson QB - HOU ,29.40,T. Gurley RB - LA ,0.00,D. Johnson RB - ARI ,22.20,J. Edelman WR - NE ,11.30,J. Gordon WR - SEA ,0.70,D. Walker TE - TEN ,4.30,A. Cooper WR - DAL ,0.30,J. Tucker K - BAL ,11.00,Chargers DEF ,3.00,B. Roethlisberger QB - PIT ,0.00,D. Johnson RB - HOU ,11.40,D. Njoku TE - CLE ,0.00,C. Samuel WR - CAR ,19.80,R. Jones RB - TB ,7.00,D. Montgomery RB - CHI ,0.00,82.20,david,82.02
michael,12,D. Prescott QB - DAL ,18.22,J. Howard RB - PHI ,4.90,D. Henry RB - TEN ,3.30,T. Hill WR - KC ,20.00,T. Quinn WR - WAS ,0.80,J. Cook TE - NO ,9.70,M. Gordon RB - LAC ,4.80,C. Boswell K - PIT ,6.00,Seahawks DEF ,7.00,A. Brown WR ,0.00,T. Burton TE - CHI ,0.00,J. Goff QB - LA ,1.12,T. Cohen RB - CHI ,0.00,A. Vinatieri K - IND ,0.00,Bears DEF ,0.00,74.72,alex,81.82
Kevin,6,K. Murray QB - ARI ,28.80,J. Mixon RB - CIN ,3.90,A. Jones RB - GB ,4.00,E. Sanders WR - SF ,0.00,T. Boyd WR - CIN ,1.00,M. Andrews TE - BAL ,7.90,P. Lindsay RB - DEN ,13.50,J. Slye K - CAR ,13.00,Vikings DEF ,9.00,G. Olsen TE - CAR ,5.20,P. Rivers QB - LAC ,14.80,G. Bernard RB - CIN ,2.40,D. Adams WR - GB ,0.00,C. Edmonds RB - ARI ,12.70,M. Valdes-Scantling WR - GB ,5.70,81.10,Peter,80.70
Jeremy,10,J. Winston QB - TB ,14.10,K. Johnson RB - DET ,12.10,N. Chubb RB - CLE ,23.90,O. Beckham WR - CLE ,10.10,B. Cooks WR - LA ,3.20,O. Howard TE - TB ,3.50,M. Brown RB - LA ,4.00,Z. Gonzalez K - ARI ,10.00,Steelers DEF ,14.00,D. Jackson WR - PHI ,0.00,L. Fitzgerald WR - ARI ,6.90,K. Cousins QB - MIN ,27.32,M. Jones WR - DET ,1.70,H. Henry TE - LAC ,22.00,R. Penny RB - SEA ,0.00,94.90,Greg,112.42
