Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,T. Brady QB - NE ,23.92,D. Freeman RB - ATL ,13.00,A. Ekeler RB - LAC ,7.30,A. Thielen WR - MIN ,25.00,C. Ridley WR - ATL ,14.80,G. Kittle TE - SF ,14.80,F. Gore RB - BUF ,6.90,G. Zuerlein K - LA ,11.00,Eagles DEF ,35.00,A. Peterson RB - WAS ,1.80,J. Ajayi RB ,0.00,W. Fuller WR - HOU ,41.70,K. Golladay WR - DET ,0.00,S. Barkley RB - NYG ,0.00,D. Metcalf WR - SEA ,10.40,151.72,david,110.76
david,8,P. Mahomes QB - KC ,18.54,C. Hyde RB - HOU ,12.00,A. Kamara RB - NO ,10.92,A. Robinson WR - CHI ,21.70,C. Kupp WR - LA ,17.70,Z. Ertz TE - PHI ,11.70,A. Jeffery WR - PHI ,5.20,W. Lutz K - NO ,7.00,Saints DEF ,6.00,D. Amendola WR - DET ,0.00,J. Witten TE - DAL ,2.90,D. Sproles RB - PHI ,0.40,M. Sanu WR - NE ,10.30,K. Drake RB - ARI ,0.00,K. Hunt RB - CLE ,0.00,110.76,Peter,151.72
Ryan,2,L. Jackson QB - BAL ,11.44,L. Fournette RB - JAX ,19.70,C. McCaffrey RB - CAR ,41.70,R. Woods WR - LA ,4.80,R. Anderson WR - NYJ ,1.60,D. Waller TE - LV ,3.90,S. Michel RB - NE ,18.30,R. Gould K - SF ,7.00,Titans DEF ,7.00,M. Ryan QB - ATL ,31.90,G. Tate WR - NYG ,1.30,J. Brown WR - BUF ,7.50,M. Breida RB - SF ,24.90,M. Gallup WR - DAL ,17.30,C. Herndon TE - NYJ ,0.00,115.44,Greg,121.54
alex,9,J. Garoppolo QB - SF ,14.94,M. Ingram RB - BAL ,10.90,D. Williams RB - KC ,3.80,D. Hopkins WR - HOU ,8.80,S. Shepard WR - NYG ,4.70,T. Kelce TE - KC ,7.00,C. Thompson RB - WAS ,3.80,J. Lambo K - JAX ,9.00,Ravens DEF ,5.00,A. Green WR - CIN ,0.00,C. Newton QB - CAR ,0.00,T. Coleman RB - SF ,15.70,R. Mostert RB - SF ,3.40,A. Hooper TE - ATL ,7.60,T. McLaurin WR - WAS ,5.10,67.94,Alessandro,66.92
Alessandro,3,C. Wentz QB - PHI ,12.06,E. Elliott RB - DAL ,15.10,J. Samuels RB - PIT ,-0.54,K. Allen WR - LAC ,1.80,M. Evans WR - TB ,0.00,W. Dissly TE - SEA ,8.80,T. Hilton WR - IND ,3.70,H. Butker K - KC ,7.00,49ers DEF ,19.00,S. Watkins WR - KC ,0.00,J. White RB - NE ,7.20,P. Barber RB - TB ,9.10,R. Freeman RB - DEN ,6.70,D. Moore WR - CAR ,9.10,D. Chark WR - JAX ,28.40,66.92,alex,67.94
Daniel,11,B. Mayfield QB - CLE ,-2.00,L. Bell RB - NYJ ,8.80,M. Mack RB - IND ,14.80,S. Diggs WR - MIN ,4.40,J. Smith-Schuster WR - PIT ,11.50,E. Engram TE - NYG ,4.70,D. Robinson WR - KC ,3.10,M. Gay K - TB ,6.00,Rams DEF ,2.00,M. Stafford QB - DET ,0.00,T. Ginn WR - NO ,9.60,M. Goodwin WR - SF ,5.60,N. Agholor WR - PHI ,2.00,D. Williams RB - KC ,0.00,D. Singletary RB - BUF ,0.00,53.30,Peter,90.22
Neil,4,D. Watson QB - HOU ,43.74,T. Gurley RB - LA ,15.70,D. Johnson RB - ARI ,15.60,J. Edelman WR - NE ,17.00,J. Gordon WR - SEA ,5.90,D. Walker TE - TEN ,1.00,A. Cooper WR - DAL ,30.60,J. Tucker K - BAL ,14.00,Chargers DEF ,14.00,B. Roethlisberger QB - PIT ,0.00,D. Johnson RB - HOU ,6.70,D. Njoku TE - CLE ,0.00,C. Samuel WR - CAR ,4.40,R. Jones RB - TB ,5.60,D. Montgomery RB - CHI ,9.60,157.54,Jeremy,72.26
michael,12,D. Prescott QB - DAL ,25.22,J. Howard RB - PHI ,12.20,D. Henry RB - TEN ,13.80,K. Stills WR - HOU ,0.00,T. Quinn WR - WAS ,-0.20,J. Cook TE - NO ,10.10,M. Gordon RB - LAC ,3.80,A. Vinatieri K - IND ,13.00,Bears DEF ,4.00,A. Brown WR ,0.00,T. Burton TE - CHI ,1.60,J. Goff QB - LA ,17.90,T. Hill WR - KC ,0.00,T. Cohen RB - CHI ,4.90,Chiefs DEF ,3.00,81.92,Kevin,119.62
Kevin,6,K. Murray QB - ARI ,25.42,J. Mixon RB - CIN ,10.90,A. Jones RB - GB ,42.20,E. Sanders WR - SF ,0.90,T. Boyd WR - CIN ,18.30,M. Andrews TE - BAL ,4.50,W. Gallman RB - NYG ,1.40,J. Slye K - CAR ,4.00,Vikings DEF ,12.00,G. Olsen TE - CAR ,0.00,P. Rivers QB - LAC ,4.14,G. Bernard RB - CIN ,2.60,D. Adams WR - GB ,0.00,P. Lindsay RB - DEN ,20.70,M. Valdes-Scantling WR - GB ,1.80,119.62,michael,81.92
Jeremy,10,J. Winston QB - TB ,17.46,N. Hines RB - IND ,4.50,N. Chubb RB - CLE ,9.90,O. Beckham WR - CLE ,3.00,B. Cooks WR - LA ,5.60,O. Howard TE - TB ,1.00,L. Fitzgerald WR - ARI ,5.80,Z. Gonzalez K - ARI ,14.00,Steelers DEF ,11.00,D. Jackson WR - PHI ,0.00,M. Jones WR - DET ,0.00,M. Brown RB - LA ,0.30,K. Johnson RB - DET ,0.00,R. Penny RB - SEA ,4.90,A. Mattison RB - MIN ,5.20,72.26,Neil,157.54
