Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,T. Brady QB - NE ,24.66,A. Ekeler RB - LAC ,17.30,S. Barkley RB - NYG ,19.50,A. Thielen WR - MIN ,7.50,K. Golladay WR - DET ,17.70,G. Kittle TE - SF ,5.40,A. Peterson RB - WAS ,9.20,G. Zuerlein K - LA ,9.00,Bills DEF ,6.00,D. Freeman RB - ATL ,6.40,J. Crowder WR - NYJ ,4.00,C. Ridley WR - ATL ,16.50,C. Sutton WR - DEN ,4.00,G. Edwards RB - BAL ,1.10,D. Metcalf WR - SEA ,12.10,116.26,Jeremy,83.52
david,9,P. Mahomes QB - KC ,33.62,D. Sproles RB - PHI ,0.50,A. Kamara RB - NO ,6.00,A. Jeffery WR - PHI ,0.00,C. Kupp WR - LA ,12.60,Z. Ertz TE - PHI ,9.20,A. Robinson WR - CHI ,4.10,W. Lutz K - NO ,11.00,Saints DEF ,5.00,D. Amendola WR - DET ,0.00,E. Sanders WR - SF ,17.80,J. Witten TE - DAL ,8.50,M. Sanu WR - NE ,1.60,K. Drake RB - ARI ,4.80,K. Hunt RB - CLE ,0.00,82.02,Peter,98.56
Ryan,4,L. Jackson QB - BAL ,30.88,L. Fournette RB - JAX ,8.70,C. McCaffrey RB - CAR ,5.30,R. Woods WR - LA ,4.20,J. Brown WR - BUF ,7.20,D. Waller TE - LV ,6.30,S. Michel RB - NE ,12.30,M. Prater K - DET ,1.00,Texans DEF ,10.00,M. Ryan QB - ATL ,19.10,A. Brown WR ,12.10,R. Anderson WR - NYJ ,8.10,M. Breida RB - SF ,13.20,M. Gallup WR - DAL ,6.80,J. Jackson RB - LAC ,6.40,85.88,Neil,75.36
alex,10,C. Newton QB - CAR ,11.32,M. Ingram RB - BAL ,7.70,D. Williams RB - KC ,5.60,D. Hopkins WR - HOU ,4.00,D. Moncrief WR ,0.00,T. Kelce TE - KC ,16.70,T. McLaurin WR - WAS ,12.20,B. Maher K ,7.00,Ravens DEF ,4.00,A. Green WR - CIN ,0.00,K. Cousins QB - MIN ,8.90,T. Coleman RB - SF ,0.00,S. Shepard WR - NYG ,0.00,A. Hooper TE - ATL ,3.40,D. Guice RB - WAS ,0.00,68.52,Kevin,98.22
Alessandro,3,C. Wentz QB - PHI ,17.54,J. White RB - NE ,8.90,E. Elliott RB - DAL ,18.00,T. Hilton WR - IND ,10.30,K. Allen WR - LAC ,9.80,J. Graham TE - GB ,0.00,S. Watkins WR - KC ,4.90,H. Butker K - KC ,4.00,49ers DEF ,7.00,M. Evans WR - TB ,6.10,T. Montgomery RB - NYJ ,4.00,P. Barber RB - TB ,14.90,R. Freeman RB - DEN ,10.20,D. Moore WR - CAR ,8.90,D. Chark WR - JAX ,11.50,80.44,Daniel,72.10
Daniel,7,B. Mayfield QB - CLE ,15.00,L. Bell RB - NYJ ,10.90,M. Mack RB - IND ,6.30,T. Ginn WR - NO ,0.00,J. Smith-Schuster WR - PIT ,8.40,E. Engram TE - NYG ,4.80,D. Singletary RB - BUF ,11.70,S. Gostkowski K - NE ,7.00,Rams DEF ,8.00,D. Lewis RB - TEN ,1.40,M. Goodwin WR - SF ,13.70,S. Diggs WR - MIN ,8.90,J. Richard RB - LV ,0.50,C. Davis WR - TEN ,3.80,D. Pettis WR - SF ,0.64,72.10,Alessandro,80.44
Neil,6,D. Watson QB - HOU ,12.86,T. Gurley RB - LA ,12.70,D. Johnson RB - ARI ,7.40,J. Edelman WR - NE ,5.20,A. Cooper WR - DAL ,10.40,D. Walker TE - TEN ,3.90,J. Gordon WR - SEA ,1.90,J. Tucker K - BAL ,13.00,Chargers DEF ,8.00,B. Roethlisberger QB - PIT ,3.00,D. Westbrook WR - JAX ,0.30,D. Njoku TE - CLE ,0.00,R. Jones RB - TB ,0.90,K. Ballage RB - MIA ,1.20,D. Montgomery RB - CHI ,12.80,75.36,Ryan,85.88
michael,11,D. Prescott QB - DAL ,27.66,J. Howard RB - PHI ,2.60,D. Henry RB - TEN ,15.40,W. Fuller WR - HOU ,4.00,T. Smith WR - NO ,4.90,T. Burton TE - CHI ,0.50,T. Cohen RB - CHI ,2.50,A. Vinatieri K - IND ,1.00,Bears DEF ,5.00,J. Cook TE - NO ,2.50,G. Tate WR - NYG ,0.00,M. Gordon RB - LAC ,0.00,J. Goff QB - LA ,19.12,T. Hill WR - KC ,0.00,I. Smith RB - ATL ,4.50,63.56,Greg,102.92
Kevin,8,P. Rivers QB - LAC ,10.92,J. Mixon RB - CIN ,2.70,A. Jones RB - GB ,21.00,D. Adams WR - GB ,10.60,T. Boyd WR - CIN ,12.20,M. Andrews TE - BAL ,17.20,P. Lindsay RB - DEN ,6.60,R. Gould K - SF ,11.00,Vikings DEF ,6.00,G. Olsen TE - CAR ,11.00,G. Bernard RB - CIN ,1.30,C. Hyde RB - HOU ,9.00,D. Johnson RB - HOU ,3.10,J. Washington WR - PIT ,2.30,K. Murray QB - ARI ,16.36,98.22,alex,68.52
Jeremy,12,J. Winston QB - TB ,13.22,K. Johnson RB - DET ,14.80,N. Chubb RB - CLE ,15.80,O. Beckham WR - CLE ,22.10,B. Cooks WR - LA ,13.60,O. Howard TE - TB ,0.00,D. Jackson WR - PHI ,0.00,M. Crosby K - GB ,3.00,Cowboys DEF ,1.00,L. Fitzgerald WR - ARI ,10.40,M. Jones WR - DET ,4.30,L. Murray RB - NO ,2.30,M. Brown RB - LA ,4.70,R. Penny RB - SEA ,12.50,J. Hill RB - BAL ,1.40,83.52,Peter,116.26
