Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,4,T. Brady QB - NE ,8.54,K. Hunt RB - CLE ,5.80,A. Ekeler RB - LAC ,13.20,K. Golladay WR - DET ,3.40,C. Ridley WR - ATL ,20.30,E. Ebron TE - IND ,2.70,D. Samuel WR - SF ,13.40,G. Zuerlein K - LA ,5.00,Bills DEF ,10.00,A. Thielen WR - MIN ,0.00,D. Freeman RB - ATL ,0.00,J. McKissic RB - DET ,5.30,G. Kittle TE - SF ,0.00,S. Barkley RB - NYG ,0.00,D. Metcalf WR - SEA ,0.00,82.34,Ryan,114.48
david,11,P. Mahomes QB - KC ,15.18,C. Hyde RB - HOU ,12.50,A. Kamara RB - NO ,12.20,M. Sanu WR - NE ,1.20,C. Kupp WR - LA ,5.30,Z. Ertz TE - PHI ,9.40,A. Robinson WR - CHI ,1.50,W. Lutz K - NO ,10.00,Chiefs DEF ,11.00,D. Amendola WR - DET ,4.70,J. Witten TE - DAL ,3.30,A. Jeffery WR - PHI ,0.00,K. Drake RB - ARI ,8.00,D. Jones QB - NYG ,0.00,D. Bailey K - MIN ,3.00,78.28,alex,79.06
Ryan,1,L. Jackson QB - BAL ,32.78,L. Bell RB - NYJ ,15.20,C. McCaffrey RB - CAR ,19.10,M. Gallup WR - DAL ,14.80,D. Moore WR - CAR ,9.50,O. Howard TE - TB ,0.00,K. Allen WR - LAC ,13.10,M. Badgley K - LAC ,9.00,Steelers DEF ,1.00,M. Ryan QB - ATL ,16.44,G. Tate WR - NYG ,0.00,R. Woods WR - LA ,0.00,E. Engram TE - NYG ,0.00,M. Breida RB - SF ,0.00,Ravens DEF ,15.00,114.48,Peter,82.34
alex,9,J. Garoppolo QB - SF ,31.66,T. Coleman RB - SF ,6.20,B. Hill RB - ATL ,3.80,D. Hopkins WR - HOU ,8.00,T. McLaurin WR - WAS ,6.90,T. Kelce TE - KC ,15.20,D. Williams RB - KC ,1.30,J. Lambo K - JAX ,1.00,Redskins DEF ,5.00,A. Green WR - CIN ,0.00,M. Ingram RB - BAL ,20.50,K. Cousins QB - MIN ,22.86,D. Parker WR - MIA ,13.50,A. Hooper TE - ATL ,0.00,Eagles DEF ,2.00,79.06,david,78.28
Alessandro,3,D. Carr QB - LV ,19.78,E. Elliott RB - DAL ,17.30,S. Michel RB - NE ,4.40,M. Evans WR - TB ,6.90,D. Chark WR - JAX ,22.40,G. Olsen TE - CAR ,5.70,M. Jones WR - DET ,15.90,H. Butker K - KC ,6.00,49ers DEF ,14.00,T. Hilton WR - IND ,0.00,D. Fells TE - HOU ,1.80,S. Watkins WR - KC ,2.60,C. Wentz QB - PHI ,12.26,P. Barber RB - TB ,7.10,R. Freeman RB - DEN ,4.50,112.38,Peter,68.10
Daniel,8,M. Rudolph QB - PIT ,6.34,L. Fournette RB - JAX ,5.70,M. Mack RB - IND ,16.90,J. Brown WR - BUF ,25.70,S. Diggs WR - MIN ,18.10,D. Waller TE - LV ,7.60,D. Singletary RB - BUF ,7.90,M. Gay K - TB ,7.00,Rams DEF ,9.00,M. Stafford QB - DET ,0.00,T. Ginn WR - NO ,7.40,W. Fuller WR - HOU ,0.00,G. Everett TE - LA ,2.00,J. Smith-Schuster WR - PIT ,2.10,D. Johnson WR - PIT ,1.70,104.24,michael,52.46
Neil,6,D. Watson QB - HOU ,3.96,T. Gurley RB - LA ,17.30,R. Jones RB - TB ,1.40,J. Edelman WR - NE ,9.90,A. Cooper WR - DAL ,3.80,V. McDonald TE - PIT ,3.30,D. Montgomery RB - CHI ,5.00,J. Tucker K - BAL ,11.00,Panthers DEF ,2.00,J. Gordon WR - SEA ,0.00,J. Winston QB - TB ,14.82,D. Johnson RB - HOU ,4.40,D. Johnson RB - ARI ,0.00,C. Samuel WR - CAR ,2.50,Chargers DEF ,3.00,57.66,Greg,94.34
michael,12,D. Prescott QB - DAL ,33.56,J. Howard RB - PHI ,0.00,D. Henry RB - TEN ,0.00,T. Hill WR - KC ,0.00,T. Quinn WR - WAS ,2.90,T. Burton TE - CHI ,0.00,M. Gordon RB - LAC ,9.00,A. Vinatieri K - IND ,7.00,Seahawks DEF ,0.00,J. Cook TE - NO ,9.30,A. Brown WR ,0.00,J. Goff QB - LA ,5.22,T. Cohen RB - CHI ,13.40,C. Boswell K - PIT ,1.00,Bears DEF ,5.00,52.46,Daniel,104.24
Kevin,7,K. Murray QB - ARI ,26.70,J. Mixon RB - CIN ,16.30,P. Lindsay RB - DEN ,7.50,T. Boyd WR - CIN ,1.00,D. Westbrook WR - JAX ,3.20,M. Andrews TE - BAL ,13.50,J. Crowder WR - NYJ ,13.60,J. Slye K - CAR ,3.00,Vikings DEF ,4.00,E. Sanders WR - SF ,3.30,D. Adams WR - GB ,0.00,J. Brissett QB - IND ,15.12,A. Jones RB - GB ,0.00,J. Williams RB - GB ,0.00,Jaguars DEF ,6.00,88.80,Jeremy,101.44
Jeremy,10,J. Allen QB - BUF ,33.84,K. Ballage RB - MIA ,7.70,N. Chubb RB - CLE ,9.20,O. Beckham WR - CLE ,6.00,T. Williams WR - LV ,8.20,H. Henry TE - LAC ,8.90,J. White RB - NE ,5.60,D. Carlson K - LV ,5.00,Saints DEF ,17.00,L. Fitzgerald WR - ARI ,7.70,A. Peterson RB - WAS ,3.00,B. Cooks WR - LA ,0.00,D. Guice RB - WAS ,12.90,A. Mattison RB - MIN ,0.50,D. Slayton WR - NYG ,0.00,101.44,Kevin,88.80
Peter,5,K. Allen QB - CAR ,5.70,D. Cook RB - MIN ,11.70,J. Jacobs RB - LV ,10.40,J. Jones WR - ATL ,8.70,C. Godwin WR - TB ,10.70,T. Hockenson TE - DET ,0.60,M. Brown WR - BAL ,2.30,B. Maher K ,9.00,Jets DEF ,9.00,A. Rodgers QB - GB ,0.00,R. Wilson QB - SEA ,0.00,M. Williams WR - LAC ,7.60,J. Hollister TE - SEA ,0.00,C. Kirk WR - ARI ,4.20,M. Hardman WR - KC ,1.30,68.10,Alessandro,112.38
Greg,2,D. Brees QB - NO ,21.12,J. Conner RB - PIT ,1.60,M. Sanders RB - PHI ,4.70,M. Thomas WR - NO ,17.40,C. Sutton WR - DEN ,13.82,R. Dwelley TE - SF ,13.40,J. Landry WR - CLE ,10.30,K. Fairbairn K - HOU ,1.00,Patriots DEF ,11.00,J. Graham TE - GB ,0.00,L. Murray RB - NO ,3.20,T. Lockett WR - SEA ,0.00,C. Carson RB - SEA ,0.00,Z. Pascal WR - IND ,1.70,J. Samuels RB - PIT ,10.50,94.34,Neil,57.66
