Owner,Rank,QB,Points,RB,Points,RB,Points,WR,Points,WR,Points,TE,Points,W/R,Points,K,Points,DEF,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,BN,Points,Total,Opponent,Opponent Total
Peter,1,T. Brady QB - NE ,13.40,A. Ekeler RB - LAC ,9.30,S. Barkley RB - NYG ,9.50,A. Thielen WR - MIN ,0.00,K. Golladay WR - DET ,19.20,G. Kittle TE - SF ,13.90,F. Gore RB - BUF ,1.50,J. Myers K - SEA ,8.00,Bills DEF ,8.00,D. Freeman RB - ATL ,0.00,K. Hunt RB - CLE ,0.00,C. Ridley WR - ATL ,0.00,T. Johnson RB - DET ,3.60,D. Metcalf WR - SEA ,21.00,G. Zuerlein K - LA ,0.00,82.80,Alessandro,105.76
david,10,P. Rivers QB - LAC ,11.76,C. Hyde RB - HOU ,14.00,K. Drake RB - ARI ,24.20,A. Jeffery WR - PHI ,3.60,A. Robinson WR - CHI ,0.60,Z. Ertz TE - PHI ,16.30,D. Amendola WR - DET ,2.90,D. Bailey K - MIN ,5.00,Chiefs DEF ,1.00,J. Witten TE - DAL ,5.80,M. Sanu WR - NE ,14.10,C. Kupp WR - LA ,0.00,A. Kamara RB - NO ,0.00,P. Mahomes QB - KC ,0.00,W. Lutz K - NO ,0.00,79.36,Kevin,91.84
Ryan,2,L. Jackson QB - BAL ,28.62,L. Bell RB - NYJ ,12.10,C. McCaffrey RB - CAR ,34.60,K. Allen WR - LAC ,4.00,R. Anderson WR - NYJ ,3.30,E. Engram TE - NYG ,5.00,M. Gallup WR - DAL ,9.30,R. Gould K - SF ,4.00,Browns DEF ,5.00,M. Ryan QB - ATL ,0.00,G. Tate WR - NYG ,5.80,R. Woods WR - LA ,0.00,M. Breida RB - SF ,9.20,D. Moore WR - CAR ,10.10,D. Guice RB - WAS ,0.00,105.92,Peter,111.92
alex,8,K. Cousins QB - MIN ,21.30,M. Ingram RB - BAL ,12.40,T. Coleman RB - SF ,3.60,D. Hopkins WR - HOU ,11.40,T. McLaurin WR - WAS ,3.90,T. Kelce TE - KC ,6.20,D. Parker WR - MIA ,11.70,J. Lambo K - JAX ,3.00,Cowboys DEF ,18.00,A. Green WR - CIN ,0.00,C. Newton QB - CAR ,0.00,J. Garoppolo QB - SF ,28.88,D. Williams RB - KC ,18.80,S. Shepard WR - NYG ,0.00,A. Hooper TE - ATL ,0.00,91.50,Greg,89.16
Alessandro,4,D. Carr QB - LV ,19.56,E. Elliott RB - DAL ,13.90,R. Freeman RB - DEN ,1.40,M. Evans WR - TB ,24.00,D. Chark WR - JAX ,3.20,D. Fells TE - HOU ,6.10,M. Jones WR - DET ,18.60,H. Butker K - KC ,16.00,49ers DEF ,3.00,T. Hilton WR - IND ,0.00,S. Watkins WR - KC ,6.30,C. Wentz QB - PHI ,15.06,J. Brissett QB - IND ,2.76,P. Barber RB - TB ,1.50,S. Michel RB - NE ,3.00,105.76,Peter,82.80
Daniel,9,M. Stafford QB - DET ,26.84,L. Fournette RB - JAX ,7.20,M. Mack RB - IND ,8.90,S. Diggs WR - MIN ,1.60,J. Smith-Schuster WR - PIT ,1.60,D. Waller TE - LV ,5.20,J. Brown WR - BUF ,7.60,M. Gay K - TB ,10.00,Jets DEF ,6.00,T. Ginn WR - NO ,0.00,N. Agholor WR - PHI ,2.10,G. Everett TE - LA ,0.00,D. Johnson WR - PIT ,0.50,D. Singletary RB - BUF ,20.00,Rams DEF ,0.00,74.94,Jeremy,88.30
Neil,6,D. Watson QB - HOU ,19.74,R. Jones RB - TB ,14.20,D. Montgomery RB - CHI ,19.60,J. Edelman WR - NE ,6.90,C. Samuel WR - CAR ,13.40,V. McDonald TE - PIT ,9.00,A. Cooper WR - DAL ,14.00,J. Tucker K - BAL ,7.00,Panthers DEF ,11.00,D. Walker TE - TEN ,0.00,J. Gordon WR - SEA ,0.00,D. Johnson RB - HOU ,14.10,T. Gurley RB - LA ,0.00,D. Johnson RB - ARI ,0.00,Chargers DEF ,7.00,114.84,michael,108.98
michael,12,D. Prescott QB - DAL ,21.48,J. Howard RB - PHI ,14.30,D. Henry RB - TEN ,21.90,T. Hill WR - KC ,20.50,T. Quinn WR - WAS ,0.90,T. Burton TE - CHI ,0.00,M. Gordon RB - LAC ,22.90,A. Vinatieri K - IND ,4.00,Seahawks DEF ,3.00,J. Cook TE - NO ,0.00,A. Brown WR ,0.00,J. Goff QB - LA ,0.00,T. Cohen RB - CHI ,1.60,C. Boswell K - PIT ,16.00,Bears DEF ,4.00,108.98,Neil,114.84
Kevin,7,K. Murray QB - ARI ,23.04,A. Jones RB - GB ,2.90,P. Lindsay RB - DEN ,15.20,E. Sanders WR - SF ,17.20,J. Crowder WR - NYJ ,14.30,M. Andrews TE - BAL ,2.10,M. Walton RB ,4.10,J. Slye K - CAR ,6.00,Vikings DEF ,7.00,D. Jackson WR - PHI ,0.50,E. Ebron TE - IND ,1.60,D. Adams WR - GB ,4.10,T. Boyd WR - CIN ,0.00,J. Mixon RB - CIN ,0.00,J. Williams RB - GB ,10.90,91.84,david,79.36
Jeremy,11,J. Allen QB - BUF ,17.60,A. Peterson RB - WAS ,13.00,N. Chubb RB - CLE ,9.10,O. Beckham WR - CLE ,8.20,T. Williams WR - LV ,4.80,H. Henry TE - LAC ,8.40,K. Stills WR - HOU ,5.20,Z. Gonzalez K - ARI ,5.00,Steelers DEF ,17.00,L. Fitzgerald WR - ARI ,3.80,B. Cooks WR - LA ,0.00,J. White RB - NE ,14.40,O. Howard TE - TB ,0.00,A. Mattison RB - MIN ,0.60,Saints DEF ,0.00,88.30,Daniel,74.94
